M0P1	M0P2	100.3291782268534
N164	M0P2	68.1064380624448
N164	M0P1	68.0328400038452
N25	M0P1	67.87810071117201
N217	M0P2	67.4810879543802
N103	M0P1	67.15570380214558
N72	M0P1	66.97822495906803
N217	M0P1	66.96397228255591
N117	M0P1	66.94406258256276
N139	M0P1	66.90808350250518
N243	M0P1	66.84623485813427
N141	M0P1	66.7408330251892
N103	M0P2	66.71337277484417
N57	M0P1	66.65677846692051
N243	M0P2	66.64147075893561
N200	M0P1	66.43306486374422
N154	M0P1	66.1404942262925
N123	M0P2	66.11290378058766
N25	M0P2	66.11267258641601
N97	M0P1	66.09028279927952
N7	M0P1	65.90445354702024
N141	M0P2	65.90274818971375
N144	M0P1	65.89496482695176
N0	M0P1	65.82183315427028
N114	M0P2	65.74315902089802
N112	M0P1	65.7419624382419
N154	M0P2	65.73957527927996
N114	M0P1	65.73160446732072
N97	M0P2	65.72929835320247
N245	M0P1	65.708937379899
N117	M0P2	65.64909237348911
N71	M0P2	65.59859180606145
N57	M0P2	65.58676664574887
N159	M0P1	65.58676606803544
N170	M0P1	65.56719734661237
N54	M0P1	65.55737898372536
N188	M0P2	65.53403020714904
N76	M0P1	65.51914505059176
N191	M0P1	65.50553598114129
N123	M0P1	65.47510932921068
N86	M0P1	65.45282886670975
N50	M0P1	65.40769248114157
N43	M0P1	65.35186360782609
N199	M0P1	65.32514052709121
N108	M0P1	65.3013334662719
N4	M0P1	65.29398080295141
N30	M0P2	65.2855165895376
N170	M0P2	65.27469656705216
N178	M0P1	65.24750743394907
N0	M0P2	65.22971730774589
N71	M0P1	65.20989390473187
N106	M0P1	65.17684072604243
N116	M0P1	65.13283162944208
N126	M0P1	65.1256544657117
N40	M0P1	65.1055622595195
N179	M0P1	65.09858898532366
N90	M0P1	65.07721640156888
N235	M0P1	65.04998631060516
N214	M0P1	65.0327518094382
N39	M0P1	65.0026985746481
N4	M0P2	65.00257868443441
N189	M0P1	64.94207750582791
N30	M0P1	64.90562996973634
N116	M0P2	64.89742781182576
N74	M0P1	64.89422641928923
N191	M0P2	64.88774640978954
N218	M0P2	64.88282529061325
N234	M0P1	64.8679267921143
N134	M0P1	64.7670395625064
N7	M0P2	64.76256848427875
N53	M0P2	64.7561542590172
N178	M0P2	64.75438756264339
N42	M0P1	64.74925521538171
N27	M0P1	64.74760936090388
N165	M0P1	64.74289425908864
N234	M0P2	64.73186390484625
N245	M0P2	64.73143055355467
N99	M0P1	64.72782411185835
N75	M0P1	64.7175360782312
N22	M0P1	64.71444357274231
N132	M0P1	64.68546650414373
