('M0P1', 'M0P2') [[85.63343]]
('N105', 'M0P1') [[20.103523]]
('N105', 'M0P2') [[19.849453]]
('N199', 'M0P2') [[19.225382]]
('N238', 'M0P1') [[19.029898]]
('N27', 'N199') [[18.992556]]
('N120', 'N199') [[18.826088]]
('N67', 'N120') [[18.7846]]
('N199', 'M0P1') [[18.76791]]
('N107', 'N235') [[18.762125]]
('N238', 'M0P2') [[18.722452]]
('N161', 'N238') [[18.678007]]
('N170', 'N235') [[18.634804]]
('N48', 'N199') [[18.592585]]
('N230', 'N238') [[18.587742]]
('N90', 'N107') [[18.558008]]
('N67', 'N199') [[18.555351]]
('N107', 'N170') [[18.537222]]
('N48', 'N161') [[18.524113]]
('N238', 'N244') [[18.497765]]
('N48', 'N107') [[18.492304]]
('N30', 'N107') [[18.43519]]
('N48', 'N225') [[18.430061]]
('N11', 'N126') [[18.41665]]
('N69', 'M0P2') [[18.40341]]
('N35', 'N36') [[18.394484]]
('N62', 'N120') [[18.38125]]
('N54', 'N238') [[18.376667]]
('N30', 'N208') [[18.376389]]
('N187', 'N199') [[18.366587]]
('N48', 'N135') [[18.362934]]
('N54', 'N231') [[18.359106]]
('N18', 'N41') [[18.357233]]
('N35', 'N199') [[18.355162]]
('N94', 'N127') [[18.35377]]
('N48', 'N51') [[18.349752]]
('N120', 'N126') [[18.346243]]
('N105', 'N187') [[18.340302]]
('N64', 'N238') [[18.333054]]
('N35', 'N230') [[18.332443]]
('N30', 'N105') [[18.33115]]
('N190', 'N199') [[18.32056]]
('N89', 'N235') [[18.306292]]
('N41', 'N199') [[18.304218]]
('N30', 'M0P1') [[18.294914]]
('N48', 'N148') [[18.275953]]
('N105', 'N199') [[18.27063]]
('N124', 'N238') [[18.261223]]
('N30', 'N75') [[18.258894]]
('N94', 'N199') [[18.251093]]
('N2', 'N218') [[18.244242]]
('N6', 'N107') [[18.23663]]
('N126', 'N190') [[18.234886]]
('N74', 'N238') [[18.233168]]
('N41', 'N120') [[18.232761]]
('N190', 'M0P1') [[18.23012]]
('N120', 'N231') [[18.228687]]
('N48', 'N238') [[18.228354]]
('N41', 'N95') [[18.22753]]
('N130', 'N235') [[18.227058]]
('N2', 'N37') [[18.22594]]
('N190', 'N242') [[18.222145]]
('N126', 'N230') [[18.219416]]
('N105', 'N127') [[18.216658]]
('N30', 'N238') [[18.216356]]
('N48', 'N174') [[18.216085]]
('N105', 'N162') [[18.212954]]
('N94', 'N190') [[18.20923]]
('N85', 'N231') [[18.208351]]
('N174', 'N238') [[18.20588]]
('N120', 'N244') [[18.204124]]
('N120', 'N174') [[18.204115]]
('N134', 'N230') [[18.203434]]
('N127', 'N238') [[18.203407]]
('N107', 'N174') [[18.200146]]
('N127', 'M0P1') [[18.18511]]
('N107', 'N238') [[18.184874]]
('N37', 'N190') [[18.184446]]
('N77', 'N235') [[18.18009]]
('N74', 'N107') [[18.176031]]
('N174', 'N190') [[18.173529]]
('N27', 'N74') [[18.170794]]
('N127', 'N199') [[18.168627]]
('N107', 'N236') [[18.16819]]
('N40', 'N230') [[18.168148]]
('N176', 'N238') [[18.166199]]
('N202', 'N230') [[18.164793]]
('N92', 'N105') [[18.164398]]
('N41', 'N48') [[18.161327]]
('N198', 'N228') [[18.16047]]
('N37', 'N230') [[18.157988]]
('N199', 'N215') [[18.15493]]
('N104', 'N235') [[18.150045]]
('N75', 'N109') [[18.149912]]
('N37', 'N52') [[18.149248]]
('N54', 'N75') [[18.148754]]
('N54', 'N199') [[18.146301]]
('N194', 'N230') [[18.14623]]
('N35', 'N120') [[18.142694]]
('N231', 'N244') [[18.14222]]
('N195', 'N230') [[18.140032]]
('N120', 'N147') [[18.138948]]
('N62', 'N105') [[18.134533]]
('N30', 'N67') [[18.133999]]
('N57', 'N199') [[18.132925]]
('N129', 'N199') [[18.131956]]
('N162', 'N230') [[18.131428]]
('N75', 'N161') [[18.130323]]
('N107', 'N190') [[18.127728]]
('N30', 'M0P2') [[18.12606]]
('N107', 'N120') [[18.123838]]
('N27', 'N48') [[18.123833]]
('N14', 'N124') [[18.123638]]
('N161', 'N199') [[18.123272]]
('N48', 'N208') [[18.122522]]
