('M0P1', 'M0P2') [[34.70287]]
('N170', 'N197') [[19.829659]]
('N170', 'M0P1') [[19.757193]]
('N116', 'N170') [[19.559074]]
('N75', 'N170') [[19.525997]]
('N32', 'N75') [[19.4641]]
('N139', 'N170') [[19.44482]]
('N75', 'N83') [[19.432343]]
('N204', 'N237') [[19.373047]]
('N10', 'N204') [[19.364056]]
('N69', 'N75') [[19.354221]]
('N43', 'N204') [[19.351585]]
('N43', 'N215') [[19.339163]]
('N204', 'N215') [[19.326187]]
('N84', 'N170') [[19.32241]]
('N29', 'N215') [[19.297985]]
('N43', 'N170') [[19.294382]]
('N86', 'N204') [[19.289038]]
('N67', 'N170') [[19.271257]]
('N83', 'N139') [[19.266035]]
('N202', 'M0P1') [[19.243196]]
('N167', 'N213') [[19.214815]]
('N197', 'N250') [[19.20494]]
('N45', 'N75') [[19.203436]]
('N75', 'N228') [[19.199436]]
('N75', 'N237') [[19.188375]]
('N170', 'N213') [[19.184809]]
('N23', 'N139') [[19.17466]]
('N134', 'N170') [[19.168358]]
('N69', 'N134') [[19.158371]]
('N67', 'N76') [[19.154743]]
('N40', 'N139') [[19.150505]]
('N83', 'N215') [[19.149044]]
('N10', 'N237') [[19.14594]]
('N213', 'N215') [[19.139599]]
('N37', 'N67') [[19.138336]]
('N143', 'N170') [[19.13787]]
('N76', 'N170') [[19.133509]]
('N40', 'N83') [[19.132742]]
('N67', 'N123') [[19.129705]]
('N139', 'N231') [[19.113796]]
('N209', 'N213') [[19.110994]]
('N10', 'N170') [[19.102041]]
('N69', 'N116') [[19.100752]]
('N31', 'N75') [[19.097874]]
('N78', 'N111') [[19.069855]]
('N67', 'N126') [[19.06884]]
('N37', 'N170') [[19.066626]]
('N75', 'N234') [[19.065441]]
('N69', 'N170') [[19.065323]]
('N29', 'N75') [[19.062716]]
('N67', 'N243') [[19.062212]]
('N177', 'N237') [[19.061283]]
('N126', 'N170') [[19.055923]]
('N231', 'N243') [[19.053488]]
('N86', 'M0P1') [[19.05171]]
('N213', 'N240') [[19.05118]]
('N67', 'N75') [[19.047281]]
('N2', 'N170') [[19.045856]]
('N83', 'N213') [[19.045506]]
('N93', 'N197') [[19.041586]]
('N32', 'N58') [[19.041412]]
('N116', 'N237') [[19.038609]]
('N139', 'N213') [[19.038147]]
('N32', 'N170') [[19.036781]]
('N67', 'N204') [[19.035664]]
('N40', 'N167') [[19.035461]]
('N21', 'N67') [[19.034336]]
('N213', 'N237') [[19.032999]]
('N75', 'N197') [[19.032377]]
('N67', 'N116') [[19.031946]]
('N67', 'N137') [[19.02225]]
('N75', 'N137') [[19.018505]]
('N84', 'N139') [[19.014397]]
('N22', 'N170') [[19.00852]]
('N75', 'N105') [[19.00594]]
('N120', 'N197') [[19.005724]]
('N69', 'N215') [[19.0046]]
('N197', 'N204') [[18.998627]]
