('M0P1', 'M0P2') [[60.57236]]
('N83', 'N108') [[19.21351]]
('N68', 'N69') [[18.989439]]
('N83', 'N250') [[18.989283]]
('N68', 'N197') [[18.973808]]
('N56', 'N108') [[18.9641]]
('N56', 'N145') [[18.96007]]
('N69', 'N140') [[18.943968]]
('N58', 'N83') [[18.92337]]
('N116', 'N239') [[18.882072]]
('N69', 'N250') [[18.879501]]
('N16', 'N83') [[18.843784]]
('N32', 'N83') [[18.842236]]
('N83', 'N90') [[18.830656]]
('N83', 'N194') [[18.81603]]
('N83', 'N165') [[18.763681]]
('N179', 'N197') [[18.76357]]
('N33', 'N38') [[18.763016]]
('N69', 'N155') [[18.745653]]
('N16', 'N32') [[18.740976]]
('N30', 'N244') [[18.740856]]
('N72', 'N136') [[18.718733]]
('N24', 'N83') [[18.699589]]
('N38', 'N83') [[18.699183]]
('N75', 'N207') [[18.692566]]
('N30', 'N75') [[18.690197]]
('N100', 'N144') [[18.681404]]
('N30', 'N100') [[18.674288]]
('N230', 'N250') [[18.666588]]
('N144', 'N207') [[18.666138]]
('N146', 'N177') [[18.663473]]
('N68', 'N112') [[18.652948]]
('N83', 'N244') [[18.652533]]
('N56', 'N83') [[18.637632]]
('N145', 'N249') [[18.633482]]
('N69', 'N83') [[18.62651]]
('N69', 'N90') [[18.626497]]
('N68', 'N146') [[18.626293]]
('N20', 'N244') [[18.62407]]
('N33', 'N250') [[18.606773]]
('N83', 'N155') [[18.606672]]
('N56', 'N69') [[18.59677]]
('N83', 'N145') [[18.591759]]
('N69', 'N197') [[18.591692]]
('N69', 'N145') [[18.588537]]
('N133', 'N249') [[18.584572]]
('N83', 'N144') [[18.583178]]
('N30', 'N249') [[18.581573]]
('N56', 'N68') [[18.57927]]
('N83', 'N146') [[18.57469]]
('N100', 'N250') [[18.569067]]
('N123', 'N144') [[18.568832]]
('N69', 'N72') [[18.563719]]
('N83', 'N133') [[18.555614]]
('N116', 'N150') [[18.546968]]
('N20', 'N68') [[18.545292]]
('N16', 'N68') [[18.544765]]
('N72', 'N144') [[18.54319]]
('N30', 'N32') [[18.539503]]
('N83', 'N126') [[18.53809]]
('N83', 'N136') [[18.532564]]
('N83', 'N230') [[18.5243]]
('N69', 'N150') [[18.523825]]
('N55', 'N144') [[18.521183]]
('N66', 'N75') [[18.520802]]
('N66', 'N198') [[18.519161]]
('N68', 'N136') [[18.518333]]
('N116', 'N198') [[18.516596]]
('N83', 'N208') [[18.516287]]
('N24', 'N144') [[18.516195]]
('N33', 'N83') [[18.515854]]
('N82', 'N83') [[18.51571]]
('N144', 'N159') [[18.51276]]
('N75', 'N82') [[18.512356]]
('N140', 'N150') [[18.512348]]
('N44', 'N124') [[18.512238]]
('N30', 'N169') [[18.511532]]
('N20', 'N250') [[18.503563]]
('N108', 'N250') [[18.500324]]
('N75', 'N145') [[18.497517]]
('N30', 'N69') [[18.497198]]
('N24', 'N75') [[18.494576]]
('N69', 'N144') [[18.49235]]
('N66', 'N69') [[18.491518]]
('N99', 'N245') [[18.487944]]
('N55', 'N56') [[18.48627]]
('N51', 'N108') [[18.482906]]
('N20', 'N233') [[18.47912]]
('N69', 'N195') [[18.476288]]
('N30', 'N51') [[18.476265]]
('N58', 'N100') [[18.476215]]
('N30', 'N83') [[18.474794]]
('N177', 'N197') [[18.474049]]
('N1', 'N38') [[18.473873]]
('N56', 'N169') [[18.473259]]
('N30', 'N144') [[18.47246]]
('N136', 'N144') [[18.47091]]
('N69', 'N114') [[18.468641]]
('N72', 'N146') [[18.466125]]
('N30', 'N165') [[18.462782]]
('N72', 'N83') [[18.461805]]
('N32', 'N124') [[18.46179]]
('N244', 'N250') [[18.460413]]
('N56', 'N222') [[18.45925]]
('N68', 'N244') [[18.457584]]
('N32', 'N175') [[18.454988]]
('N82', 'N244') [[18.448288]]
('N69', 'N244') [[18.44731]]
('N32', 'N51') [[18.446892]]
('N44', 'N83') [[18.445534]]
('N70', 'N146') [[18.444881]]
('N195', 'N213') [[18.443647]]
('N141', 'N177') [[18.431467]]
('N32', 'N244') [[18.428455]]
('N39', 'N179') [[18.42551]]
('N64', 'N69') [[18.423199]]
('N33', 'N238') [[18.422482]]
('N30', 'N92') [[18.420448]]
('N69', 'N100') [[18.415154]]
('N57', 'N182') [[18.41435]]
('N20', 'N83') [[18.413153]]
('N83', 'N99') [[18.41022]]
('N36', 'N165') [[18.410181]]
('N83', 'N188') [[18.407373]]
('N116', 'N174') [[18.406704]]
('N116', 'N244') [[18.405836]]
('N108', 'N164') [[18.404566]]
('N24', 'N72') [[18.403934]]
('N83', 'N197') [[18.403883]]
('N62', 'N244') [[18.402655]]
('N144', 'N221') [[18.39885]]
('N58', 'N90') [[18.398014]]
('N82', 'N92') [[18.397861]]
('N56', 'N164') [[18.397503]]
('N182', 'N200') [[18.397184]]
('N30', 'N175') [[18.396357]]
('N57', 'N83') [[18.396095]]
('N68', 'N214') [[18.396013]]
('N112', 'N195') [[18.395208]]
('N83', 'N175') [[18.395021]]
('N20', 'N195') [[18.39473]]
('N68', 'N182') [[18.39355]]
('N69', 'N221') [[18.393173]]
('N139', 'N207') [[18.38983]]
('N16', 'N36') [[18.389029]]
('N68', 'N83') [[18.38604]]
('N58', 'N69') [[18.383493]]
('N108', 'N145') [[18.382425]]
('N16', 'N175') [[18.380161]]
('N221', 'N244') [[18.380072]]
('N82', 'N155') [[18.379269]]
('N36', 'N83') [[18.379053]]
('N66', 'N116') [[18.378462]]
('N69', 'N82') [[18.378166]]
('N112', 'N249') [[18.374266]]
('N56', 'N244') [[18.371452]]
('N72', 'N200') [[18.370527]]
('N85', 'N230') [[18.369127]]
('N30', 'N140') [[18.366528]]
('N11', 'N144') [[18.362513]]
('N72', 'N100') [[18.36153]]
('N66', 'N83') [[18.361355]]
('N180', 'N231') [[18.360424]]
('N32', 'N144') [[18.359476]]
('N69', 'N88') [[18.35932]]
('N32', 'N75') [[18.356487]]
('N69', 'N214') [[18.35623]]
('N56', 'N100') [[18.355858]]
('N32', 'N58') [[18.353912]]
('N123', 'N136') [[18.353735]]
('N128', 'N195') [[18.353104]]
('N56', 'N92') [[18.35274]]
('N0', 'N69') [[18.351547]]
('N75', 'N241') [[18.350672]]
('N83', 'N115') [[18.349316]]
('N72', 'N233') [[18.348867]]
('N39', 'N68') [[18.344769]]
('N58', 'N155') [[18.343575]]
('N83', 'N212') [[18.340855]]
('N177', 'N200') [[18.340183]]
('N16', 'N30') [[18.339235]]
('N100', 'N164') [[18.336823]]
('N83', 'N249') [[18.3354]]
('N24', 'N231') [[18.334805]]
('N112', 'N164') [[18.333626]]
('N69', 'N78') [[18.32969]]
('N56', 'N144') [[18.329395]]
('N69', 'N200') [[18.329103]]
('N83', 'N202') [[18.328482]]
('N33', 'N99') [[18.328003]]
('N33', 'N68') [[18.327368]]
('N58', 'N116') [[18.325537]]
('N100', 'N169') [[18.324518]]
('N107', 'N244') [[18.321947]]
('N20', 'N36') [[18.320307]]
('N68', 'N115') [[18.320028]]
('N39', 'N250') [[18.32]]
('N83', 'N162') [[18.319654]]
('N82', 'N140') [[18.319115]]
('N69', 'N93') [[18.318872]]
('N65', 'N66') [[18.318832]]
('N33', 'N146') [[18.317642]]
('N30', 'N155') [[18.31724]]
('N32', 'N69') [[18.316233]]
('N53', 'N56') [[18.315523]]
('N72', 'N250') [[18.31477]]
('N39', 'N100') [[18.31409]]
('N145', 'N241') [[18.313927]]
('N152', 'N250') [[18.313835]]
('N75', 'N229') [[18.313143]]
('N56', 'N204') [[18.31077]]
('N24', 'N172') [[18.310234]]
('N100', 'N123') [[18.304653]]
('N112', 'N165') [[18.302505]]
('N69', 'N126') [[18.30063]]
('N124', 'N177') [[18.29773]]
('N75', 'N198') [[18.29625]]
('N32', 'N231') [[18.29088]]
('N177', 'N220') [[18.290674]]
('N124', 'N197') [[18.288576]]
('N116', 'N146') [[18.283846]]
('N78', 'N195') [[18.283297]]
('N72', 'N208') [[18.283165]]
('N83', 'N134') [[18.282578]]
('N146', 'N221') [[18.282463]]
('N83', 'N201') [[18.282166]]
('N33', 'N56') [[18.28192]]
('N24', 'N69') [[18.280115]]
('N58', 'N166') [[18.28001]]
('N33', 'N136') [[18.279793]]
('N32', 'N78') [[18.279354]]
('N75', 'N179') [[18.27917]]
('N62', 'N83') [[18.279026]]
('N108', 'N172') [[18.278835]]
('N70', 'N177') [[18.27827]]
('N100', 'N184') [[18.2779]]
('N58', 'N133') [[18.2776]]
('N75', 'N144') [[18.274757]]
('N30', 'N62') [[18.274546]]
('N56', 'N58') [[18.273716]]
('N24', 'N200') [[18.273335]]
('N69', 'N238') [[18.27116]]
('N75', 'N140') [[18.27012]]
('N51', 'N83') [[18.269642]]
('N83', 'N207') [[18.269194]]
('N200', 'N233') [[18.268476]]
('N75', 'N141') [[18.266933]]
('N32', 'N72') [[18.266804]]
('N33', 'N169') [[18.265278]]
('N32', 'N76') [[18.263987]]
('N112', 'N180') [[18.263315]]
('N56', 'N238') [[18.263107]]
('N83', 'N112') [[18.262491]]
('N116', 'N207') [[18.262203]]
('N233', 'N250') [[18.262106]]
('N83', 'N238') [[18.260695]]
('N100', 'N193') [[18.259768]]
('N186', 'N212') [[18.258734]]
('N70', 'N145') [[18.258461]]
('N36', 'N108') [[18.25809]]
('N69', 'N123') [[18.254482]]
('N69', 'N249') [[18.251394]]
('N30', 'N56') [[18.25111]]
('N30', 'N164') [[18.250557]]
('N145', 'N212') [[18.249397]]
('N83', 'N179') [[18.249157]]
('N69', 'N107') [[18.24792]]
('N238', 'N250') [[18.247747]]
('N71', 'N100') [[18.246374]]
('N124', 'N179') [[18.24341]]
('N69', 'N230') [[18.24239]]
('N144', 'N231') [[18.237888]]
('N107', 'N250') [[18.237854]]
('N68', 'N72') [[18.236408]]
('N15', 'N58') [[18.234432]]
('N14', 'N68') [[18.232944]]
('N51', 'N58') [[18.230074]]
('N68', 'N179') [[18.229746]]
('N68', 'N155') [[18.228603]]
('N145', 'N233') [[18.22749]]
('N146', 'N182') [[18.226585]]
('N68', 'N212') [[18.226315]]
('N38', 'N177') [[18.223604]]
('N68', 'N78') [[18.223467]]
('N78', 'N197') [[18.22233]]
('N95', 'N233') [[18.221783]]
('N179', 'N223') [[18.2204]]
('N56', 'N233') [[18.22005]]
('N82', 'N116') [[18.21956]]
('N145', 'N179') [[18.219488]]
('N83', 'N200') [[18.219175]]
('N65', 'N216') [[18.218035]]
('N124', 'N146') [[18.21755]]
('N56', 'N250') [[18.213915]]
('N4', 'N164') [[18.213776]]
('N32', 'N36') [[18.21159]]
('N145', 'N169') [[18.209436]]
('N32', 'N33') [[18.209341]]
('N73', 'N75') [[18.206915]]
('N30', 'N133') [[18.206602]]
('N195', 'N244') [[18.206429]]
('N4', 'N69') [[18.205736]]
('N33', 'N69') [[18.204576]]
('N75', 'N230') [[18.203583]]
('N145', 'N230') [[18.203573]]
('N32', 'N90') [[18.202908]]
('N69', 'N175') [[18.202354]]
('N20', 'N56') [[18.202038]]
('N83', 'N154') [[18.202013]]
('N95', 'N175') [[18.201775]]
('N51', 'N169') [[18.201136]]
('N30', 'N154') [[18.198355]]
('N197', 'N250') [[18.197002]]
('N58', 'N68') [[18.196632]]
('N144', 'N223') [[18.19645]]
('N140', 'N177') [[18.19461]]
('N83', 'N100') [[18.193865]]
('N83', 'N123') [[18.192139]]
('N28', 'N146') [[18.192064]]
('N20', 'N179') [[18.191357]]
('N55', 'N64') [[18.19076]]
('N144', 'N146') [[18.19074]]
('N195', 'N249') [[18.190607]]
('N65', 'N133') [[18.188654]]
('N112', 'N146') [[18.187273]]
('N75', 'N195') [[18.18703]]
('N33', 'N182') [[18.186317]]
('N68', 'N157') [[18.186094]]
('N69', 'N99') [[18.18549]]
('N39', 'N56') [[18.183483]]
('N69', 'N75') [[18.181824]]
('N144', 'N179') [[18.181763]]
('N146', 'N197') [[18.180887]]
('N83', 'N120') [[18.180717]]
('N179', 'N200') [[18.180641]]
('N30', 'N150') [[18.180195]]
('N30', 'N68') [[18.179258]]
('N33', 'N95') [[18.179245]]
('N24', 'N108') [[18.178577]]
('N68', 'N150') [[18.177761]]
('N68', 'N207') [[18.176968]]
('N30', 'N146') [[18.17596]]
('N124', 'N150') [[18.175955]]
('N90', 'N112') [[18.174534]]
('N24', 'N65') [[18.17447]]
('N52', 'N69') [[18.17344]]
('N69', 'N194') [[18.172508]]
('N193', 'N244') [[18.170624]]
('N39', 'N155') [[18.16948]]
('N20', 'N30') [[18.16936]]
('N53', 'N69') [[18.169283]]
('N32', 'N82') [[18.168932]]
('N166', 'N177') [[18.167707]]
('N69', 'N115') [[18.16748]]
('N144', 'N169') [[18.166979]]
('N49', 'N197') [[18.165962]]
('N36', 'N169') [[18.165741]]
('N14', 'N39') [[18.165434]]
('N58', 'N244') [[18.16531]]
('N32', 'N99') [[18.165112]]
('N62', 'N233') [[18.164423]]
('N38', 'N250') [[18.163612]]
('N29', 'N68') [[18.163406]]
('N75', 'N192') [[18.16161]]
('N32', 'N66') [[18.161425]]
('N182', 'N250') [[18.159626]]
('N66', 'N82') [[18.15915]]
('N72', 'N207') [[18.15852]]
('N58', 'N85') [[18.158192]]
('N16', 'N75') [[18.157387]]
('N72', 'N90') [[18.157103]]
('N99', 'N126') [[18.156292]]
('N115', 'N144') [[18.15473]]
('N24', 'N82') [[18.154673]]
('N68', 'N218') [[18.154598]]
('N100', 'N223') [[18.154535]]
('N100', 'N159') [[18.151625]]
('N0', 'N82') [[18.150463]]
('N118', 'N215') [[18.150118]]
('N39', 'N69') [[18.148802]]
('N36', 'N195') [[18.14684]]
('N4', 'N72') [[18.14635]]
('N16', 'N20') [[18.1458]]
('N218', 'N244') [[18.145369]]
('N83', 'N214') [[18.144611]]
('N4', 'N175') [[18.144592]]
('N58', 'N107') [[18.144579]]
('N56', 'N168') [[18.144396]]
('N69', 'N136') [[18.144241]]
('N51', 'N68') [[18.144072]]
('N33', 'N114') [[18.144049]]
('N108', 'N112') [[18.143204]]
('N83', 'N139') [[18.142923]]
('N144', 'N172') [[18.142618]]
('N154', 'N244') [[18.141783]]
('N47', 'N72') [[18.140413]]
('N133', 'N244') [[18.140028]]
('N55', 'N250') [[18.139671]]
('N30', 'N82') [[18.13856]]
('N68', 'N250') [[18.138424]]
('N75', 'N124') [[18.137104]]
('N33', 'N124') [[18.135626]]
('N30', 'N199') [[18.135141]]
('N14', 'N42') [[18.13509]]
('N32', 'N207') [[18.134922]]
('N20', 'N108') [[18.133467]]
('N72', 'N229') [[18.131466]]
('N33', 'N197') [[18.130882]]
('N83', 'N172') [[18.1303]]
('N12', 'N76') [[18.129686]]
('N146', 'N249') [[18.128586]]
('N55', 'N159') [[18.127895]]
('N75', 'N83') [[18.127317]]
('N36', 'N100') [[18.127293]]
('N76', 'N124') [[18.12696]]
('N39', 'N144') [[18.126692]]
('N72', 'N179') [[18.126648]]
('N195', 'N239') [[18.126171]]
('N58', 'N82') [[18.125412]]
('N66', 'N78') [[18.12494]]
('N68', 'N223') [[18.124884]]
('N40', 'N69') [[18.121923]]
('N30', 'N194') [[18.121367]]
('N36', 'N56') [[18.121328]]
('N145', 'N221') [[18.120672]]
('N83', 'N124') [[18.119823]]
('N55', 'N244') [[18.11973]]
('N134', 'N145') [[18.11957]]
('N30', 'N107') [[18.119371]]
('N64', 'N66') [[18.119099]]
('N83', 'N245') [[18.11872]]
('N4', 'N54') [[18.118656]]
('N58', 'N72') [[18.118181]]
('N58', 'N213') [[18.117163]]
('N146', 'N214') [[18.11694]]
('N69', 'N112') [[18.116396]]
('N68', 'N139') [[18.115633]]
('N116', 'N157') [[18.115215]]
('N69', 'N208') [[18.114748]]
('N145', 'N202') [[18.113953]]
('N0', 'N65') [[18.113514]]
('N169', 'N244') [[18.112385]]
('N83', 'N233') [[18.112356]]
('N140', 'N215') [[18.110506]]
('N20', 'N24') [[18.108744]]
('N56', 'N125') [[18.108664]]
('N56', 'N227') [[18.106886]]
('N198', 'N238') [[18.106775]]
('N20', 'N55') [[18.106627]]
('N33', 'N233') [[18.105759]]
('N100', 'N227') [[18.104677]]
('N30', 'N66') [[18.103735]]
('N155', 'N250') [[18.10343]]
('N15', 'N197') [[18.103374]]
('N194', 'N244') [[18.102047]]
('N90', 'N249') [[18.101568]]
('N50', 'N83') [[18.100868]]
('N69', 'N143') [[18.100609]]
('N68', 'N125') [[18.099571]]
('N75', 'N170') [[18.09927]]
('N83', 'N196') [[18.098843]]
('N72', 'N177') [[18.098417]]
('N83', 'N193') [[18.095783]]
('N72', 'N244') [[18.095564]]
('N75', 'N177') [[18.095352]]
('N4', 'N32') [[18.095224]]
('N83', 'N182') [[18.093908]]
('N219', 'N233') [[18.093487]]
('N20', 'N51') [[18.092981]]
('N30', 'N58') [[18.092844]]
('N66', 'N244') [[18.091496]]
('N20', 'N32') [[18.091385]]
('N15', 'N83') [[18.090769]]
('N32', 'N140') [[18.090668]]
('N16', 'N58') [[18.090366]]
('N116', 'N145') [[18.089996]]
('N143', 'N250') [[18.089167]]
('N68', 'N238') [[18.088608]]
('N83', 'N232') [[18.088144]]
('N123', 'N165') [[18.087786]]
('N68', 'N186') [[18.08778]]
('N32', 'N160') [[18.087582]]
('N15', 'N182') [[18.087135]]
('N56', 'N124') [[18.086391]]
('N176', 'N244') [[18.084894]]
('N66', 'N157') [[18.084686]]
('N60', 'N124') [[18.084654]]
('N145', 'N170') [[18.084322]]
('N141', 'N182') [[18.084082]]
('N144', 'N238') [[18.083946]]
('N69', 'N212') [[18.083755]]
('N24', 'N243') [[18.083416]]
('N195', 'N250') [[18.082548]]
('N68', 'N126') [[18.082273]]
('N180', 'N182') [[18.082159]]
('N68', 'N249') [[18.080273]]
('N51', 'N56') [[18.07912]]
('N180', 'N197') [[18.079027]]
('N229', 'N230') [[18.0788]]
('N32', 'N112') [[18.078505]]
('N33', 'N177') [[18.078133]]
('N58', 'N250') [[18.077724]]
('N82', 'N250') [[18.076628]]
('N68', 'N227') [[18.075716]]
('N116', 'N180') [[18.075228]]
('N154', 'N207') [[18.074926]]
('N107', 'N207') [[18.074863]]
('N66', 'N197') [[18.07459]]
('N30', 'N90') [[18.07281]]
('N146', 'N175') [[18.072407]]
('N56', 'N179') [[18.071781]]
('N33', 'N97') [[18.071718]]
('N66', 'N150') [[18.070698]]
('N101', 'N155') [[18.070482]]
('N65', 'N72') [[18.070026]]
('N24', 'N125') [[18.069317]]
('N69', 'N165') [[18.068579]]
('N140', 'N152') [[18.068499]]
('N221', 'N233') [[18.068136]]
('N1', 'N32') [[18.067894]]
('N16', 'N169') [[18.067678]]
('N75', 'N112') [[18.067348]]
('N108', 'N144') [[18.066095]]
('N123', 'N140') [[18.064476]]
('N36', 'N222') [[18.064293]]
('N100', 'N155') [[18.06371]]
('N150', 'N177') [[18.063135]]
('N0', 'N145') [[18.062965]]
('N65', 'N200') [[18.062672]]
('N100', 'N238') [[18.0625]]
('N61', 'N213') [[18.062275]]
('N16', 'N197') [[18.060022]]
('N83', 'N177') [[18.055653]]
('N72', 'N123') [[18.055101]]
('N83', 'N116') [[18.055082]]
('N64', 'N146') [[18.05499]]
('N145', 'N157') [[18.05489]]
('N62', 'N230') [[18.05488]]
('N30', 'N38') [[18.054588]]
('N68', 'N192') [[18.054436]]
('N90', 'N100') [[18.053802]]
('N70', 'N83') [[18.053154]]
('N30', 'N198') [[18.05267]]
('N169', 'N197') [[18.05255]]
('N116', 'N124') [[18.05205]]
('N22', 'N179') [[18.05132]]
('N56', 'N221') [[18.051178]]
('N30', 'N193') [[18.05069]]
('N56', 'N241') [[18.050406]]
('N98', 'N175') [[18.050241]]
('N76', 'N146') [[18.050169]]
('N32', 'N150') [[18.049713]]
('N200', 'N207') [[18.04957]]
('N65', 'N69') [[18.04921]]
('N0', 'N75') [[18.049154]]
('N169', 'N182') [[18.048191]]
('N24', 'N56') [[18.04799]]
('N20', 'N172') [[18.046495]]
('N157', 'N244') [[18.046026]]
('N32', 'N134') [[18.045523]]
('N33', 'N201') [[18.04483]]
('N116', 'N165') [[18.044788]]
('N30', 'N250') [[18.044031]]
('N20', 'N107') [[18.043608]]
('N56', 'N197') [[18.043447]]
('N30', 'N78') [[18.043447]]
('N58', 'N169') [[18.043072]]
('N116', 'N155') [[18.041132]]
('N54', 'N200') [[18.040775]]
('N15', 'N124') [[18.040455]]
('N36', 'N107') [[18.039951]]
('N69', 'N176') [[18.038969]]
('N90', 'N123') [[18.038876]]
('N28', 'N75') [[18.038836]]
('N82', 'N165') [[18.038021]]
('N83', 'N166') [[18.037567]]
('N145', 'N152') [[18.037222]]
('N58', 'N123') [[18.036978]]
('N30', 'N65') [[18.036951]]
('N192', 'N231') [[18.036688]]
('N83', 'N169') [[18.034962]]
('N200', 'N230') [[18.033669]]
('N33', 'N72') [[18.033352]]
('N32', 'N169') [[18.03314]]
('N207', 'N239') [[18.031792]]
('N38', 'N155') [[18.031425]]
('N155', 'N165') [[18.031372]]
('N24', 'N229') [[18.029873]]
('N90', 'N144') [[18.029497]]
('N33', 'N230') [[18.029375]]
('N68', 'N194') [[18.029203]]
('N69', 'N124') [[18.029104]]
('N32', 'N165') [[18.028664]]
('N107', 'N177') [[18.028109]]
('N82', 'N144') [[18.02807]]
('N58', 'N145') [[18.027788]]
('N175', 'N182') [[18.027706]]
('N90', 'N101') [[18.027655]]
('N116', 'N182') [[18.027346]]
('N33', 'N144') [[18.027319]]
('N33', 'N51') [[18.027277]]
('N0', 'N124') [[18.026735]]
('N15', 'N175') [[18.026104]]
('N176', 'N250') [[18.025803]]
('N68', 'N195') [[18.0245]]
('N75', 'N162') [[18.022943]]
('N68', 'N108') [[18.02214]]
('N20', 'N239') [[18.021692]]
('N99', 'N144') [[18.021528]]
('N175', 'N245') [[18.021425]]
('N24', 'N128') [[18.02071]]
('N100', 'N212') [[18.019459]]
('N112', 'N174') [[18.019276]]
('N112', 'N200') [[18.019234]]
('N56', 'N150') [[18.018457]]
('N36', 'N112') [[18.018278]]
('N175', 'N187') [[18.018177]]
('N64', 'N155') [[18.017187]]
('N112', 'N172') [[18.016298]]
('N177', 'N238') [[18.015928]]
('N177', 'N222') [[18.015789]]
('N30', 'N143') [[18.015388]]
('N24', 'N250') [[18.015223]]
('N64', 'N249') [[18.015026]]
('N72', 'N155') [[18.014778]]
('N57', 'N65') [[18.014015]]
('N53', 'N244') [[18.013998]]
('N30', 'N184') [[18.013603]]
('N65', 'N222') [[18.013512]]
('N78', 'N83') [[18.013298]]
('N132', 'N144') [[18.01315]]
('N169', 'N249') [[18.011797]]
('N4', 'N144') [[18.011116]]
('N28', 'N145') [[18.011047]]
('N145', 'N155') [[18.010551]]
('N42', 'N250') [[18.010426]]
('N145', 'N180') [[18.010403]]
('N179', 'N208') [[18.009771]]
('N4', 'N100') [[18.009356]]
('N123', 'N193') [[18.006557]]
('N112', 'N197') [[18.006449]]
('N58', 'N230') [[18.00631]]
('N64', 'N208') [[18.006239]]
('N89', 'N195') [[18.003765]]
('N1', 'N83') [[18.002565]]
('N14', 'N124') [[18.001282]]
('N100', 'N124') [[18.00126]]
('N157', 'N198') [[18.001184]]
('N118', 'N182') [[18.000692]]
('N99', 'N108') [[18.000332]]
('N56', 'N220') [[17.998884]]
('N89', 'N150') [[17.998089]]
