('M0P1', 'M0P2') [[39.640976]]
('N55', 'N208') [[19.930948]]
('N106', 'M0P2') [[19.574104]]
('N112', 'N143') [[19.405125]]
('N143', 'N213') [[19.3529]]
('N55', 'N186') [[19.235237]]
('N103', 'N218') [[19.22273]]
('N83', 'N213') [[19.180367]]
('N55', 'N175') [[19.1717]]
('N103', 'N229') [[19.151505]]
('N36', 'N219') [[19.132616]]
('N48', 'N103') [[19.131195]]
('N106', 'N151') [[19.094603]]
('N55', 'N106') [[19.050785]]
('N106', 'N208') [[19.0466]]
('N103', 'N118') [[19.040531]]
('N36', 'N103') [[19.034449]]
('N127', 'N186') [[19.029257]]
('N55', 'N143') [[19.005116]]
('N143', 'N218') [[18.997849]]
('N55', 'N229') [[18.994307]]
('N106', 'N127') [[18.982487]]
('N41', 'N186') [[18.98193]]
('N35', 'N127') [[18.978607]]
('N143', 'N186') [[18.972971]]
('N229', 'N239') [[18.972103]]
('N139', 'N143') [[18.965694]]
('N144', 'N213') [[18.96306]]
('N36', 'N111') [[18.95546]]
('N83', 'N186') [[18.951225]]
('N55', 'N103') [[18.95055]]
('N41', 'N219') [[18.94312]]
('N36', 'N83') [[18.938635]]
('N55', 'N93') [[18.929848]]
('N36', 'N66') [[18.920935]]
('N103', 'N239') [[18.912397]]
('N55', 'N139') [[18.91007]]
('N106', 'N186') [[18.907436]]
('N89', 'N103') [[18.903652]]
('N36', 'N59') [[18.892714]]
('N36', 'N139') [[18.892403]]
('N143', 'N173') [[18.885899]]
('N84', 'N91') [[18.868412]]
('N55', 'N187') [[18.85869]]
('N83', 'N218') [[18.851248]]
('N66', 'N127') [[18.848824]]
('N186', 'N234') [[18.84482]]
('N213', 'N218') [[18.841017]]
('N34', 'N59') [[18.829123]]
('N93', 'N132') [[18.82757]]
('N36', 'N161') [[18.82752]]
('N106', 'N112') [[18.825584]]
('N27', 'N55') [[18.82384]]
('N103', 'N139') [[18.821783]]
('N151', 'N186') [[18.820076]]
('N173', 'N213') [[18.817762]]
('N193', 'N213') [[18.815271]]
('N106', 'M0P1') [[18.810232]]
('N103', 'N199') [[18.809872]]
('N143', 'N144') [[18.809284]]
('N27', 'N134') [[18.806906]]
('N93', 'N186') [[18.805632]]
('N54', 'N106') [[18.804295]]
('N89', 'N143') [[18.80422]]
('N36', 'N41') [[18.798553]]
('N106', 'N212') [[18.798456]]
('N55', 'N72') [[18.791553]]
('N41', 'N112') [[18.790796]]
('N106', 'N214') [[18.790295]]
('N55', 'N62') [[18.78998]]
('N62', 'N106') [[18.788443]]
('N23', 'N218') [[18.78703]]
('N91', 'N103') [[18.785875]]
('N39', 'N55') [[18.781048]]
('N89', 'N229') [[18.780699]]
('N93', 'N208') [[18.77901]]
('N208', 'N216') [[18.778831]]
('N91', 'N93') [[18.773035]]
('N83', 'N173') [[18.7729]]
('N186', 'N247') [[18.761637]]
('N66', 'N139') [[18.758566]]
('N26', 'N143') [[18.757778]]
('N41', 'N132') [[18.756674]]
('N132', 'N151') [[18.75354]]
('N60', 'N103') [[18.75142]]
('N55', 'N183') [[18.748072]]
('N83', 'N103') [[18.747171]]
('N186', 'N187') [[18.745636]]
('N55', 'N112') [[18.74543]]
('N138', 'N208') [[18.741947]]
('N55', 'N250') [[18.741764]]
('N103', 'N211') [[18.74071]]
('N44', 'N89') [[18.739902]]
('N98', 'N188') [[18.738222]]
('N106', 'N218') [[18.73751]]
('N36', 'N55') [[18.736427]]
('N91', 'N188') [[18.728434]]
('N106', 'N210') [[18.727875]]
('N6', 'N214') [[18.727184]]
('N91', 'N247') [[18.727116]]
('N55', 'N98') [[18.724005]]
('N127', 'N139') [[18.71649]]
('N186', 'N213') [[18.713055]]
('N151', 'N229') [[18.71085]]
('N98', 'N127') [[18.710354]]
('N36', 'N208') [[18.707764]]
('N54', 'N71') [[18.705494]]
('N16', 'N30') [[18.705374]]
('N139', 'N186') [[18.703949]]
('N36', 'N70') [[18.701145]]
('N48', 'N106') [[18.699614]]
('N55', 'N84') [[18.69833]]
('N41', 'N44') [[18.697977]]
('N103', 'N127') [[18.693838]]
('N36', 'N171') [[18.69234]]
('N55', 'N198') [[18.69119]]
('N129', 'N198') [[18.690285]]
('N83', 'N233') [[18.682068]]
('N127', 'N129') [[18.681782]]
('N71', 'N193') [[18.68155]]
('N186', 'N203') [[18.681097]]
('N55', 'N61') [[18.680834]]
('N36', 'N127') [[18.67672]]
('N36', 'N118') [[18.67275]]
('N65', 'N219') [[18.66851]]
('N106', 'N237') [[18.66747]]
('N78', 'N127') [[18.66608]]
('N129', 'N139') [[18.664116]]
('N6', 'N106') [[18.662941]]
('N44', 'N55') [[18.660852]]
('N34', 'N247') [[18.660378]]
('N55', 'N134') [[18.657276]]
('N100', 'N127') [[18.653278]]
('N177', 'N213') [[18.652176]]
('N9', 'N36') [[18.644892]]
('N36', 'N100') [[18.644352]]
('N186', 'N218') [[18.643644]]
('N173', 'N186') [[18.6415]]
('N165', 'N210') [[18.638968]]
('N83', 'N143') [[18.638157]]
('N93', 'N151') [[18.636763]]
('N103', 'N186') [[18.636312]]
('N129', 'N143') [[18.636171]]
('N83', 'N211') [[18.635473]]
('N49', 'N196') [[18.634933]]
('N62', 'N188') [[18.632217]]
('N127', 'N198') [[18.63221]]
('N82', 'N210') [[18.629936]]
('N55', 'N144') [[18.628508]]
('N186', 'N211') [[18.62825]]
('N55', 'N239') [[18.62779]]
('N91', 'N135') [[18.627222]]
('N41', 'N70') [[18.625465]]
('N41', 'N244') [[18.623108]]
('N78', 'N188') [[18.62198]]
('N27', 'N103') [[18.621878]]
('N101', 'N143') [[18.621857]]
('N173', 'N218') [[18.62165]]
('N211', 'N229') [[18.619926]]
('N134', 'N229') [[18.616556]]
('N55', 'N213') [[18.616476]]
('N36', 'N235') [[18.616362]]
('N212', 'N218') [[18.616293]]
('N101', 'N151') [[18.612106]]
