('M0P1', 'M0P2') [[33.726242]]
('N0', 'M0P2') [[20.567728]]
('N20', 'N175') [[20.258724]]
('N5', 'N133') [[20.102362]]
('N57', 'N122') [[20.07275]]
('N20', 'M0P2') [[20.072615]]
('N30', 'N58') [[19.966774]]
('N5', 'N78') [[19.901632]]
('N87', 'N166') [[19.858988]]
('N153', 'N213') [[19.816217]]
('N30', 'N208') [[19.80203]]
('N144', 'N175') [[19.787588]]
('N133', 'M0P2') [[19.728994]]
('N136', 'N148') [[19.699873]]
('N57', 'N103') [[19.691177]]
('N0', 'M0P1') [[19.687786]]
('N133', 'M0P1') [[19.682264]]
('N30', 'N205') [[19.669153]]
('N101', 'N233') [[19.653048]]
('N64', 'N101') [[19.622437]]
('N110', 'N136') [[19.611927]]
('N7', 'N103') [[19.589952]]
('N144', 'N244') [[19.546427]]
('N66', 'N171') [[19.531656]]
('N102', 'N148') [[19.5306]]
('N28', 'N168') [[19.521223]]
('N101', 'N111') [[19.521116]]
('N20', 'N72') [[19.487425]]
('N57', 'N226') [[19.48468]]
('N181', 'N226') [[19.482801]]
('N186', 'N205') [[19.479162]]
('N58', 'N208') [[19.474823]]
('N57', 'N58') [[19.474136]]
('N148', 'N233') [[19.454357]]
('N5', 'N33') [[19.453915]]
('N30', 'N101') [[19.452656]]
('N137', 'N145') [[19.451633]]
('N5', 'N22') [[19.4491]]
('N5', 'N213') [[19.42788]]
('N5', 'N176') [[19.422436]]
('N101', 'N246') [[19.395445]]
('N154', 'N205') [[19.389624]]
('N102', 'N153') [[19.381762]]
('N74', 'N102') [[19.381277]]
('N5', 'N195') [[19.375666]]
('N144', 'N168') [[19.364084]]
('N63', 'N144') [[19.35139]]
('N58', 'N102') [[19.343943]]
('N194', 'N218') [[19.343893]]
('N208', 'N233') [[19.341164]]
('N72', 'N87') [[19.341007]]
('N144', 'N166') [[19.339342]]
('N57', 'N208') [[19.319689]]
('N74', 'N219') [[19.319622]]
('N43', 'N130') [[19.314138]]
('N71', 'N205') [[19.313646]]
('N20', 'N148') [[19.313276]]
('N144', 'N181') [[19.309982]]
('N130', 'N205') [[19.306513]]
('N30', 'N111') [[19.305252]]
('N28', 'N244') [[19.283802]]
('N58', 'N111') [[19.274458]]
('N66', 'N246') [[19.26997]]
('N30', 'N251') [[19.266722]]
('N58', 'N162') [[19.264238]]
('N32', 'N153') [[19.263933]]
('N40', 'N148') [[19.261623]]
('N7', 'N101') [[19.240492]]
('N32', 'N120') [[19.239962]]
('N148', 'N226') [[19.236135]]
('N129', 'N208') [[19.236]]
('N57', 'N143') [[19.233522]]
('N101', 'N244') [[19.232647]]
('N101', 'N208') [[19.232357]]
('N20', 'N107') [[19.23052]]
('N205', 'N247') [[19.230381]]
('N43', 'N102') [[19.227636]]
('N57', 'N133') [[19.221731]]
('N58', 'N176') [[19.217695]]
('N120', 'N136') [[19.213717]]
('N28', 'N78') [[19.211048]]
('N166', 'N218') [[19.210135]]
('N58', 'N78') [[19.209976]]
('N103', 'N205') [[19.208942]]
('N87', 'N102') [[19.20457]]
('N30', 'N226') [[19.199564]]
('N43', 'N136') [[19.193998]]
('N5', 'N30') [[19.191427]]
('N101', 'N205') [[19.190687]]
('N64', 'N246') [[19.188894]]
('N58', 'N148') [[19.186205]]
('N57', 'N246') [[19.185059]]
('N7', 'N246') [[19.182932]]
('N20', 'N28') [[19.181347]]
('N57', 'N120') [[19.180666]]
('N166', 'N242') [[19.178907]]
('N95', 'N136') [[19.176094]]
('N57', 'N66') [[19.176039]]
('N49', 'N101') [[19.17413]]
('N57', 'N105') [[19.173494]]
('N57', 'N144') [[19.172995]]
('N166', 'N239') [[19.170305]]
('N102', 'N244') [[19.169264]]
('N30', 'N144') [[19.169233]]
('N57', 'N189') [[19.168682]]
('N103', 'N144') [[19.165096]]
('N60', 'N226') [[19.164623]]
('N78', 'N101') [[19.163805]]
('N130', 'N218') [[19.16134]]
('N71', 'N101') [[19.160526]]
('N12', 'N224') [[19.160147]]
('N168', 'N186') [[19.159796]]
('N66', 'N166') [[19.159088]]
('N5', 'N186') [[19.156303]]
('N136', 'N153') [[19.155394]]
('N205', 'N244') [[19.153414]]
('N58', 'N74') [[19.152372]]
('N111', 'N130') [[19.150717]]
('N136', 'N226') [[19.150305]]
('N38', 'N186') [[19.146372]]
('N7', 'N105') [[19.145332]]
('N57', 'N140') [[19.144518]]
('N40', 'N136') [[19.141106]]
('N20', 'N111') [[19.140146]]
('N87', 'N242') [[19.139519]]
('N148', 'N218') [[19.138084]]
('N148', 'N208') [[19.13597]]
('N20', 'N26') [[19.13348]]
('N43', 'N58') [[19.131485]]
('N130', 'N175') [[19.129124]]
('N57', 'N60') [[19.128576]]
('N137', 'N194') [[19.126575]]
('N111', 'N175') [[19.125612]]
('N5', 'N153') [[19.124813]]
('N78', 'N252') [[19.124506]]
('N43', 'N153') [[19.124315]]
('N153', 'N233') [[19.123247]]
('N7', 'N26') [[19.122526]]
('N78', 'N153') [[19.120995]]
('N58', 'N101') [[19.118753]]
('N133', 'N246') [[19.118706]]
('N133', 'N144') [[19.114773]]
('N102', 'N233') [[19.114649]]
('N102', 'N208') [[19.113407]]
('N5', 'N57') [[19.110916]]
('N0', 'N251') [[19.110012]]
('N102', 'N213') [[19.109715]]
('N30', 'N102') [[19.107454]]
('N45', 'N120') [[19.105953]]
('N213', 'N244') [[19.102085]]
('N153', 'N169') [[19.100994]]
('N208', 'N252') [[19.100906]]
('N66', 'N226') [[19.100317]]
('N30', 'N57') [[19.098326]]
('N0', 'N224') [[19.09693]]
('N11', 'N213') [[19.096394]]
('N30', 'N64') [[19.096283]]
('N101', 'N193') [[19.095207]]
('N110', 'N143') [[19.09433]]
('N28', 'N247') [[19.093388]]
('N7', 'N123') [[19.091042]]
('N46', 'N166') [[19.09014]]
('N57', 'N166') [[19.08823]]
('N205', 'N218') [[19.08721]]
('N101', 'N226') [[19.087206]]
('N5', 'N66') [[19.087078]]
('N0', 'N186') [[19.085798]]
('N5', 'N43') [[19.084875]]
('N45', 'N57') [[19.083073]]
('N136', 'N181') [[19.082588]]
('N28', 'N213') [[19.081669]]
('N78', 'N148') [[19.080643]]
('N36', 'N166') [[19.080208]]
('N20', 'M0P1') [[19.079851]]
('N78', 'N176') [[19.078814]]
('N7', 'N244') [[19.07625]]
('N7', 'N28') [[19.075275]]
('N30', 'N176') [[19.072544]]
('N30', 'N117') [[19.071095]]
('N145', 'M0P2') [[19.070765]]
('N105', 'N148') [[19.068478]]
('N109', 'N166') [[19.06807]]
('N16', 'N166') [[19.065878]]
('N87', 'N148') [[19.064241]]
('N23', 'N58') [[19.063671]]
('N22', 'N144') [[19.062939]]
('N5', 'N101') [[19.062904]]
('N13', 'N102') [[19.06028]]
('N20', 'N23') [[19.059227]]
('N57', 'N118') [[19.058306]]
('N58', 'N228') [[19.056799]]
('N175', 'N189') [[19.055416]]
('N208', 'N224') [[19.055395]]
('N7', 'N213') [[19.051054]]
('N22', 'N101') [[19.051014]]
('N63', 'N219') [[19.04858]]
('N30', 'N78') [[19.047306]]
('N166', 'N245') [[19.044388]]
('N136', 'N145') [[19.043747]]
('N103', 'N213') [[19.042355]]
('N38', 'N144') [[19.04045]]
('N82', 'N136') [[19.037622]]
('N20', 'N101') [[19.036669]]
('N1', 'N226') [[19.036274]]
('N30', 'N74') [[19.035433]]
('N43', 'N145') [[19.034824]]
('N66', 'N233') [[19.034334]]
('N28', 'N111') [[19.033371]]
('N200', 'N213') [[19.032328]]
('N102', 'N218') [[19.030516]]
('N137', 'N244') [[19.028006]]
('N5', 'N25') [[19.026424]]
('N66', 'N101') [[19.02496]]
('N74', 'N91') [[19.024796]]
('N0', 'N64') [[19.021282]]
('N80', 'N176') [[19.019808]]
('N101', 'N166') [[19.019558]]
('N101', 'N130') [[19.019426]]
('N43', 'N234') [[19.01652]]
('N22', 'N166') [[19.016489]]
('N66', 'N118') [[19.015882]]
('N120', 'N153') [[19.015852]]
('N143', 'N189') [[19.015541]]
('N87', 'N144') [[19.015112]]
('N27', 'N45') [[19.014412]]
('N208', 'N244') [[19.014055]]
('N111', 'N148') [[19.011078]]
('N32', 'N111') [[19.010084]]
('N133', 'N166') [[19.009829]]
('N0', 'N144') [[19.0085]]
('N109', 'N200') [[19.007301]]
('N5', 'N105') [[19.006668]]
('N43', 'N59') [[19.006208]]
('N107', 'N233') [[19.005182]]
('N143', 'N246') [[19.004599]]
('N19', 'N176') [[19.004097]]
('N96', 'N111') [[19.001558]]
('N145', 'N213') [[19.001497]]
('N30', 'N253') [[19.001215]]
('N30', 'N103') [[19.000778]]
('N102', 'N136') [[19.00066]]
('N153', 'N166') [[19.000423]]
('N26', 'N226') [[18.999237]]
('N0', 'N87') [[18.998516]]
('N170', 'N224') [[18.9976]]
('N208', 'N246') [[18.997107]]
('N21', 'N153') [[18.995068]]
('N22', 'N66') [[18.994646]]
('N5', 'N120') [[18.993452]]
('N34', 'N226') [[18.991919]]
('N122', 'N233') [[18.991539]]
('N120', 'N143') [[18.990746]]
('N208', 'N222') [[18.990564]]
('N30', 'N148') [[18.990005]]
('N28', 'N218') [[18.988573]]
('N55', 'N101') [[18.987906]]
('N27', 'N61') [[18.98587]]
('N30', 'N118') [[18.985344]]
('N72', 'N144') [[18.985332]]
('N103', 'N122') [[18.985294]]
('N111', 'N247') [[18.985273]]
('N96', 'N166') [[18.983873]]
('N126', 'N166') [[18.982397]]
('N138', 'N218') [[18.980766]]
('N194', 'N205') [[18.979586]]
('N166', 'N244') [[18.979307]]
('N122', 'N208') [[18.978374]]
('N20', 'N246') [[18.977646]]
('N5', 'N111') [[18.977335]]
('N5', 'N130') [[18.975636]]
