('M0P1', 'M0P2') [[36.277966]]
('N3', 'M0P2') [[19.615593]]
('N204', 'M0P2') [[19.483238]]
('N156', 'N181') [[19.315727]]
('N122', 'N181') [[19.289219]]
('N72', 'N212') [[19.25025]]
('N72', 'N192') [[19.230171]]
('N96', 'N251') [[19.192104]]
('N96', 'N211') [[19.15596]]
('N53', 'N179') [[19.12424]]
('N72', 'N209') [[19.112259]]
('N166', 'N251') [[19.105816]]
('N88', 'N211') [[19.089426]]
('N158', 'N207') [[19.044605]]
('N33', 'N181') [[19.04162]]
('N212', 'N219') [[19.03795]]
('N122', 'N185') [[19.028517]]
('N72', 'N183') [[19.027542]]
('N47', 'N197') [[19.026392]]
('N84', 'N88') [[19.025017]]
('N79', 'N209') [[19.01937]]
('N41', 'M0P2') [[19.013498]]
('N212', 'M0P2') [[19.006752]]
('N150', 'N251') [[18.998743]]
('N138', 'M0P2') [[18.97597]]
('N65', 'N242') [[18.975712]]
('N49', 'N233') [[18.95912]]
('N125', 'N251') [[18.952795]]
('N204', 'N251') [[18.949173]]
('N72', 'N238') [[18.945677]]
('N50', 'N110') [[18.938465]]
('N13', 'N74') [[18.928476]]
('N3', 'M0P1') [[18.92299]]
('N181', 'N207') [[18.915499]]
('N168', 'N212') [[18.912724]]
('N122', 'N175') [[18.907337]]
('N47', 'N184') [[18.906918]]
('N37', 'N72') [[18.903372]]
('N125', 'N150') [[18.903034]]
('N138', 'N251') [[18.902462]]
('N198', 'N242') [[18.898764]]
('N96', 'N181') [[18.898605]]
('N79', 'N106') [[18.882427]]
('N72', 'N96') [[18.878756]]
('N81', 'N211') [[18.875721]]
('N96', 'N166') [[18.872263]]
('N0', 'N89') [[18.869051]]
('N122', 'N207') [[18.865269]]
('N30', 'N238') [[18.86078]]
('N181', 'N205') [[18.859943]]
('N60', 'N251') [[18.857662]]
('N76', 'N95') [[18.853]]
('N181', 'N212') [[18.84964]]
('N158', 'N219') [[18.847206]]
('N49', 'N181') [[18.844944]]
('N22', 'N251') [[18.842924]]
('N158', 'N185') [[18.840405]]
('N158', 'N181') [[18.840076]]
('N181', 'N188') [[18.833809]]
('N183', 'N209') [[18.826298]]
('N96', 'N192') [[18.825306]]
('N53', 'N95') [[18.8234]]
('N53', 'N233') [[18.822998]]
('N107', 'N211') [[18.821619]]
('N192', 'N218') [[18.821348]]
('N185', 'N251') [[18.819468]]
('N41', 'N181') [[18.815956]]
('N95', 'N122') [[18.812286]]
('N170', 'N181') [[18.811953]]
('N158', 'N209') [[18.811943]]
('N25', 'N138') [[18.810139]]
('N88', 'N184') [[18.808702]]
('N96', 'N125') [[18.801832]]
('N87', 'N181') [[18.793768]]
('N96', 'N152') [[18.792204]]
('N28', 'N169') [[18.783274]]
('N156', 'N184') [[18.782068]]
('N101', 'N150') [[18.781137]]
('N65', 'N98') [[18.779924]]
('N122', 'N156') [[18.77798]]
('N127', 'N169') [[18.775343]]
('N151', 'M0P2') [[18.772488]]
('N89', 'N181') [[18.771538]]
('N131', 'N251') [[18.7672]]
('N37', 'N158') [[18.766396]]
('N51', 'N197') [[18.766384]]
('N84', 'N209') [[18.759985]]
('N131', 'N184') [[18.75705]]
('N53', 'N106') [[18.752459]]
('N251', 'M0P2') [[18.75066]]
('N123', 'N251') [[18.749731]]
('N122', 'N158') [[18.749626]]
('N4', 'N229') [[18.749315]]
('N25', 'N241') [[18.748903]]
('N68', 'N181') [[18.747257]]
('N0', 'N82') [[18.74137]]
('N87', 'N98') [[18.739874]]
('N53', 'N98') [[18.735558]]
('N158', 'N171') [[18.735518]]
('N138', 'N150') [[18.73486]]
('N87', 'N138') [[18.733124]]
('N47', 'N95') [[18.730505]]
('N179', 'N241') [[18.730146]]
('N25', 'N95') [[18.729883]]
('N181', 'N228') [[18.729832]]
('N168', 'N241') [[18.729275]]
('N53', 'N251') [[18.728981]]
('N88', 'N185') [[18.728956]]
('N53', 'N88') [[18.72799]]
('N96', 'N186') [[18.727688]]
('N0', 'N64') [[18.727608]]
('N160', 'N185') [[18.720396]]
('N230', 'N231') [[18.720308]]
('N22', 'N166') [[18.71773]]
('N125', 'N138') [[18.714443]]
('N125', 'N184') [[18.709105]]
('N96', 'N185') [[18.697317]]
('N192', 'N242') [[18.69691]]
('N185', 'N207') [[18.695236]]
('N0', 'N198') [[18.691324]]
('N166', 'N181') [[18.690702]]
('N175', 'N212') [[18.688663]]
('N96', 'N150') [[18.687368]]
('N192', 'N209') [[18.68673]]
('N175', 'N207') [[18.686163]]
('N76', 'N244') [[18.68355]]
('N101', 'N138') [[18.683289]]
('N72', 'N186') [[18.679499]]
('N138', 'N238') [[18.679262]]
('N156', 'N218') [[18.679167]]
