M0P1	0.515218
M0P2	0.51517403
N7	0.502128
N47	0.501886
N230	0.501814
N11	0.501788
N35	0.501654
N59	0.501618
N164	0.50161004
N90	0.501598
N158	0.501596
N62	0.50157
N159	0.501542
N81	0.50146
N70	0.50143003
N64	0.501428
N235	0.501408
N214	0.501406
N179	0.50139403
N234	0.50135005
N119	0.501332
N241	0.501316
N161	0.501282
N52	0.501266
N183	0.501226
N239	0.501212
N96	0.501196
N162	0.501194
N156	0.501192
N194	0.50118196
N222	0.501172
N4	0.50115204
N180	0.50113
N200	0.501124
N225	0.501094
N76	0.501074
N101	0.501074
N36	0.501046
N20	0.501042
N240	0.50103
N127	0.501024
N172	0.50101
N176	0.501004
N174	0.500974
N175	0.500966
N242	0.50096595
N72	0.500946
N205	0.500944
N98	0.500942
N249	0.500934
N68	0.500928
N44	0.500926
N19	0.50091803
N171	0.500916
N43	0.500912
N94	0.500912
N132	0.50091004
N198	0.500908
N209	0.500892
N182	0.500888
N227	0.500886
N226	0.500882
N10	0.50088
N95	0.50088
N32	0.500876
N60	0.50087
N63	0.500866
N118	0.500866
N190	0.500866
N237	0.500864
N22	0.500858
N121	0.500856
N37	0.500848
N1	0.50084203
N5	0.50083
N39	0.500822
N14	0.50081396
N149	0.500812
N27	0.500802
N157	0.500798
N46	0.500786
N49	0.500786
N139	0.500786
N30	0.500778
N86	0.500768
N160	0.500766
N114	0.500762
N189	0.50076
N51	0.500756
N78	0.500756
N124	0.500746
N9	0.500744
N223	0.500744
N120	0.500742
N212	0.50072396
N3	0.500722
N40	0.500708
N141	0.500708
N146	0.500708
N111	0.500692
N133	0.500688
N199	0.500684
N18	0.50067604
N54	0.500676
N220	0.50065804
N135	0.500658
N154	0.500646
N244	0.500644
N251	0.500642
N97	0.50064003
N109	0.500636
N197	0.50062597
N253	0.500624
N61	0.500622
N125	0.50061405
N66	0.50060403
N188	0.500602
N26	0.5006
N201	0.5006
N88	0.500594
N192	0.500594
N57	0.50058997
N84	0.500588
N15	0.50058603
N77	0.50058603
N185	0.50058603
N91	0.500574
N246	0.50057
N100	0.500566
N89	0.500562
N252	0.500562
N45	0.500556
N48	0.500552
N80	0.50055
N163	0.500538
N196	0.500538
N104	0.50053596
N165	0.500532
N206	0.50053
N204	0.500524
N12	0.500522
N33	0.500516
N103	0.500504
N23	0.500486
N25	0.500484
N67	0.500482
N142	0.500476
N193	0.500476
N21	0.500474
N112	0.500474
N117	0.50047
N145	0.500468
N150	0.500464
N216	0.50046396
N38	0.500462
N17	0.50046
N224	0.500454
N178	0.500452
N65	0.50045
N245	0.50045
N155	0.500448
N2	0.50044596
N177	0.500438
N99	0.500432
N134	0.50042796
N74	0.50041
N169	0.500404
N24	0.50040203
N191	0.50039804
N123	0.50039
N136	0.50039
N56	0.500388
N195	0.500386
N219	0.500386
N106	0.500384
N41	0.500372
N248	0.50037
N168	0.500364
N236	0.500356
N137	0.500352
N228	0.50035197
N173	0.50035
N207	0.50035
N170	0.500348
N250	0.500344
N202	0.500332
N143	0.50032604
N232	0.50032604
N128	0.500326
N210	0.500324
N243	0.500322
N28	0.500314
N140	0.500308
N107	0.500304
N166	0.50029004
N16	0.500288
N203	0.500282
N102	0.500278
N29	0.500274
N213	0.500272
N167	0.500268
N147	0.500264
N116	0.500262
N50	0.500254
N71	0.500246
N215	0.500246
N108	0.500234
N217	0.500234
N218	0.500234
N6	0.50022
N184	0.50022
N231	0.50021803
N53	0.500216
N105	0.500216
N229	0.500214
N8	0.500212
N187	0.500212
N69	0.500206
N233	0.500198
N186	0.500196
N82	0.50019
N238	0.50018203
N126	0.500178
N73	0.500176
N148	0.500174
N113	0.50016403
N92	0.500162
N93	0.500158
N153	0.500158
N0	0.500152
N152	0.50014603
N181	0.500146
N122	0.50014204
N208	0.50014
N131	0.500138
N85	0.500132
N31	0.50013
N138	0.50013
N247	0.500128
N211	0.50012004
N83	0.500112
N87	0.50011003
N221	0.50010604
N110	0.500104
N75	0.500092
N130	0.50009
N151	0.500088
N129	0.500084
N58	0.500076
N13	0.50007
N34	0.50007
N79	0.50007
N144	0.500054
N115	0.500046
N42	0.500038
N55	0.500004
