('M0P1', 'M0P2') [[50.616226]]
('N161', 'N230') [[19.288542]]
('N21', 'N184') [[19.186499]]
('N192', 'N201') [[19.179413]]
('N164', 'N201') [[19.124506]]
('N201', 'N251') [[19.076284]]
('N180', 'N232') [[19.0346]]
('N21', 'N137') [[18.973166]]
('N21', 'N146') [[18.969566]]
('N201', 'M0P2') [[18.963003]]
('N156', 'M0P1') [[18.962532]]
('N1', 'M0P2') [[18.949635]]
('N201', 'M0P1') [[18.944424]]
('N21', 'M0P2') [[18.91347]]
('N2', 'N230') [[18.90874]]
('N156', 'M0P2') [[18.907492]]
('N21', 'N106') [[18.8892]]
('N111', 'N201') [[18.887825]]
('N5', 'N201') [[18.87905]]
('N21', 'N83') [[18.87856]]
('N150', 'N205') [[18.865025]]
('N156', 'N201') [[18.841002]]
('N35', 'N242') [[18.827765]]
('N161', 'N228') [[18.826845]]
('N201', 'N242') [[18.82573]]
('N97', 'N195') [[18.824472]]
('N21', 'N196') [[18.822655]]
('N157', 'N242') [[18.814705]]
('N11', 'N21') [[18.808075]]
('N97', 'N161') [[18.807852]]
('N21', 'N235') [[18.80771]]
('N21', 'N27') [[18.792778]]
('N60', 'N205') [[18.789637]]
('N201', 'N230') [[18.782177]]
('N109', 'N161') [[18.765167]]
('N228', 'M0P1') [[18.751207]]
('N21', 'N88') [[18.749037]]
('N83', 'N205') [[18.747374]]
('N20', 'N21') [[18.74608]]
('N83', 'N221') [[18.7437]]
('N50', 'N146') [[18.742857]]
('N21', 'N232') [[18.742527]]
('N37', 'N242') [[18.74212]]
('N68', 'N247') [[18.737278]]
('N250', 'M0P2') [[18.7281]]
('N192', 'N242') [[18.726376]]
('N91', 'N245') [[18.717726]]
('N21', 'N228') [[18.71501]]
('N41', 'N85') [[18.70988]]
('N21', 'N164') [[18.708641]]
('N21', 'N56') [[18.705303]]
('N9', 'N21') [[18.704973]]
('N21', 'N154') [[18.703093]]
('N137', 'N201') [[18.700073]]
('N83', 'N242') [[18.686863]]
('N54', 'N210') [[18.684399]]
('N154', 'N164') [[18.674656]]
('N105', 'N232') [[18.674402]]
('N21', 'N221') [[18.66809]]
('N144', 'N161') [[18.666613]]
('N21', 'N169') [[18.661852]]
('N88', 'N230') [[18.661247]]
('N54', 'N161') [[18.656652]]
('N45', 'N144') [[18.651999]]
('N146', 'N154') [[18.651133]]
('N21', 'N45') [[18.648903]]
('N111', 'N192') [[18.647396]]
('N21', 'N150') [[18.644144]]
('N201', 'N219') [[18.642418]]
('N21', 'N35') [[18.637821]]
('N21', 'N32') [[18.637554]]
('N232', 'N242') [[18.635242]]
('N45', 'N161') [[18.631866]]
('N190', 'N228') [[18.630758]]
('N27', 'M0P2') [[18.626034]]
('N45', 'N196') [[18.62296]]
('N70', 'N205') [[18.618279]]
('N19', 'N161') [[18.61717]]
('N45', 'N146') [[18.615995]]
('N74', 'N242') [[18.615582]]
('N2', 'N54') [[18.611805]]
('N74', 'N201') [[18.608866]]
('N196', 'M0P2') [[18.606136]]
('N9', 'N88') [[18.602139]]
('N35', 'N201') [[18.60101]]
('N161', 'N180') [[18.600883]]
('N60', 'N146') [[18.598139]]
('N195', 'N201') [[18.590828]]
('N2', 'N82') [[18.589685]]
('N88', 'N202') [[18.589664]]
('N178', 'N232') [[18.588167]]
('N0', 'N205') [[18.583097]]
('N88', 'N154') [[18.57969]]
('N6', 'N46') [[18.577742]]
('N192', 'N219') [[18.573252]]
('N5', 'N21') [[18.566114]]
('N192', 'N235') [[18.56589]]
('N156', 'N163') [[18.56515]]
('N161', 'N164') [[18.560448]]
('N88', 'N226') [[18.558262]]
('N13', 'N21') [[18.55406]]
('N196', 'N242') [[18.553293]]
('N27', 'M0P1') [[18.553188]]
('N21', 'N46') [[18.55225]]
('N5', 'N156') [[18.547035]]
('N28', 'N192') [[18.546574]]
('N6', 'N21') [[18.545935]]
('N205', 'N247') [[18.545225]]
('N21', 'N111') [[18.544344]]
('N41', 'N201') [[18.542528]]
('N43', 'N242') [[18.540827]]
('N194', 'N228') [[18.537111]]
('N161', 'N205') [[18.536436]]
('N157', 'N230') [[18.5363]]
('N111', 'N196') [[18.535772]]
('N21', 'N192') [[18.53469]]
('N27', 'N156') [[18.533]]
('N6', 'N205') [[18.531473]]
('N177', 'N201') [[18.530602]]
('N104', 'N221') [[18.52946]]
('N111', 'M0P2') [[18.528513]]
('N21', 'N90') [[18.528425]]
('N35', 'N146') [[18.528412]]
('N198', 'N201') [[18.525568]]
('N226', 'N232') [[18.525166]]
('N21', 'N253') [[18.524773]]
('N21', 'N250') [[18.52475]]
('N205', 'N242') [[18.524576]]
('N161', 'N194') [[18.52116]]
('N184', 'N196') [[18.520632]]
('N35', 'N232') [[18.51866]]
('N161', 'N242') [[18.517303]]
('N201', 'N243') [[18.516327]]
('N144', 'N205') [[18.51462]]
('N41', 'N164') [[18.514454]]
('N42', 'N215') [[18.511534]]
('N41', 'N161') [[18.51024]]
('N35', 'N230') [[18.507683]]
('N97', 'N230') [[18.507662]]
('N192', 'N205') [[18.50752]]
('N228', 'N232') [[18.503065]]
('N21', 'N72') [[18.50232]]
('N21', 'N219') [[18.49931]]
('N41', 'N251') [[18.497616]]
('N9', 'N230') [[18.495747]]
('N21', 'N58') [[18.489187]]
('N146', 'N156') [[18.489172]]
('N150', 'N161') [[18.488375]]
('N54', 'N164') [[18.487667]]
('N45', 'N164') [[18.482824]]
('N200', 'N228') [[18.482626]]
('N15', 'N111') [[18.482178]]
('N21', 'N205') [[18.479916]]
('N34', 'N205') [[18.479656]]
('N35', 'N43') [[18.47462]]
('N192', 'N202') [[18.47405]]
('N45', 'N232') [[18.471146]]
('N15', 'N201') [[18.469353]]
('N27', 'N205') [[18.468287]]
('N45', 'N156') [[18.467705]]
('N242', 'N247') [[18.466055]]
('N219', 'N221') [[18.463488]]
('N21', 'N191') [[18.4628]]
('N201', 'N247') [[18.461079]]
('N150', 'N175') [[18.455437]]
('N71', 'N161') [[18.454735]]
('N54', 'N230') [[18.45172]]
