('M0P1', 'M0P2') [[37.9338]]
('N42', 'M0P1') [[19.98171]]
('N93', 'N178') [[19.96839]]
('N26', 'N221') [[19.9205]]
('N120', 'M0P1') [[19.913923]]
('N157', 'N189') [[19.87597]]
('N42', 'N136') [[19.852531]]
('N116', 'N185') [[19.755547]]
('N185', 'M0P1') [[19.744066]]
('N178', 'N185') [[19.728813]]
('N93', 'N168') [[19.636002]]
('N185', 'N221') [[19.615406]]
('N107', 'N241') [[19.597351]]
('N16', 'N30') [[19.57757]]
('N136', 'N137') [[19.522308]]
('N71', 'N221') [[19.505201]]
('N108', 'N185') [[19.505081]]
('N167', 'N189') [[19.49987]]
('N136', 'N240') [[19.498236]]
('N67', 'N168') [[19.485052]]
('N66', 'N221') [[19.480886]]
('N178', 'N187') [[19.480188]]
('N185', 'N250') [[19.473223]]
('N42', 'N185') [[19.456537]]
('N27', 'N178') [[19.440773]]
('N66', 'N189') [[19.436918]]
('N157', 'N178') [[19.426493]]
('N42', 'M0P2') [[19.420574]]
('N116', 'N178') [[19.41872]]
('N8', 'N93') [[19.40218]]
('N136', 'N138') [[19.399145]]
('N86', 'N252') [[19.39387]]
('N71', 'N185') [[19.391325]]
('N114', 'N178') [[19.389318]]
('N93', 'N185') [[19.382286]]
('N7', 'N185') [[19.361841]]
('N27', 'N93') [[19.349552]]
('N63', 'N178') [[19.34669]]
('N136', 'N241') [[19.341904]]
('N23', 'N30') [[19.33847]]
('N5', 'N30') [[19.338247]]
('N139', 'N221') [[19.32943]]
('N221', 'M0P1') [[19.313782]]
('N117', 'N185') [[19.306051]]
('N78', 'N136') [[19.298925]]
('N109', 'N221') [[19.296062]]
('N138', 'N189') [[19.27667]]
('N136', 'N221') [[19.272865]]
('N30', 'N136') [[19.267675]]
('N116', 'N150') [[19.26017]]
('N136', 'N209') [[19.254261]]
('N63', 'N185') [[19.252743]]
('N142', 'N221') [[19.250513]]
('N136', 'N178') [[19.246296]]
('N116', 'N121') [[19.24298]]
('N42', 'N92') [[19.237564]]
('N178', 'N250') [[19.236067]]
('N185', 'N187') [[19.222298]]
('N157', 'M0P1') [[19.204453]]
('N178', 'N189') [[19.204353]]
('N11', 'N66') [[19.203693]]
('N30', 'N153') [[19.202055]]
('N66', 'N86') [[19.20064]]
('N30', 'N66') [[19.200094]]
('N36', 'N66') [[19.19806]]
('N218', 'N241') [[19.19328]]
('N93', 'N136') [[19.191973]]
('N27', 'N221') [[19.18973]]
('N166', 'N221') [[19.186073]]
('N60', 'N241') [[19.173334]]
('N30', 'N224') [[19.168154]]
('N30', 'N241') [[19.167551]]
('N139', 'M0P1') [[19.166733]]
('N27', 'N185') [[19.166494]]
('N42', 'N241') [[19.163612]]
