('M0P1', 'M0P2') [[46.43372]]
('N44', 'M0P2') [[20.31949]]
('N44', 'M0P1') [[19.90091]]
('N219', 'M0P1') [[19.79688]]
('N29', 'N219') [[19.644672]]
('N76', 'N212') [[19.585396]]
('N33', 'N44') [[19.56963]]
('N200', 'N212') [[19.549608]]
('N200', 'N219') [[19.527748]]
('N33', 'N147') [[19.48505]]
('N30', 'N219') [[19.439465]]
('N147', 'N219') [[19.430893]]
('N86', 'M0P1') [[19.421125]]
('N33', 'N219') [[19.384037]]
('N93', 'N212') [[19.362982]]
('N44', 'N104') [[19.356407]]
('N200', 'N204') [[19.352835]]
('N53', 'N69') [[19.333467]]
('N219', 'N226') [[19.302597]]
('N44', 'N85') [[19.28986]]
('N44', 'N232') [[19.28511]]
('N86', 'M0P2') [[19.284397]]
('N19', 'N45') [[19.274303]]
('N108', 'N200') [[19.272974]]
('N111', 'N204') [[19.261393]]
('N52', 'N219') [[19.233109]]
('N44', 'N206') [[19.232786]]
('N25', 'N31') [[19.232193]]
('N13', 'N249') [[19.206114]]
('N44', 'N108') [[19.1989]]
('N44', 'N219') [[19.186691]]
('N63', 'N219') [[19.18649]]
('N147', 'N200') [[19.182281]]
('N30', 'N44') [[19.17756]]
('N45', 'N219') [[19.172157]]
('N44', 'N226') [[19.16479]]
('N76', 'N219') [[19.146591]]
('N93', 'N116') [[19.138277]]
('N2', 'N219') [[19.112276]]
('N108', 'N127') [[19.10355]]
('N54', 'N200') [[19.102789]]
('N111', 'N219') [[19.102627]]
('N9', 'N219') [[19.101097]]
('N212', 'N214') [[19.097286]]
('N82', 'N130') [[19.095293]]
('N19', 'N200') [[19.091337]]
('N127', 'N146') [[19.084967]]
('N76', 'N113') [[19.08337]]
('N85', 'N238') [[19.082777]]
('N219', 'N246') [[19.07983]]
('N44', 'N212') [[19.075624]]
('N45', 'M0P1') [[19.074308]]
('N226', 'M0P1') [[19.073925]]
('N44', 'N45') [[19.071995]]
('N63', 'N82') [[19.070436]]
('N16', 'N219') [[19.068714]]
('N31', 'N111') [[19.067928]]
('N25', 'N44') [[19.060858]]
('N93', 'N219') [[19.059984]]
('N45', 'N166') [[19.056633]]
('N44', 'N146') [[19.05131]]
('N209', 'N219') [[19.049711]]
('N93', 'N147') [[19.049044]]
('N93', 'N186') [[19.047777]]
('N63', 'N147') [[19.045288]]
('N212', 'N219') [[19.041462]]
('N53', 'N76') [[19.035368]]
('N44', 'N127') [[19.03308]]
('N45', 'M0P2') [[19.026562]]
('N147', 'N212') [[19.024685]]
('N147', 'N226') [[19.024492]]
('N31', 'N76') [[19.022865]]
('N112', 'N219') [[19.02154]]
('N63', 'N203') [[19.019945]]
('N156', 'N219') [[19.017778]]
('N73', 'N147') [[19.009491]]
('N186', 'N212') [[19.007805]]
('N176', 'N202') [[19.006058]]
('N63', 'N209') [[19.001516]]
('N95', 'N176') [[18.999306]]
('N30', 'N204') [[18.991877]]
('N219', 'N231') [[18.987293]]
('N1', 'N93') [[18.980433]]
('N63', 'N200') [[18.980303]]
('N14', 'N186') [[18.979752]]
('N93', 'N101') [[18.971184]]
('N0', 'N135') [[18.969706]]
('N54', 'N157') [[18.967697]]
('N186', 'M0P1') [[18.962048]]
('N15', 'N200') [[18.93882]]
('N13', 'N45') [[18.93231]]
('N27', 'N204') [[18.931667]]
('N53', 'N130') [[18.930882]]
('N46', 'N212') [[18.922438]]
('N93', 'N176') [[18.918545]]
('N44', 'N249') [[18.916122]]
('N44', 'N224') [[18.911549]]
('N44', 'N147') [[18.9057]]
('N13', 'N212') [[18.903845]]
('N209', 'N212') [[18.89815]]
('N186', 'N219') [[18.895222]]
('N13', 'N21') [[18.893759]]
('N63', 'N111') [[18.890697]]
('N111', 'N176') [[18.889355]]
('N25', 'N206') [[18.884666]]
('N127', 'N209') [[18.883953]]
('N19', 'N176') [[18.88383]]
('N206', 'N219') [[18.883575]]
('N117', 'M0P1') [[18.882874]]
('N13', 'N130') [[18.87946]]
('N21', 'N249') [[18.877935]]
('N27', 'N219') [[18.87555]]
('N44', 'N246') [[18.875328]]
('N202', 'N219') [[18.87251]]
('N111', 'N238') [[18.871529]]
('N93', 'N232') [[18.865273]]
('N44', 'N135') [[18.86228]]
('N15', 'N54') [[18.858007]]
('N219', 'N235') [[18.855314]]
('N74', 'N147') [[18.855179]]
('N13', 'N44') [[18.847122]]
('N76', 'M0P1') [[18.84652]]
('N93', 'N199') [[18.845997]]
('N53', 'N227') [[18.842468]]
('N197', 'N200') [[18.84031]]
('N116', 'N219') [[18.840025]]
('N33', 'N146') [[18.836727]]
('N93', 'N166') [[18.836714]]
('N30', 'N147') [[18.834837]]
('N42', 'N186') [[18.832136]]
('N54', 'N212') [[18.830912]]
