('M0P1', 'M0P2') [[37.55413]]
('N5', 'N146') [[19.158512]]
('N12', 'N239') [[19.08341]]
('N46', 'N212') [[19.064785]]
('N91', 'N152') [[19.049906]]
('N225', 'N239') [[19.040098]]
('N5', 'N87') [[19.03157]]
('N139', 'N160') [[19.023672]]
('N5', 'N31') [[18.999874]]
('N16', 'N239') [[18.995989]]
('N32', 'N239') [[18.98547]]
('N46', 'N221') [[18.950699]]
('N15', 'N46') [[18.936222]]
('N31', 'N91') [[18.929567]]
('N152', 'N189') [[18.893185]]
('N91', 'N237') [[18.88213]]
('N12', 'N160') [[18.8556]]
('N5', 'N39') [[18.85382]]
('N237', 'N239') [[18.849463]]
('N15', 'N80') [[18.829956]]
('N46', 'N52') [[18.811031]]
('N12', 'N234') [[18.799728]]
('N60', 'N239') [[18.795683]]
('N91', 'N234') [[18.794498]]
('N31', 'N59') [[18.793627]]
('N214', 'N225') [[18.792494]]
('N91', 'N177') [[18.790472]]
('N19', 'N239') [[18.789932]]
('N46', 'N245') [[18.772438]]
('N31', 'N177') [[18.753838]]
('N91', 'N178') [[18.752247]]
('N188', 'N239') [[18.750883]]
('N80', 'N225') [[18.748762]]
('N12', 'N23') [[18.746124]]
('N15', 'N214') [[18.740034]]
('N5', 'N16') [[18.734768]]
('N71', 'N120') [[18.733109]]
('N39', 'N91') [[18.729237]]
('N5', 'N237') [[18.715668]]
('N12', 'N152') [[18.714603]]
('N19', 'N31') [[18.712847]]
('N16', 'N225') [[18.711779]]
('N5', 'N243') [[18.70644]]
('N91', 'N203') [[18.697985]]
('N8', 'N46') [[18.689865]]
('N19', 'N74') [[18.688997]]
('N91', 'N225') [[18.688904]]
('N5', 'N14') [[18.686712]]
('N15', 'N225') [[18.684753]]
('N12', 'N91') [[18.684704]]
('N5', 'N225') [[18.670658]]
('N12', 'N46') [[18.66469]]
('N80', 'N91') [[18.66214]]
('N5', 'N239') [[18.65213]]
('N16', 'N122') [[18.647625]]
('N106', 'M0P2') [[18.644045]]
('N23', 'N160') [[18.640306]]
('N146', 'N214') [[18.636213]]
('N146', 'N225') [[18.628107]]
('N79', 'N152') [[18.626858]]
('N5', 'N91') [[18.62439]]
('N158', 'N214') [[18.620955]]
('N5', 'N46') [[18.61954]]
('N34', 'N46') [[18.618584]]
('N119', 'N159') [[18.617651]]
('N84', 'N239') [[18.615772]]
('N214', 'N234') [[18.61246]]
('N15', 'N165') [[18.61031]]
('N16', 'N132') [[18.607866]]
('N12', 'N113') [[18.60696]]
('N5', 'N214') [[18.606308]]
('N160', 'N239') [[18.605412]]
('N238', 'N239') [[18.60521]]
('N84', 'N214') [[18.603888]]
('N91', 'N238') [[18.602997]]
('N138', 'N239') [[18.598482]]
('N71', 'N132') [[18.595762]]
('N113', 'N243') [[18.59564]]
('N91', 'N168') [[18.594976]]
('N18', 'N113') [[18.593487]]
('N31', 'N234') [[18.590187]]
('N185', 'N239') [[18.58954]]
('N43', 'N83') [[18.586443]]
('N31', 'N237') [[18.584183]]
('N46', 'N87') [[18.583633]]
