('M0P1', 'M0P2') [[42.22567]]
('N41', 'M0P1') [[19.572906]]
('N94', 'N240') [[19.506977]]
('N115', 'M0P1') [[19.446878]]
('N90', 'N226') [[19.411455]]
('N94', 'N234') [[19.406649]]
('N146', 'N246') [[19.371807]]
('N41', 'M0P2') [[19.369047]]
('N94', 'N190') [[19.32487]]
('N40', 'N181') [[19.305365]]
('N158', 'N161') [[19.267298]]
('N169', 'N240') [[19.243763]]
('N140', 'N181') [[19.243338]]
('N94', 'N228') [[19.236126]]
('N92', 'N181') [[19.22933]]
('N94', 'N144') [[19.219938]]
('N97', 'N240') [[19.21346]]
('N40', 'N58') [[19.208387]]
('N83', 'N240') [[19.201252]]
('N40', 'N94') [[19.158056]]
('N115', 'M0P2') [[19.153305]]
('N94', 'N111') [[19.146152]]
('N94', 'N226') [[19.145365]]
('N94', 'N97') [[19.14431]]
('N206', 'N240') [[19.128134]]
('N94', 'N154') [[19.126326]]
('N168', 'N240') [[19.102406]]
('N149', 'N246') [[19.098692]]
('N94', 'N100') [[19.096878]]
('N40', 'N41') [[19.07759]]
('N187', 'N240') [[19.073908]]
('N226', 'N246') [[19.037813]]
('N226', 'N240') [[19.033411]]
('N40', 'N126') [[19.023773]]
('N94', 'N181') [[19.014591]]
('N100', 'N144') [[18.996943]]
('N20', 'N192') [[18.984686]]
('N57', 'N106') [[18.968504]]
('N20', 'N169') [[18.968382]]
('N232', 'N246') [[18.962082]]
('N94', 'N235') [[18.947586]]
('N15', 'N40') [[18.947416]]
('N94', 'N121') [[18.940912]]
('N40', 'N56') [[18.928444]]
('N58', 'N94') [[18.928368]]
('N56', 'N94') [[18.922703]]
('N3', 'N111') [[18.922064]]
('N94', 'N237') [[18.92154]]
('N94', 'N163') [[18.911446]]
('N58', 'N226') [[18.904245]]
('N2', 'N94') [[18.901808]]
('N94', 'N125') [[18.896944]]
('N20', 'N21') [[18.891666]]
('N92', 'N94') [[18.890614]]
('N21', 'N234') [[18.890108]]
('N1', 'N187') [[18.883389]]
('N15', 'N136') [[18.878014]]
('N83', 'N144') [[18.877714]]
('N83', 'N94') [[18.864857]]
('N20', 'N234') [[18.855783]]
('N2', 'N240') [[18.855724]]
('N78', 'N181') [[18.853361]]
('N94', 'N95') [[18.849558]]
('N94', 'N161') [[18.848013]]
('N1', 'N100') [[18.840654]]
('N161', 'N246') [[18.840458]]
('N78', 'N94') [[18.834372]]
('N190', 'N240') [[18.833225]]
('N94', 'N200') [[18.830841]]
('N21', 'N41') [[18.82894]]
('N90', 'N240') [[18.828594]]
('N20', 'N83') [[18.827827]]
('N37', 'N181') [[18.826483]]
('N181', 'N187') [[18.826412]]
('N158', 'N237') [[18.824942]]
('N92', 'N168') [[18.824387]]
('N41', 'N136') [[18.818336]]
('N40', 'N118') [[18.81782]]
('N94', 'N199') [[18.816986]]
('N97', 'N140') [[18.811922]]
('N40', 'N136') [[18.81114]]
('N3', 'N30') [[18.808588]]
('N17', 'N58') [[18.808226]]
('N61', 'N144') [[18.808119]]
('N105', 'N111') [[18.807228]]
('N179', 'N240') [[18.805174]]
('N78', 'N240') [[18.79707]]
('N42', 'N94') [[18.792795]]
('N97', 'N127') [[18.791977]]
('N94', 'N146') [[18.791674]]
('N40', 'N97') [[18.791674]]
('N136', 'N140') [[18.790718]]
('N41', 'N179') [[18.786814]]
('N94', 'N232') [[18.78531]]
('N3', 'N181') [[18.784119]]
('N96', 'N246') [[18.77774]]
('N97', 'N144') [[18.776613]]
('N190', 'N226') [[18.773544]]
('N111', 'N192') [[18.772657]]
('N48', 'N83') [[18.771507]]
('N95', 'N161') [[18.770466]]
('N40', 'N95') [[18.766651]]
('N181', 'N246') [[18.766443]]
('N40', 'N78') [[18.761045]]
('N57', 'N190') [[18.758862]]
('N192', 'N234') [[18.75731]]
('N20', 'N56') [[18.753632]]
('N94', 'N251') [[18.753313]]
('N168', 'N246') [[18.751457]]
('N83', 'N159') [[18.751095]]
('N40', 'N160') [[18.749374]]
('N181', 'N240') [[18.748833]]
('N41', 'N111') [[18.745667]]
('N53', 'N94') [[18.74495]]
('N40', 'N165') [[18.744621]]
('N1', 'N94') [[18.742735]]
('N20', 'N23') [[18.741486]]
('N140', 'N240') [[18.740892]]
('N58', 'N136') [[18.739485]]
('N40', 'N96') [[18.739483]]
('N64', 'N181') [[18.7371]]
('N144', 'N240') [[18.734858]]
('N3', 'N104') [[18.734425]]
('N136', 'N163') [[18.733772]]
('N20', 'N53') [[18.730865]]
('N59', 'N181') [[18.730667]]
('N234', 'N240') [[18.728651]]
('N85', 'N232') [[18.727922]]
('N4', 'N240') [[18.723715]]
('N146', 'N181') [[18.722576]]
('N40', 'N92') [[18.722343]]
('N56', 'N240') [[18.722206]]
('N154', 'N161') [[18.720425]]
('N84', 'N94') [[18.720034]]
('N57', 'N94') [[18.719126]]
('N20', 'N144') [[18.718882]]
('N94', 'N179') [[18.71831]]
('N97', 'N190') [[18.717716]]
('N94', 'N246') [[18.717554]]
('N41', 'N94') [[18.71411]]
('N21', 'N144') [[18.713715]]
('N58', 'N83') [[18.713583]]
('N44', 'N240') [[18.7124]]
('N40', 'N246') [[18.706604]]
('N83', 'N187') [[18.705252]]
('N15', 'N94') [[18.703531]]
('N154', 'N246') [[18.702448]]
