('M0P1', 'M0P2') [[81.82998]]
('N70', 'M0P2') [[19.395138]]
('N8', 'N197') [[19.343098]]
('N99', 'N233') [[19.336395]]
('N8', 'N99') [[18.957268]]
('N8', 'M0P2') [[18.882196]]
('N51', 'N197') [[18.859013]]
('N197', 'N233') [[18.800793]]
('N70', 'M0P1') [[18.758343]]
('N99', 'N201') [[18.672846]]
('N8', 'N247') [[18.636068]]
('N8', 'M0P1') [[18.634096]]
('N99', 'N145') [[18.619268]]
('N163', 'M0P2') [[18.601545]]
('N65', 'N163') [[18.581549]]
('N11', 'N99') [[18.564869]]
('N148', 'N159') [[18.554523]]
('N43', 'N197') [[18.543772]]
('N99', 'N163') [[18.538118]]
('N99', 'N144') [[18.530203]]
('N8', 'N43') [[18.511717]]
('N99', 'N197') [[18.500309]]
('N102', 'N180') [[18.497103]]
('N127', 'N180') [[18.496094]]
('N163', 'N201') [[18.474407]]
('N34', 'N99') [[18.458046]]
('N99', 'N159') [[18.44883]]
('N111', 'N125') [[18.445606]]
('N169', 'N197') [[18.422714]]
('N62', 'N99') [[18.413017]]
('N26', 'N99') [[18.412546]]
('N99', 'N235') [[18.410606]]
('N163', 'N185') [[18.406054]]
('N8', 'N34') [[18.400246]]
('N111', 'N250') [[18.398237]]
('N156', 'N169') [[18.390524]]
('N8', 'N105') [[18.382286]]
('N99', 'N199') [[18.379053]]
('N88', 'N99') [[18.377134]]
('N99', 'N105') [[18.372244]]
('N159', 'N233') [[18.359903]]
('N99', 'N121') [[18.359674]]
('N8', 'N129') [[18.350285]]
('N53', 'M0P2') [[18.345964]]
('N23', 'N119') [[18.345589]]
('N99', 'N185') [[18.34471]]
('N43', 'N250') [[18.342604]]
('N99', 'N102') [[18.341026]]
('N51', 'N99') [[18.33923]]
('N125', 'N169') [[18.338856]]
('N54', 'N125') [[18.336292]]
('N70', 'N197') [[18.33266]]
('N99', 'N247') [[18.326515]]
('N102', 'N233') [[18.325756]]
('N11', 'N54') [[18.322397]]
('N60', 'N65') [[18.317722]]
('N54', 'N99') [[18.312778]]
('N115', 'N122') [[18.29725]]
('N118', 'N121') [[18.296082]]
('N43', 'N102') [[18.292648]]
('N43', 'N99') [[18.292515]]
('N8', 'N231') [[18.288593]]
('N231', 'N233') [[18.285913]]
('N99', 'N231') [[18.28539]]
('N8', 'N102') [[18.28104]]
('N169', 'N209') [[18.277342]]
('N43', 'N169') [[18.267645]]
('N111', 'N233') [[18.267015]]
('N99', 'N158') [[18.266756]]
('N185', 'N231') [[18.264359]]
('N84', 'N169') [[18.254026]]
('N102', 'N231') [[18.253366]]
('N159', 'N231') [[18.240713]]
('N93', 'N99') [[18.24031]]
('N23', 'N60') [[18.23821]]
('N71', 'N99') [[18.237558]]
('N11', 'N62') [[18.235205]]
('N12', 'N197') [[18.23477]]
('N163', 'N197') [[18.23387]]
('N122', 'N197') [[18.227001]]
('N43', 'N156') [[18.2229]]
('N98', 'N231') [[18.22104]]
('N59', 'N169') [[18.217878]]
('N159', 'N197') [[18.213018]]
('N144', 'N229') [[18.207207]]
('N43', 'N70') [[18.202707]]
('N129', 'N197') [[18.20211]]
('N21', 'N99') [[18.20121]]
('N26', 'N71') [[18.198652]]
('N28', 'N99') [[18.196465]]
('N231', 'N244') [[18.19164]]
('N203', 'N231') [[18.185175]]
('N102', 'N244') [[18.179373]]
('N43', 'N145') [[18.176825]]
('N99', 'N150') [[18.17325]]
('N201', 'N235') [[18.172909]]
('N121', 'N220') [[18.171587]]
('N99', 'N125') [[18.170654]]
('N27', 'N197') [[18.160498]]
('N157', 'N159') [[18.15697]]
('N71', 'N121') [[18.154926]]
('N23', 'N71') [[18.154303]]
('N54', 'N197') [[18.154276]]
('N71', 'N169') [[18.153334]]
('N11', 'N143') [[18.152206]]
('N11', 'N140') [[18.150528]]
('N99', 'N140') [[18.149313]]
('N11', 'N159') [[18.148222]]
('N60', 'N197') [[18.144358]]
('N70', 'N99') [[18.144205]]
('N26', 'N231') [[18.141768]]
('N28', 'N197') [[18.141665]]
('N118', 'N197') [[18.141123]]
('N197', 'N221') [[18.13788]]
('N32', 'N209') [[18.132048]]
('N121', 'N159') [[18.12795]]
('N99', 'N206') [[18.127546]]
('N121', 'N231') [[18.126497]]
('N8', 'N163') [[18.125307]]
('N43', 'N159') [[18.124464]]
('N71', 'N102') [[18.116087]]
('N39', 'N197') [[18.11559]]
('N43', 'N84') [[18.115229]]
('N2', 'N43') [[18.109478]]
('N105', 'M0P2') [[18.107952]]
('N43', 'N119') [[18.107754]]
('N8', 'N152') [[18.106665]]
('N11', 'N148') [[18.104343]]
('N23', 'N98') [[18.10422]]
('N11', 'N201') [[18.100382]]
('N127', 'N197') [[18.09732]]
('N59', 'N197') [[18.096888]]
('N11', 'N23') [[18.096783]]
('N163', 'N215') [[18.096706]]
('N65', 'N159') [[18.096287]]
('N105', 'N247') [[18.092335]]
('N30', 'N197') [[18.089508]]
('N102', 'N119') [[18.08857]]
('N105', 'N148') [[18.08833]]
('N8', 'N40') [[18.087389]]
('N99', 'N169') [[18.08564]]
('N65', 'N221') [[18.08269]]
('N44', 'N233') [[18.08193]]
('N201', 'N221') [[18.081787]]
('N71', 'N231') [[18.08177]]
('N11', 'N121') [[18.081375]]
('N102', 'N215') [[18.080761]]
('N65', 'N156') [[18.080505]]
('N197', 'M0P2') [[18.07751]]
('N54', 'N111') [[18.077425]]
('N23', 'N231') [[18.074955]]
('N197', 'N244') [[18.07441]]
('N18', 'N99') [[18.072681]]
('N197', 'N250') [[18.07147]]
('N43', 'N211') [[18.068974]]
('N122', 'N206') [[18.067368]]
('N65', 'N111') [[18.067087]]
('N102', 'N223') [[18.0655]]
('N125', 'N233') [[18.064077]]
('N43', 'N98') [[18.062525]]
('N0', 'N99') [[18.061918]]
('N8', 'N89') [[18.061672]]
('N180', 'N250') [[18.056255]]
('N99', 'N160') [[18.05549]]
('N197', 'N231') [[18.053202]]
('N140', 'N197') [[18.05276]]
('N71', 'N197') [[18.052143]]
('N99', 'N251') [[18.051105]]
('N62', 'N65') [[18.047419]]
('N102', 'N129') [[18.046408]]
('N32', 'N197') [[18.044119]]
('N65', 'N197') [[18.043667]]
('N99', 'N205') [[18.043188]]
('N84', 'N209') [[18.039864]]
('N85', 'N241') [[18.03851]]
('N12', 'N231') [[18.036476]]
('N4', 'N197') [[18.03432]]
('N23', 'N169') [[18.031952]]
('N37', 'N99') [[18.031702]]
('N118', 'N231') [[18.031607]]
('N54', 'N71') [[18.030218]]
('N8', 'N233') [[18.027542]]
('N71', 'N140') [[18.02489]]
('N156', 'N221') [[18.024525]]
('N128', 'N197') [[18.0236]]
('N99', 'N171') [[18.023561]]
