('M0P1', 'M0P2') [[44.974125]]
('N7', 'N121') [[19.451878]]
('N5', 'N151') [[19.127176]]
('N167', 'N237') [[19.118887]]
('N121', 'N228') [[19.105757]]
('N49', 'N237') [[19.105232]]
('N0', 'N167') [[19.085314]]
('N27', 'N190') [[19.026285]]
('N0', 'N168') [[19.011492]]
('N80', 'N182') [[18.996738]]
('N121', 'N161') [[18.992392]]
('N7', 'N167') [[18.964994]]
('N121', 'N167') [[18.95699]]
('N9', 'N49') [[18.951889]]
('N182', 'N190') [[18.928213]]
('N167', 'N228') [[18.921196]]
('N161', 'N245') [[18.892551]]
('N0', 'N151') [[18.885912]]
('N21', 'N161') [[18.87622]]
('N80', 'N121') [[18.864588]]
('N63', 'N84') [[18.863165]]
('N36', 'N49') [[18.862059]]
('N63', 'N153') [[18.860224]]
('N6', 'N49') [[18.85767]]
('N121', 'N200') [[18.83722]]
('N62', 'N161') [[18.836796]]
('N84', 'N179') [[18.834087]]
('N147', 'N237') [[18.831059]]
('N121', 'N151') [[18.828371]]
('N7', 'N36') [[18.828093]]
('N0', 'N105') [[18.824903]]
('N121', 'N148') [[18.809013]]
('N48', 'N206') [[18.806833]]
('N161', 'N190') [[18.805656]]
('N171', 'N237') [[18.80034]]
('N89', 'N182') [[18.791666]]
('N153', 'N251') [[18.787699]]
('N151', 'N208') [[18.76572]]
('N109', 'N252') [[18.764439]]
('N206', 'N237') [[18.764397]]
('N75', 'N161') [[18.762613]]
('N6', 'N186') [[18.756113]]
('N49', 'N70') [[18.755095]]
('N155', 'N230') [[18.754854]]
('N49', 'N119') [[18.739769]]
('N87', 'N107') [[18.738094]]
('N7', 'N179') [[18.734602]]
('N124', 'N228') [[18.726828]]
('N161', 'N242') [[18.725721]]
('N6', 'N161') [[18.722061]]
('N84', 'N153') [[18.717749]]
('N153', 'N233') [[18.70785]]
('N6', 'N182') [[18.701967]]
('N161', 'N230') [[18.70153]]
('N146', 'N237') [[18.701317]]
('N49', 'N80') [[18.697458]]
('N107', 'N237') [[18.695156]]
('N27', 'N222') [[18.693462]]
('N113', 'N206') [[18.69209]]
('N26', 'N153') [[18.690605]]
('N161', 'N179') [[18.687853]]
('N161', 'N208') [[18.686493]]
('N190', 'N204') [[18.685715]]
('N125', 'N206') [[18.685661]]
('N113', 'N242') [[18.676735]]
('N93', 'N151') [[18.67419]]
('N3', 'N237') [[18.67259]]
('N147', 'N182') [[18.669992]]
('N0', 'N5') [[18.667381]]
('N151', 'N243') [[18.659876]]
('N48', 'N106') [[18.658686]]
('N106', 'N197') [[18.658216]]
('N190', 'N245') [[18.652027]]
('N49', 'N160') [[18.648108]]
('N36', 'N59') [[18.646542]]
('N6', 'N19') [[18.64566]]
('N200', 'N235') [[18.645496]]
('N6', 'N181') [[18.640612]]
('N48', 'N167') [[18.640295]]
('N36', 'N228') [[18.638752]]
('N48', 'N234') [[18.633518]]
('N0', 'N161') [[18.63171]]
('N0', 'N121') [[18.630621]]
('N84', 'N121') [[18.630323]]
('N59', 'N237') [[18.630049]]
('N26', 'N74') [[18.621962]]
('N6', 'N237') [[18.621572]]
('N0', 'N7') [[18.618935]]
('N118', 'N206') [[18.618681]]
('N0', 'N237') [[18.6176]]
('N59', 'N186') [[18.61387]]
('N48', 'N237') [[18.612747]]
('N48', 'N49') [[18.609474]]
('N21', 'N228') [[18.60342]]
('N113', 'N129') [[18.603249]]
('N49', 'N84') [[18.602262]]
('N84', 'N200') [[18.600132]]
('N228', 'N237') [[18.596708]]
('N190', 'N222') [[18.596594]]
('N62', 'N118') [[18.594946]]
('N121', 'N124') [[18.593662]]
('N98', 'N121') [[18.592272]]
('N84', 'N160') [[18.591002]]
('N26', 'N160') [[18.5857]]
('N20', 'N74') [[18.583702]]
('N133', 'N153') [[18.57963]]
('N93', 'N121') [[18.578724]]
('N48', 'N243') [[18.577335]]
('N153', 'N234') [[18.572609]]
('N93', 'N167') [[18.571922]]
('N59', 'N130') [[18.571678]]
('N206', 'N228') [[18.57013]]
('N10', 'N82') [[18.567585]]
('N161', 'N222') [[18.56737]]
('N167', 'N182') [[18.565374]]
('N237', 'N242') [[18.563467]]
('N46', 'N75') [[18.56121]]
('N0', 'N178') [[18.561193]]
('N19', 'N168') [[18.559416]]
('N127', 'N237') [[18.55904]]
('N87', 'N229') [[18.556675]]
('N0', 'N3') [[18.554924]]
('N153', 'N168') [[18.553856]]
('N9', 'N206') [[18.553453]]
('N0', 'N228') [[18.552437]]
('N121', 'N230') [[18.552414]]
('N151', 'N206') [[18.551073]]
('N161', 'N252') [[18.550802]]
('N134', 'N234') [[18.548397]]
('N113', 'N130') [[18.547922]]
('N49', 'N161') [[18.546936]]
('N113', 'N153') [[18.54649]]
('N0', 'N206') [[18.54526]]
('N118', 'N153') [[18.54476]]
('N161', 'N180') [[18.543312]]
('N7', 'N248') [[18.542847]]
('N87', 'N166') [[18.54173]]
('N26', 'N151') [[18.541239]]
('N151', 'N182') [[18.537506]]
('N161', 'N168') [[18.53722]]
('N200', 'N237') [[18.532982]]
('N49', 'N188') [[18.531687]]
('N129', 'N153') [[18.53046]]
('N100', 'N206') [[18.522614]]
('N45', 'N186') [[18.521214]]
('N0', 'N31') [[18.521025]]
('N7', 'N135') [[18.520216]]
('N118', 'N160') [[18.520102]]
('N121', 'N153') [[18.517143]]
('N20', 'N147') [[18.51491]]
('N13', 'N48') [[18.51295]]
('N6', 'N151') [[18.509861]]
('N7', 'N206') [[18.509256]]
('N121', 'N168') [[18.50841]]
('N0', 'N26') [[18.507278]]
('N49', 'N147') [[18.506792]]
('N21', 'N84') [[18.50361]]
('N121', 'N222') [[18.502293]]
('N6', 'N48') [[18.500639]]
('N49', 'N167') [[18.500246]]
('N237', 'N252') [[18.499954]]
('N9', 'N75') [[18.499922]]
('N118', 'N237') [[18.499176]]
('N20', 'N127') [[18.498053]]
('N46', 'N161') [[18.497696]]
('N0', 'N78') [[18.496103]]
('N107', 'N161') [[18.494337]]
('N84', 'N155') [[18.49433]]
('N147', 'N161') [[18.492928]]
('N80', 'N190') [[18.492443]]
('N83', 'N121') [[18.492342]]
('N49', 'N245') [[18.490917]]
('N161', 'N205') [[18.489634]]
('N84', 'N106') [[18.489414]]
('N109', 'N161') [[18.489025]]
('N7', 'N45') [[18.479927]]
('N151', 'N252') [[18.479166]]
('N47', 'N190') [[18.479156]]
('N135', 'N249') [[18.475866]]
('N49', 'N121') [[18.473557]]
('N49', 'N59') [[18.473068]]
('N57', 'N182') [[18.472626]]
('N49', 'N200') [[18.471624]]
('N155', 'N237') [[18.471212]]
('N229', 'N242') [[18.468979]]
('N49', 'N182') [[18.468397]]
('N237', 'N245') [[18.467855]]
('N121', 'N143') [[18.467318]]
('N16', 'N154') [[18.46721]]
('N21', 'N222') [[18.46717]]
('N153', 'N161') [[18.465977]]
('N121', 'N206') [[18.465618]]
('N0', 'N245') [[18.46514]]
('N9', 'N40') [[18.464926]]
('N0', 'N93') [[18.464642]]
('N153', 'N237') [[18.464205]]
('N93', 'N237') [[18.463964]]
('N6', 'N249') [[18.462019]]
('N82', 'N121') [[18.461523]]
('N20', 'N106') [[18.46147]]
('N143', 'N161') [[18.460794]]
('N3', 'N84') [[18.46004]]
('N26', 'N161') [[18.458889]]
('N86', 'N121') [[18.45852]]
('N118', 'N199') [[18.455435]]
('N206', 'N230') [[18.453928]]
('N167', 'N245') [[18.453701]]
('N192', 'N237') [[18.452965]]
('N7', 'N46') [[18.450796]]
('N12', 'N179') [[18.45072]]
('N130', 'N237') [[18.448853]]
('N0', 'N34') [[18.44825]]
('N21', 'N206') [[18.445858]]
('N6', 'N121') [[18.445612]]
('N161', 'N239') [[18.445389]]
('N0', 'N182') [[18.445297]]
('N178', 'N212') [[18.445257]]
('N186', 'N251') [[18.443962]]
('N3', 'N48') [[18.443438]]
('N49', 'N151') [[18.44093]]
('N190', 'N252') [[18.440584]]
('N80', 'N160') [[18.439503]]
('N49', 'N67') [[18.439016]]
('N9', 'N20') [[18.43753]]
('N5', 'N105') [[18.43714]]
('N9', 'N106') [[18.436356]]
('N59', 'N87') [[18.43622]]
('N143', 'N172') [[18.435833]]
('N186', 'N237') [[18.434092]]
('N48', 'N230') [[18.434086]]
('N121', 'N179') [[18.433971]]
('N59', 'N179') [[18.433191]]
('N89', 'N167') [[18.431799]]
('N121', 'N159') [[18.430002]]
('N160', 'N237') [[18.428646]]
('N0', 'N120') [[18.427727]]
('N112', 'N121') [[18.426823]]
('N48', 'N242') [[18.425962]]
('N87', 'N209') [[18.42497]]
('N19', 'N237') [[18.423794]]
('N107', 'N245') [[18.422224]]
('N119', 'N252') [[18.422037]]
('N48', 'N147') [[18.420406]]
('N26', 'N247') [[18.418875]]
('N48', 'N121') [[18.418266]]
('N113', 'N118') [[18.41813]]
('N119', 'N161') [[18.415895]]
('N80', 'N237') [[18.41551]]
('N135', 'N147') [[18.414581]]
('N30', 'N180') [[18.413717]]
('N213', 'N245') [[18.413248]]
('N82', 'N143') [[18.412966]]
('N3', 'N62') [[18.412657]]
('N143', 'N237') [[18.412634]]
('N36', 'N48') [[18.41049]]
('N48', 'N109') [[18.410353]]
('N6', 'N34') [[18.410082]]
('N62', 'N147') [[18.409748]]
('N47', 'N151') [[18.40775]]
('N7', 'N200') [[18.407547]]
('N48', 'N229') [[18.406977]]
('N20', 'N230') [[18.406609]]
('N62', 'N84') [[18.404772]]
('N27', 'N151') [[18.403393]]
('N4', 'N59') [[18.403378]]
('N0', 'N153') [[18.40308]]
('N130', 'N151') [[18.402992]]
('N49', 'N198') [[18.402935]]
('N3', 'N106') [[18.401352]]
('N100', 'N153') [[18.400938]]
('N74', 'N115') [[18.399683]]
('N45', 'N113') [[18.399355]]
('N45', 'N196') [[18.399231]]
('N147', 'N230') [[18.398272]]
('N159', 'N249') [[18.397734]]
('N5', 'N106') [[18.397678]]
('N167', 'N191') [[18.397417]]
('N147', 'N228') [[18.397352]]
('N161', 'N182') [[18.396517]]
('N119', 'N193') [[18.391895]]
('N74', 'N114') [[18.391893]]
('N7', 'N186') [[18.391651]]
('N47', 'N182') [[18.391506]]
('N6', 'N168') [[18.391024]]
('N59', 'N62') [[18.390446]]
('N153', 'N228') [[18.390411]]
('N49', 'N206') [[18.390326]]
('N30', 'N182') [[18.389795]]
('N49', 'N243') [[18.389664]]
('N132', 'N245') [[18.389194]]
('N9', 'N245') [[18.389133]]
('N135', 'N161') [[18.388744]]
('N3', 'N245') [[18.388689]]
('N105', 'N161') [[18.387661]]
('N48', 'N211') [[18.386608]]
('N7', 'N57') [[18.384876]]
('N34', 'N186') [[18.383347]]
('N6', 'N47') [[18.378746]]
('N161', 'N213') [[18.378075]]
('N67', 'N161') [[18.37747]]
('N193', 'N237') [[18.376333]]
('N7', 'N222') [[18.376059]]
('N0', 'N74') [[18.375956]]
('N230', 'N237') [[18.375874]]
('N10', 'N124') [[18.375551]]
('N121', 'N146') [[18.375257]]
('N6', 'N230') [[18.374418]]
('N14', 'N84') [[18.37291]]
('N43', 'N135') [[18.371658]]
('N151', 'N178') [[18.371174]]
('N121', 'N194') [[18.371084]]
('N19', 'N194') [[18.370817]]
('N161', 'N214') [[18.37044]]
('N74', 'N237') [[18.370348]]
('N7', 'N26') [[18.370182]]
('N21', 'N162') [[18.369549]]
('N26', 'N190') [[18.369432]]
('N45', 'N153') [[18.369207]]
('N0', 'N62') [[18.369083]]
('N21', 'N229') [[18.368645]]
('N121', 'N248') [[18.367626]]
('N0', 'N48') [[18.36517]]
