('M0P1', 'M0P2') [[32.544308]]
('N62', 'M0P1') [[20.072868]]
('N81', 'N168') [[19.770653]]
('N168', 'N182') [[19.680487]]
('N62', 'M0P2') [[19.653572]]
('N82', 'N148') [[19.632372]]
('N37', 'N182') [[19.589657]]
('N88', 'N182') [[19.586378]]
('N182', 'N224') [[19.584852]]
('N35', 'M0P1') [[19.583656]]
('N182', 'N198') [[19.561666]]
('N182', 'N216') [[19.551949]]
('N93', 'N107') [[19.53383]]
('N82', 'N182') [[19.51989]]
('N37', 'N121') [[19.517632]]
('N136', 'N182') [[19.498114]]
('N168', 'N177') [[19.481005]]
('N126', 'N177') [[19.457363]]
('N168', 'N204') [[19.452005]]
('N182', 'N204') [[19.444046]]
('N98', 'N107') [[19.434656]]
('N148', 'N193') [[19.419481]]
('N62', 'N172') [[19.412611]]
('N64', 'N224') [[19.405073]]
('N75', 'N182') [[19.39524]]
('N123', 'N182') [[19.393492]]
('N136', 'N216') [[19.38364]]
('N93', 'N182') [[19.383104]]
('N177', 'N204') [[19.383053]]
('N35', 'N62') [[19.380352]]
('N41', 'N107') [[19.372305]]
('N94', 'N168') [[19.371805]]
('N57', 'N182') [[19.37161]]
('N161', 'N182') [[19.357185]]
('N6', 'N182') [[19.35176]]
('N48', 'N126') [[19.34644]]
('N94', 'N207') [[19.340605]]
('N83', 'N182') [[19.33193]]
('N170', 'N242') [[19.321558]]
('N0', 'N182') [[19.319603]]
('N20', 'N37') [[19.314724]]
('N126', 'N216') [[19.300581]]
('N168', 'N181') [[19.29141]]
('N35', 'N193') [[19.290174]]
('N37', 'N107') [[19.289108]]
('N6', 'N107') [[19.286732]]
('N177', 'N182') [[19.28668]]
('N116', 'N182') [[19.286436]]
('N161', 'N168') [[19.279402]]
('N33', 'N182') [[19.276161]]
('N121', 'N198') [[19.273191]]
('N62', 'N63') [[19.254898]]
('N107', 'N242') [[19.254814]]
('N6', 'N121') [[19.227766]]
('N177', 'N207') [[19.222288]]
('N35', 'N177') [[19.21785]]
('N132', 'N204') [[19.217054]]
('N186', 'N202') [[19.216703]]
('N83', 'N105') [[19.215906]]
('N136', 'N207') [[19.214457]]
('N182', 'N231') [[19.210695]]
('N32', 'N48') [[19.210238]]
('N8', 'N134') [[19.210108]]
('N35', 'N189') [[19.207932]]
('N62', 'N168') [[19.20675]]
('N107', 'N126') [[19.20659]]
('N62', 'N242') [[19.206099]]
('N168', 'N216') [[19.20525]]
('N126', 'N182') [[19.200338]]
('N81', 'N182') [[19.199928]]
('N35', 'N242') [[19.19945]]
('N202', 'N239') [[19.188732]]
('N37', 'N136') [[19.187637]]
('N242', 'M0P1') [[19.186989]]
('N177', 'N216') [[19.183453]]
('N182', 'N232') [[19.178192]]
('N198', 'N204') [[19.17762]]
('N6', 'N177') [[19.176674]]
('N162', 'N168') [[19.171402]]
('N27', 'N177') [[19.169277]]
('N20', 'N182') [[19.155666]]
('N57', 'N128') [[19.155401]]
('N60', 'N136') [[19.152357]]
('N62', 'N148') [[19.151142]]
('N148', 'N168') [[19.147892]]
('N62', 'N216') [[19.141354]]
('N32', 'N182') [[19.134315]]
('N121', 'N237') [[19.134037]]
('N120', 'N148') [[19.132797]]
('N37', 'N82') [[19.12816]]
('N220', 'N242') [[19.12342]]
('N182', 'N207') [[19.120667]]
('N27', 'N207') [[19.11812]]
('N32', 'N41') [[19.117115]]
('N37', 'N166') [[19.113638]]
('N207', 'N216') [[19.105446]]
('N177', 'N203') [[19.104624]]
('N65', 'N136') [[19.104088]]
('N170', 'N193') [[19.100555]]
('N41', 'N82') [[19.093822]]
('N189', 'N243') [[19.093464]]
('N98', 'N177') [[19.090254]]
('N126', 'N162') [[19.08949]]
('N183', 'N237') [[19.088997]]
('N121', 'N202') [[19.078703]]
('N35', 'M0P2') [[19.07856]]
('N82', 'N136') [[19.07509]]
('N115', 'N187') [[19.074903]]
('N67', 'N75') [[19.074293]]
('N75', 'N202') [[19.072807]]
('N168', 'N189') [[19.07205]]
('N107', 'N136') [[19.070467]]
('N126', 'N189') [[19.069344]]
('N20', 'N198') [[19.069141]]
('N41', 'N182') [[19.067677]]
('N0', 'N75') [[19.06538]]
('N60', 'N242') [[19.064453]]
('N48', 'N182') [[19.064451]]
('N48', 'N177') [[19.062988]]
('N33', 'N168') [[19.062119]]
('N62', 'N182') [[19.060125]]
('N81', 'N231') [[19.058638]]
('N37', 'N52') [[19.058004]]
('N42', 'N107') [[19.05743]]
('N37', 'N148') [[19.056341]]
('N203', 'N204') [[19.055382]]
('N81', 'N162') [[19.054443]]
('N65', 'N182') [[19.052618]]
('N35', 'N89') [[19.04864]]
('N6', 'N239') [[19.04774]]
('N192', 'N202') [[19.04634]]
('N136', 'N232') [[19.044428]]
('N82', 'N107') [[19.034477]]
('N177', 'N206') [[19.031849]]
('N148', 'N149') [[19.031204]]
('N20', 'N148') [[19.031036]]
('N182', 'N189') [[19.025822]]
('N42', 'N75') [[19.02498]]
('N8', 'N177') [[19.019768]]
('N32', 'N170') [[19.01812]]
('N182', 'N203') [[19.01701]]
('N37', 'N198') [[19.016392]]
('N35', 'N66') [[19.015446]]
('N65', 'N177') [[19.010878]]
('N77', 'N182') [[19.010227]]
('N105', 'N182') [[19.00704]]
('N83', 'N121') [[19.005386]]
('N139', 'N182') [[19.000425]]
('N126', 'N237') [[19.000263]]
('N6', 'N37') [[18.998732]]
('N8', 'N202') [[18.995722]]
('N88', 'N198') [[18.994267]]
('N128', 'N182') [[18.990732]]
('N168', 'N172') [[18.9875]]
('N35', 'N57') [[18.986506]]
('N107', 'N148') [[18.984354]]
('N162', 'N241') [[18.983204]]
('N187', 'N202') [[18.982391]]
('N162', 'N177') [[18.982122]]
('N8', 'N27') [[18.98147]]
('N162', 'N216') [[18.980358]]
('N148', 'N177') [[18.978441]]
('N62', 'N177') [[18.97719]]
('N32', 'N37') [[18.975689]]
('N128', 'N148') [[18.973063]]
('N91', 'N170') [[18.971508]]
('N177', 'N189') [[18.970499]]
('N8', 'N207') [[18.968225]]
('N8', 'N168') [[18.967836]]
('N6', 'N91') [[18.965454]]
('N82', 'N209') [[18.964808]]
('N77', 'N168') [[18.96128]]
('N121', 'N177') [[18.960554]]
('N172', 'N187') [[18.960354]]
('N62', 'N93') [[18.959932]]
('N182', 'N237') [[18.958664]]
('N107', 'N214') [[18.95787]]
('N37', 'N65') [[18.956667]]
('N93', 'N136') [[18.956371]]
('N52', 'N182') [[18.955849]]
('N121', 'N168') [[18.952478]]
('N35', 'N75') [[18.952148]]
('N32', 'N216') [[18.949339]]
('N41', 'N148') [[18.946835]]
('N37', 'N80') [[18.946821]]
('N42', 'N130') [[18.946022]]
('N177', 'N239') [[18.94598]]
('N48', 'N252') [[18.945736]]
('N193', 'N203') [[18.945477]]
('N207', 'N224') [[18.943634]]
('N35', 'N52') [[18.94346]]
('N112', 'N128') [[18.942152]]
('N70', 'N182') [[18.942106]]
('N65', 'N202') [[18.94131]]
('N182', 'N225') [[18.941298]]
('N170', 'N216') [[18.941097]]
('N139', 'N168') [[18.94021]]
('N69', 'N121') [[18.940145]]
('N62', 'N193') [[18.939468]]
('N105', 'N107') [[18.93753]]
('N121', 'N182') [[18.936716]]
('N114', 'N214') [[18.93429]]
('N75', 'N189') [[18.93189]]
('N136', 'N168') [[18.930748]]
('N65', 'N107') [[18.930738]]
('N131', 'N168') [[18.928066]]
('N19', 'N168') [[18.92711]]
('N121', 'N148') [[18.926773]]
('N62', 'N141') [[18.925783]]
('N118', 'N168') [[18.925055]]
('N82', 'N189') [[18.924126]]
('N82', 'N126') [[18.92025]]
('N75', 'N120') [[18.91852]]
('N27', 'N126') [[18.91849]]
('N116', 'N207') [[18.91604]]
('N126', 'N195') [[18.915766]]
('N89', 'N182') [[18.912195]]
('N145', 'N182') [[18.911158]]
('N70', 'N148') [[18.910858]]
('N148', 'N203') [[18.906939]]
('N214', 'N216') [[18.906906]]
('N136', 'N198') [[18.906843]]
('N60', 'N216') [[18.906666]]
('N37', 'N178') [[18.906244]]
('N24', 'N224') [[18.90501]]
('N91', 'N107') [[18.90452]]
('N48', 'N89') [[18.904379]]
('N6', 'N42') [[18.901655]]
('N107', 'N166') [[18.900604]]
('N82', 'N240') [[18.900248]]
('N202', 'N218') [[18.897272]]
('N121', 'N208') [[18.896893]]
('N105', 'N192') [[18.896372]]
('N19', 'N177') [[18.895302]]
('N84', 'N136') [[18.895185]]
('N22', 'N177') [[18.893728]]
('N52', 'N82') [[18.893343]]
('N37', 'N239') [[18.892054]]
('N168', 'N231') [[18.89089]]
('N8', 'N116') [[18.888935]]
('N96', 'N202') [[18.888777]]
('N181', 'N237') [[18.888186]]
('N149', 'N168') [[18.887518]]
('N107', 'N182') [[18.886257]]
('N66', 'N168') [[18.886045]]
('N148', 'N162') [[18.88468]]
('N132', 'N168') [[18.88428]]
('N93', 'N115') [[18.883595]]
('N189', 'N206') [[18.883581]]
('N202', 'N203') [[18.883429]]
('N65', 'N237') [[18.882954]]
('N81', 'N93') [[18.882483]]
('N42', 'N177') [[18.881687]]
('N33', 'N198') [[18.879671]]
('N5', 'N192') [[18.879564]]
('N116', 'N192') [[18.877342]]
('N69', 'N186') [[18.87531]]
('N52', 'N203') [[18.875048]]
('N82', 'N89') [[18.873117]]
('N168', 'N193') [[18.872526]]
('N189', 'N204') [[18.871794]]
('N69', 'N193') [[18.867306]]
('N168', 'N233') [[18.865885]]
('N99', 'N126') [[18.865114]]
('N162', 'N231') [[18.864813]]
('N121', 'N136') [[18.864685]]
('N62', 'N126') [[18.863422]]
('N63', 'N168') [[18.862839]]
('N193', 'N240') [[18.862047]]
('N84', 'N182') [[18.861355]]
('N75', 'N224') [[18.861002]]
('N126', 'N168') [[18.860355]]
('N189', 'N216') [[18.859657]]
('N120', 'N237') [[18.859451]]
('N237', 'N241') [[18.856297]]
('N93', 'N105') [[18.854479]]
('N37', 'N84') [[18.853657]]
('N207', 'N214') [[18.853142]]
('N70', 'N128') [[18.85132]]
('N169', 'N216') [[18.850397]]
('N69', 'N136') [[18.850039]]
('N41', 'N65') [[18.849554]]
('N37', 'N70') [[18.84927]]
('N37', 'N207') [[18.84893]]
('N52', 'N252') [[18.848175]]
('N62', 'N204') [[18.847794]]
('N70', 'N93') [[18.84759]]
('N98', 'N190') [[18.846489]]
('N116', 'N202') [[18.846376]]
('N71', 'N182') [[18.846354]]
('N128', 'N198') [[18.845499]]
('N42', 'N126') [[18.84528]]
('N8', 'N203') [[18.844744]]
('N37', 'N93') [[18.842953]]
('N75', 'N207') [[18.841383]]
('N90', 'N130') [[18.84002]]
('N120', 'N182') [[18.83905]]
('N70', 'N168') [[18.837612]]
('N132', 'N177') [[18.837593]]
('N82', 'N203') [[18.835815]]
('N121', 'N219') [[18.8332]]
('N24', 'N128') [[18.83299]]
('N110', 'N170') [[18.832298]]
('N93', 'N126') [[18.831516]]
('N66', 'N234') [[18.830978]]
('N177', 'N202') [[18.830833]]
('N93', 'N172') [[18.829906]]
('N126', 'N232') [[18.829525]]
('N105', 'N148') [[18.828398]]
('N204', 'N216') [[18.828363]]
('N121', 'N222') [[18.828007]]
('N35', 'N204') [[18.827448]]
('N32', 'N144') [[18.82688]]
('N177', 'N178') [[18.826754]]
('N75', 'N198') [[18.825897]]
('N6', 'N237') [[18.825253]]
('N114', 'N162') [[18.824856]]
('N121', 'N239') [[18.824852]]
('N182', 'N199') [[18.824785]]
('N182', 'N195') [[18.823462]]
('N80', 'N189') [[18.821983]]
('N182', 'N230') [[18.82141]]
('N42', 'N239') [[18.819962]]
('N90', 'N148') [[18.81967]]
('N89', 'N177') [[18.81912]]
('N41', 'N168') [[18.818909]]
('N80', 'N82') [[18.817924]]
('N32', 'N168') [[18.816462]]
('N60', 'N182') [[18.816122]]
('N130', 'N148') [[18.815613]]
('N82', 'N168') [[18.81532]]
('N62', 'N121') [[18.815126]]
('N70', 'N136') [[18.814081]]
('N42', 'N148') [[18.814032]]
('N82', 'N206') [[18.813715]]
('N48', 'N107') [[18.813335]]
('N177', 'N181') [[18.813192]]
('N182', 'N202') [[18.813068]]
('N41', 'N162') [[18.8125]]
('N183', 'N207') [[18.811413]]
('N32', 'N121') [[18.811083]]
('N71', 'N121') [[18.810518]]
('N42', 'N105') [[18.810276]]
('N107', 'N170') [[18.809944]]
('N35', 'N182') [[18.80861]]
('N192', 'N198') [[18.808237]]
('N69', 'N203') [[18.807209]]
('N75', 'N116') [[18.806774]]
('N66', 'N182') [[18.806149]]
('N62', 'N136') [[18.805964]]
('N107', 'N216') [[18.804995]]
('N27', 'N48') [[18.804415]]
('N69', 'N89') [[18.80332]]
('N82', 'N244') [[18.802595]]
('N48', 'N200') [[18.802002]]
('N136', 'N177') [[18.801088]]
('N82', 'N217') [[18.80083]]
('N110', 'N121') [[18.800077]]
('N35', 'N107') [[18.799925]]
('N61', 'N202') [[18.798807]]
('N168', 'N202') [[18.798225]]
('N32', 'N130') [[18.797943]]
('N32', 'N169') [[18.797808]]
('N82', 'N241') [[18.797277]]
('N82', 'N183') [[18.797033]]
('N75', 'N107') [[18.796362]]
('N70', 'N88') [[18.795673]]
('N75', 'N161') [[18.79532]]
('N63', 'N182') [[18.794554]]
