('M0P1', 'M0P2') [[39.740067]]
('N63', 'N81') [[19.97099]]
('N7', 'N63') [[19.938799]]
('N81', 'N183') [[19.730715]]
('N24', 'N81') [[19.65377]]
('N16', 'N245') [[19.579529]]
('N81', 'N116') [[19.510208]]
('N63', 'N230') [[19.500416]]
('N7', 'N140') [[19.498323]]
('N63', 'N116') [[19.49366]]
('N16', 'N63') [[19.436262]]
('N201', 'N242') [[19.428867]]
('N7', 'N210') [[19.397888]]
('N7', 'N201') [[19.393742]]
('N16', 'N81') [[19.384848]]
('N63', 'N183') [[19.378035]]
('N81', 'N146') [[19.375357]]
('N26', 'N63') [[19.372862]]
('N63', 'N201') [[19.370249]]
('N81', 'N175') [[19.3654]]
('N63', 'N242') [[19.351286]]
('N16', 'N235') [[19.345774]]
('N63', 'N145') [[19.336472]]
('N11', 'N63') [[19.334509]]
('N63', 'N112') [[19.333355]]
('N17', 'N63') [[19.32242]]
('N16', 'N116') [[19.322336]]
('N7', 'N245') [[19.321217]]
('N38', 'N63') [[19.31611]]
('N63', 'N184') [[19.298828]]
('N193', 'N201') [[19.285572]]
('N7', 'N81') [[19.27233]]
('N7', 'N35') [[19.271975]]
('N16', 'N201') [[19.271484]]
('N7', 'N80') [[19.270506]]
('N7', 'N16') [[19.261505]]
('N34', 'N81') [[19.260365]]
('N15', 'N63') [[19.241928]]
('N16', 'N161') [[19.233068]]
('N81', 'N188') [[19.232924]]
('N63', 'N200') [[19.231848]]
('N10', 'N63') [[19.221813]]
('N63', 'N99') [[19.218147]]
('N63', 'N94') [[19.20969]]
('N7', 'N99') [[19.20887]]
('N63', 'N210') [[19.203917]]
('N81', 'N138') [[19.199568]]
('N24', 'N63') [[19.193842]]
('N16', 'N193') [[19.188448]]
('N17', 'N245') [[19.176012]]
('N26', 'N183') [[19.172197]]
('N58', 'N81') [[19.166595]]
('N38', 'N81') [[19.164757]]
('N16', 'N247') [[19.15101]]
('N58', 'N63') [[19.149889]]
('N15', 'N200') [[19.14954]]
('N26', 'N81') [[19.143896]]
('N16', 'N200') [[19.139736]]
('N99', 'N188') [[19.126802]]
('N4', 'N7') [[19.125032]]
('N7', 'N34') [[19.113424]]
('N63', 'N140') [[19.086693]]
('N81', 'N242') [[19.085255]]
('N17', 'N138') [[19.083286]]
('N99', 'N245') [[19.08286]]
('N16', 'N94') [[19.081968]]
('N16', 'N38') [[19.081078]]
('N20', 'N81') [[19.077559]]
('N16', 'N71') [[19.06516]]
('N16', 'N199') [[19.051525]]
('N201', 'N245') [[19.050903]]
('N7', 'N54') [[19.05071]]
('N21', 'N242') [[19.046288]]
('N7', 'N20') [[19.036835]]
('N81', 'N133') [[19.035212]]
('N10', 'N201') [[19.019716]]
('N16', 'N163') [[19.019667]]
('N27', 'N81') [[19.017807]]
('N27', 'N63') [[19.014936]]
('N81', 'N94') [[19.014582]]
('N7', 'N188') [[19.014177]]
('N116', 'N146') [[19.011574]]
('N66', 'N81') [[19.008436]]
('N63', 'N245') [[19.002445]]
('N4', 'N81') [[19.002138]]
('N199', 'N230') [[19.001715]]
('N35', 'N245') [[18.998756]]
('N99', 'N116') [[18.99872]]
('N15', 'N51') [[18.997293]]
('N7', 'N50') [[18.993202]]
('N124', 'N230') [[18.991737]]
('N17', 'N230') [[18.991732]]
('N210', 'N245') [[18.990192]]
('N27', 'N116') [[18.989363]]
('N190', 'N245') [[18.986794]]
('N230', 'N242') [[18.979704]]
('N38', 'N116') [[18.97933]]
('N95', 'N230') [[18.97794]]
('N16', 'N99') [[18.975567]]
('N15', 'N17') [[18.972136]]
('N63', 'N85') [[18.969006]]
('N35', 'N201') [[18.964552]]
('N7', 'N124') [[18.96375]]
('N26', 'N124') [[18.9621]]
('N16', 'N230') [[18.961775]]
('N16', 'N188') [[18.957499]]
('N99', 'N200') [[18.956573]]
('N230', 'N247') [[18.954391]]
('N17', 'N113') [[18.953684]]
('N81', 'N174') [[18.952902]]
('N39', 'N122') [[18.952015]]
('N7', 'N10') [[18.951687]]
('N51', 'N63') [[18.944136]]
('N15', 'N56') [[18.94306]]
('N186', 'N230') [[18.940634]]
('N63', 'N138') [[18.938156]]
('N164', 'N245') [[18.938103]]
('N15', 'N16') [[18.935461]]
('N80', 'N124') [[18.935104]]
('N8', 'N16') [[18.935104]]
('N39', 'N63') [[18.933062]]
('N81', 'N145') [[18.932869]]
('N15', 'N27') [[18.928938]]
('N7', 'N112') [[18.928518]]
('N23', 'N81') [[18.92644]]
('N18', 'N245') [[18.926311]]
('N34', 'N174') [[18.922487]]
('N63', 'N193') [[18.922255]]
('N25', 'N63') [[18.914867]]
('N116', 'N203') [[18.914726]]
('N18', 'N183') [[18.912897]]
('N81', 'N247') [[18.910563]]
('N42', 'N247') [[18.909286]]
('N116', 'N175') [[18.909101]]
('N81', 'N201') [[18.90908]]
('N20', 'N63') [[18.906128]]
('N201', 'N247') [[18.900126]]
('N8', 'N81') [[18.899565]]
('N36', 'N63') [[18.898941]]
('N15', 'N35') [[18.897785]]
('N34', 'N230') [[18.89696]]
('N17', 'N38') [[18.896646]]
('N7', 'N17') [[18.896002]]
('N17', 'N99') [[18.89418]]
('N10', 'N16') [[18.894068]]
('N81', 'N135') [[18.893675]]
('N63', 'N146') [[18.893644]]
('N116', 'N201') [[18.887712]]
('N7', 'N138') [[18.887016]]
('N85', 'N200') [[18.881323]]
('N63', 'N188') [[18.88131]]
('N15', 'N247') [[18.880476]]
('N7', 'N247') [[18.880257]]
('N19', 'N63') [[18.880085]]
('N15', 'N34') [[18.877596]]
('N216', 'N230') [[18.876886]]
('N242', 'N245') [[18.874664]]
('N17', 'N51') [[18.872639]]
('N188', 'N230') [[18.872625]]
('N7', 'N38') [[18.869816]]
('N26', 'N245') [[18.8671]]
('N15', 'N165') [[18.866953]]
('N7', 'N200') [[18.866636]]
('N26', 'N101') [[18.863892]]
('N116', 'N245') [[18.862284]]
('N4', 'N242') [[18.862015]]
('N38', 'N230') [[18.858109]]
('N54', 'N201') [[18.857733]]
('N15', 'N245') [[18.85703]]
('N35', 'N124') [[18.854897]]
('N20', 'N201') [[18.854212]]
('N87', 'N116') [[18.853128]]
('N15', 'N224') [[18.852674]]
('N38', 'N183') [[18.849463]]
('N0', 'N99') [[18.848572]]
('N63', 'N144') [[18.845964]]
('N7', 'N230') [[18.843853]]
('N16', 'N118') [[18.84374]]
('N35', 'N247') [[18.843523]]
('N15', 'N81') [[18.842716]]
