      0	      0	      4	-6233.930600	-3189.754666	4624.296083	-1.#IND00
      1	      0	      8	-6233.930600	-1374.484619	2020.159068	-1.#IND00
      2	      0	     11	-6233.930600	-1370.727300	2040.696849	-31.421890
      3	      0	     13	-6233.930600	-2439.042439	3538.197451	12.830224
      4	      0	     17	-6233.930600	-243.525345	351.866292	22.777748
      5	      0	     20	-6233.930600	-3337.859254	4806.469809	-1.#IND00
      6	      0	     22	-6233.930600	-447.027667	662.739052	-189.397612
      7	      0	     25	-6233.930600	-983.225977	1435.534014	-1.#IND00
      8	      0	     28	-6233.930600	-2150.026898	3123.620550	394.869940
      9	      0	     31	-6233.930600	-10053.759191	14476.601182	-1.#IND00
     10	      0	     33	-6233.930600	-1219.489995	1765.783147	-1.#IND00
     11	      0	     34	-6233.930600	-15554.718038	22288.639565	-1.#IND00
     12	      0	     36	-6233.930600	-1335.261970	1951.557399	-1.#IND00
     13	      0	     38	-6233.930600	-2403.147177	3556.794452	-1.#IND00
     14	      0	     41	-6233.930600	-3330.851460	4812.682954	-29.890250
     15	      0	     44	-6233.930600	-7153.736001	10300.265379	-1.#IND00
     16	      0	     48	-6233.930600	-29.285633	156.010052	-1.#IND00
     17	      0	     51	-6233.930600	-1045.619063	1570.688277	81.560919
     18	      0	     52	-6233.930600	-3965.167921	5695.306486	194.227924
     19	      0	     55	-6233.930600	-3648.813005	5280.883276	-1.#IND00
     20	      0	     57	-6233.930600	-361.122954	528.697888	-47.977823
     21	      0	     59	-6233.930600	-1456.043556	2114.906585	-1.#IND00
     22	      0	     61	-6233.930600	-2140.537950	3077.683432	-1.#IND00
     23	      0	     62	-6233.930600	-23930.511629	34037.537998	-1.#IND00
     24	      0	     64	-6233.930600	-534.321077	804.627879	-1.#IND00
     25	      0	     66	-6233.930600	-462.383757	675.308583	-6.242839
     26	      0	     67	-6233.930600	-527.915315	763.333653	-1.#IND00
     27	      0	     71	-6233.930600	-52.882515	80.817923	-1.#IND00
     28	      0	     72	-6233.930600	-1443.222991	2083.400278	-1.#IND00
     29	      0	     73	-6233.930600	-18186.512592	25952.483427	-1.#IND00
     30	      0	     75	-6233.930600	-5696.977030	8226.813700	-1.#IND00
     31	      0	     78	-6233.930600	-15302.035439	21902.689261	-1.#IND00
     32	      0	     80	-6233.930600	-1207.185792	1761.890223	-1.#IND00
     33	      0	     83	-6233.930600	-1294.766702	1877.168368	-1.#IND00
     34	      0	     85	-6233.930600	-410.927707	618.831214	-15.922306
     35	      0	     86	-6233.930600	-6850.847779	9862.993514	-1.#IND00
     36	      0	     88	-6233.930600	-15553.681359	22238.764275	-20.144796
     37	      0	     91	-6233.930600	-1691.902884	2450.400285	-3.298745
     38	      0	     92	-6233.930600	-6605.494646	9530.887206	-26.309221
     39	      0	     95	-6233.930600	-5385.586723	7758.137258	-1.#IND00
     40	      0	     97	-6233.930600	-4549.715406	6574.978047	-1.#IND00
     41	      0	     99	-6233.930600	-7813.807102	11328.100301	328.001980
     42	      0	    105	-6233.930600	-580.913480	1031.574763	-1.#IND00
     43	      0	    107	-6233.930600	-4347.876895	6277.651385	-213.096110
     44	      0	    111	-6233.930600	-4073.474632	5871.447614	-1.#IND00
     45	      0	    116	-6233.930600	-7773.359803	11154.030594	-85.127188
     46	      0	    118	-6233.930600	-381.678307	572.432636	-16.613880
     47	      0	    122	-6233.930600	-251.252589	374.677936	-1.#IND00
     48	      0	    128	-6233.930600	-442.581699	653.156620	-1.#IND00
     49	      0	    131	-6233.930600	-769.814232	1100.009515	-1.#IND00
     50	      0	    133	-6233.930600	-391.963824	579.125831	-72.503315
     51	      0	    136	-6233.930600	-13975.188178	20028.680019	-1.#IND00
     52	      0	    141	-6233.930600	-3703.258662	5361.357406	-1.#IND00
     53	      0	    143	-6233.930600	-3676.409737	5303.971915	-1.#IND00
     54	      0	    147	-6233.930600	-15015.757575	21488.704184	-1.#IND00
     55	      0	    152	-6233.930600	-291.312112	442.665317	201.823855
     56	      0	    153	-6233.930600	-152.094607	235.728985	-1.#IND00
     57	      0	    158	-6233.930600	-1066.989764	1546.619165	-5.288837
     58	      0	    159	-6233.930600	-14188.358861	20391.653283	-816.505400
     59	      0	    163	-6233.930600	-3555.054990	5133.093129	33.649335
     60	      0	    166	-6233.930600	-1586.506941	2301.223189	34.200899
     61	      0	    169	-6233.930600	-7945.698099	11422.997075	-1.#IND00
     62	      0	    170	-6233.930600	-2262.690267	3249.209876	-1.#IND00
     63	      0	    173	-6233.930600	-1952.086468	2850.634753	-1.#IND00
     64	      0	    174	-6233.930600	-5253.591644	7577.453926	-1.#IND00
     65	      0	    176	-6233.930600	-7178.562154	10367.329928	-268.814046
     66	      0	    179	-6233.930600	-3050.356793	4400.280368	-1.#IND00
     67	      0	    183	-6233.930600	-5442.382417	7838.785077	-15.380301
     68	      0	    185	-6233.930600	-220.194361	747.084250	-1.#IND00
     69	      0	    189	-6233.930600	-301.984007	449.669661	59.568707
     70	      0	    193	-6233.930600	-203.537807	323.319210	-1.#IND00
     71	      0	    196	-6233.930600	-11925.331493	17063.864830	201.213409
     72	      0	    199	-6233.930600	-596.653886	1226.064009	-1.#IND00
     73	      0	    200	-6233.930600	-411.013578	588.139589	582.482893
     74	      0	    205	-6233.930600	-3221.155629	4668.691288	-8.849914
     75	      0	    211	-6233.930600	-1952.509472	2839.342956	-1.#IND00
     76	      0	    212	-6233.930600	-12140.567520	17428.666488	-1.#IND00
     77	      0	    215	-6233.930600	-5590.059641	8013.836975	-1.#IND00
     78	      0	    220	-6233.930600	-5347.869101	7712.872405	-179.367362
     79	      0	    223	-6233.930600	-233.186658	349.698599	-82.919144
     80	      0	    224	-6233.930600	-1604.032280	2507.006021	-79.892633
     81	      0	    225	-6233.930600	-7083.481274	10204.024578	236.805565
     82	      0	    228	-6233.930600	-573.561629	835.602407	-1.#IND00
     83	      0	    229	-6233.930600	-1156.734287	1693.998534	-1.#IND00
     84	      0	    231	-6233.930600	-3305.131542	4775.246843	-1.#IND00
     85	      0	    240	-6233.930600	-499.461215	792.506235	-1.#IND00
     86	      0	    241	-6233.930600	-26.019515	60.804074	-1.#IND00
     87	      0	    243	-6233.930600	-1241.679626	1794.827731	-1.#IND00
     88	      0	    247	-6233.930600	-222.107355	484.463235	20.862606
     89	      0	    251	-6233.930600	-8093.813591	11640.407296	288.981064
     90	      0	    253	-6233.930600	-2141.671669	3099.535891	-1.#IND00
     91	      0	    254	-6233.930600	-172.358348	257.092721	-1.#IND00
     92	      0	    257	-6233.930600	-809.105022	1172.761841	16.716951
     93	      0	    261	-6233.930600	-2756.843346	4000.535378	-1.#IND00
     94	      0	    269	-6233.930600	-3787.425868	5472.957141	-71.071485
     95	      0	    271	-6233.930600	-4827.185454	7016.588926	-1.#IND00
     96	      0	    273	-6233.930600	-192.346270	292.941632	5.121524
     97	      0	    278	-6233.930600	-3057.374668	4432.572429	-1.#IND00
     98	      0	    281	-6233.930600	-57.056991	107.217782	-1.#IND00
     99	      1	      4	8868.252582	-3189.754666	4618.227180	-186.133918
    100	      1	      8	8868.252582	-1374.484619	2015.533884	-7.845896
    101	      1	     11	8868.252582	-1370.727300	2042.089979	-73.513196
    102	      1	     13	8868.252582	-2439.042439	3539.326232	-58.365511
