('M0P1', 'M0P2') [[49.177597]]
('N113', 'N242') [[19.25917]]
('N91', 'N136') [[19.223005]]
('N34', 'N242') [[19.220972]]
('N174', 'M0P2') [[19.22092]]
('N38', 'N242') [[19.208]]
('N136', 'N150') [[19.203026]]
('N92', 'N174') [[19.163122]]
('N113', 'N152') [[19.119326]]
('N150', 'N213') [[19.101892]]
('N92', 'N136') [[19.05229]]
('N69', 'N92') [[19.031672]]
('N242', 'N253') [[18.935902]]
('N140', 'N150') [[18.929596]]
('N174', 'N242') [[18.88935]]
('N167', 'N247') [[18.834288]]
('N92', 'N152') [[18.830948]]
('N136', 'N253') [[18.823694]]
('N150', 'N253') [[18.810453]]
('N86', 'N242') [[18.804588]]
('N136', 'N201') [[18.79592]]
('N141', 'N158') [[18.794302]]
('N137', 'N141') [[18.775576]]
('N98', 'N141') [[18.772503]]
('N136', 'N167') [[18.767416]]
('N149', 'N198') [[18.760899]]
('N152', 'N247') [[18.750967]]
('N38', 'N136') [[18.71185]]
('N92', 'N192') [[18.70257]]
('N162', 'N242') [[18.701937]]
('N113', 'N218') [[18.69887]]
('N141', 'N208') [[18.697424]]
('N136', 'N242') [[18.690044]]
('N136', 'N179') [[18.683916]]
('N152', 'N242') [[18.683355]]
('N208', 'N242') [[18.67954]]
('N98', 'N150') [[18.673351]]
('N61', 'N136') [[18.670023]]
('N92', 'N135') [[18.66994]]
('N25', 'N136') [[18.664978]]
('N25', 'N167') [[18.659426]]
('N213', 'N242') [[18.65911]]
('N34', 'N186') [[18.656898]]
('N186', 'N208') [[18.654217]]
('N84', 'N242') [[18.652847]]
('N152', 'N213') [[18.650627]]
('N34', 'N213') [[18.645227]]
('N150', 'N167') [[18.645193]]
('N25', 'N152') [[18.641321]]
('N186', 'N242') [[18.636063]]
('N84', 'N158') [[18.634113]]
('N137', 'N208') [[18.633724]]
('N113', 'N208') [[18.63272]]
('N92', 'N246') [[18.625292]]
('N77', 'N199') [[18.621145]]
('N92', 'N251') [[18.619722]]
('N77', 'N233') [[18.618736]]
('N25', 'N218') [[18.617313]]
('N38', 'N150') [[18.617012]]
('N77', 'N143') [[18.614607]]
('N150', 'N155') [[18.614456]]
('N12', 'N25') [[18.610851]]
('N113', 'N163') [[18.609186]]
('N113', 'N150') [[18.608027]]
('N216', 'N242') [[18.604876]]
('N25', 'N195') [[18.604153]]
('N174', 'N238') [[18.597157]]
('N145', 'N167') [[18.582996]]
('N150', 'N179') [[18.582151]]
('N69', 'N141') [[18.580719]]
('N92', 'N250') [[18.579329]]
('N150', 'N208') [[18.573488]]
('N25', 'N242') [[18.57153]]
('N25', 'N188') [[18.56895]]
('N136', 'N247') [[18.56833]]
('N150', 'N233') [[18.565096]]
('N34', 'N150') [[18.560135]]
('N38', 'N174') [[18.559526]]
('N113', 'N162') [[18.556229]]
('N102', 'N242') [[18.55553]]
('N77', 'N146') [[18.551992]]
('N61', 'N141') [[18.547356]]
('N25', 'N236') [[18.546097]]
('N92', 'N242') [[18.544783]]
('N74', 'N136') [[18.54398]]
('N115', 'N179') [[18.537943]]
('N92', 'N221') [[18.535025]]
('N17', 'N92') [[18.534973]]
('N40', 'N179') [[18.531591]]
('N40', 'N92') [[18.528204]]
('N92', 'N149') [[18.526926]]
('N1', 'N92') [[18.5268]]
('N140', 'N174') [[18.525713]]
('N152', 'N162') [[18.52558]]
('N123', 'N149') [[18.520487]]
('N35', 'N69') [[18.519636]]
('N84', 'N167') [[18.519348]]
('N92', 'N253') [[18.5189]]
('N40', 'N150') [[18.514282]]
('N82', 'N149') [[18.504015]]
('N150', 'N242') [[18.499508]]
('N167', 'N201') [[18.49947]]
('N36', 'N216') [[18.496195]]
('N150', 'N209') [[18.495613]]
('N34', 'N113') [[18.49509]]
('N82', 'N113') [[18.49468]]
('N77', 'N101') [[18.490675]]
('N10', 'N92') [[18.490046]]
('N150', 'N231') [[18.487892]]
('N13', 'N136') [[18.487726]]
('N177', 'N247') [[18.485878]]
('N92', 'N239') [[18.484816]]
('N61', 'N242') [[18.48454]]
('N92', 'N150') [[18.483025]]
('N195', 'N218') [[18.481695]]
('N35', 'N92') [[18.478947]]
('N12', 'N150') [[18.477493]]
('N201', 'N216') [[18.47527]]
('N34', 'N136') [[18.473467]]
('N25', 'N137') [[18.472317]]
('N25', 'N35') [[18.469833]]
('N25', 'N150') [[18.464998]]
('N38', 'N173') [[18.46094]]
('N84', 'N140') [[18.459654]]
('N25', 'N238') [[18.456537]]
('N34', 'N98') [[18.455957]]
('N38', 'N167') [[18.452793]]
('N25', 'N155') [[18.45264]]
('N26', 'N242') [[18.451323]]
('N12', 'N136') [[18.451109]]
('N86', 'N253') [[18.45089]]
('N149', 'N201') [[18.450203]]
('N34', 'N129') [[18.450014]]
('N106', 'N208') [[18.449389]]
('N135', 'N140') [[18.448212]]
('N38', 'N92') [[18.446062]]
('N150', 'N199') [[18.444334]]
('N92', 'N133') [[18.443184]]
('N40', 'N136') [[18.44247]]
('N150', 'N205') [[18.44199]]
('N195', 'N211') [[18.440691]]
('N92', 'N113') [[18.440538]]
('N150', 'N152') [[18.439663]]
('N113', 'N213') [[18.438967]]
('N77', 'N201') [[18.438208]]
('N101', 'N152') [[18.434336]]
('N113', 'N179') [[18.433271]]
('N101', 'N113') [[18.433167]]
('N92', 'N218') [[18.43173]]
('N195', 'N242') [[18.431376]]
('N6', 'N152') [[18.430202]]
('N152', 'N246') [[18.430157]]
('N6', 'N142') [[18.42972]]
('N25', 'N93') [[18.427197]]
('N105', 'N150') [[18.426376]]
('N91', 'N133') [[18.426365]]
('N0', 'N92') [[18.424665]]
('N141', 'N213') [[18.42391]]
('N100', 'N242') [[18.422066]]
('N6', 'N149') [[18.420313]]
('N34', 'N82') [[18.419193]]
('N25', 'N82') [[18.41859]]
('N82', 'N150') [[18.41858]]
('N12', 'N179') [[18.418274]]
('N26', 'N61') [[18.41675]]
('N174', 'N246') [[18.416466]]
('N150', 'N186') [[18.415348]]
('N6', 'N136') [[18.415333]]
('N238', 'N242') [[18.415178]]
('N238', 'N253') [[18.412659]]
('N6', 'N101') [[18.411253]]
('N36', 'N201') [[18.410278]]
('N198', 'N242') [[18.405418]]
('N34', 'N152') [[18.40197]]
('N216', 'N250') [[18.397625]]
