('M0P1', 'M0P2') [[51.325104]]
('N120', 'M0P2') [[19.46977]]
('N118', 'M0P1') [[19.348125]]
('N8', 'N178') [[19.1773]]
('N118', 'M0P2') [[19.044342]]
('N128', 'N168') [[19.004568]]
('N7', 'N159') [[19.001333]]
('N228', 'N241') [[18.975199]]
('N100', 'N159') [[18.959826]]
('N25', 'N74') [[18.953773]]
('N22', 'N242') [[18.934078]]
('N120', 'M0P1') [[18.915628]]
('N159', 'N228') [[18.886578]]
('N39', 'N84') [[18.860657]]
('N168', 'N241') [[18.853413]]
('N136', 'N228') [[18.805307]]
('N103', 'N125') [[18.788656]]
('N74', 'N125') [[18.783049]]
('N28', 'N168') [[18.78072]]
('N186', 'N213') [[18.77859]]
('N44', 'N84') [[18.767313]]
('N180', 'N228') [[18.761965]]
('N100', 'N241') [[18.759117]]
('N90', 'N103') [[18.75521]]
('N52', 'N84') [[18.751282]]
('N120', 'N202') [[18.747704]]
('N176', 'N228') [[18.747702]]
('N52', 'N139') [[18.746487]]
('N7', 'N74') [[18.744856]]
('N144', 'N149') [[18.738564]]
('N158', 'N241') [[18.738281]]
('N149', 'N159') [[18.73705]]
('N7', 'N84') [[18.736794]]
('N6', 'N241') [[18.720491]]
('N103', 'N168') [[18.718754]]
('N8', 'N52') [[18.698017]]
('N74', 'N149') [[18.6947]]
('N144', 'N228') [[18.692427]]
('N22', 'N159') [[18.6884]]
('N72', 'N228') [[18.675846]]
('N8', 'N149') [[18.6733]]
('N176', 'N213') [[18.672604]]
('N49', 'N149') [[18.671646]]
('N18', 'N26') [[18.66975]]
('N6', 'N25') [[18.659754]]
('N6', 'N159') [[18.65714]]
('N6', 'N168') [[18.656183]]
('N103', 'N197') [[18.655916]]
('N6', 'N7') [[18.650955]]
('N101', 'N241') [[18.645807]]
('N159', 'N241') [[18.637539]]
('N106', 'N229') [[18.6373]]
('N100', 'N101') [[18.60987]]
('N74', 'N118') [[18.608612]]
('N178', 'N241') [[18.60364]]
('N84', 'N142') [[18.598442]]
('N22', 'N180') [[18.595873]]
('N126', 'N128') [[18.595118]]
('N74', 'N159') [[18.59338]]
('N15', 'N74') [[18.590528]]
('N92', 'N149') [[18.588799]]
('N74', 'N103') [[18.587576]]
('N168', 'N228') [[18.583427]]
('N159', 'N207') [[18.578806]]
('N22', 'N228') [[18.577246]]
('N44', 'N158') [[18.57397]]
('N22', 'N128') [[18.56603]]
('N159', 'N168') [[18.56575]]
('N22', 'N99') [[18.563868]]
('N24', 'N52') [[18.56341]]
('N18', 'N22') [[18.558067]]
('N6', 'N90') [[18.557638]]
('N149', 'N228') [[18.555237]]
('N90', 'N231') [[18.555178]]
('N84', 'N159') [[18.549545]]
('N49', 'N228') [[18.54802]]
('N74', 'N128') [[18.545488]]
('N2', 'N159') [[18.544474]]
('N15', 'N103') [[18.537165]]
('N6', 'N128') [[18.534851]]
('N41', 'N180') [[18.530474]]
('N30', 'N74') [[18.530306]]
('N111', 'M0P2') [[18.52916]]
('N26', 'N149') [[18.527775]]
('N9', 'N168') [[18.527626]]
('N93', 'N209') [[18.52703]]
('N50', 'N228') [[18.5266]]
('N26', 'N109') [[18.526121]]
('N6', 'N186') [[18.525103]]
('N52', 'N111') [[18.51926]]
('N41', 'N140') [[18.519215]]
('N140', 'N204') [[18.509357]]
('N7', 'N231') [[18.509039]]
('N49', 'N103') [[18.507442]]
('N74', 'N90') [[18.50732]]
('N125', 'N241') [[18.50705]]
('N22', 'N103') [[18.506422]]
('N71', 'N252') [[18.505898]]
('N103', 'N180') [[18.49487]]
('N6', 'N176') [[18.487621]]
