('M0P1', 'M0P2') [[34.897728]]
('N126', 'M0P1') [[19.93964]]
('N150', 'N162') [[19.890766]]
('N39', 'N162') [[19.816679]]
('N39', 'N207') [[19.68873]]
('N65', 'N218') [[19.660585]]
('N88', 'N92') [[19.61442]]
('N92', 'N232') [[19.474352]]
('N35', 'N131') [[19.446997]]
('N105', 'N131') [[19.446104]]
('N126', 'M0P2') [[19.44161]]
('N88', 'N243') [[19.406612]]
('N162', 'N184') [[19.402317]]
('N43', 'N62') [[19.388058]]
('N92', 'N110') [[19.386723]]
('N39', 'N150') [[19.38003]]
('N35', 'N105') [[19.378296]]
('N39', 'N121') [[19.362934]]
('N65', 'N167') [[19.34144]]
('N92', 'N207') [[19.338041]]
('N162', 'N211') [[19.323378]]
('N11', 'N43') [[19.32017]]
('N43', 'N162') [[19.307146]]
('N92', 'N162') [[19.296587]]
('N62', 'N167') [[19.263721]]
('N9', 'N167') [[19.253292]]
('N35', 'N92') [[19.235353]]
('N162', 'N206') [[19.230103]]
('N162', 'N197') [[19.221762]]
('N119', 'N155') [[19.200525]]
('N92', 'N136') [[19.20048]]
('N35', 'N48') [[19.173697]]
('N65', 'N184') [[19.16406]]
('N92', 'N105') [[19.16241]]
('N207', 'N218') [[19.135983]]
('N52', 'N92') [[19.130161]]
('N92', 'N229') [[19.108576]]
('N75', 'N224') [[19.105965]]
('N59', 'N207') [[19.100786]]
('N32', 'N167') [[19.100307]]
('N9', 'N103') [[19.098993]]
('N50', 'N65') [[19.096186]]
('N2', 'N48') [[19.093483]]
('N62', 'N187') [[19.087376]]
('N39', 'N65') [[19.08347]]
('N145', 'N207') [[19.062885]]
('N39', 'N127') [[19.061277]]
('N43', 'N92') [[19.058271]]
('N62', 'N245') [[19.054768]]
('N162', 'N229') [[19.054733]]
('N65', 'N207') [[19.050896]]
('N111', 'N162') [[19.05073]]
('N32', 'N36') [[19.048147]]
('N131', 'N243') [[19.046207]]
('N60', 'N121') [[19.044088]]
('N150', 'N211') [[19.0427]]
('N92', 'N150') [[19.036875]]
('N167', 'N232') [[19.036772]]
('N105', 'N167') [[19.035646]]
('N162', 'N168') [[19.02916]]
('N207', 'N243') [[19.02761]]
('N92', 'N211') [[19.026234]]
('N207', 'N210') [[19.020601]]
('N48', 'N167') [[19.017237]]
('N9', 'N32') [[19.00752]]
('N115', 'N121') [[19.004696]]
('N136', 'N192') [[19.002174]]
('N162', 'N207') [[19.001604]]
('N82', 'N224') [[18.998972]]
('N138', 'N162') [[18.99693]]
('N88', 'N127') [[18.996222]]
('N39', 'N79') [[18.995052]]
('N164', 'N179') [[18.986591]]
('N11', 'N62') [[18.986187]]
('N45', 'N121') [[18.975649]]
('N92', 'N223') [[18.974577]]
('N9', 'N207') [[18.969376]]
('N9', 'N218') [[18.96737]]
('N136', 'N162') [[18.966309]]
('N39', 'N167') [[18.965559]]
('N55', 'N62') [[18.963717]]
('N9', 'N131') [[18.959934]]
('N32', 'N162') [[18.959698]]
('N45', 'N235') [[18.959326]]
('N79', 'N207') [[18.956669]]
('N105', 'N224') [[18.953783]]
('N150', 'N245') [[18.948467]]
('N65', 'N136') [[18.946074]]
('N9', 'N88') [[18.943708]]
('N55', 'N145') [[18.939648]]
('N39', 'N67') [[18.930422]]
('N125', 'N127') [[18.929409]]
('N110', 'N121') [[18.925722]]
('N32', 'N35') [[18.924934]]
('N43', 'N235') [[18.923159]]
