('M0P1', 'M0P2') [[33.287037]]
('N81', 'M0P2') [[20.079033]]
('N23', 'N88') [[19.790852]]
('N81', 'M0P1') [[19.784893]]
('N88', 'N141') [[19.760956]]
('N47', 'N141') [[19.644749]]
('N68', 'N184') [[19.590952]]
('N47', 'M0P2') [[19.50045]]
('N6', 'N209') [[19.485012]]
('N28', 'N50') [[19.478151]]
('N209', 'N248') [[19.456347]]
('N41', 'N141') [[19.44472]]
('N179', 'N209') [[19.442045]]
('N23', 'N172') [[19.43796]]
('N41', 'N68') [[19.429363]]
('N59', 'N71') [[19.419838]]
('N54', 'N81') [[19.392899]]
('N59', 'N141') [[19.354279]]
('N50', 'N113') [[19.340832]]
('N119', 'N141') [[19.332972]]
('N17', 'N81') [[19.31915]]
('N172', 'N231') [[19.31764]]
('N71', 'N141') [[19.307272]]
('N209', 'M0P2') [[19.290472]]
('N198', 'N209') [[19.284382]]
('N75', 'N248') [[19.27297]]
('N169', 'N172') [[19.270033]]
('N81', 'N95') [[19.26868]]
('N8', 'N150') [[19.259226]]
('N103', 'N209') [[19.252047]]
('N81', 'N121') [[19.251726]]
('N47', 'N101') [[19.247293]]
('N62', 'N199') [[19.241865]]
('N85', 'N126') [[19.232975]]
('N152', 'N168') [[19.231539]]
('N44', 'N210') [[19.229404]]
('N126', 'N152') [[19.226522]]
('N88', 'N214') [[19.225569]]
('N47', 'N184') [[19.22065]]
('N88', 'N126') [[19.214975]]
('N12', 'N209') [[19.211504]]
('N141', 'N203') [[19.207714]]
('N54', 'N150') [[19.206406]]
('N50', 'N101') [[19.20536]]
('N28', 'N172') [[19.200714]]
('N8', 'N85') [[19.19802]]
('N6', 'N88') [[19.191843]]
('N20', 'N179') [[19.18514]]
('N124', 'N209') [[19.179888]]
('N51', 'N88') [[19.179026]]
('N62', 'N169') [[19.178936]]
('N89', 'N148') [[19.177832]]
('N101', 'N251') [[19.171352]]
('N148', 'N150') [[19.167538]]
('N50', 'N103') [[19.164413]]
('N101', 'N169') [[19.1639]]
('N88', 'N132') [[19.163435]]
('N172', 'N209') [[19.163076]]
('N34', 'N88') [[19.162977]]
('N97', 'N209') [[19.161602]]
('N149', 'N172') [[19.152739]]
('N108', 'N126') [[19.152485]]
('N47', 'N209') [[19.148363]]
('N79', 'N231') [[19.14755]]
('N10', 'N169') [[19.146034]]
('N6', 'N132') [[19.142307]]
('N10', 'N50') [[19.140926]]
('N141', 'N171') [[19.138556]]
('N88', 'N221') [[19.137852]]
('N88', 'N134') [[19.135588]]
('N141', 'N173') [[19.132666]]
('N209', 'N228') [[19.132519]]
('N166', 'N171') [[19.1221]]
('N12', 'N141') [[19.119947]]
('N12', 'N71') [[19.11775]]
('N135', 'N150') [[19.116875]]
('N197', 'M0P2') [[19.10227]]
('N50', 'N141') [[19.099323]]
('N50', 'N171') [[19.097858]]
('N8', 'N113') [[19.095943]]
('N149', 'N209') [[19.091656]]
('N209', 'M0P1') [[19.091108]]
('N179', 'N197') [[19.090248]]
('N88', 'N121') [[19.08791]]
('N5', 'N141') [[19.085258]]
('N141', 'N233') [[19.083721]]
('N68', 'N172') [[19.082886]]
('N124', 'N185') [[19.08094]]
('N7', 'N221') [[19.079933]]
('N77', 'N126') [[19.077353]]
('N68', 'N233') [[19.070213]]
('N68', 'N113') [[19.06594]]
('N124', 'N228') [[19.064997]]
('N193', 'M0P1') [[19.061625]]
('N41', 'N56') [[19.06128]]
('N47', 'N68') [[19.05794]]
('N8', 'N187') [[19.056217]]
('N209', 'N230') [[19.05551]]
('N88', 'N150') [[19.05503]]
('N25', 'N209') [[19.053337]]
('N68', 'N236') [[19.052406]]
('N62', 'N165') [[19.046722]]
('N62', 'N64') [[19.042833]]
('N103', 'N230') [[19.042696]]
('N126', 'N244') [[19.0422]]
('N59', 'N81') [[19.035368]]
('N41', 'N171') [[19.033245]]
('N28', 'N248') [[19.030537]]
('N162', 'N169') [[19.028336]]
('N50', 'N203') [[19.02735]]
('N101', 'N173') [[19.027119]]
('N39', 'N209') [[19.026981]]
('N47', 'N50') [[19.026047]]
('N141', 'N149') [[19.024734]]
('N28', 'N68') [[19.021818]]
('N88', 'N119') [[19.020758]]
('N19', 'N203') [[19.019615]]
('N34', 'N130') [[19.019249]]
('N132', 'N141') [[19.019188]]
('N88', 'N223') [[19.01891]]
('N50', 'N68') [[19.016876]]
('N141', 'N248') [[19.012484]]
('N12', 'N28') [[19.010849]]
('N150', 'N173') [[19.01083]]
('N8', 'N121') [[19.010647]]
('N173', 'N199') [[19.00931]]
('N6', 'N126') [[19.008837]]
('N71', 'N126') [[19.005589]]
('N51', 'N68') [[19.002907]]
('N23', 'N169') [[18.999252]]
('N117', 'N209') [[18.997421]]
('N47', 'N150') [[18.996822]]
('N113', 'N126') [[18.996372]]
('N175', 'N209') [[18.98949]]
('N63', 'N141') [[18.989128]]
('N38', 'N88') [[18.988588]]
('N47', 'N113') [[18.985838]]
('N28', 'N65') [[18.983255]]
('N88', 'M0P1') [[18.98045]]
('N124', 'N199') [[18.97917]]
('N88', 'N169') [[18.9779]]
('N124', 'N130') [[18.97662]]
('N124', 'N169') [[18.975828]]
('N77', 'N88') [[18.970451]]
('N8', 'N47') [[18.96962]]
('N64', 'N209') [[18.967676]]
('N68', 'N101') [[18.965586]]
('N41', 'N47') [[18.965498]]
('N150', 'N212') [[18.957817]]
('N58', 'N173') [[18.956902]]
('N6', 'N41') [[18.956709]]
('N12', 'N230') [[18.956106]]
('N8', 'N59') [[18.954351]]
('N141', 'N218') [[18.953405]]
('N80', 'N214') [[18.953215]]
('N173', 'N203') [[18.952133]]
('N101', 'N203') [[18.951237]]
('N25', 'N148') [[18.950308]]
('N50', 'N132') [[18.950056]]
('N79', 'N203') [[18.949488]]
('N47', 'N231') [[18.947454]]
('N119', 'N220') [[18.946793]]
('N19', 'N28') [[18.946486]]
('N23', 'N209') [[18.94643]]
('N141', 'N166') [[18.945147]]
('N75', 'N209') [[18.944553]]
('N126', 'N243') [[18.944508]]
('N50', 'N51') [[18.942759]]
('N54', 'N173') [[18.941591]]
('N126', 'N172') [[18.941374]]
('N47', 'N188') [[18.940498]]
('N127', 'M0P2') [[18.940138]]
('N59', 'N68') [[18.938465]]
('N134', 'N169') [[18.938274]]
('N81', 'N126') [[18.937742]]
('N81', 'N124') [[18.937462]]
('N88', 'N124') [[18.93473]]
('N41', 'N231') [[18.934011]]
('N169', 'N199') [[18.933916]]
('N75', 'N199') [[18.933208]]
('N162', 'N165') [[18.932138]]
('N126', 'N141') [[18.930187]]
('N28', 'N147') [[18.927076]]
('N1', 'N28') [[18.927008]]
('N141', 'N191') [[18.926964]]
('N81', 'N210') [[18.926495]]
('N0', 'N124') [[18.925734]]
('N6', 'N19') [[18.919262]]
('N85', 'N172') [[18.918743]]
('N88', 'N155') [[18.918274]]
('N141', 'N169') [[18.917809]]
('N75', 'N134') [[18.916777]]
('N8', 'N141') [[18.91559]]
('N74', 'N88') [[18.915361]]
('N169', 'N228') [[18.91525]]
('N20', 'N209') [[18.915071]]
('N103', 'N231') [[18.91488]]
('N46', 'N172') [[18.914879]]
('N143', 'N197') [[18.912989]]
('N152', 'N212') [[18.91296]]
('N28', 'N47') [[18.912863]]
('N81', 'N150') [[18.911194]]
('N23', 'N150') [[18.91109]]
('N90', 'N168') [[18.909664]]
('N141', 'N225') [[18.909555]]
('N165', 'N169') [[18.909212]]
('N34', 'N68') [[18.908983]]
('N214', 'N248') [[18.907856]]
('N25', 'N150') [[18.906652]]
('N6', 'N79') [[18.906572]]
('N141', 'N243') [[18.902111]]
('N28', 'N141') [[18.901688]]
('N50', 'N147') [[18.900948]]
('N41', 'N132') [[18.899862]]
('N37', 'N50') [[18.89799]]
('N124', 'N187') [[18.897438]]
('N149', 'N237') [[18.895317]]
('N41', 'N166') [[18.893833]]
('N6', 'N141') [[18.893255]]
('N165', 'N173') [[18.893164]]
('N6', 'N170') [[18.89066]]
('N56', 'N195') [[18.890306]]
('N59', 'N95') [[18.889753]]
('N10', 'N12') [[18.889502]]
('N148', 'N152') [[18.889212]]
('N155', 'N197') [[18.888985]]
('N141', 'N147') [[18.888306]]
('N24', 'N68') [[18.886381]]
('N38', 'N68') [[18.88558]]
('N88', 'N152') [[18.885153]]
('N77', 'N209') [[18.881887]]
('N88', 'N103') [[18.881077]]
('N85', 'N209') [[18.880949]]
('N47', 'N197') [[18.8801]]
('N17', 'N130') [[18.878199]]
('N68', 'N198') [[18.877935]]
('N88', 'N199') [[18.876415]]
('N113', 'N141') [[18.874012]]
('N71', 'N152') [[18.873993]]
('N152', 'N199') [[18.872942]]
('N173', 'N248') [[18.872862]]
('N44', 'N89') [[18.872782]]
('N51', 'N152') [[18.871572]]
('N197', 'N209') [[18.870544]]
('N23', 'N50') [[18.869354]]
('N2', 'N68') [[18.86766]]
('N172', 'N218') [[18.867344]]
('N59', 'N148') [[18.866653]]
('N87', 'N124') [[18.865297]]
('N15', 'N68') [[18.865017]]
('N19', 'N209') [[18.86379]]
('N62', 'N87') [[18.863457]]
('N203', 'N209') [[18.861113]]
('N148', 'N233') [[18.860655]]
('N84', 'N140') [[18.860533]]
('N12', 'N124') [[18.86012]]
('N38', 'N172') [[18.859547]]
('N23', 'N68') [[18.858906]]
('N9', 'N173') [[18.857964]]
('N119', 'N198') [[18.85767]]
('N44', 'N209') [[18.857187]]
('N88', 'N100') [[18.855988]]
('N172', 'N198') [[18.855356]]
('N117', 'N172') [[18.853373]]
('N88', 'N248') [[18.853136]]
('N122', 'N184') [[18.852913]]
('N64', 'N198') [[18.8528]]
('N23', 'N218') [[18.852459]]
('N88', 'N131') [[18.851028]]
('N124', 'M0P1') [[18.850668]]
('N68', 'N203') [[18.850527]]
('N62', 'N88') [[18.849041]]
('N150', 'N163') [[18.845064]]
('N88', 'N230') [[18.843904]]
('N10', 'N147') [[18.843843]]
('N88', 'N191') [[18.843176]]
('N121', 'N124') [[18.84205]]
('N88', 'N173') [[18.841946]]
('N105', 'N184') [[18.841656]]
('N165', 'N203') [[18.839125]]
