('M0P1', 'M0P2') [[38.989056]]
('N211', 'M0P2') [[22.66661]]
('N211', 'M0P1') [[22.482338]]
('N28', 'N193') [[19.987635]]
('N116', 'N193') [[19.816303]]
('N139', 'N211') [[19.787882]]
('N28', 'N170') [[19.784964]]
('N198', 'N211') [[19.74884]]
('N193', 'N223') [[19.638052]]
('N96', 'N193') [[19.607845]]
('N126', 'N198') [[19.58666]]
('N116', 'N131') [[19.539825]]
('N198', 'N200') [[19.485277]]
('N190', 'N211') [[19.460054]]
('N72', 'N198') [[19.450247]]
('N68', 'N193') [[19.446352]]
('N28', 'N190') [[19.445877]]
('N139', 'N193') [[19.44116]]
('N81', 'N198') [[19.433651]]
('N28', 'N47') [[19.429554]]
('N106', 'N131') [[19.418566]]
('N10', 'N176') [[19.40975]]
('N96', 'N170') [[19.395735]]
('N139', 'M0P1') [[19.394833]]
('N51', 'N131') [[19.379635]]
('N10', 'N116') [[19.379631]]
('N10', 'N28') [[19.370256]]
('N102', 'N198') [[19.368935]]
('N16', 'N47') [[19.35797]]
('N139', 'M0P2') [[19.357258]]
('N166', 'N170') [[19.335745]]
('N102', 'N193') [[19.333384]]
('N28', 'N62') [[19.315662]]
('N8', 'N198') [[19.305872]]
('N15', 'N116') [[19.295141]]
('N131', 'N162') [[19.276188]]
('N24', 'N178') [[19.272161]]
('N71', 'N206') [[19.266756]]
('N194', 'N198') [[19.266064]]
('N96', 'N116') [[19.265219]]
('N170', 'N193') [[19.260305]]
('N59', 'N193') [[19.257364]]
('N51', 'N223') [[19.254255]]
('N109', 'N139') [[19.251978]]
('N30', 'M0P2') [[19.239773]]
('N47', 'N196') [[19.234142]]
('N22', 'N193') [[19.233782]]
('N131', 'N198') [[19.22877]]
('N28', 'N159') [[19.225441]]
('N116', 'N176') [[19.223791]]
('N24', 'N198') [[19.223139]]
('N59', 'N96') [[19.220844]]
('N102', 'N139') [[19.220062]]
('N47', 'N193') [[19.215761]]
('N131', 'N193') [[19.215492]]
('N96', 'N131') [[19.214193]]
('N147', 'N198') [[19.210123]]
('N196', 'N198') [[19.200018]]
('N23', 'N24') [[19.182678]]
('N28', 'N34') [[19.181921]]
('N28', 'N131') [[19.181612]]
('N67', 'N96') [[19.18115]]
('N72', 'N81') [[19.180355]]
('N81', 'N193') [[19.174002]]
('N28', 'N87') [[19.173317]]
('N106', 'N153') [[19.17066]]
('N117', 'N139') [[19.169476]]
('N106', 'N205') [[19.16796]]
('N137', 'N198') [[19.163115]]
('N10', 'N193') [[19.160355]]
('N131', 'N213') [[19.15517]]
('N28', 'N68') [[19.15425]]
('N115', 'N131') [[19.153662]]
('N96', 'N150') [[19.14464]]
('N177', 'N193') [[19.141966]]
('N0', 'N28') [[19.140911]]
('N198', 'N249') [[19.136406]]
('N28', 'N180') [[19.136072]]
('N193', 'N198') [[19.132019]]
('N166', 'N193') [[19.127003]]
('N32', 'N139') [[19.126314]]
('N198', 'N221') [[19.125286]]
('N72', 'N96') [[19.123959]]
('N147', 'N190') [[19.12297]]
('N195', 'N211') [[19.120577]]
('N68', 'N106') [[19.119003]]
('N69', 'N134') [[19.11488]]
('N139', 'N223') [[19.113052]]
('N177', 'N200') [[19.10799]]
('N0', 'N198') [[19.107933]]
('N170', 'N223') [[19.105606]]
('N152', 'N198') [[19.1042]]
('N169', 'N198') [[19.100826]]
('N170', 'N219') [[19.095654]]
('N114', 'N198') [[19.095139]]
('N57', 'N211') [[19.091425]]
('N47', 'N120') [[19.09061]]
('N62', 'N193') [[19.08794]]
('N95', 'N218') [[19.086893]]
('N193', 'N251') [[19.083456]]
('N26', 'N137') [[19.08277]]
('N16', 'N28') [[19.08101]]
('N59', 'N198') [[19.080648]]
('N69', 'N198') [[19.080038]]
('N131', 'N228') [[19.074535]]
('N139', 'N203') [[19.070177]]
('N126', 'N139') [[19.06517]]
('N170', 'N198') [[19.063402]]
('N96', 'N228') [[19.062262]]
('N116', 'N177') [[19.060373]]
('N28', 'N96') [[19.057585]]
('N193', 'N231') [[19.053144]]
('N28', 'N248') [[19.053053]]
('N111', 'N198') [[19.051239]]
('N96', 'N134') [[19.048302]]
('N30', 'N223') [[19.046804]]
('N28', 'N211') [[19.046339]]
('N72', 'N193') [[19.04626]]
('N131', 'N185') [[19.04491]]
('N44', 'N102') [[19.042109]]
('N106', 'N198') [[19.04209]]
('N102', 'N147') [[19.04173]]
('N111', 'N224') [[19.041288]]
('N131', 'N223') [[19.037865]]
('N139', 'N190') [[19.037481]]
('N23', 'N106') [[19.036922]]
('N150', 'N223') [[19.03365]]
('N10', 'N223') [[19.032785]]
('N28', 'N109') [[19.032406]]
('N59', 'N223') [[19.030788]]
('N1', 'N193') [[19.029568]]
('N96', 'N196') [[19.027227]]
('N134', 'N177') [[19.02632]]
('N59', 'N113') [[19.02315]]
('N17', 'N131') [[19.022291]]
('N116', 'N120') [[19.021158]]
('N108', 'N198') [[19.018518]]
('N81', 'N238') [[19.01761]]
('N62', 'N126') [[19.015684]]
('N76', 'N198') [[19.014341]]
('N24', 'N196') [[19.014257]]
('N139', 'N206') [[19.01357]]
('N0', 'N116') [[19.013342]]
('N28', 'N210') [[19.012796]]
('N43', 'N198') [[19.012476]]
('N108', 'N213') [[19.009447]]
('N198', 'N223') [[19.008053]]
('N0', 'N131') [[19.000626]]
('N2', 'N198') [[18.999779]]
('N215', 'N228') [[18.998709]]
('N185', 'N193') [[18.995403]]
('N28', 'N218') [[18.992502]]
('N106', 'N116') [[18.991604]]
('N28', 'N126') [[18.989443]]
('N52', 'N193') [[18.98711]]
('N189', 'N216') [[18.986383]]
('N176', 'N193') [[18.985924]]
('N8', 'N59') [[18.984425]]
('N131', 'N176') [[18.983553]]
('N126', 'N193') [[18.98103]]
('N139', 'N177') [[18.97979]]
('N116', 'N218') [[18.979452]]
('N139', 'N198') [[18.979292]]
('N15', 'N139') [[18.978981]]
('N47', 'N114') [[18.976812]]
('N8', 'N96') [[18.97641]]
('N133', 'N198') [[18.974394]]
('N193', 'N229') [[18.973768]]
('N131', 'N231') [[18.972647]]
