('M0P1', 'M0P2') [[38.090565]]
('N202', 'N231') [[19.25219]]
('N151', 'N231') [[19.205835]]
('N42', 'N80') [[19.202932]]
('N192', 'N202') [[19.193096]]
('N174', 'N215') [[19.183666]]
('N52', 'N80') [[19.178047]]
('N42', 'N119') [[19.163044]]
('N42', 'N161') [[19.125774]]
('N174', 'N212') [[19.109793]]
('N25', 'N56') [[19.075756]]
('N20', 'N80') [[19.0503]]
('N29', 'N117') [[19.015118]]
('N133', 'N238') [[19.001259]]
('N52', 'N124') [[19.000519]]
('N131', 'N174') [[18.99868]]
('N115', 'N174') [[18.998552]]
('N112', 'N152') [[18.978855]]
('N1', 'N148') [[18.967733]]
('N19', 'N80') [[18.96612]]
('N19', 'N151') [[18.957258]]
('N97', 'N108') [[18.939943]]
('N26', 'N212') [[18.936739]]
('N173', 'N174') [[18.930626]]
('N174', 'N192') [[18.929886]]
('N101', 'N174') [[18.921278]]
('N42', 'N120') [[18.918564]]
('N42', 'N51') [[18.909212]]
('N51', 'N178') [[18.905521]]
('N48', 'N80') [[18.897041]]
('N42', 'N117') [[18.885838]]
('N76', 'N173') [[18.876486]]
('N4', 'N152') [[18.855867]]
('N52', 'N231') [[18.847586]]
('N52', 'N77') [[18.84376]]
('N46', 'N231') [[18.833694]]
('N76', 'N80') [[18.832493]]
('N51', 'N118') [[18.82851]]
('N161', 'N202') [[18.817972]]
('N108', 'N139') [[18.815495]]
('N51', 'N235') [[18.813433]]
('N52', 'N203') [[18.811365]]
('N100', 'N108') [[18.809292]]
('N78', 'N115') [[18.808897]]
('N20', 'N124') [[18.800972]]
('N101', 'N176') [[18.797262]]
('N48', 'N52') [[18.79376]]
('N51', 'N83') [[18.788618]]
('N51', 'N203') [[18.788137]]
('N5', 'N76') [[18.780893]]
('N20', 'N102') [[18.773184]]
('N52', 'N207') [[18.77166]]
('N152', 'N174') [[18.76978]]
('N52', 'N253') [[18.766167]]
('N60', 'N207') [[18.766104]]
('N174', 'N176') [[18.764349]]
('N51', 'N97') [[18.764053]]
('N139', 'N202') [[18.760159]]
('N138', 'N202') [[18.7483]]
('N71', 'N80') [[18.747967]]
('N97', 'N161') [[18.747665]]
('N29', 'N212') [[18.747267]]
('N78', 'N174') [[18.744122]]
('N82', 'N131') [[18.741257]]
('N97', 'N151') [[18.740458]]
('N115', 'N138') [[18.734646]]
('N202', 'N216') [[18.734262]]
('N38', 'N115') [[18.733776]]
('N51', 'N157') [[18.73254]]
('N135', 'N231') [[18.723368]]
('N131', 'N207') [[18.720749]]
('N42', 'N143') [[18.719725]]
('N80', 'N90') [[18.718702]]
('N80', 'N212') [[18.715162]]
('N133', 'N152') [[18.71072]]
('N48', 'N51') [[18.71023]]
('N52', 'N174') [[18.708757]]
('N112', 'N231') [[18.707878]]
('N19', 'N124') [[18.707542]]
('N133', 'N202') [[18.704838]]
('N176', 'N231') [[18.703867]]
('N157', 'N202') [[18.70196]]
('N152', 'N192') [[18.700544]]
('N80', 'N133') [[18.698254]]
('N217', 'N231') [[18.695553]]
('N152', 'N203') [[18.694435]]
('N52', 'N138') [[18.6943]]
('N1', 'N123') [[18.691406]]
('N78', 'N97') [[18.691133]]
('N151', 'N202') [[18.689932]]
('N152', 'N199') [[18.686806]]
('N124', 'N207') [[18.685465]]
('N20', 'N118') [[18.685]]
('N80', 'N152') [[18.678267]]
('N25', 'N131') [[18.677578]]
('N63', 'N174') [[18.675293]]
('N117', 'N128') [[18.674927]]
('N19', 'N48') [[18.674719]]
('N124', 'N131') [[18.672745]]
('N152', 'N231') [[18.672604]]
('N20', 'N52') [[18.665777]]
('N48', 'N203') [[18.665577]]
('N20', 'N174') [[18.664629]]
('N97', 'N231') [[18.660995]]
('N113', 'N253') [[18.6603]]
('N76', 'N142') [[18.657206]]
('N52', 'N76') [[18.655941]]
('N42', 'N83') [[18.651926]]
('N51', 'N92') [[18.651245]]
('N80', 'N173') [[18.651127]]
('N29', 'N42') [[18.650179]]
('N76', 'N139') [[18.645931]]
('N148', 'N202') [[18.645191]]
('N174', 'N253') [[18.644756]]
('N51', 'N151') [[18.644545]]
('N26', 'N48') [[18.644321]]
('N8', 'N131') [[18.64288]]
('N151', 'N161') [[18.639938]]
('N174', 'N204') [[18.636604]]
('N25', 'N129') [[18.634106]]
('N102', 'N157') [[18.633442]]
('N81', 'N108') [[18.632195]]
('N5', 'N108') [[18.631746]]
('N108', 'N225') [[18.630596]]
('N151', 'N176') [[18.625866]]
('N102', 'N133') [[18.625065]]
('N20', 'N150') [[18.623007]]
('N64', 'N133') [[18.622858]]
('N174', 'N203') [[18.622292]]
('N92', 'N192') [[18.621828]]
('N97', 'N152') [[18.621689]]
('N80', 'N98') [[18.615583]]
('N29', 'N108') [[18.614922]]
('N26', 'N174') [[18.613218]]
('N78', 'N131') [[18.612995]]
('N51', 'N192') [[18.612259]]
('N124', 'N138') [[18.612118]]
('N45', 'N148') [[18.609613]]
('N47', 'N202') [[18.605705]]
('N1', 'N115') [[18.60529]]
('N24', 'N48') [[18.603418]]
('N19', 'N133') [[18.603058]]
('N21', 'N80') [[18.602938]]
('N51', 'N144') [[18.602888]]
('N79', 'N80') [[18.602121]]
('N4', 'N231') [[18.601978]]
('N20', 'N117') [[18.601572]]
('N70', 'N80') [[18.599663]]
('N42', 'N139') [[18.59947]]
('N25', 'N48') [[18.592897]]
('N42', 'N148') [[18.591864]]
('N176', 'N229') [[18.590853]]
('N20', 'N25') [[18.590067]]
('N72', 'N174') [[18.585953]]
('N115', 'N202') [[18.584942]]
('N51', 'N128') [[18.583735]]
('N150', 'N202') [[18.582266]]
('N48', 'N173') [[18.579365]]
('N51', 'N202') [[18.578897]]
('N115', 'N161') [[18.578674]]
('N51', 'N199') [[18.57606]]
('N151', 'N192') [[18.575502]]
('N20', 'N48') [[18.57397]]
('N52', 'N118') [[18.572126]]
('N202', 'N212') [[18.571365]]
('N117', 'N212') [[18.570122]]
('N51', 'N112') [[18.569834]]
('N1', 'N29') [[18.568325]]
('N64', 'N174') [[18.56817]]
('N47', 'N212') [[18.566025]]
('N97', 'N215') [[18.565409]]
('N20', 'N76') [[18.565388]]
('N115', 'N217') [[18.56415]]
('N97', 'N225') [[18.5621]]
('N97', 'N192') [[18.561506]]
('N134', 'N174') [[18.559431]]
('N138', 'N226') [[18.558678]]
('N78', 'N192') [[18.55811]]
('N117', 'N174') [[18.557615]]
('N173', 'N231') [[18.555912]]
('N25', 'N51') [[18.555408]]
('N42', 'N235') [[18.55386]]
('N42', 'N229') [[18.553564]]
('N52', 'N197') [[18.550505]]
('N202', 'N226') [[18.548471]]
('N31', 'N51') [[18.546192]]
('N161', 'N212') [[18.543798]]
('N117', 'N205') [[18.542448]]
('N97', 'N217') [[18.541689]]
('N27', 'N123') [[18.541386]]
('N80', 'N174') [[18.540977]]
('N47', 'N138') [[18.538193]]
('N5', 'N13') [[18.537634]]
('N203', 'N215') [[18.533516]]
('N97', 'N236') [[18.532001]]
('N51', 'N124') [[18.53005]]
('N117', 'N151') [[18.527372]]
('N80', 'N104') [[18.526182]]
('N51', 'N212') [[18.525866]]
('N131', 'N202') [[18.524794]]
('N151', 'N157') [[18.524595]]
('N52', 'N71') [[18.519518]]
('N97', 'N100') [[18.519403]]
('N42', 'N138') [[18.517963]]
('N29', 'N203') [[18.516094]]
('N75', 'N231') [[18.5152]]
('N80', 'N120') [[18.515013]]
('N29', 'N123') [[18.514063]]
('N48', 'N168') [[18.512867]]
('N108', 'N148') [[18.512785]]
('N51', 'N80') [[18.510855]]
('N76', 'N97') [[18.510757]]
('N48', 'N68') [[18.508862]]
('N51', 'N52') [[18.508009]]
('N76', 'N115') [[18.506933]]
('N52', 'N215') [[18.506807]]
('N1', 'N215') [[18.506256]]
('N48', 'N151') [[18.504269]]
('N20', 'N212') [[18.504055]]
('N139', 'N151') [[18.504004]]
('N20', 'N38') [[18.503447]]
('N13', 'N25') [[18.50292]]
('N20', 'N192') [[18.502356]]
('N80', 'N202') [[18.500122]]
('N101', 'N151') [[18.500055]]
('N51', 'N197') [[18.498777]]
('N29', 'N174') [[18.495544]]
('N25', 'N118') [[18.495274]]
('N20', 'N143') [[18.494501]]
('N117', 'N118') [[18.493969]]
('N20', 'N133') [[18.493118]]
('N29', 'N52') [[18.489717]]
('N138', 'N144') [[18.488634]]
('N25', 'N231') [[18.488089]]
('N47', 'N112') [[18.48751]]
('N42', 'N142') [[18.487425]]
('N51', 'N55') [[18.485777]]
('N20', 'N42') [[18.4856]]
('N148', 'N228') [[18.484888]]
('N1', 'N174') [[18.484875]]
('N19', 'N170') [[18.484554]]
('N42', 'N133') [[18.484415]]
('N138', 'N231') [[18.483458]]
('N29', 'N238') [[18.483227]]
('N68', 'N80') [[18.480463]]
('N118', 'N124') [[18.477407]]
('N51', 'N138') [[18.475647]]
('N80', 'N161') [[18.474873]]
('N39', 'N205') [[18.474081]]
('N152', 'N173') [[18.473953]]
('N100', 'N148') [[18.472921]]
('N86', 'N92') [[18.47178]]
('N52', 'N97') [[18.471703]]
('N112', 'N115') [[18.471588]]
('N48', 'N117') [[18.471287]]
('N128', 'N192') [[18.471167]]
('N8', 'N174') [[18.47084]]
('N118', 'N151') [[18.47068]]
('N48', 'N192') [[18.469458]]
('N20', 'N219') [[18.46642]]
('N42', 'N123') [[18.466091]]
('N51', 'N68') [[18.464758]]
('N80', 'N84') [[18.46306]]
('N161', 'N247') [[18.461756]]
('N4', 'N148') [[18.460648]]
('N112', 'N229') [[18.460304]]
('N51', 'N139') [[18.459988]]
('N21', 'N51') [[18.459913]]
('N151', 'N174') [[18.459515]]
('N42', 'N115') [[18.458881]]
('N63', 'N101') [[18.458431]]
('N20', 'N202') [[18.45822]]
('N29', 'N226') [[18.456451]]
('N25', 'N26') [[18.456387]]
('N42', 'N52') [[18.456146]]
('N42', 'N174') [[18.4553]]
('N1', 'N203') [[18.454487]]
('N39', 'N97') [[18.45341]]
('N20', 'N134') [[18.451836]]
('N133', 'N148') [[18.451626]]
('N174', 'N217') [[18.450354]]
('N95', 'N236') [[18.44951]]
('N51', 'N131') [[18.449072]]
('N1', 'N80') [[18.448088]]
('N144', 'N213') [[18.44704]]
('N25', 'N29') [[18.44661]]
('N8', 'N42') [[18.446014]]
('N90', 'N138') [[18.445803]]
('N80', 'N124') [[18.445686]]
('N80', 'N123') [[18.445381]]
('N174', 'N213') [[18.444794]]
('N51', 'N200') [[18.444464]]
('N20', 'N203') [[18.4442]]
('N48', 'N202') [[18.44403]]
('N178', 'N231') [[18.4436]]
('N51', 'N117') [[18.442997]]
('N5', 'N97') [[18.4421]]
('N48', 'N129') [[18.441448]]
('N78', 'N236') [[18.44109]]
('N97', 'N150') [[18.440025]]
('N161', 'N196') [[18.439627]]
('N41', 'N42') [[18.439358]]
('N115', 'N215') [[18.43808]]
('N27', 'N90') [[18.437569]]
('N42', 'N124') [[18.43572]]
('N29', 'N192') [[18.435455]]
('N5', 'N207') [[18.435324]]
('N152', 'N253') [[18.435188]]
('N25', 'N197') [[18.43502]]
('N19', 'N131') [[18.434977]]
('N27', 'N80') [[18.434055]]
('N15', 'N131') [[18.432308]]
('N9', 'N20') [[18.431803]]
('N51', 'N75') [[18.431726]]
('N51', 'N93') [[18.430832]]
('N25', 'N123') [[18.430378]]
('N42', 'N152') [[18.43006]]
('N29', 'N193') [[18.428883]]
('N98', 'N148') [[18.428627]]
('N150', 'N207') [[18.428148]]
('N42', 'N112') [[18.427485]]
('N20', 'N64') [[18.426785]]
('N115', 'N197') [[18.426243]]
('N51', 'N237') [[18.425724]]
('N176', 'N192') [[18.42383]]
('N148', 'N161') [[18.42352]]
('N42', 'N173') [[18.42307]]
('N146', 'N202') [[18.42151]]
('N15', 'N192') [[18.420462]]
('N51', 'N161') [[18.420097]]
('N80', 'N148') [[18.417822]]
('N161', 'N174') [[18.417799]]
('N63', 'N231') [[18.417007]]
('N80', 'N108') [[18.416456]]
('N174', 'N207') [[18.416172]]
('N203', 'N253') [[18.415989]]
('N152', 'N226') [[18.415749]]
('N48', 'N161') [[18.414597]]
('N133', 'N161') [[18.412054]]
('N118', 'N199') [[18.41197]]
('N115', 'N142') [[18.41142]]
('N51', 'N86') [[18.41123]]
('N51', 'N228') [[18.411068]]
('N32', 'N80') [[18.409342]]
('N205', 'N231') [[18.407982]]
('N45', 'N174') [[18.405928]]
('N92', 'N101') [[18.404947]]
('N42', 'N98') [[18.404472]]
('N161', 'N203') [[18.40304]]
('N12', 'N128') [[18.40171]]
('N139', 'N161') [[18.401484]]
('N82', 'N97') [[18.400194]]
('N19', 'N51') [[18.400135]]
('N80', 'N154') [[18.399775]]
('N133', 'N192') [[18.398012]]
('N51', 'N120') [[18.397911]]
('N48', 'N104') [[18.397835]]
('N138', 'N163') [[18.39761]]
('N139', 'N178') [[18.397434]]
('N42', 'N202') [[18.397083]]
('N33', 'N52') [[18.3968]]
('N80', 'N213') [[18.396791]]
('N80', 'N211') [[18.396484]]
('N143', 'N174') [[18.395813]]
('N12', 'N231') [[18.395206]]
('N151', 'N178') [[18.394918]]
('N51', 'N152') [[18.39426]]
('N120', 'N151') [[18.394201]]
('N29', 'N72') [[18.394178]]
('N19', 'N152') [[18.393003]]
('N76', 'N144') [[18.392742]]
('N42', 'N76') [[18.392385]]
('N15', 'N161') [[18.391802]]
('N151', 'N212') [[18.391096]]
('N64', 'N131') [[18.389048]]
('N128', 'N231') [[18.388788]]
('N51', 'N215') [[18.385962]]
('N72', 'N76') [[18.38592]]
('N148', 'N231') [[18.38577]]
('N38', 'N131') [[18.383856]]
('N174', 'N230') [[18.383444]]
('N98', 'N202') [[18.38308]]
('N81', 'N163') [[18.382708]]
('N18', 'N80') [[18.382708]]
('N66', 'N176') [[18.382294]]
('N96', 'N97') [[18.382017]]
('N25', 'N139') [[18.379898]]
('N96', 'N231') [[18.379322]]
('N152', 'N161') [[18.378683]]
('N18', 'N161') [[18.3786]]
('N163', 'N202') [[18.378555]]
('N4', 'N179') [[18.37824]]
('N13', 'N71') [[18.377886]]
('N112', 'N123') [[18.377157]]
('N80', 'N97') [[18.376331]]
('N118', 'N231') [[18.375013]]
('N197', 'N231') [[18.37218]]
('N29', 'N161') [[18.371128]]
('N110', 'N123') [[18.370327]]
('N31', 'N131') [[18.370243]]
('N92', 'N174') [[18.369576]]
('N20', 'N84') [[18.369293]]
('N203', 'N247') [[18.367142]]
('N70', 'N90') [[18.366968]]
('N84', 'N124') [[18.366634]]
('N90', 'N120') [[18.366322]]
('N29', 'N120') [[18.3659]]
('N20', 'N121') [[18.365366]]
('N178', 'N207') [[18.365244]]
('N118', 'N139') [[18.365162]]
('N20', 'N29') [[18.364414]]
('N16', 'N212') [[18.363777]]
('N138', 'N178') [[18.361849]]
('N77', 'N192') [[18.360909]]
('N117', 'N176') [[18.360899]]
('N64', 'N139') [[18.360874]]
('N13', 'N51') [[18.360538]]
('N29', 'N64') [[18.36015]]
('N5', 'N115') [[18.360003]]
('N51', 'N155') [[18.359873]]
('N78', 'N83') [[18.35954]]
('N80', 'N176') [[18.359491]]
('N13', 'N115') [[18.359196]]
('N42', 'N203') [[18.358318]]
('N29', 'N80') [[18.357693]]
('N42', 'N70') [[18.356203]]
('N46', 'N52') [[18.355898]]
('N80', 'N117') [[18.354889]]
('N152', 'N202') [[18.354092]]
('N108', 'N118') [[18.353933]]
('N133', 'N207') [[18.353931]]
('N97', 'N195') [[18.353777]]
('N133', 'N178') [[18.353226]]
('N151', 'N247') [[18.353115]]
('N150', 'N161') [[18.352364]]
('N21', 'N52') [[18.35186]]
('N5', 'N202') [[18.35018]]
('N52', 'N113') [[18.350101]]
('N20', 'N207') [[18.349695]]
('N57', 'N202') [[18.349638]]
('N176', 'N247') [[18.348917]]
('N105', 'N174') [[18.3472]]
('N51', 'N190') [[18.346344]]
('N174', 'N228') [[18.345413]]
('N42', 'N219') [[18.344862]]
('N27', 'N212') [[18.344835]]
('N16', 'N231') [[18.344717]]
('N64', 'N97') [[18.344494]]
('N52', 'N173') [[18.34313]]
('N51', 'N119') [[18.34284]]
('N16', 'N80') [[18.342833]]
('N39', 'N42') [[18.342781]]
('N100', 'N182') [[18.341652]]
('N112', 'N192') [[18.340528]]
('N131', 'N138') [[18.338705]]
('N181', 'N202') [[18.338226]]
('N36', 'N115') [[18.338142]]
('N51', 'N96') [[18.33753]]
('N76', 'N207') [[18.336771]]
('N51', 'N241') [[18.336002]]
('N71', 'N138') [[18.335497]]
('N207', 'N215') [[18.334051]]
('N20', 'N51') [[18.333982]]
('N29', 'N76') [[18.333519]]
('N76', 'N138') [[18.333025]]
('N117', 'N138') [[18.332695]]
('N155', 'N202') [[18.332588]]
('N58', 'N231') [[18.332275]]
('N145', 'N212') [[18.332134]]
('N48', 'N174') [[18.331646]]
('N27', 'N188') [[18.33127]]
('N46', 'N202') [[18.330965]]
('N52', 'N60') [[18.3309]]
('N97', 'N240') [[18.33079]]
('N51', 'N115') [[18.330622]]
('N176', 'N202') [[18.330334]]
('N80', 'N215') [[18.330307]]
('N124', 'N133') [[18.329939]]
('N50', 'N80') [[18.329369]]
('N131', 'N212') [[18.327688]]
('N48', 'N118') [[18.326345]]
('N150', 'N231') [[18.326336]]
('N33', 'N117') [[18.325272]]
('N29', 'N128') [[18.324894]]
('N202', 'N219') [[18.324852]]
('N115', 'N133') [[18.324617]]
('N15', 'N118') [[18.32401]]
('N97', 'N178') [[18.322845]]
('N43', 'N247') [[18.322235]]
('N51', 'N59') [[18.322218]]
('N96', 'N133') [[18.322046]]
('N12', 'N117') [[18.321962]]
('N18', 'N202') [[18.321262]]
('N76', 'N205') [[18.321127]]
('N48', 'N97') [[18.320797]]
('N115', 'N181') [[18.32012]]
('N131', 'N144') [[18.319912]]
('N161', 'N229') [[18.319118]]
('N82', 'N202') [[18.318382]]
('N133', 'N157') [[18.317446]]
('N173', 'N192') [[18.317364]]
('N48', 'N225') [[18.31711]]
('N192', 'N231') [[18.316809]]
('N152', 'N212') [[18.316294]]
('N16', 'N113') [[18.314447]]
('N51', 'N147') [[18.314116]]
('N97', 'N139') [[18.31342]]
('N76', 'N231') [[18.313189]]
('N173', 'N215') [[18.313124]]
('N15', 'N80') [[18.312628]]
('N90', 'N207') [[18.312536]]
('N231', 'N234') [[18.311506]]
('N46', 'N178') [[18.311373]]
('N202', 'N203') [[18.311274]]
('N188', 'N192') [[18.310455]]
('N118', 'N123') [[18.310446]]
('N97', 'N115') [[18.309628]]
('N60', 'N90') [[18.309092]]
('N1', 'N131') [[18.308266]]
('N174', 'N251') [[18.307678]]
('N80', 'N230') [[18.307302]]
('N80', 'N95') [[18.306557]]
('N38', 'N161') [[18.306534]]
('N3', 'N80') [[18.305876]]
('N29', 'N207') [[18.30568]]
('N20', 'N115') [[18.305616]]
('N51', 'N104') [[18.305109]]
('N174', 'N231') [[18.30338]]
('N157', 'N176') [[18.302721]]
('N19', 'N174') [[18.300926]]
('N97', 'N173') [[18.300854]]
('N48', 'N231') [[18.300552]]
('N148', 'N174') [[18.300097]]
('N178', 'N202') [[18.300001]]
('N19', 'N60') [[18.299913]]
('N131', 'N178') [[18.299759]]
('N29', 'N247') [[18.298574]]
('N15', 'N202') [[18.298054]]
('N133', 'N199') [[18.298023]]
('N25', 'N151') [[18.297956]]
('N138', 'N217') [[18.29738]]
('N51', 'N64') [[18.29668]]
('N4', 'N70') [[18.294744]]
('N5', 'N20') [[18.29448]]
('N192', 'N229') [[18.294243]]
('N51', 'N231') [[18.293745]]
('N143', 'N173') [[18.293453]]
('N20', 'N151') [[18.2934]]
('N18', 'N228') [[18.291908]]
('N123', 'N231') [[18.29171]]
('N48', 'N105') [[18.291435]]
('N25', 'N124') [[18.291111]]
('N125', 'N131') [[18.290691]]
('N48', 'N115') [[18.290556]]
('N117', 'N192') [[18.290367]]
('N38', 'N42') [[18.289787]]
('N148', 'N203') [[18.289585]]
('N27', 'N101') [[18.289337]]
('N51', 'N226') [[18.288816]]
('N117', 'N139') [[18.28845]]
('N41', 'N119') [[18.287796]]
('N46', 'N118') [[18.28725]]
('N39', 'N48') [[18.287075]]
('N32', 'N51') [[18.286465]]
('N148', 'N192') [[18.28643]]
('N92', 'N133') [[18.28626]]
('N80', 'N253') [[18.286057]]
('N129', 'N202') [[18.284697]]
('N72', 'N117') [[18.284382]]
('N26', 'N78') [[18.284277]]
('N95', 'N97') [[18.284157]]
('N64', 'N117') [[18.284113]]
('N39', 'N176') [[18.283924]]
('N72', 'N144') [[18.283627]]
('N83', 'N230') [[18.283253]]
('N128', 'N174') [[18.283142]]
('N108', 'N247') [[18.282013]]
('N117', 'N180') [[18.281925]]
('N18', 'N178') [[18.280758]]
('N4', 'N200') [[18.280565]]
('N20', 'N247') [[18.28021]]
('N25', 'N38') [[18.280125]]
('N77', 'N117') [[18.279623]]
('N29', 'N197') [[18.279465]]
('N90', 'N148') [[18.278458]]
('N4', 'N90') [[18.277903]]
('N51', 'N220') [[18.277533]]
('N168', 'N173') [[18.2774]]
