('M0P1', 'M0P2') [[61.8477]]
('N47', 'N134') [[19.617617]]
('N237', 'N253') [[19.328037]]
('N218', 'M0P1') [[19.293451]]
('N218', 'M0P2') [[19.24822]]
('N90', 'N134') [[19.217855]]
('N185', 'M0P1') [[19.177]]
('N39', 'N114') [[19.167645]]
('N134', 'N227') [[19.156218]]
('N114', 'N134') [[19.140697]]
('N22', 'N52') [[19.067251]]
('N135', 'N237') [[19.050266]]
('N52', 'N134') [[18.980383]]
('N90', 'N144') [[18.96674]]
('N134', 'N205') [[18.930824]]
('N11', 'N90') [[18.912289]]
('N52', 'N94') [[18.910885]]
('N6', 'N215') [[18.908236]]
('N11', 'N144') [[18.90287]]
('N134', 'N151') [[18.900387]]
('N131', 'N237') [[18.88725]]
('N185', 'M0P2') [[18.871346]]
('N134', 'N244') [[18.870848]]
('N193', 'N202') [[18.866903]]
('N6', 'N237') [[18.866184]]
('N6', 'N134') [[18.848452]]
('N67', 'N137') [[18.82872]]
('N82', 'N237') [[18.826824]]
('N33', 'N237') [[18.826605]]
('N197', 'N237') [[18.82454]]
('N70', 'N237') [[18.819458]]
('N22', 'N39') [[18.809793]]
('N57', 'N134') [[18.7939]]
('N62', 'N237') [[18.786213]]
('N11', 'N39') [[18.783009]]
('N134', 'N237') [[18.769424]]
('N6', 'N175') [[18.764072]]
('N218', 'N237') [[18.761293]]
('N6', 'N47') [[18.75275]]
('N112', 'N134') [[18.750725]]
('N39', 'N134') [[18.747652]]
('N90', 'N247') [[18.743076]]
('N119', 'N134') [[18.739511]]
('N67', 'N134') [[18.733145]]
('N86', 'N237') [[18.72938]]
('N209', 'N237') [[18.72009]]
('N56', 'N134') [[18.711971]]
('N39', 'N82') [[18.707712]]
('N115', 'N237') [[18.701109]]
('N39', 'N199') [[18.693573]]
('N214', 'N237') [[18.692814]]
('N94', 'N237') [[18.685904]]
('N127', 'N134') [[18.68517]]
('N38', 'N134') [[18.675282]]
('N160', 'N189') [[18.674728]]
('N134', 'N190') [[18.673388]]
('N137', 'N185') [[18.672308]]
('N144', 'N218') [[18.667383]]
('N94', 'N141') [[18.658054]]
('N134', 'N171') [[18.651615]]
('N101', 'N134') [[18.650085]]
('N101', 'N202') [[18.64853]]
('N76', 'N237') [[18.646463]]
('N205', 'N213') [[18.645315]]
('N115', 'N137') [[18.640259]]
('N39', 'N237') [[18.638702]]
('N93', 'N134') [[18.63673]]
('N127', 'N237') [[18.635597]]
('N134', 'N186') [[18.631128]]
('N6', 'N242') [[18.622776]]
('N112', 'N122') [[18.618782]]
('N22', 'N224') [[18.618532]]
('N115', 'N134') [[18.61405]]
('N56', 'N135') [[18.611332]]
('N52', 'N90') [[18.60595]]
('N2', 'N52') [[18.60551]]
('N135', 'N137') [[18.604424]]
('N57', 'N237') [[18.601078]]
('N90', 'N224') [[18.59946]]
('N129', 'N144') [[18.597883]]
('N47', 'N114') [[18.59043]]
('N144', 'N216') [[18.589901]]
('N52', 'N250') [[18.587633]]
('N39', 'N197') [[18.587032]]
('N156', 'N237') [[18.586063]]
('N39', 'N224') [[18.584791]]
('N110', 'N134') [[18.583338]]
('N22', 'N45') [[18.583332]]
('N171', 'N189') [[18.582031]]
('N114', 'N151') [[18.58087]]
('N52', 'N144') [[18.579298]]
('N131', 'N134') [[18.574854]]
('N185', 'N237') [[18.56525]]
('N11', 'N67') [[18.564878]]
('N49', 'N113') [[18.56268]]
('N2', 'N250') [[18.562567]]
('N6', 'N56') [[18.557936]]
('N47', 'N185') [[18.548635]]
('N82', 'N178') [[18.5486]]
('N90', 'N218') [[18.548437]]
('N52', 'N109') [[18.547241]]
('N69', 'N171') [[18.54364]]
('N60', 'N134') [[18.537182]]
('N11', 'N137') [[18.533136]]
('N135', 'N185') [[18.532349]]
('N121', 'N137') [[18.529318]]
('N134', 'N253') [[18.528908]]
('N134', 'N193') [[18.526983]]
('N227', 'N237') [[18.52155]]
('N52', 'N77') [[18.521317]]
('N33', 'N131') [[18.518148]]
('N154', 'N178') [[18.514236]]
('N114', 'N202') [[18.51399]]
('N39', 'N178') [[18.513727]]
('N114', 'N237') [[18.513123]]
('N19', 'N135') [[18.510857]]
('N11', 'N227') [[18.50838]]
('N199', 'N215') [[18.507296]]
('N153', 'N237') [[18.505314]]
('N39', 'N193') [[18.50404]]
('N134', 'N185') [[18.503841]]
('N135', 'N216') [[18.503105]]
('N144', 'N171') [[18.500727]]
('N6', 'N227') [[18.496025]]
('N90', 'N199') [[18.495214]]
('N92', 'N141') [[18.490185]]
('N209', 'N214') [[18.488976]]
('N153', 'N224') [[18.48868]]
('N38', 'N237') [[18.487494]]
('N9', 'N67') [[18.486683]]
('N39', 'N90') [[18.484987]]
('N123', 'N137') [[18.481766]]
('N131', 'N175') [[18.481709]]
('N90', 'N151') [[18.480097]]
('N115', 'N242') [[18.476343]]
('N135', 'N214') [[18.475737]]
('N39', 'N52') [[18.475435]]
('N41', 'N144') [[18.471191]]
('N110', 'N144') [[18.470234]]
('N76', 'N90') [[18.470034]]
('N173', 'N214') [[18.46992]]
('N130', 'N144') [[18.469162]]
('N144', 'N242') [[18.467869]]
('N52', 'N127') [[18.46145]]
('N156', 'N250') [[18.459904]]
('N90', 'N186') [[18.458536]]
('N81', 'N134') [[18.458162]]
('N6', 'N188') [[18.457808]]
('N201', 'N237') [[18.45461]]
('N39', 'N200') [[18.453602]]
('N134', 'N202') [[18.448837]]
('N137', 'N237') [[18.444954]]
('N137', 'N157') [[18.444735]]
('N49', 'N52') [[18.443207]]
('N88', 'N237') [[18.44009]]
('N6', 'N52') [[18.438438]]
('N39', 'N203') [[18.435312]]
('N9', 'N237') [[18.43466]]
('N39', 'N119') [[18.434011]]
('N76', 'N224') [[18.433868]]
('N36', 'N135') [[18.432209]]
('N160', 'N185') [[18.431988]]
('N22', 'N215') [[18.430866]]
('N90', 'N115') [[18.42754]]
('N77', 'N102') [[18.424633]]
('N9', 'N106') [[18.424519]]
('N6', 'N22') [[18.423378]]
('N70', 'N115') [[18.420351]]
('N6', 'N135') [[18.417063]]
('N134', 'N213') [[18.416914]]
('N76', 'N129') [[18.416824]]
('N60', 'N237') [[18.41635]]
('N67', 'N215') [[18.41476]]
('N20', 'N237') [[18.414356]]
('N49', 'N121') [[18.412798]]
('N39', 'N202') [[18.412325]]
('N90', 'N114') [[18.410065]]
('N203', 'N216') [[18.408316]]
('N213', 'N237') [[18.407553]]
('N144', 'N250') [[18.406582]]
('N122', 'N135') [[18.406055]]
('N92', 'N154') [[18.405193]]
('N75', 'N134') [[18.404661]]
('N199', 'N224') [[18.404585]]
('N67', 'N250') [[18.402744]]
('N102', 'N188') [[18.39744]]
('N50', 'N215') [[18.397186]]
('N39', 'N47') [[18.39573]]
('N175', 'N202') [[18.394264]]
('N22', 'N80') [[18.393177]]
('N132', 'N134') [[18.391323]]
('N76', 'N154') [[18.389416]]
('N16', 'N137') [[18.388998]]
('N119', 'N237') [[18.38836]]
('N33', 'N134') [[18.38686]]
('N151', 'N215') [[18.380056]]
('N76', 'N215') [[18.378597]]
('N178', 'N185') [[18.375372]]
('N242', 'N244') [[18.374401]]
('N243', 'N246') [[18.374334]]
('N52', 'N82') [[18.37415]]
('N134', 'N214') [[18.373892]]
('N49', 'N234') [[18.373861]]
('N134', 'N203') [[18.373857]]
('N80', 'N134') [[18.37294]]
('N102', 'N224') [[18.371798]]
('N67', 'N118') [[18.37156]]
('N39', 'N156') [[18.370146]]
('N106', 'N185') [[18.368809]]
('N11', 'N135') [[18.368603]]
('N178', 'N237') [[18.367914]]
('N6', 'N67') [[18.367058]]
('N220', 'N237') [[18.365982]]
('N134', 'N247') [[18.365799]]
('N114', 'N214') [[18.365282]]
('N19', 'N237') [[18.364975]]
('N82', 'N134') [[18.364841]]
('N160', 'N216') [[18.364763]]
('N76', 'N202') [[18.36332]]
('N115', 'N216') [[18.363247]]
('N6', 'N114') [[18.362616]]
('N47', 'N171') [[18.362354]]
('N11', 'N49') [[18.360868]]
('N39', 'N179') [[18.36034]]
('N69', 'N178') [[18.359055]]
('N52', 'N199') [[18.358873]]
('N52', 'N60') [[18.35859]]
('N115', 'N224') [[18.358156]]
('N11', 'N208') [[18.358145]]
('N137', 'N209') [[18.357975]]
('N131', 'N173') [[18.354746]]
('N52', 'N234') [[18.354456]]
('N104', 'N134') [[18.353672]]
('N69', 'N137') [[18.352415]]
('N90', 'N131') [[18.350485]]
('N21', 'N137') [[18.347933]]
('N200', 'N224') [[18.347876]]
('N40', 'N67') [[18.346384]]
('N47', 'N203') [[18.345934]]
('N22', 'N112') [[18.34309]]
('N6', 'N119') [[18.340734]]
('N45', 'N237') [[18.339975]]
('N6', 'N101') [[18.339506]]
('N47', 'N224') [[18.339445]]
('N185', 'N203') [[18.336056]]
('N22', 'N47') [[18.335737]]
('N171', 'N216') [[18.335691]]
('N38', 'N227') [[18.335655]]
('N114', 'N135') [[18.335644]]
('N11', 'N189') [[18.33244]]
('N16', 'N47') [[18.331291]]
('N134', 'N137') [[18.330692]]
('N151', 'N199') [[18.329473]]
('N90', 'N243') [[18.329096]]
('N52', 'N171') [[18.329039]]
('N124', 'N171') [[18.32867]]
('N134', 'N199') [[18.327045]]
('N101', 'N215') [[18.326178]]
('N112', 'N200') [[18.326149]]
('N48', 'N137') [[18.325039]]
('N2', 'N179') [[18.32442]]
('N114', 'N137') [[18.32171]]
('N39', 'N151') [[18.320436]]
('N77', 'N213') [[18.319778]]
('N175', 'N237') [[18.319248]]
('N35', 'N90') [[18.317915]]
('N84', 'N144') [[18.31779]]
('N67', 'N247') [[18.316227]]
('N110', 'N178') [[18.314827]]
('N114', 'N220') [[18.314701]]
('N69', 'N154') [[18.314102]]
('N84', 'N135') [[18.313932]]
('N2', 'N114') [[18.313019]]
('N82', 'N119') [[18.312757]]
('N70', 'N134') [[18.31253]]
('N109', 'N199') [[18.312017]]
('N3', 'N60') [[18.31044]]
('N11', 'N178') [[18.310163]]
('N189', 'N224') [[18.307634]]
('N134', 'N182') [[18.307089]]
('N6', 'N214') [[18.306328]]
('N33', 'N115') [[18.305874]]
('N134', 'N250') [[18.305397]]
('N34', 'N180') [[18.30487]]
('N47', 'N67') [[18.302908]]
('N67', 'N113') [[18.302397]]
('N151', 'N227') [[18.302368]]
('N114', 'N224') [[18.302319]]
('N151', 'N154') [[18.298279]]
('N115', 'N214') [[18.297686]]
('N93', 'N171') [[18.297247]]
('N115', 'N135') [[18.295897]]
('N182', 'N237') [[18.295742]]
('N22', 'N195') [[18.295115]]
('N216', 'N250') [[18.294592]]
('N67', 'N151') [[18.29424]]
('N135', 'N213') [[18.293867]]
('N129', 'N224') [[18.293354]]
('N136', 'N237') [[18.292738]]
('N90', 'N171') [[18.291927]]
('N115', 'N131') [[18.29186]]
('N70', 'N137') [[18.290892]]
('N135', 'N246') [[18.290865]]
('N199', 'N242') [[18.290144]]
('N6', 'N127') [[18.29009]]
('N114', 'N171') [[18.28902]]
('N11', 'N84') [[18.288118]]
('N112', 'N237') [[18.286402]]
('N33', 'N76') [[18.284527]]
('N25', 'N185') [[18.284145]]
('N202', 'N237') [[18.283749]]
('N22', 'N67') [[18.28339]]
('N11', 'N185') [[18.283278]]
('N178', 'N250') [[18.28202]]
('N233', 'N237') [[18.280695]]
('N47', 'N112') [[18.28024]]
('N52', 'N226') [[18.280146]]
('N90', 'N132') [[18.279825]]
('N11', 'N237') [[18.279257]]
('N3', 'N134') [[18.279024]]
('N129', 'N134') [[18.278292]]
('N132', 'N202') [[18.277878]]
('N160', 'N224') [[18.277777]]
('N151', 'N202') [[18.2768]]
('N101', 'N175') [[18.275522]]
('N134', 'N228') [[18.274769]]
('N90', 'N178') [[18.27445]]
('N39', 'N69') [[18.274437]]
('N134', 'N135') [[18.272823]]
('N128', 'N202') [[18.27242]]
('N67', 'N90') [[18.271572]]
('N190', 'N237') [[18.271412]]
('N76', 'N114') [[18.271015]]
('N52', 'N247') [[18.271]]
('N39', 'N171') [[18.270996]]
('N9', 'N141') [[18.270885]]
('N134', 'N216') [[18.270477]]
('N96', 'N134') [[18.269281]]
('N61', 'N246') [[18.26871]]
('N77', 'N154') [[18.268557]]
('N22', 'N243') [[18.267448]]
('N47', 'N119') [[18.266335]]
('N67', 'N180') [[18.266178]]
('N2', 'N80') [[18.265333]]
('N38', 'N114') [[18.26519]]
('N154', 'N202') [[18.263824]]
('N11', 'N119') [[18.262686]]
('N9', 'N84') [[18.26215]]
('N60', 'N132') [[18.261936]]
('N134', 'N141') [[18.261538]]
('N86', 'N144') [[18.26072]]
('N154', 'N226') [[18.260317]]
('N90', 'N109') [[18.259888]]
('N134', 'N200') [[18.25937]]
('N131', 'N214') [[18.259357]]
('N151', 'N155') [[18.258915]]
('N131', 'N151') [[18.25714]]
('N134', 'N243') [[18.256744]]
('N11', 'N48') [[18.255987]]
('N86', 'N112') [[18.25554]]
('N77', 'N90') [[18.254381]]
('N175', 'N199') [[18.253923]]
('N179', 'N237') [[18.253372]]
('N38', 'N67') [[18.250801]]
('N34', 'N137') [[18.250525]]
('N134', 'N175') [[18.250017]]
('N52', 'N157') [[18.249878]]
('N237', 'N250') [[18.249805]]
('N189', 'N240') [[18.247585]]
('N114', 'N207') [[18.246267]]
('N77', 'N134') [[18.245407]]
('N22', 'N104') [[18.244923]]
('N47', 'N182') [[18.243837]]
('N114', 'N138') [[18.242582]]
('N60', 'N160') [[18.24087]]
('N48', 'N76') [[18.23962]]
('N22', 'N134') [[18.236357]]
('N237', 'N242') [[18.236141]]
('N47', 'N237') [[18.235575]]
('N76', 'N137') [[18.23502]]
('N135', 'N153') [[18.234459]]
('N90', 'N246') [[18.233671]]
('N34', 'N144') [[18.231504]]
('N7', 'N11') [[18.23103]]
('N56', 'N175') [[18.230913]]
('N171', 'N224') [[18.230753]]
('N135', 'N171') [[18.229834]]
('N86', 'N115') [[18.229725]]
('N6', 'N144') [[18.229053]]
('N90', 'N156') [[18.228832]]
('N94', 'N130') [[18.228615]]
('N51', 'N188') [[18.228397]]
('N149', 'N185') [[18.227165]]
('N6', 'N81') [[18.226992]]
('N201', 'N206') [[18.226736]]
('N45', 'N252') [[18.225044]]
('N2', 'N144') [[18.223818]]
('N94', 'N247') [[18.223707]]
('N137', 'N178') [[18.223642]]
('N134', 'N178') [[18.220757]]
('N90', 'N237') [[18.220642]]
('N49', 'N147') [[18.219454]]
('N84', 'N114') [[18.2193]]
('N76', 'N110') [[18.219112]]
('N134', 'N215') [[18.218702]]
('N22', 'N119') [[18.218353]]
('N66', 'N134') [[18.217535]]
('N134', 'N217') [[18.217527]]
('N86', 'N241') [[18.215794]]
('N119', 'N131') [[18.21515]]
('N52', 'N141') [[18.214546]]
('N134', 'N188') [[18.214422]]
('N52', 'N201') [[18.213978]]
('N6', 'N202') [[18.213617]]
('N144', 'N191') [[18.213064]]
('N67', 'N237') [[18.212656]]
('N134', 'N160') [[18.211355]]
('N48', 'N234') [[18.211327]]
('N151', 'N244') [[18.211256]]
('N90', 'N249') [[18.210985]]
('N209', 'N246') [[18.209677]]
('N188', 'N250') [[18.207956]]
('N90', 'N160') [[18.207224]]
('N49', 'N243') [[18.206926]]
('N11', 'N134') [[18.205462]]
('N109', 'N154') [[18.205444]]
('N194', 'N237') [[18.204569]]
('N35', 'N185') [[18.204454]]
('N35', 'N171') [[18.2028]]
('N129', 'N179') [[18.201937]]
('N135', 'N144') [[18.201721]]
('N82', 'N171') [[18.201324]]
('N41', 'N237') [[18.200762]]
('N90', 'N250') [[18.20025]]
('N57', 'N244') [[18.199436]]
('N102', 'N250') [[18.19831]]
('N6', 'N185') [[18.197681]]
('N154', 'N171') [[18.197384]]
('N25', 'N67') [[18.197182]]
('N2', 'N188') [[18.196995]]
('N6', 'N57') [[18.196478]]
('N2', 'N216') [[18.196415]]
('N134', 'N220') [[18.195858]]
('N130', 'N244') [[18.19378]]
('N52', 'N216') [[18.192875]]
('N2', 'N157') [[18.192726]]
('N90', 'N214') [[18.192595]]
('N6', 'N9') [[18.19106]]
('N49', 'N185') [[18.19031]]
('N48', 'N134') [[18.190237]]
('N134', 'N234') [[18.190214]]
('N112', 'N199') [[18.189896]]
('N52', 'N191') [[18.188816]]
('N175', 'N215') [[18.18776]]
('N84', 'N215') [[18.187262]]
('N46', 'N69') [[18.186464]]
('N33', 'N202') [[18.185863]]
('N39', 'N234') [[18.185389]]
('N39', 'N108') [[18.18456]]
('N137', 'N227') [[18.184525]]
('N11', 'N55') [[18.183907]]
('N48', 'N102') [[18.18346]]
('N102', 'N109') [[18.181662]]
('N47', 'N137') [[18.180868]]
('N11', 'N35') [[18.180305]]
('N70', 'N81') [[18.180124]]
('N76', 'N193') [[18.178448]]
('N76', 'N156') [[18.177313]]
('N40', 'N137') [[18.176136]]
('N69', 'N147') [[18.17547]]
('N224', 'N227') [[18.174505]]
('N18', 'N134') [[18.174417]]
('N76', 'N144') [[18.174011]]
('N86', 'N132') [[18.173595]]
('N110', 'N114') [[18.172752]]
('N137', 'N250') [[18.172724]]
('N113', 'N137') [[18.17222]]
('N11', 'N115') [[18.171858]]
('N214', 'N250') [[18.171818]]
('N59', 'N134') [[18.171509]]
('N144', 'N194') [[18.171156]]
('N94', 'N131') [[18.171137]]
('N110', 'N189') [[18.17109]]
('N6', 'N123') [[18.17016]]
('N129', 'N237') [[18.169683]]
('N195', 'N199') [[18.169558]]
('N35', 'N144') [[18.168364]]
('N86', 'N194') [[18.166977]]
('N185', 'N224') [[18.166103]]
('N86', 'N191') [[18.165691]]
('N6', 'N247') [[18.165468]]
('N52', 'N129') [[18.165129]]
('N39', 'N67') [[18.164907]]
('N134', 'N154') [[18.16446]]
('N89', 'N144') [[18.164402]]
('N156', 'N227') [[18.16439]]
('N47', 'N113') [[18.163109]]
('N39', 'N76') [[18.162975]]
('N80', 'N242') [[18.162802]]
('N22', 'N90') [[18.162247]]
('N109', 'N144') [[18.161226]]
('N199', 'N237') [[18.160667]]
('N115', 'N151') [[18.160246]]
('N9', 'N185') [[18.157604]]
('N77', 'N209') [[18.156265]]
('N144', 'N189') [[18.155998]]
('N237', 'N247') [[18.155523]]
('N11', 'N41') [[18.15301]]
('N6', 'N7') [[18.152838]]
('N22', 'N131') [[18.151289]]
('N90', 'N154') [[18.151043]]
('N11', 'N246') [[18.150879]]
('N11', 'N224') [[18.150398]]
('N41', 'N178') [[18.150154]]
('N135', 'N188') [[18.149845]]
('N102', 'N199') [[18.14977]]
('N137', 'N203') [[18.149675]]
('N66', 'N171') [[18.14918]]
('N129', 'N215') [[18.148254]]
('N156', 'N178') [[18.147278]]
('N76', 'N155') [[18.147066]]
('N134', 'N236') [[18.146334]]
('N67', 'N241') [[18.146082]]
('N33', 'N94') [[18.145584]]
('N77', 'N106') [[18.144213]]
('N49', 'N123') [[18.142347]]
('N25', 'N237') [[18.142153]]
('N101', 'N237') [[18.14207]]
('N81', 'N237') [[18.141989]]
('N197', 'N218') [[18.141031]]
('N166', 'N189') [[18.140852]]
('N22', 'N160') [[18.13964]]
('N214', 'N227') [[18.13958]]
('N60', 'N141') [[18.139202]]
('N22', 'N101') [[18.138422]]
('N62', 'N94') [[18.13842]]
('N114', 'N148') [[18.136934]]
('N2', 'N39') [[18.135765]]
('N33', 'N39') [[18.135338]]
('N141', 'N160') [[18.135231]]
('N6', 'N64') [[18.13516]]
('N11', 'N47') [[18.134819]]
('N11', 'N243') [[18.13474]]
('N11', 'N45') [[18.134731]]
('N82', 'N194') [[18.13316]]
('N131', 'N213') [[18.132208]]
('N141', 'N154') [[18.131931]]
('N52', 'N180') [[18.131876]]
('N137', 'N153') [[18.13141]]
('N114', 'N218') [[18.130077]]
('N31', 'N224') [[18.129536]]
('N25', 'N209') [[18.129276]]
('N200', 'N234') [[18.128956]]
('N118', 'N202') [[18.127094]]
('N35', 'N102') [[18.126453]]
('N189', 'N202') [[18.126001]]
('N134', 'N246') [[18.125944]]
('N134', 'N226') [[18.125666]]
('N76', 'N115') [[18.124338]]
('N113', 'N202') [[18.123592]]
('N90', 'N102') [[18.123575]]
('N124', 'N141') [[18.123238]]
('N40', 'N134') [[18.123219]]
('N52', 'N112') [[18.122105]]
('N94', 'N183') [[18.12175]]
('N188', 'N202') [[18.121632]]
('N11', 'N114') [[18.120956]]
('N124', 'N180') [[18.120674]]
('N134', 'N221') [[18.119434]]
('N202', 'N229') [[18.118994]]
('N178', 'N191') [[18.118948]]
('N90', 'N153') [[18.118181]]
('N155', 'N237') [[18.118172]]
('N14', 'N77') [[18.11782]]
('N11', 'N215') [[18.11781]]
('N132', 'N160') [[18.117285]]
('N154', 'N227') [[18.117273]]
('N7', 'N137') [[18.116415]]
('N160', 'N227') [[18.116299]]
('N11', 'N34') [[18.115953]]
('N11', 'N14') [[18.115803]]
('N6', 'N84') [[18.114582]]
('N205', 'N246') [[18.113934]]
('N77', 'N250') [[18.113628]]
('N52', 'N217') [[18.113583]]
('N135', 'N209') [[18.113218]]
('N202', 'N203') [[18.112974]]
('N82', 'N154') [[18.1124]]
('N115', 'N247') [[18.111967]]
('N84', 'N213') [[18.11191]]
('N179', 'N250') [[18.111813]]
('N39', 'N158') [[18.111591]]
('N113', 'N185') [[18.111582]]
('N11', 'N151') [[18.11064]]
('N6', 'N76') [[18.110573]]
('N82', 'N92') [[18.11049]]
('N137', 'N189') [[18.110458]]
('N141', 'N199') [[18.110312]]
('N209', 'N250') [[18.109537]]
('N39', 'N226') [[18.109327]]
('N52', 'N237') [[18.109188]]
('N130', 'N134') [[18.109041]]
('N2', 'N35') [[18.109001]]
('N94', 'N227') [[18.10873]]
('N0', 'N131') [[18.10803]]
('N90', 'N129') [[18.107998]]
('N6', 'N82') [[18.10794]]
('N171', 'N226') [[18.107815]]
('N132', 'N199') [[18.107082]]
('N62', 'N67') [[18.106718]]
('N118', 'N237') [[18.106575]]
('N94', 'N109') [[18.10651]]
('N22', 'N175') [[18.106174]]
('N39', 'N191') [[18.105751]]
('N11', 'N187') [[18.105728]]
('N137', 'N214') [[18.105543]]
('N70', 'N247') [[18.105015]]
('N49', 'N67') [[18.104557]]
('N62', 'N134') [[18.103731]]
('N102', 'N144') [[18.102913]]
('N147', 'N185') [[18.102627]]
('N132', 'N214') [[18.102167]]
('N154', 'N244') [[18.101967]]
('N183', 'N209') [[18.100111]]
('N39', 'N124') [[18.099585]]
('N90', 'N242') [[18.09928]]
('N67', 'N200') [[18.098642]]
('N77', 'N226') [[18.098375]]
('N6', 'N90') [[18.097538]]
('N39', 'N101') [[18.097347]]
('N216', 'N224') [[18.097313]]
('N137', 'N175') [[18.097244]]
('N41', 'N134') [[18.096853]]
('N52', 'N219') [[18.096691]]
('N115', 'N213') [[18.095823]]
('N67', 'N202') [[18.09569]]
('N84', 'N96') [[18.095146]]
('N141', 'N227') [[18.094967]]
('N242', 'N250') [[18.093763]]
('N11', 'N108') [[18.093077]]
('N33', 'N227') [[18.09302]]
('N90', 'N202') [[18.092964]]
('N110', 'N247') [[18.09252]]
('N52', 'N243') [[18.092001]]
('N115', 'N200') [[18.091906]]
('N77', 'N109') [[18.0914]]
('N202', 'N244') [[18.09125]]
('N135', 'N151') [[18.091076]]
('N48', 'N243') [[18.090406]]
('N81', 'N131') [[18.090256]]
('N129', 'N185') [[18.089705]]
('N49', 'N144') [[18.089685]]
('N22', 'N202') [[18.089266]]
('N39', 'N94') [[18.088894]]
('N59', 'N151') [[18.088556]]
('N135', 'N160') [[18.08836]]
('N216', 'N237') [[18.088232]]
('N57', 'N153') [[18.088161]]
('N119', 'N220') [[18.087887]]
('N72', 'N237') [[18.08778]]
('N66', 'N112') [[18.08761]]
('N80', 'N202') [[18.08746]]
('N47', 'N200') [[18.087244]]
('N82', 'N141') [[18.087196]]
('N171', 'N247') [[18.087091]]
('N224', 'N237') [[18.08706]]
('N213', 'N216') [[18.086758]]
('N52', 'N101') [[18.086695]]
('N11', 'N219') [[18.085882]]
('N110', 'N182') [[18.085213]]
('N90', 'N101') [[18.084917]]
('N114', 'N193') [[18.08403]]
('N35', 'N237') [[18.083963]]
('N49', 'N90') [[18.083736]]
('N135', 'N175') [[18.08344]]
('N6', 'N11') [[18.083044]]
('N156', 'N202') [[18.082754]]
('N115', 'N183') [[18.082739]]
('N52', 'N196') [[18.08202]]
('N62', 'N137') [[18.081284]]
('N188', 'N224') [[18.080967]]
('N99', 'N237') [[18.080786]]
('N92', 'N134') [[18.079811]]
('N116', 'N237') [[18.079256]]
('N144', 'N201') [[18.07869]]
('N144', 'N147') [[18.07849]]
('N90', 'N106') [[18.077885]]
('N191', 'N196') [[18.077627]]
('N69', 'N94') [[18.07761]]
('N114', 'N199') [[18.077143]]
('N137', 'N224') [[18.07709]]
('N69', 'N144') [[18.077076]]
('N144', 'N175') [[18.076618]]
('N190', 'N199') [[18.076595]]
('N33', 'N114') [[18.075884]]
('N90', 'N200') [[18.075268]]
('N39', 'N137') [[18.075243]]
('N52', 'N185') [[18.075163]]
('N3', 'N200') [[18.07483]]
('N156', 'N173') [[18.074242]]
('N113', 'N200') [[18.073639]]
('N130', 'N249') [[18.073608]]
('N52', 'N195') [[18.073458]]
('N114', 'N213') [[18.07196]]
('N90', 'N112') [[18.071596]]
('N129', 'N161') [[18.071318]]
('N199', 'N234') [[18.07125]]
('N171', 'N194') [[18.070965]]
('N11', 'N110') [[18.070738]]
('N33', 'N86') [[18.070692]]
('N69', 'N131') [[18.07039]]
('N81', 'N185') [[18.070002]]
('N118', 'N141') [[18.069942]]
('N144', 'N179') [[18.069801]]
('N109', 'N137') [[18.069166]]
('N224', 'N247') [[18.06881]]
('N39', 'N250') [[18.068138]]
('N11', 'N199') [[18.068058]]
('N51', 'N224') [[18.067598]]
('N237', 'N249') [[18.066801]]
('N80', 'N144') [[18.06675]]
('N171', 'N227') [[18.065092]]
('N54', 'N135') [[18.064953]]
('N28', 'N39') [[18.06424]]
('N44', 'N144') [[18.064157]]
('N90', 'N110') [[18.063467]]
('N6', 'N129') [[18.063057]]
('N66', 'N188') [[18.0626]]
('N45', 'N109') [[18.061588]]
('N64', 'N185') [[18.061382]]
('N216', 'N227') [[18.061365]]
('N56', 'N178') [[18.061167]]
('N52', 'N104') [[18.060993]]
('N47', 'N153') [[18.060482]]
('N134', 'N191') [[18.05935]]
('N127', 'N129') [[18.059277]]
