('M0P1', 'M0P2') [[68.33705]]
('N20', 'N93') [[18.918419]]
('N20', 'M0P2') [[18.906757]]
('N83', 'N145') [[18.899088]]
('N75', 'N83') [[18.897842]]
('N83', 'N93') [[18.8479]]
('N93', 'M0P1') [[18.84074]]
('N93', 'M0P2') [[18.818535]]
('N5', 'N29') [[18.722542]]
('N20', 'M0P1') [[18.720778]]
('N5', 'N20') [[18.716043]]
('N5', 'N83') [[18.702585]]
('N8', 'N111') [[18.697628]]
('N214', 'M0P2') [[18.67741]]
('N93', 'N196') [[18.648232]]
('N93', 'N165') [[18.626375]]
('N5', 'N115') [[18.624075]]
('N7', 'N33') [[18.602018]]
('N68', 'N93') [[18.594877]]
('N7', 'N93') [[18.59445]]
('N8', 'N165') [[18.572775]]
('N27', 'N130') [[18.56139]]
('N83', 'N195') [[18.557306]]
('N24', 'N50') [[18.554537]]
('N87', 'N93') [[18.548136]]
('N1', 'N186') [[18.544844]]
('N1', 'N171') [[18.54202]]
('N50', 'N130') [[18.540133]]
('N93', 'N214') [[18.531296]]
('N29', 'N75') [[18.530527]]
('N165', 'N214') [[18.523884]]
('N5', 'N17') [[18.521446]]
('N89', 'N93') [[18.517847]]
('N5', 'N144') [[18.517374]]
('N195', 'N253') [[18.51429]]
('N83', 'N235') [[18.505995]]
('N5', 'N165') [[18.50172]]
('N5', 'N130') [[18.498217]]
('N93', 'N189') [[18.483215]]
('N83', 'N165') [[18.478415]]
('N76', 'N82') [[18.477009]]
('N62', 'N93') [[18.472654]]
('N1', 'N111') [[18.46507]]
('N111', 'N240') [[18.460596]]
('N50', 'N186') [[18.45632]]
('N33', 'N93') [[18.446453]]
('N82', 'N93') [[18.444704]]
('N93', 'N229') [[18.438452]]
('N151', 'N175') [[18.43833]]
('N20', 'N83') [[18.436937]]
('N29', 'N112') [[18.425589]]
('N83', 'N130') [[18.425495]]
('N115', 'N146') [[18.424726]]
('N62', 'M0P2') [[18.424171]]
('N7', 'N83') [[18.421432]]
('N76', 'N214') [[18.420738]]
('N93', 'N175') [[18.414955]]
('N111', 'N175') [[18.414326]]
('N62', 'M0P1') [[18.410776]]
('N5', 'N93') [[18.402805]]
('N75', 'N135') [[18.402454]]
('N1', 'N7') [[18.398478]]
('N5', 'N82') [[18.398432]]
('N114', 'N171') [[18.387463]]
('N46', 'N62') [[18.386774]]
('N17', 'N83') [[18.38531]]
('N20', 'N25') [[18.381838]]
('N49', 'N93') [[18.38064]]
('N93', 'N153') [[18.379015]]
('N93', 'N233') [[18.37774]]
('N62', 'N253') [[18.377321]]
('N7', 'N165') [[18.376835]]
('N83', 'N240') [[18.376442]]
('N76', 'N157') [[18.374298]]
('N20', 'N68') [[18.363316]]
('N29', 'N50') [[18.36153]]
('N7', 'N130') [[18.361347]]
('N111', 'N253') [[18.358852]]
('N83', 'N232') [[18.355381]]
('N20', 'N75') [[18.354765]]
('N93', 'N111') [[18.348991]]
('N93', 'N134') [[18.345346]]
('N74', 'N171') [[18.336847]]
('N1', 'N93') [[18.334398]]
('N68', 'N145') [[18.330679]]
('N20', 'N240') [[18.329967]]
('N5', 'N153') [[18.329376]]
('N8', 'N93') [[18.328588]]
('N206', 'N208') [[18.32591]]
('N23', 'N76') [[18.325792]]
('N27', 'N253') [[18.324448]]
('N62', 'N193') [[18.324362]]
('N130', 'N165') [[18.320923]]
('N198', 'N253') [[18.320677]]
('N76', 'N237') [[18.320602]]
('N29', 'N70') [[18.319658]]
('N146', 'N235') [[18.319628]]
('N157', 'N251') [[18.313553]]
('N1', 'N253') [[18.311848]]
('N186', 'N235') [[18.311531]]
('N5', 'N69') [[18.308197]]
('N109', 'N251') [[18.305658]]
('N19', 'N20') [[18.305574]]
('N142', 'N243') [[18.305527]]
('N24', 'N251') [[18.30538]]
('N171', 'N251') [[18.302599]]
('N83', 'N144') [[18.302286]]
('N204', 'N214') [[18.301783]]
('N80', 'N214') [[18.300533]]
('N206', 'N215') [[18.298]]
('N29', 'N89') [[18.293976]]
('N89', 'N143') [[18.292976]]
('N93', 'N94') [[18.284475]]
('N115', 'N240') [[18.28331]]
('N7', 'N237') [[18.283148]]
('N62', 'N186') [[18.27843]]
('N22', 'N93') [[18.278168]]
('N50', 'N93') [[18.274618]]
('N76', 'N195') [[18.27339]]
('N39', 'N93') [[18.271885]]
('N20', 'N206') [[18.269495]]
('N175', 'N214') [[18.267902]]
('N195', 'N229') [[18.267519]]
('N62', 'N157') [[18.264435]]
('N229', 'N233') [[18.263084]]
('N115', 'N130') [[18.261885]]
('N68', 'N130') [[18.259884]]
('N69', 'N78') [[18.258383]]
('N68', 'N82') [[18.250103]]
('N83', 'N229') [[18.247675]]
('N81', 'N146') [[18.24748]]
('N171', 'N240') [[18.24651]]
('N29', 'N165') [[18.246298]]
('N29', 'N219') [[18.245056]]
('N214', 'N219') [[18.243565]]
('N130', 'N185') [[18.243517]]
('N76', 'N251') [[18.242731]]
('N8', 'N251') [[18.24013]]
('N82', 'N175') [[18.23917]]
('N62', 'N219') [[18.237284]]
('N1', 'N251') [[18.236446]]
('N68', 'N83') [[18.235151]]
('N202', 'N244') [[18.23426]]
('N57', 'N93') [[18.231047]]
('N20', 'N183') [[18.229744]]
('N146', 'N186') [[18.227997]]
('N5', 'N243') [[18.222902]]
('N93', 'N193') [[18.219828]]
('N68', 'N229') [[18.218023]]
('N93', 'N183') [[18.215742]]
('N83', 'N222') [[18.215452]]
('N62', 'N83') [[18.211954]]
('N36', 'N171') [[18.210894]]
('N29', 'N126') [[18.209751]]
('N115', 'N157') [[18.209156]]
('N111', 'N182') [[18.208971]]
('N93', 'N237') [[18.2088]]
('N29', 'N83') [[18.20814]]
('N62', 'N183') [[18.201487]]
('N20', 'N111') [[18.19921]]
('N33', 'N112') [[18.198912]]
('N50', 'N204') [[18.198404]]
('N69', 'N193') [[18.197813]]
('N8', 'N130') [[18.19751]]
('N171', 'N206') [[18.195473]]
('N111', 'N219') [[18.19545]]
('N83', 'N253') [[18.194859]]
('N165', 'N253') [[18.184982]]
('N29', 'N52') [[18.183613]]
('N55', 'N83') [[18.182775]]
('N93', 'N126') [[18.182236]]
('N8', 'N162') [[18.182207]]
('N62', 'N151') [[18.179283]]
('N44', 'N93') [[18.177647]]
('N5', 'N50') [[18.176891]]
('N22', 'N134') [[18.175297]]
('N109', 'N242') [[18.175215]]
('N50', 'N83') [[18.173702]]
('N111', 'N171') [[18.17043]]
('N20', 'N130') [[18.170252]]
('N111', 'N193') [[18.170067]]
('N50', 'N81') [[18.16978]]
('N29', 'N130') [[18.168589]]
('N1', 'N8') [[18.167969]]
('N20', 'N181') [[18.167944]]
('N24', 'N211') [[18.167437]]
('N29', 'N81') [[18.167196]]
('N75', 'N197') [[18.166039]]
('N89', 'N130') [[18.164804]]
('N89', 'N115') [[18.163347]]
('N76', 'N81') [[18.163254]]
('N29', 'N137') [[18.162062]]
('N50', 'N253') [[18.161995]]
('N243', 'N253') [[18.161575]]
('N93', 'N244') [[18.160677]]
('N146', 'N165') [[18.160362]]
('N7', 'N52') [[18.160286]]
('N50', 'N75') [[18.160028]]
('N4', 'N251') [[18.159147]]
('N175', 'N251') [[18.159092]]
('N93', 'N112') [[18.159063]]
('N20', 'N211') [[18.157873]]
('N83', 'N251') [[18.155033]]
('N69', 'N242') [[18.15369]]
('N62', 'N229') [[18.153545]]
('N60', 'N171') [[18.152962]]
('N22', 'N75') [[18.152798]]
('N17', 'N93') [[18.152174]]
('N1', 'N144') [[18.151457]]
('N80', 'N93') [[18.151049]]
('N186', 'N252') [[18.147219]]
('N88', 'N93') [[18.14712]]
('N135', 'N181') [[18.146435]]
('N42', 'N93') [[18.146376]]
('N93', 'N181') [[18.144821]]
('N206', 'N251') [[18.14289]]
('N83', 'N138') [[18.13895]]
('N83', 'N243') [[18.138248]]
('N68', 'N115') [[18.137596]]
('N41', 'N83') [[18.136637]]
('N196', 'N229') [[18.135801]]
('N20', 'N146') [[18.134926]]
('N39', 'N115') [[18.134798]]
('N75', 'N130') [[18.130747]]
('N29', 'N69') [[18.130249]]
('N1', 'N82') [[18.13023]]
('N196', 'N214') [[18.129812]]
('N5', 'N240') [[18.129635]]
('N69', 'N142') [[18.129198]]
('N40', 'N115') [[18.127647]]
('N52', 'N189') [[18.127205]]
('N106', 'N219') [[18.123787]]
('N50', 'N198') [[18.122469]]
('N60', 'N81') [[18.12177]]
('N7', 'N20') [[18.121511]]
('N69', 'N111') [[18.121122]]
('N49', 'N138') [[18.119038]]
('N185', 'N206') [[18.118351]]
('N36', 'N115') [[18.11639]]
('N27', 'N186') [[18.115725]]
('N27', 'N93') [[18.115444]]
('N89', 'N245') [[18.11496]]
('N39', 'N40') [[18.114471]]
('N62', 'N240') [[18.11378]]
('N35', 'N186') [[18.11331]]
('N73', 'N82') [[18.113064]]
('N20', 'N197') [[18.112741]]
('N5', 'N175') [[18.112627]]
('N7', 'N50') [[18.107868]]
('N7', 'N142') [[18.106089]]
('N83', 'N153') [[18.104889]]
('N134', 'N157') [[18.103138]]
('N29', 'N82') [[18.102812]]
('N20', 'N29') [[18.102669]]
('N29', 'N195') [[18.102215]]
('N83', 'N146') [[18.101908]]
('N8', 'N145') [[18.100487]]
('N1', 'N240') [[18.099266]]
('N102', 'N111') [[18.098898]]
('N193', 'N229') [[18.098082]]
('N130', 'N253') [[18.097662]]
('N50', 'N165') [[18.097647]]
('N93', 'N217') [[18.0972]]
('N183', 'N240') [[18.096136]]
('N68', 'N214') [[18.095016]]
('N33', 'N52') [[18.094833]]
('N93', 'N205') [[18.093777]]
('N214', 'N240') [[18.090818]]
('N65', 'N240') [[18.09034]]
('N5', 'N111') [[18.088633]]
('N142', 'N240') [[18.087912]]
