('M0P1', 'M0P2') [[68.63991]]
('N164', 'M0P2') [[19.79123]]
('N4', 'N179') [[19.606962]]
('N33', 'M0P2') [[19.601732]]
('N172', 'M0P2') [[19.588526]]
('N164', 'M0P1') [[19.460615]]
('N55', 'N114') [[19.44594]]
('N172', 'M0P1') [[19.284437]]
('N2', 'N109') [[19.139336]]
('N2', 'N88') [[19.081783]]
('N4', 'N127') [[19.06854]]
('N191', 'M0P2') [[19.038778]]
('N55', 'N164') [[19.022167]]
('N55', 'N187') [[18.951439]]
('N114', 'N238') [[18.942383]]
('N55', 'N179') [[18.929422]]
('N4', 'N85') [[18.902163]]
('N4', 'N171') [[18.901712]]
('N55', 'N105') [[18.892448]]
('N4', 'N225') [[18.861807]]
('N69', 'N90') [[18.85044]]
('N55', 'N88') [[18.829416]]
('N4', 'N150') [[18.808664]]
('N4', 'N181') [[18.807343]]
('N55', 'N218') [[18.800219]]
('N55', 'N206') [[18.800014]]
('N179', 'N225') [[18.792072]]
('N24', 'N154') [[18.772804]]
('N4', 'N12') [[18.756987]]
('N55', 'N181') [[18.743711]]
('N19', 'N55') [[18.74348]]
('N33', 'M0P1') [[18.738783]]
('N4', 'N187') [[18.735725]]
('N164', 'N187') [[18.730997]]
('N4', 'N66') [[18.72463]]
('N155', 'N164') [[18.711203]]
('N19', 'N88') [[18.707075]]
('N4', 'N191') [[18.704155]]
('N55', 'N116') [[18.696331]]
('N2', 'N19') [[18.688229]]
('N114', 'N164') [[18.680891]]
('N72', 'N109') [[18.674725]]
('N33', 'N114') [[18.669212]]
('N4', 'N33') [[18.665934]]
('N13', 'N219') [[18.665037]]
('N19', 'N78') [[18.659061]]
('N61', 'N87') [[18.644543]]
('N19', 'N185') [[18.644272]]
('N55', 'M0P2') [[18.63925]]
('N2', 'N179') [[18.638006]]
('N2', 'N245') [[18.637709]]
('N179', 'N243') [[18.627932]]
('N55', 'N243') [[18.623917]]
('N19', 'N114') [[18.601051]]
('N0', 'N55') [[18.588129]]
('N4', 'N55') [[18.583143]]
('N12', 'N191') [[18.576355]]
('N55', 'N109') [[18.557178]]
('N19', 'N217') [[18.554302]]
('N55', 'N78') [[18.549868]]
('N2', 'N116') [[18.545382]]
('N161', 'N171') [[18.544168]]
('N227', 'N241') [[18.54076]]
('N185', 'M0P2') [[18.536121]]
('N115', 'N227') [[18.535767]]
('N4', 'N114') [[18.530935]]
('N66', 'N171') [[18.525326]]
('N4', 'N25') [[18.521385]]
('N18', 'N179') [[18.520374]]
('N4', 'N51') [[18.519852]]
('N75', 'N179') [[18.519382]]
('N80', 'N187') [[18.518202]]
('N19', 'N187') [[18.51773]]
('N4', 'N8') [[18.514841]]
('N55', 'N172') [[18.509212]]
('N171', 'N191') [[18.507149]]
('N71', 'N179') [[18.506708]]
('N55', 'N87') [[18.505219]]
('N4', 'N229') [[18.505146]]
('N19', 'N198') [[18.503973]]
('N55', 'N72') [[18.50396]]
('N55', 'N112') [[18.50027]]
('N69', 'N187') [[18.495811]]
('N2', 'N140') [[18.494743]]
('N179', 'N181') [[18.494518]]
('N2', 'N4') [[18.493649]]
('N28', 'N164') [[18.493523]]
('N179', 'N187') [[18.492277]]
('N19', 'N190') [[18.490892]]
('N4', 'N88') [[18.489523]]
('N4', 'N112') [[18.489439]]
('N109', 'N116') [[18.485306]]
('N164', 'N191') [[18.482824]]
('N108', 'N179') [[18.474922]]
('N150', 'N179') [[18.47467]]
('N2', 'N72') [[18.470812]]
('N19', 'N140') [[18.470234]]
('N171', 'N232') [[18.468903]]
('N55', 'N61') [[18.465353]]
('N69', 'N112') [[18.464102]]
('N55', 'N231') [[18.464031]]
('N12', 'M0P2') [[18.460598]]
('N51', 'N171') [[18.450974]]
('N164', 'N172') [[18.44753]]
('N19', 'N33') [[18.446873]]
('N47', 'N219') [[18.442112]]
('N44', 'N179') [[18.439028]]
('N69', 'N72') [[18.43885]]
('N109', 'N114') [[18.438707]]
('N26', 'N112') [[18.437252]]
('N4', 'N80') [[18.437117]]
('N2', 'N79') [[18.437107]]
('N42', 'N55') [[18.436909]]
('N114', 'N187') [[18.432987]]
('N87', 'N164') [[18.431538]]
('N4', 'N74') [[18.428411]]
('N78', 'N114') [[18.427336]]
('N19', 'N218') [[18.42522]]
('N109', 'N176') [[18.424252]]
('N164', 'N206') [[18.422667]]
('N187', 'N215') [[18.42082]]
('N171', 'N179') [[18.41987]]
('N191', 'M0P1') [[18.418932]]
('N4', 'N100') [[18.415535]]
('N4', 'N243') [[18.414478]]
('N8', 'N55') [[18.414328]]
('N4', 'N245') [[18.414051]]
('N176', 'N187') [[18.407104]]
('N55', 'N249') [[18.405817]]
('N164', 'N227') [[18.404696]]
('N4', 'N44') [[18.39642]]
('N161', 'N217') [[18.394836]]
('N10', 'N55') [[18.39168]]
('N80', 'N88') [[18.389692]]
('N33', 'N55') [[18.389343]]
('N24', 'N92') [[18.389088]]
('N4', 'N140') [[18.387129]]
('N47', 'N81') [[18.387012]]
('N112', 'N154') [[18.386663]]
('N19', 'N164') [[18.383446]]
('N44', 'N187') [[18.381218]]
('N55', 'N94') [[18.380972]]
('N4', 'N116') [[18.38027]]
('N73', 'N187') [[18.379557]]
('N88', 'N171') [[18.378944]]
('N19', 'N69') [[18.373766]]
('N4', 'N109') [[18.372723]]
('N10', 'N200') [[18.372314]]
('N87', 'N187') [[18.366335]]
('N13', 'N206') [[18.365396]]
('N4', 'N75') [[18.365374]]
('N113', 'M0P2') [[18.364363]]
('N55', 'N176') [[18.363125]]
('N61', 'N176') [[18.360905]]
('N55', 'N93') [[18.355717]]
('N78', 'N150') [[18.353874]]
('N4', 'N24') [[18.352669]]
('N2', 'N74') [[18.352564]]
('N78', 'N164') [[18.351704]]
('N55', 'N120') [[18.350428]]
('N50', 'N69') [[18.339926]]
('N19', 'N35') [[18.333252]]
('N25', 'N179') [[18.333248]]
('N4', 'N218') [[18.332022]]
('N19', 'N154') [[18.32937]]
('N112', 'N227') [[18.32739]]
('N2', 'N55') [[18.326836]]
('N2', 'N101') [[18.326803]]
('N2', 'N87') [[18.326185]]
('N4', 'N238') [[18.324945]]
('N4', 'N91') [[18.323606]]
('N55', 'N167') [[18.322844]]
('N2', 'N224') [[18.322708]]
('N4', 'N47') [[18.321514]]
('N24', 'N44') [[18.318796]]
('N19', 'N75') [[18.31648]]
('N164', 'N171') [[18.31636]]
('N19', 'N152') [[18.315418]]
('N19', 'N191') [[18.31434]]
('N87', 'N219') [[18.311361]]
('N19', 'N48') [[18.30982]]
('N87', 'N218') [[18.308805]]
('N19', 'N40') [[18.306677]]
('N19', 'N206') [[18.30644]]
('N28', 'N200') [[18.305721]]
('N94', 'N179') [[18.305563]]
('N126', 'N179') [[18.305418]]
('N36', 'N179') [[18.304941]]
('N30', 'N179') [[18.30344]]
('N24', 'N69') [[18.302906]]
('N2', 'N171') [[18.30257]]
('N19', 'N156') [[18.29515]]
('N61', 'N202') [[18.292023]]
('N19', 'N39') [[18.292015]]
('N82', 'N164') [[18.291483]]
('N95', 'N109') [[18.291298]]
('N33', 'N191') [[18.289314]]
('N112', 'N145') [[18.289024]]
('N187', 'N189') [[18.286755]]
('N69', 'N81') [[18.286488]]
('N102', 'N227') [[18.285563]]
('N51', 'N209') [[18.281796]]
('N45', 'N112') [[18.281048]]
('N2', 'N49') [[18.280853]]
('N5', 'N55') [[18.280115]]
('N69', 'N186') [[18.280067]]
('N44', 'N164') [[18.278372]]
('N179', 'N245') [[18.27799]]
('N19', 'N101') [[18.27715]]
('N79', 'N114') [[18.275623]]
('N2', 'N26') [[18.274338]]
('N4', 'N164') [[18.273043]]
('N19', 'N26') [[18.271566]]
('N4', 'N201') [[18.270275]]
('N55', 'N161') [[18.269922]]
('N87', 'N114') [[18.268698]]
('N33', 'N179') [[18.268116]]
('N24', 'N55') [[18.267689]]
('N55', 'N150') [[18.26671]]
('N210', 'N215') [[18.266562]]
('N51', 'N164') [[18.265284]]
('N144', 'N187') [[18.264347]]
('N19', 'N24') [[18.262291]]
('N4', 'N183') [[18.260998]]
('N55', 'N122') [[18.260891]]
('N4', 'N152') [[18.256414]]
('N112', 'N241') [[18.253202]]
('N19', 'N109') [[18.252716]]
('N39', 'N164') [[18.25235]]
('N115', 'N187') [[18.248762]]
('N176', 'N179') [[18.248728]]
('N114', 'N151') [[18.246567]]
('N25', 'N69') [[18.24503]]
('N76', 'N187') [[18.243528]]
('N24', 'N172') [[18.243006]]
('N55', 'N154') [[18.242882]]
('N164', 'N238') [[18.24205]]
('N2', 'N118') [[18.237463]]
('N4', 'N90') [[18.237307]]
('N24', 'N176') [[18.235727]]
('N87', 'N156') [[18.235624]]
('N150', 'N218') [[18.234566]]
('N176', 'N217') [[18.234495]]
('N61', 'N243') [[18.233042]]
('N114', 'N168') [[18.232426]]
('N50', 'N183') [[18.232054]]
('N88', 'N109') [[18.230825]]
('N164', 'N243') [[18.230776]]
('N55', 'N95') [[18.230534]]
('N75', 'N112') [[18.228714]]
('N26', 'N191') [[18.228579]]
('N24', 'N43') [[18.228556]]
('N0', 'N19') [[18.228252]]
('N187', 'N238') [[18.226574]]
('N24', 'N88') [[18.226435]]
('N33', 'N140') [[18.221704]]
('N179', 'N215') [[18.22169]]
('N12', 'N120') [[18.221676]]
('N115', 'N229') [[18.218775]]
('N55', 'N69') [[18.218641]]
('N135', 'N171') [[18.217829]]
('N55', 'N215') [[18.217747]]
('N122', 'N209') [[18.217478]]
('N154', 'N164') [[18.215866]]
('N100', 'N179') [[18.2154]]
('N73', 'N114') [[18.2148]]
('N51', 'N92') [[18.21479]]
('N30', 'M0P2') [[18.214361]]
('N72', 'N215') [[18.213482]]
('N78', 'N179') [[18.213192]]
('N2', 'N45') [[18.213078]]
('N179', 'N218') [[18.210972]]
('N116', 'N150') [[18.21053]]
('N19', 'N245') [[18.207981]]
('N8', 'N187') [[18.206556]]
('N4', 'N155') [[18.20563]]
('N4', 'N101') [[18.20454]]
('N13', 'N179') [[18.204422]]
('N19', 'N28') [[18.204355]]
('N144', 'N164') [[18.204082]]
('N2', 'N114') [[18.203339]]
('N164', 'N179') [[18.202568]]
('N19', 'N128') [[18.202173]]
('N19', 'N116') [[18.20033]]
('N19', 'N151') [[18.20022]]
('N133', 'N179') [[18.199427]]
('N123', 'N172') [[18.197966]]
('N144', 'N215') [[18.197245]]
('N58', 'N100') [[18.197021]]
('N2', 'N51') [[18.19679]]
('N88', 'N112') [[18.195429]]
('N4', 'N242') [[18.193419]]
('N55', 'N171') [[18.19336]]
('N4', 'N115') [[18.193163]]
('N3', 'N18') [[18.192759]]
('N71', 'N172') [[18.191269]]
('N2', 'N35') [[18.191162]]
('N217', 'N249') [[18.191135]]
('N4', 'N58') [[18.18969]]
('N101', 'N206') [[18.189516]]
('N51', 'N116') [[18.186163]]
('N13', 'N50') [[18.18568]]
('N184', 'N243') [[18.184868]]
('N88', 'N147') [[18.18198]]
('N105', 'N224') [[18.18034]]
('N75', 'N225') [[18.1766]]
('N66', 'N179') [[18.1762]]
('N2', 'N215') [[18.175844]]
('N28', 'N225') [[18.174704]]
('N4', 'N144') [[18.174477]]
('N19', 'N127') [[18.173523]]
('N185', 'M0P1') [[18.172049]]
('N4', 'N154') [[18.170298]]
('N3', 'N4') [[18.170198]]
('N4', 'N36') [[18.169985]]
('N112', 'N179') [[18.167599]]
('N55', 'N192') [[18.167305]]
('N69', 'N88') [[18.166388]]
('N72', 'N154') [[18.163788]]
('N51', 'N61') [[18.163168]]
('N156', 'N219') [[18.162918]]
('N112', 'N176') [[18.16238]]
('N162', 'N227') [[18.16073]]
('N4', 'N69') [[18.160286]]
('N24', 'N198') [[18.159542]]
('N171', 'N209') [[18.159077]]
('N4', 'N197') [[18.158749]]
('N164', 'N181') [[18.156336]]
('N55', 'N178') [[18.155703]]
('N127', 'N179') [[18.155445]]
('N45', 'N79') [[18.155275]]
('N24', 'N108') [[18.154749]]
('N88', 'N179') [[18.153324]]
('N55', 'N227') [[18.152555]]
('N61', 'N171') [[18.152195]]
('N4', 'N42') [[18.151613]]
('N191', 'N232') [[18.14961]]
('N42', 'N176') [[18.149422]]
('N19', 'N176') [[18.149242]]
('N72', 'N234') [[18.14703]]
('N24', 'N164') [[18.146381]]
('N51', 'N151') [[18.146307]]
('N3', 'N19') [[18.145813]]
('N8', 'N112') [[18.145308]]
('N114', 'N148') [[18.144588]]
('N150', 'N171') [[18.14432]]
('N89', 'N215') [[18.144308]]
('N19', 'N70') [[18.144072]]
('N154', 'N187') [[18.14338]]
('N88', 'N209') [[18.141796]]
('N12', 'N69') [[18.14148]]
('N4', 'N78') [[18.14097]]
('N47', 'N69') [[18.140772]]
('N164', 'N167') [[18.137482]]
('N4', 'N84') [[18.136711]]
('N108', 'N171') [[18.1367]]
('N4', 'N137') [[18.135448]]
('N171', 'N243') [[18.134947]]
('N19', 'N252') [[18.134583]]
('N44', 'N112') [[18.133263]]
('N154', 'N238') [[18.131168]]
('N4', 'N28') [[18.130644]]
('N13', 'N164') [[18.128298]]
('N4', 'N118') [[18.12827]]
('N19', 'N179') [[18.128244]]
('N129', 'N245') [[18.128077]]
('N40', 'M0P2') [[18.127325]]
('N114', 'N218') [[18.125784]]
('N55', 'N189') [[18.125618]]
('N146', 'N238') [[18.125132]]
('N164', 'N252') [[18.12493]]
('N61', 'N122') [[18.124313]]
('N69', 'N164') [[18.12426]]
('N19', 'N183') [[18.12419]]
('N5', 'N172') [[18.124165]]
('N47', 'N171') [[18.12103]]
('N19', 'N231') [[18.120869]]
('N69', 'N102') [[18.120846]]
('N75', 'N181') [[18.12023]]
('N8', 'N114') [[18.117653]]
('N33', 'N78') [[18.11764]]
('N44', 'N114') [[18.117413]]
('N114', 'N234') [[18.116495]]
('N4', 'N185') [[18.116161]]
('N4', 'N209') [[18.115171]]
('N61', 'N93') [[18.115013]]
('N4', 'N227') [[18.114222]]
('N2', 'N176') [[18.11333]]
('N81', 'N179') [[18.112957]]
('N171', 'N187') [[18.112646]]
('N4', 'N83') [[18.112034]]
('N206', 'N230') [[18.111864]]
('N4', 'N123') [[18.110634]]
('N8', 'N140') [[18.1105]]
('N19', 'N219') [[18.110489]]
('N25', 'N209') [[18.10912]]
('N72', 'N238') [[18.108797]]
('N55', 'N245') [[18.108019]]
('N181', 'N252') [[18.106997]]
('N55', 'N135') [[18.106625]]
('N181', 'N246') [[18.106186]]
('N12', 'N172') [[18.105406]]
('N55', 'N230') [[18.104801]]
('N129', 'N164') [[18.104286]]
('N112', 'N191') [[18.102766]]
('N2', 'N181') [[18.102406]]
('N2', 'N220') [[18.102383]]
('N61', 'N81') [[18.102169]]
('N4', 'N81') [[18.102114]]
('N24', 'N72') [[18.101578]]
('N202', 'N210') [[18.101177]]
('N172', 'N215') [[18.09908]]
('N79', 'N252') [[18.09856]]
('N61', 'N244') [[18.098482]]
('N55', 'N209') [[18.098143]]
('N145', 'N176') [[18.09735]]
('N33', 'N73') [[18.09699]]
('N109', 'N187') [[18.096935]]
('N35', 'N78') [[18.096878]]
('N61', 'N127') [[18.09637]]
('N215', 'N225') [[18.096159]]
('N35', 'N55') [[18.0961]]
('N4', 'N19') [[18.095278]]
('N114', 'M0P2') [[18.095112]]
('N187', 'N251') [[18.093685]]
('N26', 'N187') [[18.092978]]
('N101', 'N179') [[18.092525]]
('N183', 'N187') [[18.091902]]
('N4', 'N50') [[18.091894]]
('N66', 'N225') [[18.08904]]
('N55', 'N183') [[18.088737]]
('N155', 'N179') [[18.088657]]
('N47', 'N88') [[18.088573]]
('N55', 'N79') [[18.088528]]
('N4', 'N156') [[18.088446]]
('N174', 'N243') [[18.087818]]
('N19', 'N232') [[18.087484]]
('N3', 'N210') [[18.086884]]
('N3', 'N172') [[18.086678]]
('N4', 'N244') [[18.086054]]
('N168', 'N183') [[18.084433]]
('N4', 'N103') [[18.08417]]
('N114', 'N193') [[18.083727]]
('N70', 'M0P2') [[18.08325]]
('N61', 'N118') [[18.083061]]
('N3', 'N79') [[18.082235]]
('N92', 'N172') [[18.081556]]
('N19', 'N172') [[18.08144]]
('N2', 'N105') [[18.081045]]
('N3', 'N69') [[18.080412]]
('N24', 'N109') [[18.080301]]
('N2', 'N187') [[18.080296]]
('N24', 'N90') [[18.079796]]
('N18', 'N187') [[18.079605]]
('N164', 'N218') [[18.078293]]
('N26', 'N41') [[18.077877]]
('N73', 'N87') [[18.07698]]
('N19', 'N49') [[18.07694]]
('N114', 'N206') [[18.076704]]
('N24', 'N249') [[18.076694]]
('N4', 'N79') [[18.07647]]
('N33', 'N183') [[18.076185]]
('N19', 'N144') [[18.075861]]
('N55', 'N199') [[18.075428]]
('N61', 'N187') [[18.074766]]
('N128', 'N187') [[18.074755]]
('N185', 'N191') [[18.074308]]
('N88', 'N152') [[18.074139]]
('N88', 'N135') [[18.074099]]
('N2', 'N3') [[18.073156]]
('N72', 'N114') [[18.071346]]
('N140', 'N191') [[18.07112]]
('N61', 'N220') [[18.07111]]
('N88', 'N245') [[18.06964]]
('N2', 'N100') [[18.069439]]
('N18', 'N126') [[18.069298]]
('N2', 'N252') [[18.068943]]
('N4', 'N65') [[18.068296]]
('N4', 'N94') [[18.067451]]
('N72', 'N187') [[18.066486]]
('N109', 'N150') [[18.065773]]
('N8', 'N180') [[18.065739]]
('N54', 'N55') [[18.065582]]
('N2', 'N61') [[18.06421]]
('N172', 'N211') [[18.063457]]
('N154', 'N183') [[18.06335]]
('N50', 'N191') [[18.061413]]
('N206', 'M0P2') [[18.061056]]
('N59', 'N209') [[18.06091]]
('N209', 'N239') [[18.060476]]
('N109', 'N209') [[18.059927]]
('N18', 'N61') [[18.0587]]
('N172', 'N179') [[18.05599]]
('N4', 'N73') [[18.055939]]
('N109', 'N118') [[18.055779]]
('N28', 'N55') [[18.055595]]
('N66', 'N151') [[18.054937]]
('N179', 'N198') [[18.054892]]
('N19', 'N87') [[18.054628]]
('N2', 'N241') [[18.054441]]
('N60', 'N109') [[18.054104]]
('N109', 'N112') [[18.053997]]
('N88', 'N187') [[18.053537]]
('N19', 'N112') [[18.053219]]
('N209', 'N249') [[18.052944]]
('N19', 'N31') [[18.051275]]
('N2', 'N36') [[18.050774]]
('N24', 'N224') [[18.050667]]
('N88', 'N140') [[18.04986]]
('N8', 'N155') [[18.04978]]
('N18', 'N215') [[18.049435]]
('N19', 'N85') [[18.049326]]
('N154', 'N227') [[18.049253]]
('N24', 'N179') [[18.049168]]
('N218', 'N249') [[18.049152]]
('N4', 'N121') [[18.049137]]
('N49', 'N102') [[18.048428]]
('N2', 'N31') [[18.048294]]
('N179', 'N219') [[18.047611]]
('N75', 'N245') [[18.047089]]
('N43', 'N179') [[18.046967]]
('N55', 'N246') [[18.045954]]
('N88', 'N201') [[18.04559]]
('N102', 'N112') [[18.044903]]
('N25', 'N140') [[18.043934]]
('N19', 'N25') [[18.042309]]
('N112', 'N164') [[18.041458]]
('N88', 'N219') [[18.041122]]
('N150', 'N187') [[18.040758]]
('N33', 'N229') [[18.04007]]
('N114', 'N181') [[18.039892]]
('N90', 'N198') [[18.039505]]
('N55', 'N155') [[18.039454]]
('N55', 'N148') [[18.039427]]
('N105', 'N243') [[18.039322]]
('N19', 'N72') [[18.03919]]
('N26', 'N243') [[18.039108]]
('N4', 'N236') [[18.037762]]
('N179', 'N227') [[18.035938]]
('N179', 'N249') [[18.035414]]
('N210', 'N219') [[18.034407]]
('N183', 'N229') [[18.033504]]
('N150', 'N245') [[18.033344]]
('N61', 'N92') [[18.033182]]
('N26', 'N164') [[18.033056]]
('N3', 'N127') [[18.032919]]
('N28', 'N172') [[18.032265]]
('N176', 'N189') [[18.031982]]
('N80', 'N227') [[18.031446]]
('N100', 'N151') [[18.031115]]
('N25', 'N33') [[18.030006]]
('N90', 'N164') [[18.029694]]
('N2', 'N219') [[18.028574]]
('N66', 'N127') [[18.0274]]
('N45', 'N215') [[18.027319]]
('N105', 'N176') [[18.026848]]
('N2', 'N92') [[18.026516]]
('N4', 'N70') [[18.026365]]
('N13', 'N243') [[18.026209]]
('N3', 'N179') [[18.025621]]
('N19', 'N37') [[18.025076]]
('N26', 'N209') [[18.024553]]
('N55', 'N225') [[18.024433]]
('N2', 'N96') [[18.023827]]
('N55', 'N190') [[18.023443]]
('N85', 'N114') [[18.023132]]
('N28', 'M0P2') [[18.021544]]
('N19', 'N147') [[18.021471]]
('N88', 'N92') [[18.021233]]
('N50', 'N61') [[18.021046]]
('N47', 'N55') [[18.020853]]
('N209', 'N225') [[18.020218]]
('N69', 'N183') [[18.019407]]
('N2', 'N209') [[18.018728]]
('N70', 'N114') [[18.017925]]
('N4', 'N198') [[18.017159]]
('N13', 'N156') [[18.016933]]
('N112', 'N187') [[18.016823]]
('N2', 'N184') [[18.016453]]
('N105', 'N116') [[18.015936]]
('N51', 'N179') [[18.015509]]
('N4', 'N31') [[18.01543]]
('N50', 'N129') [[18.01542]]
('N31', 'N127') [[18.01485]]
('N91', 'N191') [[18.014257]]
('N69', 'N191') [[18.013443]]
('N215', 'N244') [[18.01337]]
('N55', 'N89') [[18.013052]]
('N4', 'N163') [[18.012354]]
('N72', 'N95') [[18.012024]]
('N140', 'N187') [[18.011942]]
('N72', 'N244') [[18.011232]]
('N78', 'N161') [[18.01119]]
('N179', 'N224') [[18.010986]]
('N69', 'N79') [[18.010744]]
('N54', 'N114') [[18.009739]]
('N154', 'N249') [[18.009705]]
('N219', 'N245') [[18.009296]]
('N91', 'N140') [[18.008701]]
('N51', 'N78') [[18.00592]]
('N144', 'N232') [[18.005629]]
('N155', 'N215') [[18.00508]]
('N51', 'N191') [[18.0048]]
('N4', 'N130') [[18.004791]]
('N2', 'N232') [[18.004492]]
('N80', 'N179') [[18.004183]]
('N61', 'N209') [[18.003899]]
('N28', 'N116') [[18.003527]]
('N88', 'N175') [[18.002985]]
('N109', 'N115') [[18.002935]]
('N33', 'N202') [[18.002817]]
('N49', 'N209') [[18.002594]]
('N47', 'N92') [[18.002295]]
('N109', 'N238') [[18.001146]]
('N4', 'N230') [[18.000784]]
('N164', 'N231') [[18.000637]]
('N164', 'N185') [[18.000525]]
('N69', 'N140') [[18.000166]]
('N2', 'N69') [[18.000076]]
('N179', 'N210') [[17.998497]]
('N18', 'N69') [[17.998259]]
('N55', 'N224') [[17.995642]]
('N49', 'N109') [[17.994574]]
('N114', 'M0P1') [[17.994532]]
('N176', 'N191') [[17.993866]]
('N55', 'N118') [[17.99304]]
('N24', 'N51') [[17.99184]]
('N33', 'N172') [[17.99164]]
('N19', 'N51') [[17.991518]]
('N72', 'N116') [[17.991411]]
('N24', 'N41') [[17.990812]]
('N78', 'N116') [[17.99006]]
('N31', 'N69') [[17.990004]]
('N92', 'N171') [[17.989237]]
('N114', 'N144') [[17.988688]]
('N69', 'N179') [[17.988277]]
('N83', 'N229') [[17.987968]]
('N19', 'N76') [[17.987492]]
('N12', 'M0P1') [[17.987368]]
('N58', 'N187') [[17.98696]]
('N187', 'N206') [[17.986883]]
('N2', 'N150') [[17.986801]]
('N4', 'N61') [[17.985888]]
('N109', 'N215') [[17.985596]]
('N19', 'N45') [[17.985182]]
('N90', 'N179') [[17.985023]]
('N116', 'N171') [[17.984835]]
('N49', 'N55') [[17.98474]]
('N164', 'N249') [[17.984459]]
('N2', 'N225') [[17.984432]]
('N55', 'N229') [[17.983994]]
('N4', 'N241') [[17.983973]]
('N19', 'N44') [[17.983809]]
('N72', 'N209') [[17.983746]]
('N154', 'N209') [[17.982597]]
('N176', 'N224') [[17.982136]]
('N116', 'N176') [[17.98176]]
('N179', 'N197') [[17.981718]]
('N149', 'N179') [[17.981527]]
('N24', 'N218') [[17.981205]]
('N4', 'N190') [[17.980562]]
('N183', 'N252') [[17.980162]]
('N69', 'N172') [[17.980104]]
