('M0P1', 'M0P2') [[46.527103]]
('N71', 'N150') [[19.8918]]
('N3', 'N18') [[19.626698]]
('N3', 'N66') [[19.502573]]
('N208', 'N249') [[19.49757]]
('N70', 'N160') [[19.496]]
('N163', 'N206') [[19.486897]]
('N38', 'N203') [[19.473284]]
('N38', 'N71') [[19.45943]]
('N71', 'N189') [[19.451384]]
('N93', 'N160') [[19.445793]]
('N210', 'N230') [[19.42805]]
('N70', 'N206') [[19.42592]]
('N160', 'N245') [[19.407549]]
('N70', 'N181') [[19.403017]]
('N160', 'N203') [[19.400282]]
('N13', 'N98') [[19.399933]]
('N102', 'N163') [[19.398373]]
('N18', 'N150') [[19.382004]]
('N29', 'N160') [[19.380604]]
('N160', 'N249') [[19.379347]]
('N185', 'N206') [[19.351553]]
('N98', 'N237') [[19.33688]]
('N160', 'N206') [[19.304312]]
('N208', 'N211') [[19.29198]]
('N93', 'N96') [[19.289713]]
('N160', 'N197') [[19.288383]]
('N98', 'N204') [[19.287823]]
('N18', 'N249') [[19.28236]]
('N150', 'N181') [[19.28029]]
('N206', 'N249') [[19.277271]]
('N9', 'N110') [[19.274729]]
('N237', 'N249') [[19.268692]]
('N41', 'N64') [[19.26386]]
('N71', 'N99') [[19.262138]]
('N150', 'N247') [[19.24977]]
('N38', 'N114') [[19.247644]]
('N18', 'N26') [[19.24693]]
('N3', 'N41') [[19.246056]]
('N114', 'N117') [[19.24597]]
('N107', 'N160') [[19.238987]]
('N26', 'N160') [[19.235987]]
('N41', 'N160') [[19.227417]]
('N93', 'N129') [[19.221218]]
('N150', 'N160') [[19.221014]]
('N85', 'N114') [[19.213394]]
('N41', 'N249') [[19.209806]]
('N114', 'N160') [[19.20865]]
('N61', 'N189') [[19.204046]]
('N41', 'N71') [[19.203785]]
('N29', 'N148') [[19.202776]]
('N61', 'N242') [[19.199953]]
('N18', 'N208') [[19.198002]]
('N38', 'N189') [[19.195782]]
('N189', 'N210') [[19.195723]]
('N66', 'N152') [[19.186348]]
('N29', 'N210') [[19.185196]]
('N71', 'N96') [[19.180365]]
('N33', 'N206') [[19.177792]]
('N71', 'N93') [[19.173702]]
('N99', 'N206') [[19.167133]]
('N70', 'N101') [[19.163843]]
('N38', 'N64') [[19.1622]]
('N33', 'N41') [[19.157972]]
('N0', 'N70') [[19.155888]]
('N83', 'N235') [[19.152174]]
('N13', 'N203') [[19.148664]]
('N70', 'N93') [[19.144352]]
('N203', 'N208') [[19.144093]]
('N160', 'N186') [[19.14035]]
('N150', 'N240') [[19.13684]]
('N18', 'N192') [[19.132757]]
('N99', 'N160') [[19.129538]]
('N5', 'N151') [[19.128378]]
('N38', 'N160') [[19.12822]]
('N70', 'N153') [[19.125416]]
('N114', 'N210') [[19.11992]]
('N150', 'N222') [[19.119635]]
('N33', 'N249') [[19.109936]]
('N208', 'N235') [[19.109007]]
('N61', 'N98') [[19.105919]]
('N71', 'N208') [[19.105747]]
('N18', 'N110') [[19.104166]]
('N99', 'N240') [[19.102852]]
('N70', 'N163') [[19.102]]
('N29', 'N38') [[19.101395]]
('N41', 'N162') [[19.098888]]
('N71', 'N160') [[19.097998]]
('N206', 'N208') [[19.095982]]
('N71', 'N240') [[19.094063]]
('N13', 'N160') [[19.093313]]
('N3', 'N26') [[19.089964]]
('N37', 'N63') [[19.086214]]
('N110', 'N210') [[19.083775]]
('N71', 'N102') [[19.08105]]
('N12', 'N160') [[19.07958]]
('N98', 'N235') [[19.069626]]
('N48', 'N162') [[19.068426]]
('N48', 'N249') [[19.067972]]
('N185', 'N249') [[19.065685]]
('N192', 'N242') [[19.064962]]
('N179', 'N249') [[19.064438]]
('N71', 'N249') [[19.061739]]
('N15', 'N249') [[19.054768]]
('N115', 'N234') [[19.05232]]
('N71', 'N163') [[19.043196]]
('N38', 'N211') [[19.039606]]
('N29', 'N71') [[19.036356]]
('N57', 'N203') [[19.036283]]
('N26', 'N70') [[19.033308]]
('N102', 'N208') [[19.032784]]
('N29', 'N117') [[19.0306]]
('N3', 'N114') [[19.029299]]
('N96', 'N163') [[19.02885]]
('N38', 'N117') [[19.026104]]
('N26', 'N206') [[19.0236]]
('N98', 'N99') [[19.02177]]
('N0', 'N71') [[19.020924]]
('N26', 'N249') [[19.019283]]
('N102', 'N148') [[19.015972]]
('N101', 'N189') [[19.014738]]
('N38', 'N98') [[19.014292]]
('N70', 'M0P1') [[19.01335]]
('N69', 'N160') [[19.012989]]
('N117', 'N209') [[19.012844]]
('N45', 'N93') [[19.011412]]
('N93', 'N99') [[19.007713]]
('N152', 'N203') [[19.007696]]
('N102', 'N249') [[19.007368]]
('N61', 'N110') [[19.006407]]
('N99', 'N150') [[19.004282]]
('N33', 'N210') [[18.999868]]
('N127', 'N206') [[18.997555]]
('N3', 'N98') [[18.997082]]
('N70', 'N114') [[18.996845]]
('N5', 'N102') [[18.992378]]
('N37', 'N99') [[18.992212]]
('N61', 'N150') [[18.98937]]
('N3', 'N71') [[18.987532]]
('N71', 'N185') [[18.986378]]
('N96', 'N150') [[18.984747]]
('N13', 'N93') [[18.980965]]
('N66', 'N98') [[18.979815]]
('N5', 'N71') [[18.978628]]
('N117', 'M0P1') [[18.977518]]
('N70', 'N204') [[18.97473]]
('N102', 'N160') [[18.971495]]
('N71', 'N192') [[18.970625]]
('N232', 'N249') [[18.968716]]
('N38', 'N162') [[18.968616]]
('N38', 'N61') [[18.968166]]
('N114', 'N150') [[18.966944]]
('N51', 'N160') [[18.96681]]
('N99', 'N208') [[18.964117]]
('N63', 'N214') [[18.963282]]
('N70', 'N185') [[18.95965]]
('N13', 'N237') [[18.95332]]
('N150', 'N204') [[18.949825]]
('N160', 'N239') [[18.948372]]
('N150', 'N164') [[18.947546]]
('N96', 'N181') [[18.946264]]
('N121', 'N249') [[18.945206]]
('N102', 'N206') [[18.945057]]
('N71', 'N206') [[18.938168]]
('N115', 'N237') [[18.936985]]
('N83', 'N249') [[18.933226]]
('N186', 'N206') [[18.929665]]
('N93', 'N98') [[18.928284]]
('N98', 'N203') [[18.927677]]
('N66', 'N237') [[18.927155]]
('N13', 'N38') [[18.924498]]
('N2', 'N150') [[18.924044]]
('N48', 'N242') [[18.92361]]
('N153', 'N218') [[18.923006]]
('N71', 'N211') [[18.922565]]
('N5', 'N99') [[18.922293]]
('N39', 'N150') [[18.92096]]
('N151', 'N206') [[18.920626]]
('N51', 'N105') [[18.917845]]
('N102', 'N158') [[18.917141]]
('N70', 'N150') [[18.915857]]
('N33', 'N234') [[18.91531]]
('N37', 'N151') [[18.91165]]
('N206', 'N230') [[18.903435]]
('N114', 'N206') [[18.902073]]
('N18', 'N45') [[18.900034]]
('N38', 'N66') [[18.899635]]
('N71', 'N148') [[18.899582]]
('N217', 'N242') [[18.89856]]
('N26', 'N192') [[18.897577]]
('N13', 'N152') [[18.896816]]
('N5', 'N232') [[18.893406]]
('N41', 'N212') [[18.893171]]
('N151', 'N249') [[18.89076]]
('N71', 'N222') [[18.889284]]
('N150', 'N210') [[18.88924]]
('N93', 'N206') [[18.889227]]
('N110', 'N150') [[18.88887]]
('N66', 'N202') [[18.888111]]
('N29', 'N179') [[18.886543]]
('N153', 'N208') [[18.884855]]
('N5', 'N181') [[18.884108]]
('N137', 'N206') [[18.88285]]
('N66', 'N71') [[18.882568]]
('N114', 'N208') [[18.882011]]
('N9', 'N98') [[18.880177]]
('N181', 'N204') [[18.8795]]
('N98', 'N117') [[18.87934]]
('N71', 'N203') [[18.879265]]
('N98', 'N150') [[18.87883]]
('N45', 'N63') [[18.878374]]
('N70', 'N71') [[18.877342]]
('N151', 'N160') [[18.877005]]
('N234', 'M0P1') [[18.876646]]
('N197', 'N249') [[18.876314]]
('N135', 'N203') [[18.875212]]
('N41', 'N119') [[18.874058]]
('N18', 'N160') [[18.873745]]
('N5', 'N150') [[18.872942]]
