('M0P1', 'M0P2') [[38.04298]]
('N165', 'N177') [[19.64731]]
('N63', 'N214') [[19.636324]]
('N73', 'N214') [[19.604229]]
('N59', 'N68') [[19.59303]]
('N68', 'N123') [[19.564432]]
('N73', 'N102') [[19.493187]]
('N17', 'N123') [[19.485119]]
('N63', 'N102') [[19.461967]]
('N123', 'N177') [[19.375422]]
('N5', 'N102') [[19.36515]]
('N163', 'N228') [[19.33281]]
('N73', 'N123') [[19.313555]]
('N5', 'N177') [[19.288317]]
('N3', 'N206') [[19.274223]]
('N131', 'N177') [[19.273369]]
('N32', 'N244') [[19.25025]]
('N68', 'N212') [[19.248394]]
('N177', 'N206') [[19.237173]]
('N10', 'N73') [[19.229212]]
('N123', 'N238') [[19.22899]]
('N97', 'N200') [[19.22761]]
('N32', 'N228') [[19.220285]]
('N50', 'N174') [[19.211863]]
('N138', 'N200') [[19.209312]]
('N68', 'N214') [[19.182325]]
('N50', 'N67') [[19.180756]]
('N138', 'N228') [[19.175776]]
('N63', 'N68') [[19.171661]]
('N17', 'N50') [[19.166014]]
('N63', 'N228') [[19.160528]]
('N205', 'N214') [[19.160252]]
('N234', 'N243') [[19.15803]]
('N131', 'N228') [[19.148596]]
('N180', 'N214') [[19.141592]]
('N63', 'N91') [[19.137926]]
('N154', 'N177') [[19.134317]]
('N68', 'N200') [[19.134237]]
('N102', 'N123') [[19.131632]]
('N3', 'N214') [[19.128511]]
('N175', 'N228') [[19.123264]]
('N180', 'N200') [[19.122547]]
('N9', 'N102') [[19.115667]]
('N3', 'N17') [[19.114374]]
('N95', 'N226') [[19.099712]]
('N200', 'N227') [[19.097792]]
('N147', 'N177') [[19.094187]]
('N17', 'N206') [[19.09397]]
('N50', 'N97') [[19.089499]]
('N228', 'N244') [[19.08895]]
('N50', 'N168') [[19.088842]]
('N17', 'N240') [[19.07933]]
('N17', 'N237') [[19.0787]]
('N57', 'N177') [[19.058418]]
('N102', 'N187') [[19.057608]]
('N227', 'N248') [[19.056519]]
('N63', 'N166') [[19.053638]]
('N10', 'N17') [[19.052334]]
('N63', 'N200') [[19.047228]]
('N123', 'N228') [[19.044378]]
('N63', 'N244') [[19.038897]]
('N24', 'N63') [[19.037312]]
('N177', 'N234') [[19.036573]]
('N5', 'N241') [[19.03497]]
('N5', 'N227') [[19.029894]]
('N5', 'N63') [[19.028574]]
('N106', 'N234') [[19.028378]]
('N200', 'N214') [[19.027714]]
('N170', 'N174') [[19.02766]]
('N63', 'N67') [[19.02714]]
('N3', 'N73') [[19.01584]]
('N177', 'N227') [[19.011236]]
('N17', 'N102') [[19.011204]]
('N59', 'N70') [[19.008951]]
('N10', 'N203') [[19.007124]]
('N102', 'N214') [[19.00639]]
('N3', 'N102') [[19.004948]]
('N48', 'N50') [[19.001745]]
('N102', 'N124') [[18.996616]]
('N50', 'N177') [[18.993874]]
('N180', 'N226') [[18.99025]]
('N14', 'N17') [[18.99013]]
('N50', 'N228') [[18.988194]]
('N102', 'N241') [[18.986168]]
('N222', 'N250') [[18.98578]]
('N63', 'N210') [[18.98551]]
('N23', 'N222') [[18.982569]]
('N147', 'N222') [[18.975555]]
('N102', 'N231') [[18.975391]]
('N59', 'N228') [[18.974731]]
