('M0P1', 'M0P2') [[83.215195]]
('N68', 'N213') [[19.448767]]
('N56', 'N105') [[19.402174]]
('N105', 'N168') [[19.25718]]
('N97', 'N105') [[19.222921]]
('N66', 'N140') [[19.175758]]
('N23', 'N106') [[19.171637]]
('N105', 'N213') [[19.144356]]
('N7', 'N29') [[19.11475]]
('N105', 'N106') [[19.102541]]
('N38', 'N213') [[19.093294]]
('N5', 'N133') [[19.052711]]
('N133', 'N165') [[19.037642]]
('N84', 'N139') [[19.02931]]
('N5', 'N66') [[19.005737]]
('N105', 'N132') [[18.996845]]
('N23', 'N105') [[18.982565]]
('N68', 'N132') [[18.959051]]
('N38', 'N105') [[18.9553]]
('N46', 'N105') [[18.952515]]
('N5', 'N86') [[18.932215]]
('N29', 'N133') [[18.902126]]
('N6', 'N136') [[18.891157]]
('N29', 'N114') [[18.86845]]
('N38', 'N234') [[18.861313]]
('N58', 'N105') [[18.854485]]
('N84', 'N97') [[18.854092]]
('N38', 'N50') [[18.84048]]
('N66', 'N213') [[18.839731]]
('N45', 'N66') [[18.824743]]
('N17', 'N105') [[18.819702]]
('N7', 'N140') [[18.811644]]
('N105', 'N121') [[18.808495]]
('N12', 'N23') [[18.802088]]
('N114', 'N140') [[18.793741]]
('N132', 'N214') [[18.780306]]
('N132', 'N142') [[18.763887]]
('N14', 'N213') [[18.75651]]
('N23', 'N84') [[18.752886]]
('N105', 'N250') [[18.734245]]
('N68', 'N105') [[18.734005]]
('N5', 'N84') [[18.725649]]
('N84', 'N140') [[18.724241]]
('N140', 'N175') [[18.722157]]
('N12', 'N105') [[18.715034]]
('N105', 'N139') [[18.710234]]
('N8', 'N105') [[18.701561]]
('N5', 'N246') [[18.699713]]
('N84', 'N105') [[18.69277]]
('N133', 'N220') [[18.692057]]
('N105', 'N175') [[18.688267]]
('N139', 'N220') [[18.671146]]
('N45', 'N213') [[18.670362]]
('N58', 'N234') [[18.669704]]
('N29', 'N139') [[18.663992]]
('N121', 'N213') [[18.663431]]
('N53', 'N60') [[18.654877]]
('N56', 'N212') [[18.654505]]
('N23', 'N139') [[18.651413]]
('N29', 'N140') [[18.64878]]
('N122', 'N213') [[18.636984]]
('N29', 'N250') [[18.636784]]
('N17', 'N149') [[18.63128]]
('N175', 'N213') [[18.62696]]
('N38', 'N142') [[18.623629]]
('N29', 'N105') [[18.623507]]
('N56', 'N133') [[18.622519]]
('N157', 'N213') [[18.621418]]
('N7', 'N56') [[18.621092]]
('N29', 'N89') [[18.613743]]
('N35', 'N133') [[18.609705]]
('N128', 'N220') [[18.60918]]
('N38', 'N133') [[18.60538]]
('N66', 'N212') [[18.604864]]
('N97', 'N124') [[18.596146]]
('N133', 'N134') [[18.590569]]
('N61', 'N66') [[18.584654]]
('N38', 'N121') [[18.583344]]
('N86', 'N175') [[18.58122]]
('N29', 'N203') [[18.580975]]
('N213', 'N214') [[18.578781]]
('N105', 'N179') [[18.574615]]
('N6', 'N105') [[18.574047]]
('N105', 'N165') [[18.572935]]
('N96', 'N213') [[18.559244]]
('N122', 'N229') [[18.556425]]
('N105', 'N177') [[18.552166]]
('N56', 'N141') [[18.550522]]
('N35', 'N239') [[18.54449]]
('N17', 'N168') [[18.543486]]
('N29', 'N213') [[18.542711]]
('N49', 'N105') [[18.540886]]
('N5', 'N29') [[18.540075]]
('N68', 'N125') [[18.539696]]
('N105', 'N133') [[18.53966]]
('N105', 'N122') [[18.53867]]
('N105', 'N119') [[18.536358]]
('N66', 'N232') [[18.531359]]
('N32', 'N139') [[18.530918]]
('N0', 'N199') [[18.526134]]
('N67', 'N105') [[18.525583]]
('N133', 'N140') [[18.522701]]
('N105', 'N142') [[18.522436]]
('N84', 'N146') [[18.521936]]
('N7', 'N133') [[18.518354]]
('N68', 'N121') [[18.516567]]
('N46', 'N121') [[18.515438]]
('N32', 'N86') [[18.510612]]
('N5', 'N53') [[18.510359]]
('N56', 'N177') [[18.509007]]
('N38', 'N90') [[18.506903]]
('N13', 'N66') [[18.506817]]
('N5', 'N150') [[18.506594]]
('N83', 'N105') [[18.505203]]
('N133', 'N242') [[18.50121]]
('N132', 'N168') [[18.500082]]
('N105', 'N172') [[18.499544]]
('N70', 'N105') [[18.493444]]
('N66', 'N200') [[18.491201]]
('N128', 'N213') [[18.490095]]
('N5', 'N7') [[18.489292]]
('N121', 'N205') [[18.485731]]
('N0', 'N132') [[18.484491]]
('N53', 'N105') [[18.483322]]
('N110', 'N121') [[18.482607]]
('N84', 'N175') [[18.481604]]
('N7', 'N58') [[18.48083]]
('N106', 'N121') [[18.480026]]
('N119', 'N213') [[18.477982]]
('N56', 'N92') [[18.476727]]
('N84', 'N86') [[18.476528]]
('N86', 'N213') [[18.471373]]
('N17', 'N121') [[18.469147]]
('N17', 'N66') [[18.46804]]
('N52', 'N133') [[18.467787]]
('N139', 'N142') [[18.465126]]
('N105', 'N234') [[18.464777]]
('N58', 'N73') [[18.462868]]
('N97', 'N175') [[18.461061]]
('N23', 'N122') [[18.460941]]
('N111', 'N213') [[18.459791]]
('N105', 'N249') [[18.455534]]
('N84', 'N124') [[18.4534]]
('N66', 'N133') [[18.448435]]
('N133', 'N142') [[18.44684]]
('N73', 'N165') [[18.444202]]
('N0', 'N38') [[18.442364]]
('N122', 'N150') [[18.442215]]
('N6', 'N56') [[18.44179]]
('N90', 'N147') [[18.440393]]
('N66', 'N139') [[18.439163]]
('N56', 'N114') [[18.438498]]
('N114', 'N213') [[18.43686]]
('N56', 'N140') [[18.43622]]
('N111', 'N150') [[18.435732]]
('N105', 'N161') [[18.434536]]
('N114', 'N142') [[18.431805]]
('N53', 'N112') [[18.430155]]
('N38', 'N215') [[18.42902]]
('N137', 'N214') [[18.4257]]
('N7', 'N165') [[18.423016]]
('N165', 'N213') [[18.421556]]
('N84', 'N220') [[18.421164]]
('N105', 'N212') [[18.417397]]
('N168', 'N200') [[18.417082]]
('N133', 'N250') [[18.41702]]
('N13', 'N123') [[18.416842]]
('N38', 'N42') [[18.414978]]
('N67', 'N89') [[18.414774]]
('N68', 'N142') [[18.413212]]
('N66', 'N239') [[18.412212]]
('N58', 'N165') [[18.411345]]
('N38', 'N184') [[18.4089]]
('N121', 'N220') [[18.407986]]
('N132', 'N134') [[18.40725]]
('N53', 'N160') [[18.406416]]
('N58', 'N244') [[18.404345]]
('N68', 'N128') [[18.402145]]
('N7', 'N36') [[18.400305]]
('N158', 'N184') [[18.39967]]
('N105', 'N205') [[18.399113]]
('N132', 'N213') [[18.39868]]
('N200', 'N239') [[18.398539]]
('N23', 'N168') [[18.395407]]
('N56', 'N104') [[18.393045]]
('N5', 'N250') [[18.392382]]
('N86', 'N166') [[18.388699]]
('N104', 'N133') [[18.388542]]
('N66', 'N183') [[18.386814]]
('N133', 'N172') [[18.381605]]
('N56', 'N250') [[18.38084]]
('N97', 'M0P2') [[18.377478]]
('N105', 'N229') [[18.377409]]
('N149', 'N239') [[18.3771]]
('N0', 'N133') [[18.376888]]
('N68', 'N146') [[18.372849]]
('N139', 'N229') [[18.372831]]
('N84', 'N123') [[18.37017]]
('N29', 'N56') [[18.369232]]
('N121', 'N128') [[18.366043]]
('N29', 'N38') [[18.363598]]
('N29', 'N134') [[18.362242]]
('N66', 'N168') [[18.362015]]
('N35', 'N66') [[18.361229]]
('N66', 'N170') [[18.354767]]
('N105', 'N116') [[18.352543]]
('N38', 'N132') [[18.351841]]
('N5', 'N122') [[18.3514]]
('N140', 'N212') [[18.35099]]
('N23', 'N184') [[18.34975]]
('N139', 'N200') [[18.34819]]
('N139', 'N175') [[18.346756]]
('N56', 'N68') [[18.346413]]
('N139', 'N165') [[18.346064]]
('N38', 'N179') [[18.345999]]
('N140', 'N200') [[18.345625]]
('N175', 'N239') [[18.345016]]
('N12', 'N66') [[18.342913]]
('N29', 'N68') [[18.342865]]
('N68', 'N133') [[18.342493]]
('N133', 'N135') [[18.341549]]
('N128', 'N142') [[18.341251]]
('N56', 'N121') [[18.34031]]
('N66', 'N214') [[18.338995]]
('N56', 'N165') [[18.338842]]
