('M0P1', 'M0P2') [[80.83309]]
('N139', 'N176') [[19.300203]]
('N31', 'N253') [[19.084562]]
('N30', 'N31') [[19.056519]]
('N82', 'N163') [[19.003735]]
('N74', 'N95') [[18.979836]]
('N74', 'N82') [[18.973337]]
('N51', 'N109') [[18.946693]]
('N30', 'N56') [[18.938261]]
('N31', 'N74') [[18.93011]]
('N31', 'N82') [[18.918344]]
('N82', 'N214') [[18.904512]]
('N28', 'N42') [[18.897966]]
('N30', 'N192') [[18.849958]]
('N34', 'N236') [[18.846989]]
('N35', 'N109') [[18.820312]]
('N74', 'N182') [[18.80729]]
('N30', 'N51') [[18.797863]]
('N31', 'N42') [[18.787941]]
('N142', 'N163') [[18.784588]]
('N163', 'N208') [[18.782341]]
('N42', 'N173') [[18.776785]]
('N109', 'N190') [[18.771255]]
('N30', 'N139') [[18.764053]]
('N176', 'N205') [[18.762096]]
('N173', 'N205') [[18.75332]]
('N74', 'N205') [[18.751392]]
('N74', 'N139') [[18.744844]]
('N82', 'N159') [[18.74306]]
('N163', 'N183') [[18.737722]]
('N31', 'N208') [[18.733751]]
('N82', 'N95') [[18.73328]]
('N206', 'N222') [[18.724981]]
('N31', 'M0P1') [[18.720018]]
('N73', 'N139') [[18.711937]]
('N71', 'N82') [[18.711876]]
('N31', 'M0P2') [[18.70152]]
('N34', 'N214') [[18.691542]]
('N31', 'N183') [[18.681547]]
('N51', 'N206') [[18.680578]]
('N56', 'N82') [[18.674288]]
('N30', 'N182') [[18.670856]]
('N163', 'N190') [[18.669815]]
('N51', 'N82') [[18.665592]]
('N77', 'N89') [[18.663162]]
('N30', 'N42') [[18.653933]]
('N28', 'N176') [[18.652699]]
('N95', 'N133') [[18.649666]]
('N28', 'N95') [[18.646236]]
('N34', 'N74') [[18.638987]]
('N30', 'N35') [[18.636368]]
('N74', 'N176') [[18.627033]]
('N51', 'N215') [[18.619328]]
('N82', 'N176') [[18.61164]]
('N74', 'N173') [[18.60601]]
('N74', 'N243') [[18.602152]]
('N31', 'N205') [[18.601887]]
('N51', 'N222') [[18.600016]]
('N146', 'N184') [[18.599684]]
('N30', 'N41') [[18.59595]]
('N71', 'N212') [[18.59424]]
('N63', 'N82') [[18.593292]]
('N51', 'N73') [[18.592363]]
('N88', 'N205') [[18.588404]]
('N30', 'N66') [[18.586977]]
('N139', 'N205') [[18.586668]]
('N156', 'N212') [[18.581478]]
('N182', 'N202') [[18.579798]]
('N74', 'N253') [[18.575424]]
('N87', 'N163') [[18.57225]]
('N74', 'N159') [[18.5668]]
('N123', 'N205') [[18.560755]]
('N28', 'N253') [[18.559555]]
('N208', 'N247') [[18.55605]]
('N146', 'N214') [[18.555063]]
('N28', 'N163') [[18.551435]]
('N5', 'N176') [[18.551188]]
('N95', 'N159') [[18.550589]]
('N14', 'N98') [[18.54903]]
('N74', 'N214') [[18.546808]]
('N74', 'N88') [[18.545628]]
('N30', 'N71') [[18.544794]]
('N2', 'N206') [[18.54338]]
('N82', 'N205') [[18.54187]]
('N73', 'N89') [[18.538187]]
('N139', 'N206') [[18.533829]]
('N71', 'N214') [[18.533377]]
('N28', 'N30') [[18.525509]]
('N89', 'N183') [[18.524158]]
('N28', 'N82') [[18.521357]]
('N85', 'N95') [[18.520866]]
('N95', 'N135') [[18.520285]]
