('M0P1', 'M0P2') [[22.327044]]
('N68', 'N135') [[20.14645]]
('N219', 'N245') [[19.972813]]
('N68', 'N114') [[19.933521]]
('N68', 'N88') [[19.917625]]
('N88', 'N135') [[19.835459]]
('N215', 'N219') [[19.796757]]
('N173', 'N185') [[19.712437]]
('N96', 'N219') [[19.692034]]
('N206', 'N219') [[19.677101]]
('N60', 'N136') [[19.661186]]
('N60', 'N148') [[19.59935]]
('N72', 'N219') [[19.590513]]
('N185', 'N219') [[19.587244]]
('N112', 'M0P1') [[19.556494]]
('N26', 'N148') [[19.523703]]
('N68', 'N72') [[19.522768]]
('N134', 'N219') [[19.50815]]
('N88', 'N148') [[19.50279]]
('N60', 'N125') [[19.501192]]
('N16', 'N135') [[19.47993]]
('N180', 'N219') [[19.42199]]
('N69', 'N185') [[19.390148]]
('N33', 'N68') [[19.384638]]
('N68', 'N206') [[19.375244]]
('N48', 'N68') [[19.371075]]
('N16', 'N219') [[19.366632]]
('N60', 'N68') [[19.365698]]
('N14', 'N69') [[19.362293]]
('N114', 'N219') [[19.357527]]
('N185', 'N226') [[19.351068]]
('N68', 'N157') [[19.351034]]
('N18', 'N101') [[19.349054]]
('N148', 'N219') [[19.343765]]
('N60', 'N135') [[19.340252]]
('N96', 'N112') [[19.32494]]
('N219', 'N238') [[19.312824]]
('N68', 'N215') [[19.310139]]
('N88', 'N136') [[19.301563]]
('N22', 'N185') [[19.286022]]
('N88', 'N185') [[19.282614]]
('N72', 'N88') [[19.28103]]
('N88', 'N99') [[19.274982]]
('N68', 'N112') [[19.272697]]
('N16', 'N206') [[19.260786]]
('N60', 'N234') [[19.256262]]
('N88', 'N245') [[19.253258]]
('N16', 'N136') [[19.244495]]
('N72', 'N125') [[19.237013]]
('N180', 'N245') [[19.234674]]
('N37', 'N180') [[19.23372]]
('N37', 'N68') [[19.228445]]
('N135', 'N148') [[19.221357]]
('N45', 'N68') [[19.22071]]
('N26', 'N219') [[19.213871]]
('N88', 'N180') [[19.208233]]
('N16', 'N148') [[19.205935]]
('N114', 'N148') [[19.203304]]
('N45', 'N219') [[19.201397]]
('N135', 'N229') [[19.199442]]
('N68', 'N96') [[19.18515]]
('N72', 'N148') [[19.18197]]
('N60', 'N175') [[19.177706]]
('N69', 'N173') [[19.176695]]
('N88', 'N220') [[19.175789]]
('N60', 'N113') [[19.17347]]
('N7', 'N88') [[19.171566]]
('N206', 'N245') [[19.171259]]
('N135', 'N149') [[19.16779]]
('N169', 'N245') [[19.16575]]
('N72', 'N86') [[19.163633]]
('N60', 'N88') [[19.163465]]
('N88', 'N149') [[19.162554]]
('N68', 'N219') [[19.162193]]
('N136', 'N149') [[19.16215]]
('N148', 'N185') [[19.152832]]
('N113', 'N219') [[19.14774]]
('N16', 'N89') [[19.147697]]
('N88', 'N183') [[19.145466]]
('N134', 'N200') [[19.142628]]
('N14', 'N60') [[19.14221]]
('N72', 'N183') [[19.140106]]
('N68', 'N169') [[19.135992]]
('N71', 'N219') [[19.13282]]
('N68', 'N148') [[19.132183]]
('N68', 'N149') [[19.129032]]
('N86', 'N232') [[19.128843]]
('N219', 'N226') [[19.127886]]
('N64', 'N219') [[19.119877]]
('N27', 'N88') [[19.117498]]
('N68', 'N245') [[19.114628]]
('N88', 'N174') [[19.1131]]
('N60', 'N219') [[19.111712]]
('N165', 'N245') [[19.106264]]
('N174', 'N219') [[19.104544]]
('N10', 'N12') [[19.100622]]
('N216', 'N219') [[19.09915]]
('N202', 'N219') [[19.096966]]
('N72', 'N216') [[19.09667]]
('N16', 'N56') [[19.090887]]
('N219', 'N232') [[19.080294]]
('N138', 'N185') [[19.078812]]
('N68', 'N165') [[19.07606]]
('N69', 'N88') [[19.07592]]
('N56', 'N165') [[19.071985]]
('N49', 'N219') [[19.071854]]
('N68', 'N125') [[19.071526]]
('N148', 'N232') [[19.066458]]
('N98', 'N135') [[19.065342]]
