('M0P1', 'M0P2') [[63.3123]]
('N77', 'N190') [[19.505466]]
('N84', 'N102') [[19.313229]]
('N161', 'N249') [[19.19882]]
('N102', 'N161') [[19.138918]]
('N161', 'N168') [[19.112852]]
('N77', 'N102') [[19.102022]]
('N77', 'N90') [[19.056055]]
('N6', 'N48') [[19.046934]]
('N66', 'N74') [[19.035358]]
('N32', 'N161') [[19.024279]]
('N133', 'N249') [[19.022314]]
('N83', 'N161') [[18.994827]]
('N32', 'N159') [[18.978579]]
('N217', 'N249') [[18.931658]]
('N77', 'N249') [[18.909643]]
('N74', 'N161') [[18.909319]]
('N75', 'M0P2') [[18.90586]]
('N63', 'N75') [[18.88631]]
('N6', 'N77') [[18.878239]]
('N32', 'N58') [[18.868511]]
('N75', 'M0P1') [[18.864092]]
('N32', 'N102') [[18.858675]]
('N32', 'N39') [[18.835102]]
('N161', 'N205') [[18.82661]]
('N159', 'N205') [[18.824408]]
('N161', 'N189') [[18.807714]]
('N120', 'N161') [[18.774471]]
('N52', 'N74') [[18.767923]]
('N159', 'N249') [[18.766817]]
('N102', 'N249') [[18.766552]]
('N15', 'N161') [[18.76552]]
('N77', 'N247') [[18.759632]]
('N75', 'N196') [[18.753065]]
('N32', 'N44') [[18.727945]]
('N32', 'N133') [[18.726225]]
('N89', 'N161') [[18.717133]]
('N121', 'N161') [[18.714575]]
('N139', 'N161') [[18.713871]]
('N32', 'N75') [[18.7096]]
('N75', 'N210') [[18.704863]]
('N78', 'N161') [[18.704315]]
('N32', 'N249') [[18.703594]]
('N48', 'N161') [[18.701189]]
('N33', 'N161') [[18.695164]]
('N16', 'N20') [[18.693953]]
('N66', 'N159') [[18.69258]]
('N16', 'N197') [[18.686607]]
('N161', 'N220') [[18.685732]]
('N102', 'N197') [[18.678497]]
('N63', 'N77') [[18.671144]]
('N75', 'N249') [[18.670418]]
('N63', 'N144') [[18.668203]]
('N77', 'N186') [[18.660145]]
('N84', 'N161') [[18.6599]]
('N77', 'N197') [[18.65847]]
('N190', 'N196') [[18.655027]]
('N20', 'N127') [[18.652094]]
('N32', 'N77') [[18.65204]]
('N27', 'N139') [[18.64668]]
('N90', 'N197') [[18.646215]]
('N77', 'N196') [[18.637259]]
('N32', 'N229') [[18.635893]]
('N3', 'N249') [[18.633694]]
('N12', 'N59') [[18.633528]]
('N6', 'N247') [[18.631132]]
('N68', 'N249') [[18.629278]]
('N44', 'N48') [[18.626669]]
('N35', 'N77') [[18.625639]]
('N22', 'N32') [[18.619392]]
('N12', 'N74') [[18.616615]]
('N57', 'N161') [[18.613848]]
('N159', 'N161') [[18.600327]]
('N161', 'N232') [[18.598207]]
('N45', 'N161') [[18.59376]]
('N32', 'N83') [[18.592314]]
('N3', 'N32') [[18.588333]]
('N27', 'N189') [[18.587734]]
('N48', 'N121') [[18.586493]]
('N27', 'N249') [[18.585905]]
('N12', 'N161') [[18.583683]]
('N64', 'N77') [[18.582245]]
('N133', 'N161') [[18.580112]]
('N205', 'N212') [[18.579649]]
('N161', 'N175') [[18.578848]]
('N75', 'N102') [[18.576624]]
('N161', 'N242') [[18.57579]]
('N77', 'N193') [[18.573593]]
('N44', 'N161') [[18.573154]]
('N77', 'N112') [[18.568716]]
('N58', 'N161') [[18.568008]]
('N186', 'N190') [[18.566122]]
('N75', 'N77') [[18.56609]]
('N45', 'N102') [[18.565163]]
('N75', 'N136') [[18.561964]]
('N77', 'N159') [[18.561113]]
('N111', 'N161') [[18.558065]]
('N16', 'N190') [[18.555855]]
('N104', 'N249') [[18.55348]]
('N32', 'N84') [[18.552338]]
('N27', 'N248') [[18.550142]]
('N16', 'N77') [[18.549713]]
('N14', 'N98') [[18.549314]]
('N96', 'N205') [[18.5491]]
('N196', 'N249') [[18.547382]]
('N77', 'N142') [[18.543058]]
('N20', 'N89') [[18.542662]]
('N3', 'N119') [[18.541168]]
('N32', 'N57') [[18.538368]]
('N77', 'N208') [[18.536322]]
('N20', 'N187') [[18.534]]
('N16', 'N32') [[18.533411]]
('N161', 'N248') [[18.530401]]
('N32', 'N65') [[18.527512]]
('N63', 'N188') [[18.52637]]
('N32', 'M0P1') [[18.52635]]
('N74', 'N196') [[18.5242]]
('N139', 'N143') [[18.523829]]
('N16', 'N68') [[18.523302]]
('N161', 'N183') [[18.521204]]
('N32', 'N89') [[18.52085]]
('N32', 'N63') [[18.519413]]
('N65', 'N77') [[18.518484]]
('N1', 'N75') [[18.518167]]
('N35', 'N98') [[18.517704]]
('N83', 'N89') [[18.51573]]
('N186', 'N249') [[18.515148]]
('N75', 'N250') [[18.514402]]
('N14', 'N161') [[18.511772]]
('N4', 'N249') [[18.51163]]
('N190', 'N197') [[18.511261]]
('N32', 'N188') [[18.508133]]
('N165', 'N249') [[18.500204]]
('N96', 'N249') [[18.499903]]
('N32', 'N232') [[18.498808]]
('N161', 'N197') [[18.49878]]
('N52', 'N249') [[18.498014]]
('N162', 'N249') [[18.497555]]
('N168', 'N217') [[18.491322]]
('N63', 'N197') [[18.491247]]
('N32', 'N74') [[18.488256]]
('N6', 'N74') [[18.482983]]
('N3', 'N74') [[18.478056]]
('N6', 'N133') [[18.475191]]
('N16', 'N74') [[18.475183]]
('N32', 'N181') [[18.4741]]
('N48', 'N212') [[18.469995]]
('N161', 'N190') [[18.469744]]
('N63', 'N121') [[18.4696]]
('N47', 'N77') [[18.468866]]
('N6', 'N153') [[18.467493]]
('N1', 'N32') [[18.466276]]
('N59', 'N71') [[18.466082]]
('N63', 'N174') [[18.465126]]
('N27', 'N80') [[18.463049]]
('N27', 'N168') [[18.462797]]
('N63', 'N159') [[18.46277]]
('N63', 'N96') [[18.462324]]
('N74', 'N197') [[18.460749]]
('N14', 'N159') [[18.458523]]
('N52', 'N217') [[18.45707]]
('N3', 'N133') [[18.456778]]
('N31', 'N48') [[18.454775]]
('N32', 'N68') [[18.454037]]
('N32', 'N33') [[18.452202]]
('N20', 'N32') [[18.4499]]
('N32', 'N59') [[18.448978]]
('N16', 'N133') [[18.448977]]
('N77', 'N161') [[18.445822]]
