('M0P1', 'M0P2') [[49.31014]]
('N4', 'M0P2') [[20.975075]]
('N4', 'M0P1') [[20.568827]]
('N185', 'M0P1') [[20.443869]]
('N185', 'M0P2') [[20.13913]]
('N54', 'N178') [[19.70247]]
('N54', 'N229') [[19.490038]]
('N79', 'N193') [[19.442163]]
('N9', 'N230') [[19.40723]]
('N102', 'M0P1') [[19.405548]]
('N54', 'M0P1') [[19.393667]]
('N102', 'M0P2') [[19.375837]]
('N54', 'N173') [[19.284126]]
('N3', 'N10') [[19.253017]]
('N102', 'N229') [[19.228937]]
('N176', 'M0P1') [[19.195105]]
('N174', 'M0P2') [[19.136023]]
('N79', 'N127') [[19.1331]]
('N30', 'N178') [[19.113638]]
('N5', 'N102') [[19.109797]]
('N79', 'N229') [[19.10458]]
('N85', 'N99') [[19.10231]]
('N54', 'M0P2') [[19.078785]]
('N21', 'N134') [[19.061556]]
('N112', 'N188') [[19.04988]]
('N53', 'N230') [[19.037952]]
('N183', 'N229') [[19.033342]]
('N5', 'N9') [[19.029768]]
('N1', 'N165') [[19.027475]]
('N176', 'M0P2') [[19.027388]]
('N54', 'N186') [[19.02526]]
('N44', 'N178') [[19.018932]]
('N102', 'N173') [[19.013758]]
('N82', 'M0P1') [[19.005991]]
('N208', 'N230') [[19.00287]]
('N103', 'N134') [[19.002563]]
('N9', 'N99') [[18.997892]]
('N178', 'N210') [[18.991781]]
('N79', 'N207') [[18.989105]]
('N103', 'N236') [[18.987507]]
('N10', 'N229') [[18.986544]]
('N1', 'N79') [[18.973713]]
('N186', 'M0P1') [[18.9605]]
('N53', 'N88') [[18.954857]]
('N174', 'M0P1') [[18.952644]]
('N178', 'N229') [[18.952616]]
('N79', 'N106') [[18.939999]]
('N127', 'N237') [[18.936255]]
('N224', 'N240') [[18.934258]]
('N88', 'N230') [[18.932268]]
('N230', 'N240') [[18.929392]]
('N102', 'N165') [[18.927729]]
('N208', 'N240') [[18.919096]]
('N9', 'M0P1') [[18.913525]]
('N229', 'M0P1') [[18.91319]]
('N79', 'N102') [[18.910955]]
('N3', 'N217') [[18.909195]]
('N96', 'N229') [[18.90538]]
('N167', 'N251') [[18.904573]]
('N54', 'N183') [[18.899952]]
('N102', 'N153') [[18.899153]]
('N79', 'N202') [[18.890745]]
('N3', 'N140') [[18.88508]]
('N79', 'N125') [[18.88443]]
('N54', 'N210') [[18.88163]]
('N3', 'N102') [[18.877575]]
('N3', 'N219') [[18.87102]]
('N69', 'N229') [[18.866407]]
('N102', 'N106') [[18.862837]]
('N9', 'N35') [[18.861895]]
('N108', 'N229') [[18.86188]]
('N220', 'M0P1') [[18.851501]]
('N102', 'N103') [[18.84939]]
('N56', 'N102') [[18.835861]]
('N82', 'N83') [[18.83221]]
('N88', 'N183') [[18.82934]]
('N102', 'N174') [[18.82907]]
('N44', 'N96') [[18.828266]]
('N5', 'N42') [[18.826803]]
('N5', 'N82') [[18.826443]]
('N83', 'N102') [[18.824366]]
('N4', 'N159') [[18.823227]]
('N71', 'N210') [[18.819468]]
('N35', 'N102') [[18.817371]]
('N10', 'N79') [[18.816818]]
('N5', 'N178') [[18.816233]]
('N5', 'N230') [[18.81502]]
('N21', 'N140') [[18.813797]]
('N21', 'N125') [[18.81283]]
('N183', 'N202') [[18.812637]]
('N153', 'N236') [[18.812584]]
('N98', 'N178') [[18.808764]]
('N156', 'N229') [[18.805458]]
('N79', 'N236') [[18.805456]]
('N125', 'N168') [[18.803066]]
('N21', 'N161') [[18.795834]]
('N102', 'N188') [[18.794645]]
('N9', 'N161') [[18.794592]]
('N185', 'N230') [[18.787518]]
('N5', 'N224') [[18.780624]]
('N13', 'N79') [[18.779804]]
('N9', 'N188') [[18.779505]]
('N13', 'N230') [[18.778246]]
('N5', 'N208') [[18.77824]]
('N186', 'M0P2') [[18.776913]]
('N39', 'N242') [[18.772877]]
('N99', 'N199') [[18.77097]]
('N79', 'N178') [[18.769941]]
('N5', 'N229') [[18.762878]]
('N5', 'N237') [[18.761393]]
('N21', 'N210') [[18.755426]]
('N5', 'N167') [[18.753162]]
('N102', 'N107') [[18.753084]]
('N102', 'N219') [[18.745113]]
('N119', 'N153') [[18.740622]]
('N207', 'N236') [[18.739836]]
('N53', 'N165') [[18.739626]]
('N112', 'N181') [[18.738358]]
('N3', 'N44') [[18.73668]]
('N20', 'N112') [[18.736492]]
('N42', 'N231') [[18.73559]]
('N39', 'N240') [[18.734241]]
('N2', 'N178') [[18.733593]]
('N30', 'N230') [[18.732729]]
('N165', 'N178') [[18.730408]]
('N9', 'N205') [[18.728653]]
('N82', 'N208') [[18.724447]]
('N99', 'N103') [[18.72332]]
('N125', 'N127') [[18.722202]]
('N96', 'N186') [[18.722017]]
('N5', 'N153') [[18.721693]]
('N5', 'N44') [[18.721096]]
('N5', 'N188') [[18.71947]]
('N4', 'N102') [[18.719408]]
('N178', 'N183') [[18.717102]]
('N39', 'N53') [[18.716505]]
('N173', 'N178') [[18.714853]]
('N27', 'N102') [[18.71394]]
('N125', 'N230') [[18.713448]]
('N18', 'N229') [[18.711678]]
('N143', 'N237') [[18.711319]]
('N153', 'N230') [[18.710001]]
('N3', 'N178') [[18.708849]]
('N3', 'N49') [[18.70858]]
('N112', 'N236') [[18.706278]]
('N56', 'N224') [[18.70557]]
('N53', 'N178') [[18.703756]]
('N178', 'N185') [[18.702559]]
('N54', 'N230') [[18.701855]]
('N54', 'N102') [[18.699615]]
('N9', 'N185') [[18.699465]]
('N1', 'N240') [[18.696709]]
('N38', 'N240') [[18.694914]]
('N30', 'N102') [[18.69298]]
('N102', 'N121') [[18.688639]]
('N125', 'N183') [[18.688618]]
('N102', 'N217') [[18.687702]]
('N208', 'N236') [[18.686836]]
('N140', 'N251') [[18.684671]]
('N54', 'N110') [[18.683716]]
('N140', 'N178') [[18.682976]]
('N102', 'N112') [[18.681925]]
('N54', 'N107') [[18.68174]]
('N140', 'N161') [[18.68117]]
('N49', 'N130') [[18.677738]]
('N9', 'N240') [[18.67621]]
('N170', 'M0P2') [[18.675]]
('N5', 'N96') [[18.6736]]
('N10', 'N53') [[18.673563]]
('N141', 'N178') [[18.67347]]
('N3', 'N64') [[18.672949]]
('N176', 'N240') [[18.67264]]
('N99', 'N159') [[18.672546]]
('N112', 'N230') [[18.672228]]
('N5', 'N21') [[18.66925]]
('N3', 'N54') [[18.667633]]
('N9', 'N186') [[18.66688]]
('N140', 'N215') [[18.666508]]
('N80', 'N134') [[18.666214]]
('N99', 'N178') [[18.664932]]
('N9', 'N246') [[18.66311]]
('N103', 'N137') [[18.66288]]
('N21', 'N178') [[18.662518]]
('N5', 'M0P2') [[18.662382]]
('N173', 'N229') [[18.661348]]
('N3', 'N9') [[18.660776]]
('N20', 'N144') [[18.66075]]
('N125', 'N159') [[18.659607]]
('N50', 'N183') [[18.658075]]
('N224', 'N230') [[18.65772]]
('N21', 'N232') [[18.657347]]
('N53', 'N210') [[18.6571]]
('N1', 'N85') [[18.65595]]
('N138', 'N229') [[18.655571]]
('N9', 'N210') [[18.655092]]
('N230', 'N231') [[18.65497]]
('N208', 'M0P1') [[18.654552]]
('N56', 'N75') [[18.653305]]
('N54', 'N82') [[18.6533]]
('N3', 'N230') [[18.652384]]
('N99', 'N210') [[18.652205]]
('N56', 'N112') [[18.651186]]
('N15', 'N224') [[18.649366]]
('N112', 'N183') [[18.648317]]
('N21', 'N183') [[18.646334]]
('N110', 'N181') [[18.645836]]
('N98', 'N99') [[18.645565]]
('N102', 'N154') [[18.644909]]
('N42', 'N140') [[18.644264]]
('N240', 'N242') [[18.64366]]
('N5', 'N73') [[18.643108]]
('N63', 'N79') [[18.64115]]
('N159', 'N210') [[18.640587]]
('N109', 'N229') [[18.640245]]
('N54', 'N240') [[18.63957]]
('N31', 'N54') [[18.639088]]
('N5', 'M0P1') [[18.638933]]
('N27', 'N165') [[18.637615]]
('N188', 'N229') [[18.637178]]
('N74', 'N102') [[18.634676]]
('N229', 'N245') [[18.63413]]
('N3', 'N88') [[18.634064]]
('N79', 'N139') [[18.633259]]
('N227', 'N230') [[18.632643]]
('N54', 'N185') [[18.63143]]
('N5', 'N159') [[18.631004]]
('N20', 'M0P1') [[18.629807]]
('N54', 'N161') [[18.628807]]
('N45', 'N112') [[18.628805]]
('N30', 'N116') [[18.628511]]
('N224', 'N229') [[18.628254]]
('N4', 'N185') [[18.627783]]
('N1', 'N10') [[18.627657]]
('N44', 'N229') [[18.627367]]
('N140', 'N185') [[18.627258]]
('N153', 'N242') [[18.626343]]
('N186', 'N229') [[18.62411]]
('N102', 'N176') [[18.623829]]
('N82', 'N125') [[18.623722]]
('N20', 'N208') [[18.622766]]
('N5', 'N143') [[18.622694]]
('N159', 'N178') [[18.622164]]
('N3', 'N22') [[18.621876]]
('N103', 'N112') [[18.62181]]
('N30', 'N127') [[18.621647]]
('N5', 'N74') [[18.621605]]
('N79', 'N153') [[18.620916]]
('N21', 'N53') [[18.619944]]
('N79', 'N88') [[18.619844]]
('N102', 'N119') [[18.618803]]
('N1', 'N102') [[18.617653]]
('N134', 'N230') [[18.617369]]
('N53', 'N167') [[18.615433]]
('N4', 'N79') [[18.613768]]
('N134', 'N204') [[18.613377]]
('N23', 'N127') [[18.612667]]
('N27', 'N178') [[18.611206]]
('N79', 'N107') [[18.609598]]
('N231', 'N240') [[18.609497]]
('N87', 'N178') [[18.609245]]
('N79', 'N183') [[18.607332]]
('N210', 'N241') [[18.60582]]
('N102', 'N159') [[18.604464]]
('N3', 'N108') [[18.604372]]
('N102', 'N183') [[18.603897]]
('N79', 'N134') [[18.603693]]
('N10', 'N169') [[18.60324]]
('N178', 'N219') [[18.6023]]
('N56', 'N88') [[18.598888]]
('N102', 'N236') [[18.597979]]
('N31', 'M0P1') [[18.596762]]
('N5', 'N181') [[18.594727]]
('N160', 'N207') [[18.59366]]
('N50', 'N186') [[18.591599]]
('N79', 'N112') [[18.591423]]
('N127', 'N210') [[18.59123]]
('N53', 'N108') [[18.59073]]
('N53', 'N123') [[18.590584]]
('N102', 'N240') [[18.590122]]
('N12', 'N79') [[18.590122]]
('N54', 'N224') [[18.589392]]
('N83', 'N229') [[18.589258]]
('N144', 'N188') [[18.588017]]
('N210', 'M0P2') [[18.587683]]
('N10', 'N130') [[18.58694]]
