('M0P1', 'M0P2') [[52.706535]]
('N58', 'M0P2') [[21.157887]]
('N58', 'M0P1') [[20.585733]]
('N30', 'M0P2') [[19.262573]]
('N117', 'N187') [[19.195911]]
('N152', 'N233') [[19.164127]]
('N150', 'N187') [[19.1392]]
('N35', 'N187') [[19.105368]]
('N58', 'N140') [[19.098202]]
('N187', 'M0P2') [[19.08039]]
('N175', 'M0P2') [[19.026863]]
('N233', 'N248') [[18.986229]]
('N103', 'N175') [[18.920588]]
('N37', 'N64') [[18.911758]]
('N229', 'M0P2') [[18.902597]]
('N187', 'N195') [[18.898928]]
('N233', 'M0P2') [[18.896229]]
('N21', 'N187') [[18.894943]]
('N58', 'N192') [[18.892754]]
('N64', 'N187') [[18.872553]]
('N88', 'N152') [[18.861986]]
('N233', 'N240') [[18.848738]]
('N58', 'N187') [[18.832546]]
('N115', 'N184') [[18.81262]]
('N50', 'N117') [[18.811115]]
('N35', 'N39') [[18.793453]]
('N93', 'N187') [[18.784292]]
('N64', 'N84') [[18.783525]]
('N58', 'N246') [[18.781645]]
('N152', 'N199') [[18.780924]]
('N152', 'N250') [[18.779108]]
('N35', 'N195') [[18.778896]]
('N30', 'N175') [[18.778406]]
('N58', 'N195') [[18.7698]]
('N35', 'M0P2') [[18.767063]]
('N102', 'N192') [[18.761873]]
('N101', 'N187') [[18.760557]]
('N172', 'N187') [[18.759161]]
('N98', 'N187') [[18.757452]]
('N118', 'N152') [[18.74483]]
('N110', 'N195') [[18.743658]]
('N48', 'N233') [[18.728909]]
('N101', 'N246') [[18.728283]]
('N58', 'N110') [[18.722692]]
('N39', 'M0P2') [[18.7218]]
('N152', 'N241') [[18.721775]]
('N11', 'N187') [[18.7182]]
('N165', 'N187') [[18.708662]]
('N117', 'N152') [[18.708397]]
('N77', 'N84') [[18.707966]]
('N108', 'N187') [[18.707571]]
('N75', 'N175') [[18.699621]]
('N13', 'N222') [[18.695957]]
('N35', 'N117') [[18.691881]]
('N115', 'N233') [[18.68828]]
('N21', 'N195') [[18.68823]]
('N99', 'N248') [[18.687613]]
('N64', 'N152') [[18.687155]]
('N110', 'N253') [[18.686354]]
('N39', 'N64') [[18.683142]]
('N186', 'N233') [[18.68147]]
('N187', 'N229') [[18.679232]]
('N61', 'N187') [[18.675432]]
('N84', 'N192') [[18.674877]]
('N48', 'N250') [[18.67463]]
