('M0P1', 'M0P2') [[40.539703]]
('N59', 'N160') [[19.310265]]
('N169', 'N221') [[19.147106]]
('N6', 'N152') [[19.131155]]
('N129', 'N152') [[19.125479]]
('N22', 'N169') [[19.110655]]
('N73', 'N169') [[19.071136]]
('N152', 'N209') [[19.05027]]
('N161', 'N209') [[19.047146]]
('N49', 'N169') [[19.032532]]
('N161', 'N169') [[19.0297]]
('N50', 'N152') [[18.997152]]
('N49', 'N129') [[18.986612]]
('N152', 'N191') [[18.965544]]
('N137', 'N152') [[18.955248]]
('N78', 'N161') [[18.93465]]
('N169', 'N220') [[18.863785]]
('N56', 'N77') [[18.824839]]
('N144', 'N200') [[18.811964]]
('N31', 'N213') [[18.80808]]
('N152', 'N153') [[18.807964]]
('N36', 'N169') [[18.799677]]
('N122', 'N152') [[18.790462]]
('N152', 'N225') [[18.78457]]
('N3', 'N221') [[18.771038]]
('N1', 'N152') [[18.764776]]
('N37', 'N200') [[18.763657]]
('N122', 'N200') [[18.758392]]
('N101', 'N152') [[18.75586]]
('N146', 'N152') [[18.754549]]
('N57', 'N123') [[18.753735]]
('N152', 'N213') [[18.740667]]
('N6', 'N8') [[18.74041]]
('N152', 'N237') [[18.728283]]
('N49', 'N252') [[18.725365]]
('N137', 'N213') [[18.724976]]
('N3', 'N11') [[18.711155]]
('N61', 'N120') [[18.709076]]
('N6', 'N106') [[18.699394]]
('N78', 'N144') [[18.68804]]
('N4', 'N144') [[18.684351]]
('N37', 'N244') [[18.68391]]
('N129', 'N175') [[18.68352]]
('N155', 'N169') [[18.678448]]
('N92', 'N160') [[18.676401]]
('N169', 'N252') [[18.67581]]
('N112', 'N129') [[18.67475]]
('N92', 'N152') [[18.67473]]
('N50', 'N169') [[18.674557]]
('N50', 'N161') [[18.672054]]
('N78', 'N83') [[18.667551]]
('N152', 'N186') [[18.657549]]
('N169', 'N189') [[18.655506]]
('N115', 'N221') [[18.640423]]
('N106', 'N152') [[18.640396]]
('N6', 'N129') [[18.636904]]
('N25', 'N160') [[18.636034]]
('N152', 'N252') [[18.63452]]
('N220', 'N221') [[18.634481]]
('N160', 'N204') [[18.629831]]
('N137', 'N204') [[18.62248]]
('N36', 'N77') [[18.619942]]
('N34', 'N35') [[18.619753]]
('N53', 'N152') [[18.6197]]
('N169', 'N213') [[18.619677]]
('N143', 'M0P1') [[18.617466]]
('N78', 'N169') [[18.6158]]
('N103', 'N169') [[18.61511]]
('N49', 'N83') [[18.61447]]
('N6', 'N209') [[18.605055]]
('N6', 'N140') [[18.60502]]
('N108', 'N152') [[18.600971]]
('N162', 'N169') [[18.595575]]
('N22', 'N191') [[18.591993]]
('N213', 'N221') [[18.591238]]
('N6', 'N96') [[18.589773]]
('N22', 'N74') [[18.58922]]
('N103', 'N160') [[18.58669]]
('N118', 'N169') [[18.584375]]
('N151', 'N213') [[18.58128]]
('N4', 'N152') [[18.57978]]
('N137', 'N226') [[18.578127]]
('N22', 'N152') [[18.57625]]
('N169', 'N233') [[18.574188]]
('N11', 'N152') [[18.56948]]
('N36', 'N213') [[18.566845]]
('N96', 'N152') [[18.565943]]
('N49', 'N201') [[18.563335]]
('N61', 'N167') [[18.558775]]
('N129', 'N186') [[18.558739]]
('N148', 'N169') [[18.558308]]
('N34', 'N221') [[18.557005]]
('N152', 'N200') [[18.556694]]
('N25', 'N169') [[18.555937]]
('N160', 'N237') [[18.554731]]
('N15', 'N152') [[18.554607]]
('N152', 'N169') [[18.554531]]
('N67', 'N152') [[18.552265]]
('N152', 'N204') [[18.551199]]
('N50', 'N221') [[18.550695]]
('N186', 'N200') [[18.550156]]
('N49', 'N221') [[18.548698]]
('N57', 'N182') [[18.54764]]
('N6', 'N114') [[18.543423]]
('N11', 'N129') [[18.543041]]
('N63', 'N83') [[18.540747]]
('N22', 'N137') [[18.540075]]
('N144', 'N161') [[18.538813]]
('N22', 'N221') [[18.537533]]
('N152', 'N221') [[18.535303]]
('N8', 'N152') [[18.529064]]
('N77', 'N246') [[18.527893]]
('N77', 'N213') [[18.527153]]
('N49', 'N246') [[18.52567]]
('N146', 'N182') [[18.523685]]
('N226', 'N252') [[18.522701]]
('N141', 'N213') [[18.521122]]
('N132', 'N152') [[18.52074]]
('N34', 'N169') [[18.520555]]
('N77', 'N189') [[18.516756]]
('N22', 'N112') [[18.515972]]
('N15', 'N213') [[18.515972]]
('N118', 'N204') [[18.513268]]
('N17', 'N161') [[18.507002]]
('N1', 'N129') [[18.505611]]
('N52', 'N146') [[18.504972]]
('N4', 'N49') [[18.504751]]
('N82', 'N169') [[18.50372]]
('N34', 'N189') [[18.500914]]
('N114', 'N129') [[18.497093]]
('N6', 'N50') [[18.49698]]
('N36', 'N141') [[18.494987]]
('N161', 'N244') [[18.494537]]
('N138', 'N160') [[18.494482]]
('N6', 'N49') [[18.493013]]
('N152', 'N206') [[18.492437]]
('N155', 'N192') [[18.490898]]
('N106', 'N137') [[18.490541]]
('N24', 'N197') [[18.490358]]
('N110', 'N169') [[18.48936]]
('N189', 'N252') [[18.488985]]
('N169', 'N236') [[18.48792]]
('N49', 'N74') [[18.48739]]
('N22', 'N189') [[18.485815]]
('N169', 'N235') [[18.48455]]
