('M0P1', 'M0P2') [[38.8731]]
('N86', 'N180') [[19.576344]]
('N139', 'N173') [[19.56641]]
('N133', 'N180') [[19.433805]]
('N101', 'N155') [[19.369608]]
('N101', 'N173') [[19.364944]]
('N134', 'N173') [[19.341753]]
('N22', 'N180') [[19.33301]]
('N173', 'N201') [[19.214886]]
('N139', 'N242') [[19.206713]]
('N135', 'N139') [[19.205963]]
('N89', 'N173') [[19.20569]]
('N139', 'N206') [[19.203585]]
('N70', 'N101') [[19.195692]]
('N139', 'N200') [[19.189888]]
('N122', 'N176') [[19.188845]]
('N101', 'N166') [[19.178848]]
('N170', 'N180') [[19.173792]]
('N122', 'N155') [[19.169655]]
('N139', 'N201') [[19.163794]]
('N173', 'N176') [[19.154568]]
('N22', 'N55') [[19.152578]]
('N22', 'N244') [[19.15067]]
('N173', 'N186') [[19.14207]]
('N22', 'N134') [[19.139406]]
('N139', 'N154') [[19.134615]]
('N22', 'N232') [[19.134436]]
('N70', 'N209') [[19.125843]]
('N101', 'N180') [[19.122478]]
('N22', 'N243') [[19.11033]]
('N108', 'N122') [[19.107752]]
('N92', 'N139') [[19.099922]]
('N180', 'N209') [[19.086393]]
('N61', 'N166') [[19.084564]]
('N166', 'N180') [[19.07903]]
('N180', 'N199') [[19.075949]]
('N22', 'N59') [[19.073715]]
('N22', 'N61') [[19.070408]]
('N22', 'N176') [[19.066938]]
('N22', 'N53') [[19.063282]]
('N122', 'N180') [[19.058668]]
('N101', 'N183') [[19.044626]]
('N101', 'N201') [[19.03682]]
('N11', 'N180') [[19.029114]]
('N22', 'N122') [[19.02724]]
('N101', 'N172') [[19.027025]]
('N22', 'N89') [[19.026325]]
('N22', 'N43') [[19.02135]]
('N122', 'N131') [[19.016535]]
('N7', 'N127') [[19.008131]]
('N114', 'N139') [[18.988115]]
('N166', 'N199') [[18.985994]]
('N11', 'N101') [[18.973879]]
('N14', 'N186') [[18.971561]]
('N117', 'N122') [[18.968323]]
('N28', 'N139') [[18.966228]]
('N132', 'N180') [[18.964827]]
('N173', 'N180') [[18.958544]]
('N22', 'N177') [[18.957355]]
('N108', 'N117') [[18.957325]]
('N101', 'N243') [[18.951817]]
('N180', 'N248') [[18.951706]]
('N209', 'N218') [[18.949059]]
('N119', 'N180') [[18.94585]]
('N173', 'N207') [[18.94346]]
('N122', 'N200') [[18.942892]]
('N134', 'N139') [[18.942808]]
('N85', 'N101') [[18.94121]]
('N68', 'N173') [[18.939846]]
('N55', 'N170') [[18.936302]]
('N22', 'N86') [[18.935871]]
('N133', 'N173') [[18.934671]]
('N56', 'N131') [[18.932346]]
('N55', 'N89') [[18.92844]]
('N53', 'N135') [[18.924555]]
('N101', 'N170') [[18.923176]]
('N135', 'N180') [[18.916946]]
('N29', 'N122') [[18.914738]]
('N180', 'N241') [[18.913774]]
('N3', 'N101') [[18.909266]]
('N22', 'N166') [[18.908949]]
('N9', 'N248') [[18.908205]]
('N139', 'N177') [[18.903807]]
('N139', 'N176') [[18.90334]]
('N43', 'N170') [[18.90129]]
('N199', 'N223') [[18.897177]]
('N22', 'N135') [[18.893503]]
('N180', 'N242') [[18.89037]]
('N11', 'N139') [[18.889784]]
('N22', 'N132') [[18.886255]]
('N101', 'N133') [[18.885975]]
('N172', 'N176') [[18.884092]]
('N22', 'N131') [[18.883171]]
('N135', 'N173') [[18.880733]]
('N61', 'N131') [[18.87794]]
('N55', 'N139') [[18.873049]]
('N139', 'N155') [[18.872778]]
('N180', 'N238') [[18.872173]]
('N150', 'N173') [[18.869822]]
('N218', 'N242') [[18.867746]]
('N166', 'N183') [[18.86736]]
('N61', 'N135') [[18.86594]]
('N122', 'N199') [[18.859552]]
('N139', 'N247') [[18.853544]]
('N1', 'N173') [[18.851763]]
('N55', 'N209') [[18.849264]]
('N70', 'N180') [[18.848143]]
('N97', 'N157') [[18.845888]]
('N63', 'N180') [[18.84447]]
('N22', 'N117') [[18.838484]]
('N180', 'N192') [[18.836136]]
('N180', 'N185') [[18.836054]]
('N45', 'N101') [[18.835236]]
('N22', 'N27') [[18.835142]]
('N43', 'N68') [[18.834335]]
('N117', 'N170') [[18.832022]]
('N114', 'N180') [[18.828985]]
('N43', 'N139') [[18.828249]]
('N117', 'N139') [[18.820253]]
('N82', 'N131') [[18.818417]]
('N82', 'N125') [[18.81686]]
('N101', 'N220') [[18.816051]]
('N131', 'N180') [[18.81566]]
('N173', 'N253') [[18.81352]]
('N176', 'N210') [[18.813038]]
('N29', 'N166') [[18.810837]]
('N180', 'N244') [[18.808474]]
('N22', 'N79') [[18.807428]]
('N68', 'N139') [[18.80722]]
('N22', 'N125') [[18.804363]]
('N61', 'N139') [[18.803448]]
('N122', 'N218') [[18.802942]]
('N135', 'N175') [[18.802591]]
('N55', 'N122') [[18.80257]]
('N152', 'N180') [[18.800665]]
('N173', 'N200') [[18.800426]]
('N22', 'N242') [[18.799114]]
('N131', 'N166') [[18.798056]]
('N22', 'N178') [[18.796618]]
('N22', 'N192') [[18.796091]]
('N55', 'N173') [[18.795515]]
('N180', 'N193') [[18.793114]]
('N55', 'N166') [[18.792732]]
('N180', 'N200') [[18.791456]]
('N43', 'N131') [[18.790417]]
('N74', 'N139') [[18.78698]]
('N69', 'N122') [[18.786203]]
('N101', 'N232') [[18.782549]]
('N174', 'N176') [[18.782408]]
('N22', 'N146') [[18.78156]]
('N56', 'N180') [[18.780733]]
('N89', 'N97') [[18.779613]]
('N22', 'N108') [[18.779482]]
('N22', 'N48') [[18.778809]]
('N180', 'N219') [[18.778074]]
('N122', 'N209') [[18.777908]]
('N173', 'N192') [[18.776083]]
('N61', 'N173') [[18.7725]]
('N27', 'N155') [[18.769854]]
('N36', 'N101') [[18.769474]]
('N176', 'N192') [[18.767591]]
('N39', 'N180') [[18.764452]]
('N69', 'N173') [[18.762722]]
('N82', 'N139') [[18.76196]]
('N180', 'N218') [[18.758862]]
('N22', 'M0P1') [[18.758072]]
('N183', 'N207') [[18.755394]]
('N56', 'N117') [[18.75319]]
('N106', 'N206') [[18.749449]]
('N101', 'N209') [[18.747492]]
('N220', 'N243') [[18.747072]]
('N101', 'N192') [[18.745388]]
('N76', 'N180') [[18.745258]]
('N27', 'N180') [[18.744675]]
('N108', 'N199') [[18.74403]]
('N101', 'N176') [[18.743536]]
('N53', 'N139') [[18.743204]]
('N192', 'N210') [[18.741854]]
('N76', 'N131') [[18.737808]]
('N176', 'N232') [[18.735483]]
('N101', 'N122') [[18.733707]]
('N53', 'N180') [[18.73289]]
('N117', 'N201') [[18.732386]]
('N43', 'N79') [[18.731787]]
('N55', 'N59') [[18.730003]]
('N125', 'N176') [[18.729334]]
('N97', 'N253') [[18.729053]]
('N140', 'N180') [[18.72757]]
('N22', 'N200') [[18.727085]]
('N76', 'N116') [[18.72342]]
('N14', 'N22') [[18.723335]]
('N7', 'N122') [[18.715942]]
('N55', 'N101') [[18.714495]]
('N2', 'N11') [[18.71334]]
('N89', 'N101') [[18.713179]]
('N132', 'N199') [[18.712894]]
('N176', 'N180') [[18.71176]]
('N7', 'N199') [[18.71104]]
('N86', 'N173') [[18.710928]]
('N82', 'N180') [[18.708242]]
('N22', 'N199') [[18.706728]]
('N79', 'N131') [[18.702892]]
('N13', 'N22') [[18.702692]]
('N55', 'N97') [[18.70243]]
('N155', 'N157') [[18.702318]]
('N40', 'N89') [[18.69936]]
('N82', 'N122') [[18.696712]]
('N139', 'N180') [[18.696205]]
('N86', 'N132') [[18.696192]]
('N170', 'N252') [[18.69576]]
('N131', 'N183') [[18.69566]]
('N27', 'N173') [[18.695494]]
('N117', 'N180') [[18.692122]]
('N63', 'N248') [[18.691895]]
('N40', 'N135') [[18.691437]]
('N22', 'M0P2') [[18.691074]]
('N69', 'N180') [[18.690647]]
('N106', 'N122') [[18.68756]]
('N55', 'N135') [[18.68544]]
('N89', 'N243') [[18.68417]]
('N132', 'N243') [[18.683151]]
('N170', 'N173') [[18.682842]]
('N113', 'N173') [[18.682241]]
('N131', 'N242') [[18.682034]]
('N63', 'N131') [[18.680685]]
('N55', 'N176') [[18.68064]]
('N139', 'N170') [[18.680195]]
('N127', 'N139') [[18.676804]]
('N89', 'N180') [[18.676176]]
('N119', 'N199') [[18.675903]]
('N122', 'N173') [[18.675476]]
('N132', 'N170') [[18.67543]]
('N183', 'N232') [[18.674358]]
('N101', 'N145') [[18.67412]]
('N53', 'N173') [[18.67404]]
('N22', 'N144') [[18.673927]]
('N79', 'N170') [[18.668112]]
('N116', 'N139') [[18.666176]]
('N101', 'N248') [[18.663939]]
('N139', 'N150') [[18.663366]]
('N122', 'N193') [[18.66228]]
('N7', 'N139') [[18.662214]]
('N11', 'N150') [[18.66132]]
('N2', 'N166') [[18.660917]]
