('M0P1', 'M0P2') [[22.819145]]
('N143', 'M0P2') [[21.396729]]
('N36', 'N143') [[21.069849]]
('N143', 'M0P1') [[20.949303]]
('N143', 'N151') [[20.61645]]
('N143', 'N235') [[20.556807]]
('N7', 'N143') [[20.505938]]
('N121', 'N143') [[20.480963]]
('N17', 'N143') [[20.478659]]
('N69', 'N143') [[20.450935]]
('N69', 'M0P1') [[20.37008]]
('N189', 'N190') [[20.309967]]
('N208', 'M0P2') [[20.275465]]
('N115', 'N143') [[20.263285]]
('N131', 'M0P1') [[20.24443]]
('N36', 'N121') [[20.230608]]
('N17', 'M0P1') [[20.212736]]
('N1', 'N143') [[20.210491]]
('N92', 'M0P2') [[20.210312]]
('N92', 'N241') [[20.207315]]
('N103', 'N225') [[20.205738]]
('N104', 'N143') [[20.204775]]
('N6', 'N237') [[20.196686]]
('N7', 'N36') [[20.195475]]
('N121', 'N214') [[20.186722]]
('N69', 'N92') [[20.185972]]
('N143', 'N146') [[20.178867]]
('N6', 'N143') [[20.165207]]
('N172', 'M0P1') [[20.164526]]
('N36', 'N193') [[20.136974]]
('N214', 'N241') [[20.136433]]
('N0', 'N143') [[20.125467]]
('N6', 'N121') [[20.12118]]
('N6', 'N7') [[20.100863]]
('N143', 'N172') [[20.09726]]
('N115', 'N237') [[20.081436]]
('N7', 'N103') [[20.070816]]
('N4', 'N112') [[20.069279]]
('N69', 'N207') [[20.064323]]
('N103', 'N189') [[20.048225]]
('N143', 'N159') [[20.043943]]
('N36', 'N160') [[20.036823]]
('N92', 'N143') [[20.029844]]
('N136', 'N160') [[20.029696]]
('N135', 'N143') [[20.02764]]
('N74', 'N241') [[20.026722]]
('N121', 'N237') [[20.020601]]
('N143', 'N232') [[20.014112]]
('N0', 'N36') [[20.00969]]
('N36', 'N225') [[20.0095]]
('N106', 'N143') [[20.007269]]
('N172', 'N235') [[20.00659]]
('N22', 'N86') [[20.004179]]
('N143', 'N241') [[20.003769]]
('N6', 'N151') [[20.001812]]
('N13', 'N143') [[20.000774]]
('N207', 'N229') [[19.99476]]
('N20', 'N143') [[19.977266]]
('N143', 'N225') [[19.972305]]
('N0', 'N189') [[19.96974]]
('N143', 'N237') [[19.969332]]
('N86', 'N151') [[19.960873]]
('N12', 'N143') [[19.959705]]
('N143', 'N160') [[19.957706]]
('N151', 'N225') [[19.954636]]
('N128', 'N143') [[19.951384]]
('N36', 'N115') [[19.950878]]
('N26', 'M0P2') [[19.949863]]
('N208', 'N221') [[19.94861]]
('N143', 'N214') [[19.948538]]
('N225', 'N241') [[19.93465]]
('N95', 'N225') [[19.929056]]
('N36', 'N241') [[19.923939]]
('N77', 'N143') [[19.922613]]
('N70', 'M0P1') [[19.921003]]
('N100', 'N246') [[19.915247]]
('N143', 'N253') [[19.913158]]
('N151', 'N241') [[19.911371]]
('N26', 'M0P1') [[19.910751]]
('N36', 'N136') [[19.907452]]
('N87', 'N241') [[19.906359]]
('N225', 'M0P1') [[19.900976]]
('N160', 'N207') [[19.899632]]
('N115', 'N190') [[19.892153]]
('N26', 'N92') [[19.889933]]
('N100', 'N253') [[19.887556]]
('N128', 'N237') [[19.886448]]
('N143', 'N197') [[19.877289]]
('N86', 'N246') [[19.876163]]
('N69', 'N253') [[19.871946]]
('N96', 'N143') [[19.861343]]
('N109', 'N151') [[19.860973]]
('N36', 'N172') [[19.855148]]
('N127', 'N197') [[19.853909]]
('N12', 'N36') [[19.846014]]
('N151', 'N246') [[19.845709]]
('N56', 'N143') [[19.835878]]
('N86', 'N106') [[19.83263]]
('N143', 'N189') [[19.830137]]
('N26', 'N36') [[19.81494]]
('N36', 'N69') [[19.809076]]
('N175', 'N225') [[19.806978]]
('N100', 'N237') [[19.806726]]
('N100', 'N190') [[19.804907]]
('N121', 'N160') [[19.800543]]
('N12', 'N92') [[19.795597]]
('N0', 'N235') [[19.789316]]
('N133', 'N193') [[19.786152]]
('N136', 'N143') [[19.785784]]
('N136', 'N172') [[19.785458]]
('N69', 'N246') [[19.784153]]
('N207', 'N235') [[19.78305]]
('N4', 'N37') [[19.782146]]
('N37', 'N232') [[19.780886]]
('N172', 'N241') [[19.778648]]
('N77', 'N100') [[19.776735]]
('N121', 'N172') [[19.773216]]
('N26', 'N208') [[19.773117]]
('N17', 'N69') [[19.761131]]
('N115', 'N128') [[19.75908]]
('N16', 'N100') [[19.75775]]
('N160', 'N253') [[19.75452]]
('N160', 'N198') [[19.75121]]
('N112', 'N115') [[19.749811]]
('N36', 'N175') [[19.749142]]
('N232', 'M0P1') [[19.744171]]
('N121', 'N241') [[19.743965]]
('N63', 'M0P1') [[19.741743]]
('N235', 'M0P1') [[19.73967]]
('N225', 'N230') [[19.73745]]
('N4', 'N121') [[19.73723]]
('N12', 'M0P2') [[19.736177]]
('N227', 'N241') [[19.735735]]
('N103', 'N208') [[19.735725]]
('N36', 'N144') [[19.73469]]
('N136', 'N206') [[19.73229]]
('N17', 'N189') [[19.729433]]
('N36', 'N127') [[19.728086]]
('N151', 'N207') [[19.7271]]
('N69', 'N151') [[19.726728]]
('N36', 'N37') [[19.725483]]
('N37', 'N160') [[19.725254]]
