('M0P1', 'M0P2') [[41.69353]]
('N203', 'N241') [[19.800203]]
('N50', 'N203') [[19.646036]]
('N61', 'N141') [[19.393915]]
('N50', 'N126') [[19.26257]]
('N155', 'N191') [[19.189312]]
('N50', 'N241') [[19.188368]]
('N30', 'N32') [[19.171276]]
('N32', 'N116') [[19.125698]]
('N126', 'N132') [[19.103651]]
('N148', 'N191') [[19.093334]]
('N50', 'N146') [[19.085827]]
('N126', 'N191') [[19.078232]]
('N61', 'N191') [[19.070639]]
('N63', 'N241') [[19.039629]]
('N39', 'N122') [[19.037071]]
('N36', 'N203') [[19.027735]]
('N32', 'N241') [[19.014902]]
('N5', 'N50') [[18.999434]]
('N61', 'N203') [[18.996792]]
('N27', 'N32') [[18.98651]]
('N47', 'N191') [[18.981054]]
('N66', 'N191') [[18.97419]]
('N191', 'N227') [[18.96948]]
('N32', 'N195') [[18.959185]]
('N16', 'N32') [[18.958103]]
('N44', 'N241') [[18.950356]]
('N130', 'N191') [[18.944723]]
('N69', 'N203') [[18.944065]]
('N56', 'N191') [[18.943228]]
('N107', 'N203') [[18.939093]]
('N191', 'N203') [[18.936855]]
('N130', 'N195') [[18.926294]]
('N32', 'N128') [[18.92164]]
('N107', 'N241') [[18.913065]]
('N90', 'N191') [[18.897831]]
('N7', 'N160') [[18.89659]]
('N195', 'N227') [[18.89289]]
('N58', 'N241') [[18.889303]]
('N39', 'N203') [[18.886368]]
('N5', 'N203') [[18.873001]]
('N50', 'N148') [[18.872128]]
('N100', 'N171') [[18.868372]]
('N6', 'N32') [[18.86252]]
('N114', 'N148') [[18.859446]]
('N143', 'N241') [[18.857782]]
('N61', 'N89') [[18.855862]]
('N50', 'N202') [[18.852495]]
('N63', 'N203') [[18.84944]]
('N108', 'N161') [[18.844244]]
('N227', 'N241') [[18.83989]]
('N50', 'N191') [[18.839031]]
('N27', 'N195') [[18.834824]]
('N81', 'N191') [[18.834595]]
('N32', 'N191') [[18.830873]]
('N6', 'N191') [[18.830294]]
('N7', 'N191') [[18.83023]]
('N202', 'N203') [[18.828848]]
('N161', 'N203') [[18.828743]]
('N61', 'N210') [[18.826597]]
('N203', 'N240') [[18.819164]]
('N141', 'N191') [[18.814754]]
('N32', 'N171') [[18.805199]]
('N61', 'N135') [[18.803623]]
('N72', 'N203') [[18.79948]]
('N128', 'N160') [[18.796484]]
('N89', 'N191') [[18.795351]]
('N126', 'N203') [[18.795128]]
('N61', 'N91') [[18.794275]]
('N61', 'N136') [[18.793507]]
('N143', 'N235') [[18.793476]]
('N5', 'N191') [[18.792398]]
('N16', 'N96') [[18.788862]]
('N139', 'N191') [[18.788174]]
('N195', 'N241') [[18.786186]]
('N146', 'N191') [[18.785425]]
('N47', 'N227') [[18.784712]]
('N113', 'N177') [[18.779621]]
('N32', 'N59') [[18.7794]]
('N41', 'N191') [[18.778746]]
('N32', 'N89') [[18.778416]]
('N106', 'N195') [[18.778162]]
('N61', 'N100') [[18.777351]]
('N6', 'N161') [[18.7749]]
('N203', 'N239') [[18.77075]]
('N110', 'N191') [[18.766994]]
('N16', 'N148') [[18.764967]]
('N148', 'N241') [[18.764824]]
('N63', 'N143') [[18.76197]]
('N113', 'N195') [[18.76187]]
('N16', 'N183') [[18.760632]]
('N41', 'N50') [[18.757475]]
('N148', 'N160') [[18.756342]]
('N100', 'N235') [[18.754982]]
('N126', 'N209') [[18.754717]]
('N36', 'N139') [[18.75188]]
('N141', 'N161') [[18.749918]]
('N28', 'N241') [[18.748827]]
('N195', 'N217') [[18.746927]]
('N141', 'N221') [[18.73763]]
('N70', 'N202') [[18.735943]]
('N116', 'N241') [[18.735128]]
('N191', 'N242') [[18.734955]]
('N81', 'N146') [[18.734518]]
('N32', 'N203') [[18.734428]]
('N202', 'N235') [[18.7339]]
('N61', 'N70') [[18.731304]]
('N109', 'N110') [[18.72774]]
('N188', 'N202') [[18.727713]]
('N58', 'N227') [[18.72395]]
('N76', 'N191') [[18.72348]]
('N98', 'N195') [[18.722141]]
('N42', 'N191') [[18.721638]]
('N16', 'N195') [[18.717949]]
('N42', 'N126') [[18.715212]]
('N32', 'N234') [[18.714111]]
('N5', 'N47') [[18.713255]]
('N28', 'N203') [[18.712597]]
('N5', 'N227') [[18.70819]]
('N50', 'N217') [[18.707258]]
('N61', 'N126') [[18.706362]]
('N48', 'N161') [[18.705948]]
('N50', 'N60') [[18.70498]]
('N50', 'N183') [[18.704914]]
('N27', 'N203') [[18.704222]]
('N112', 'N195') [[18.702915]]
('N32', 'N162') [[18.699652]]
('N98', 'N191') [[18.698948]]
('N30', 'N148') [[18.696865]]
('N16', 'N50') [[18.69684]]
('N16', 'N203') [[18.696815]]
('N61', 'N148') [[18.695425]]
('N56', 'N203') [[18.69415]]
('N16', 'N106') [[18.693993]]
('N50', 'N106') [[18.69258]]
('N148', 'N161') [[18.69214]]
('N50', 'N56') [[18.687082]]
