('M0P1', 'M0P2') [[39.786926]]
('N123', 'M0P2') [[19.664549]]
('N155', 'N201') [[19.418316]]
('N194', 'N224') [[19.402498]]
('N64', 'N220') [[19.228857]]
('N46', 'N241') [[19.195652]]
('N22', 'N98') [[19.159184]]
('N17', 'N83') [[19.139767]]
('N17', 'N201') [[19.118996]]
('N55', 'M0P2') [[19.11004]]
('N54', 'N224') [[19.086885]]
('N17', 'N93') [[19.06919]]
('N77', 'N220') [[19.050238]]
('N4', 'N17') [[19.048101]]
('N155', 'N220') [[19.041021]]
('N176', 'M0P2') [[19.037989]]
('N6', 'N17') [[19.025602]]
('N98', 'N248') [[19.01824]]
('N56', 'N65') [[18.997103]]
('N39', 'N88') [[18.995441]]
('N194', 'N201') [[18.990864]]
('N17', 'N77') [[18.986746]]
('N155', 'N241') [[18.982227]]
('N83', 'N201') [[18.973478]]
('N201', 'N241') [[18.97314]]
('N17', 'N160') [[18.972494]]
('N123', 'N201') [[18.969343]]
('N22', 'N201') [[18.968721]]
('N163', 'N224') [[18.967321]]
('N22', 'N154') [[18.964748]]
('N168', 'N241') [[18.961153]]
('N17', 'N155') [[18.959225]]
('N17', 'N121') [[18.940498]]
('N98', 'N173') [[18.93704]]
('N17', 'N98') [[18.934328]]
('N22', 'N194') [[18.90917]]
('N17', 'N101') [[18.90853]]
('N17', 'N220') [[18.908276]]
('N26', 'N144') [[18.907059]]
('N98', 'N213') [[18.90701]]
('N17', 'N62') [[18.898806]]
('N17', 'N142') [[18.898245]]
('N139', 'N194') [[18.885386]]
('N88', 'N98') [[18.884867]]
('N54', 'N62') [[18.877214]]
('N46', 'N155') [[18.874207]]
('N123', 'N232') [[18.871122]]
('N64', 'N241') [[18.86768]]
('N201', 'N232') [[18.86511]]
('N64', 'N232') [[18.862694]]
('N98', 'N244') [[18.857546]]
('N46', 'N98') [[18.85457]]
('N17', 'N103') [[18.84692]]
('N104', 'N201') [[18.846659]]
('N194', 'N242') [[18.835848]]
('N17', 'N110') [[18.83483]]
('N101', 'N241') [[18.83317]]
('N17', 'N139') [[18.829384]]
('N98', 'N101') [[18.82477]]
('N98', 'N226') [[18.818228]]
('N64', 'N121') [[18.818052]]
('N235', 'N243') [[18.81504]]
('N220', 'N249') [[18.81084]]
('N98', 'N220') [[18.809914]]
('N116', 'N220') [[18.808676]]
('N54', 'N56') [[18.808393]]
('N88', 'N101') [[18.805319]]
('N106', 'N201') [[18.803572]]
('N154', 'N201') [[18.801826]]
('N17', 'N116') [[18.795576]]
('N22', 'N220') [[18.794798]]
('N39', 'N101') [[18.794773]]
('N131', 'N232') [[18.789156]]
('N88', 'N233') [[18.783186]]
('N110', 'N220') [[18.782238]]
('N110', 'N123') [[18.779139]]
('N98', 'N232') [[18.773468]]
('N6', 'N220') [[18.771873]]
('N98', 'N145') [[18.77094]]
('N98', 'N201') [[18.768972]]
('N98', 'N125') [[18.766075]]
('N123', 'N163') [[18.7632]]
('N77', 'N83') [[18.762056]]
('N22', 'N179') [[18.760622]]
('N55', 'N98') [[18.75874]]
('N9', 'N17') [[18.75679]]
('N62', 'N98') [[18.755268]]
('N98', 'N155') [[18.755257]]
('N93', 'N139') [[18.753756]]
('N17', 'N178') [[18.752523]]
('N33', 'N242') [[18.748594]]
('N17', 'N213') [[18.747583]]
('N201', 'N235') [[18.740425]]
('N10', 'N17') [[18.738842]]
('N188', 'N235') [[18.737667]]
('N17', 'N55') [[18.73507]]
('N61', 'N155') [[18.733208]]
('N173', 'N200') [[18.724836]]
('N160', 'N233') [[18.724384]]
('N68', 'N194') [[18.723124]]
('N22', 'N155') [[18.722078]]
('N88', 'N110') [[18.721357]]
('N101', 'N243') [[18.720581]]
('N17', 'N22') [[18.720041]]
('N22', 'N249') [[18.718063]]
('N17', 'N194') [[18.715702]]
('N17', 'N224') [[18.714874]]
('N220', 'N239') [[18.712461]]
('N17', 'N102') [[18.710802]]
('N142', 'N194') [[18.71075]]
('N168', 'N220') [[18.70951]]
('N220', 'N241') [[18.709112]]
('N43', 'N101') [[18.704575]]
('N175', 'N194') [[18.704268]]
('N39', 'N98') [[18.703863]]
('N9', 'N98') [[18.703362]]
('N17', 'N52') [[18.703323]]
('N46', 'N64') [[18.701103]]
('N9', 'N235') [[18.700235]]
('N55', 'N176') [[18.699602]]
('N17', 'N28') [[18.69871]]
('N74', 'N201') [[18.698563]]
('N39', 'N224') [[18.697016]]
('N93', 'N101') [[18.696112]]
