('M0P1', 'M0P2') [[51.6433]]
('N90', 'M0P1') [[20.486359]]
('N90', 'M0P2') [[19.84117]]
('N1', 'N241') [[19.05119]]
('N147', 'N209') [[19.010506]]
('N209', 'N241') [[19.005953]]
('N1', 'N227') [[18.989761]]
('N92', 'N236') [[18.918009]]
('N147', 'N194') [[18.875372]]
('N89', 'N194') [[18.821157]]
('N98', 'M0P1') [[18.785112]]
('N163', 'N241') [[18.751242]]
('N47', 'N194') [[18.717562]]
('N227', 'N236') [[18.717424]]
('N58', 'M0P1') [[18.709545]]
('N169', 'N229') [[18.703512]]
('N184', 'M0P1') [[18.695639]]
('N1', 'N103') [[18.69007]]
('N74', 'N241') [[18.684801]]
('N11', 'N194') [[18.679781]]
('N4', 'N241') [[18.673317]]
('N48', 'N194') [[18.672068]]
('N19', 'N47') [[18.668734]]
('N38', 'N91') [[18.664604]]
('N63', 'N248') [[18.654215]]
('N38', 'N184') [[18.638147]]
('N1', 'N47') [[18.614513]]
('N1', 'N222') [[18.605934]]
('N107', 'N236') [[18.59609]]
('N26', 'N229') [[18.590998]]
('N66', 'N137') [[18.59088]]
('N1', 'N88') [[18.586912]]
('N98', 'N241') [[18.58645]]
('N176', 'N241') [[18.581394]]
('N1', 'N92') [[18.575506]]
('N103', 'N176') [[18.575085]]
('N38', 'N241') [[18.569292]]
('N82', 'N85') [[18.564997]]
('N227', 'N241') [[18.56498]]
('N47', 'N178') [[18.5584]]
('N98', 'N236') [[18.55715]]
('N40', 'N135') [[18.555971]]
('N40', 'N241') [[18.555113]]
('N47', 'N136') [[18.554604]]
('N38', 'N209') [[18.552412]]
('N13', 'N91') [[18.549723]]
('N92', 'N227') [[18.532055]]
('N1', 'N106') [[18.530909]]
('N103', 'N241') [[18.529377]]
('N115', 'N227') [[18.528585]]
('N160', 'N209') [[18.527172]]
('N1', 'N19') [[18.524666]]
('N38', 'N176') [[18.51775]]
('N94', 'N209') [[18.516783]]
('N25', 'N241') [[18.516037]]
('N155', 'N204') [[18.511776]]
('N63', 'N99') [[18.508528]]
('N16', 'N209') [[18.505764]]
('N48', 'N253') [[18.505016]]
('N9', 'N184') [[18.504189]]
('N1', 'N107') [[18.503288]]
('N99', 'N229') [[18.49871]]
('N88', 'N135') [[18.497972]]
('N89', 'N200') [[18.49777]]
('N147', 'M0P1') [[18.496653]]
('N19', 'N201') [[18.496552]]
('N66', 'N82') [[18.495901]]
('N92', 'N137') [[18.495363]]
('N66', 'N241') [[18.494505]]
('N194', 'N241') [[18.494032]]
('N1', 'N210') [[18.493765]]
('N74', 'N99') [[18.492048]]
('N209', 'N227') [[18.491253]]
('N9', 'N92') [[18.491096]]
('N107', 'N227') [[18.490488]]
('N201', 'N250') [[18.486082]]
('N74', 'N184') [[18.483778]]
('N64', 'N147') [[18.481174]]
('N1', 'N11') [[18.474848]]
('N229', 'M0P1') [[18.473976]]
('N107', 'N194') [[18.473673]]
('N47', 'N56') [[18.472048]]
('N162', 'N194') [[18.471748]]
('N115', 'N194') [[18.468435]]
('N194', 'N209') [[18.467031]]
('N74', 'N227') [[18.465984]]
('N135', 'N227') [[18.463375]]
('N47', 'N241') [[18.463243]]
('N13', 'M0P1') [[18.46143]]
('N8', 'N91') [[18.459122]]
('N137', 'N179') [[18.457607]]
('N184', 'N236') [[18.455688]]
('N184', 'N201') [[18.455477]]
('N106', 'N241') [[18.454525]]
('N92', 'N194') [[18.452904]]
('N13', 'N38') [[18.449759]]
('N144', 'M0P1') [[18.448599]]
('N13', 'N209') [[18.447062]]
('N99', 'N201') [[18.44656]]
('N25', 'N250') [[18.446203]]
('N10', 'N47') [[18.44452]]
('N184', 'N227') [[18.44435]]
('N25', 'N66') [[18.444258]]
('N16', 'N47') [[18.44344]]
('N47', 'N89') [[18.438515]]
('N50', 'N194') [[18.438175]]
('N103', 'N137') [[18.436928]]
('N47', 'N147') [[18.436619]]
('N38', 'N236') [[18.434547]]
('N137', 'N192') [[18.434515]]
('N160', 'N201') [[18.434294]]
('N26', 'N204') [[18.431482]]
('N131', 'N209') [[18.431406]]
('N115', 'N236') [[18.430567]]
('N179', 'N225') [[18.429752]]
('N1', 'N147') [[18.429556]]
('N135', 'N241') [[18.429182]]
('N13', 'N63') [[18.42845]]
('N150', 'N229') [[18.428156]]
('N19', 'N136') [[18.4266]]
('N26', 'N91') [[18.425678]]
('N47', 'N236') [[18.425304]]
