('M0P1', 'M0P2') [[39.541004]]
('N126', 'M0P2') [[20.325466]]
('N9', 'N181') [[19.742231]]
('N126', 'M0P1') [[19.643658]]
('N9', 'N155') [[19.45786]]
('N36', 'N58') [[19.317139]]
('N36', 'N56') [[19.310287]]
('N9', 'N127') [[19.264135]]
('N36', 'N156') [[19.259201]]
('N88', 'N124') [[19.245687]]
('N9', 'N222') [[19.175962]]
('N36', 'N96') [[19.133705]]
('N81', 'N84') [[19.120216]]
('N35', 'N84') [[19.111925]]
('N36', 'N110') [[19.091831]]
('N9', 'N41') [[19.083029]]
('N27', 'N188') [[19.079893]]
('N75', 'N197') [[19.063187]]
('N41', 'N84') [[19.057396]]
('N9', 'N74') [[19.037271]]
('N155', 'N188') [[19.03579]]
('N30', 'N36') [[18.986813]]
('N152', 'M0P2') [[18.981318]]
('N131', 'N160') [[18.960016]]
('N74', 'N104') [[18.952705]]
('N54', 'N104') [[18.949793]]
('N92', 'N226') [[18.949247]]
('N9', 'N201') [[18.944494]]
('N9', 'N30') [[18.940683]]
('N36', 'N188') [[18.928022]]
('N155', 'N175') [[18.92425]]
('N41', 'N46') [[18.923986]]
('N155', 'N160') [[18.920425]]
('N9', 'N84') [[18.915813]]
('N54', 'N84') [[18.912905]]
('N147', 'N194') [[18.907751]]
('N9', 'N184') [[18.906755]]
('N9', 'N206') [[18.896132]]
('N110', 'N155') [[18.882782]]
('N9', 'N251') [[18.872911]]
('N23', 'N181') [[18.864126]]
('N188', 'N226') [[18.85473]]
('N54', 'N172') [[18.853312]]
('N104', 'N184') [[18.837492]]
('N30', 'N110') [[18.827208]]
('N9', 'N38') [[18.820482]]
('N104', 'N245') [[18.816113]]
('N9', 'N43') [[18.809835]]
('N54', 'N248') [[18.805687]]
('N56', 'N104') [[18.802689]]
('N9', 'N147') [[18.801224]]
('N9', 'N104') [[18.79673]]
('N36', 'N197') [[18.79504]]
('N9', 'N69') [[18.788607]]
('N54', 'N110') [[18.78734]]
('N5', 'N56') [[18.785227]]
('N9', 'N131') [[18.782845]]
('N35', 'N54') [[18.781157]]
('N9', 'N36') [[18.777437]]
('N36', 'N181') [[18.774702]]
('N9', 'N59') [[18.76639]]
('N63', 'N111') [[18.765]]
('N84', 'N175') [[18.763939]]
('N9', 'N189') [[18.762335]]
('N110', 'N157') [[18.761036]]
('N36', 'N104') [[18.759268]]
('N54', 'N245') [[18.754068]]
('N127', 'N155') [[18.752192]]
('N63', 'N127') [[18.744734]]
('N88', 'N104') [[18.738846]]
('N41', 'N75') [[18.732515]]
('N54', 'N81') [[18.72919]]
('N78', 'N245') [[18.729162]]
('N36', 'N111') [[18.726181]]
('N188', 'N245') [[18.723902]]
('N104', 'N147') [[18.7232]]
('N54', 'N111') [[18.718107]]
('N9', 'N75') [[18.716673]]
('N9', 'N188') [[18.715054]]
('N67', 'N181') [[18.713654]]
('N41', 'N54') [[18.713413]]
('N169', 'N181') [[18.710325]]
('N54', 'N182') [[18.710054]]
('N27', 'N36') [[18.7083]]
('N58', 'N127') [[18.708288]]
('N9', 'N58') [[18.707598]]
('N155', 'N248') [[18.705297]]
('N63', 'N84') [[18.704311]]
('N99', 'N197') [[18.703335]]
('N104', 'N197') [[18.70296]]
('N9', 'N235') [[18.701185]]
('N84', 'N188') [[18.698969]]
('N56', 'N242') [[18.698954]]
('N36', 'N141') [[18.69481]]
('N58', 'N201') [[18.69368]]
('N36', 'N248') [[18.691282]]
('N181', 'N224') [[18.690598]]
('N49', 'N74') [[18.681782]]
('N10', 'N119') [[18.681068]]
('N75', 'N188') [[18.680918]]
('N5', 'N188') [[18.674551]]
('N74', 'N184') [[18.673649]]
('N84', 'N224') [[18.67195]]
('N9', 'N174') [[18.671185]]
('N54', 'N91') [[18.67041]]
('N33', 'N147') [[18.669641]]
('N74', 'N181') [[18.667759]]
('N43', 'N242') [[18.666838]]
('N81', 'N104') [[18.664015]]
('N80', 'N188') [[18.662964]]
('N63', 'N240') [[18.66295]]
('N84', 'N222') [[18.662823]]
('N27', 'N197') [[18.660486]]
('N142', 'N147') [[18.660019]]
('N127', 'N251') [[18.659199]]
('N36', 'N195') [[18.655252]]
('N36', 'N74') [[18.65109]]
('N36', 'N40') [[18.650892]]
('N21', 'N75') [[18.649084]]
('N36', 'N155') [[18.649044]]
('N74', 'N124') [[18.648825]]
('N181', 'N197') [[18.64726]]
('N78', 'N188') [[18.64705]]
('N84', 'N119') [[18.646715]]
('N56', 'N161') [[18.64239]]
('N63', 'N81') [[18.64075]]
('N184', 'N198') [[18.63499]]
('N110', 'N195') [[18.634756]]
('N36', 'N131') [[18.633722]]
('N137', 'N245') [[18.627144]]
('N67', 'N74') [[18.626245]]
('N124', 'N159') [[18.62366]]
('N84', 'N141') [[18.620632]]
('N69', 'N84') [[18.619694]]
('N36', 'N152') [[18.617882]]
('N54', 'N157') [[18.617306]]
('N35', 'N175') [[18.61713]]
('N88', 'N184') [[18.616974]]
('N36', 'N182') [[18.615484]]
('N188', 'N197') [[18.614277]]
('N152', 'N155') [[18.612755]]
('N49', 'N209') [[18.611961]]
('N58', 'N131') [[18.61192]]
('N74', 'N101') [[18.611658]]
('N155', 'N156') [[18.609179]]
('N66', 'N111') [[18.607843]]
('N181', 'N251') [[18.607656]]
('N74', 'N147') [[18.606903]]
