('M0P1', 'M0P2') [[47.62093]]
('N226', 'M0P1') [[19.639069]]
('N159', 'N180') [[19.288042]]
('N78', 'N231') [[19.240314]]
('N150', 'N179') [[19.094767]]
('N42', 'N72') [[19.086641]]
('N22', 'N231') [[19.073156]]
('N148', 'N226') [[19.066708]]
('N179', 'N231') [[19.047752]]
('N148', 'N171') [[19.034267]]
('N190', 'N231') [[19.021315]]
('N7', 'N159') [[19.003878]]
('N142', 'N159') [[18.995567]]
('N38', 'N220') [[18.97113]]
('N39', 'N227') [[18.970705]]
('N171', 'N179') [[18.965986]]
('N78', 'N159') [[18.964565]]
('N159', 'N196') [[18.964231]]
('N2', 'N174') [[18.957577]]
('N159', 'N231') [[18.944115]]
('N227', 'N231') [[18.941822]]
('N10', 'N159') [[18.940329]]
('N215', 'N242') [[18.934881]]
('N38', 'N159') [[18.933086]]
('N31', 'N227') [[18.92385]]
('N39', 'N62') [[18.920647]]
('N72', 'N190') [[18.918257]]
('N188', 'M0P1') [[18.906553]]
('N2', 'N231') [[18.892895]]
('N42', 'N99') [[18.882242]]
('N2', 'N78') [[18.873735]]
('N226', 'N231') [[18.873732]]
('N155', 'N164') [[18.87304]]
('N211', 'N231') [[18.868113]]
('N82', 'N114') [[18.863914]]
('N2', 'N128') [[18.860233]]
('N132', 'N208') [[18.857466]]
('N159', 'N229') [[18.856653]]
('N39', 'N91') [[18.85607]]
('N151', 'N159') [[18.84439]]
('N38', 'N151') [[18.838078]]
('N114', 'N181') [[18.832348]]
('N179', 'N233') [[18.83158]]
('N22', 'N253') [[18.827272]]
('N227', 'N242') [[18.824242]]
('N152', 'N231') [[18.820324]]
('N10', 'N179') [[18.818966]]
('N114', 'N179') [[18.818052]]
('N72', 'N189') [[18.816868]]
('N171', 'N231') [[18.814505]]
('N128', 'N159') [[18.81016]]
('N179', 'N181') [[18.809944]]
('N46', 'N181') [[18.803875]]
('N15', 'N179') [[18.803078]]
('N116', 'N159') [[18.799015]]
('N56', 'N220') [[18.798342]]
('N31', 'N62') [[18.796152]]
('N56', 'N181') [[18.790127]]
('N91', 'N231') [[18.77642]]
('N118', 'N181') [[18.772343]]
('N92', 'N231') [[18.77189]]
('N21', 'N188') [[18.77156]]
('N116', 'N231') [[18.76959]]
('N212', 'N231') [[18.764114]]
('N2', 'N159') [[18.763659]]
('N31', 'N39') [[18.76363]]
('N44', 'N76') [[18.761553]]
('N56', 'N231') [[18.76053]]
('N78', 'N212') [[18.758787]]
('N56', 'N179') [[18.751686]]
('N10', 'N78') [[18.751104]]
('N38', 'N231') [[18.746933]]
('N2', 'N233') [[18.745514]]
('N39', 'N180') [[18.744297]]
('N42', 'N74') [[18.743807]]
('N38', 'N227') [[18.738049]]
('N95', 'N227') [[18.737064]]
('N215', 'N231') [[18.735872]]
('N159', 'N174') [[18.73385]]
('N189', 'N212') [[18.733805]]
('N31', 'N181') [[18.731255]]
('N159', 'N167') [[18.727736]]
('N11', 'N215') [[18.72574]]
('N42', 'N148') [[18.725063]]
('N142', 'N215') [[18.722223]]
('N78', 'N179') [[18.717878]]
('N3', 'N74') [[18.717583]]
('N224', 'N231') [[18.716854]]
('N39', 'N231') [[18.713713]]
('N181', 'N182') [[18.712559]]
('N62', 'N227') [[18.709396]]
('N57', 'N231') [[18.707336]]
('N69', 'N226') [[18.706152]]
('N2', 'N227') [[18.704788]]
('N10', 'N42') [[18.702415]]
('N179', 'M0P1') [[18.702227]]
('N180', 'N231') [[18.699549]]
('N10', 'N231') [[18.697727]]
('N72', 'N227') [[18.69548]]
('N141', 'N231') [[18.693375]]
('N78', 'N242') [[18.692492]]
('N39', 'N190') [[18.690603]]
('N115', 'N231') [[18.689173]]
('N62', 'N84') [[18.686813]]
('N38', 'N62') [[18.686262]]
('N128', 'N179') [[18.68413]]
('N38', 'N44') [[18.683214]]
('N38', 'N42') [[18.679193]]
('N202', 'N231') [[18.675352]]
('N15', 'N231') [[18.673828]]
('N21', 'N227') [[18.669369]]
('N181', 'N231') [[18.668089]]
('N179', 'N227') [[18.667486]]
('N22', 'N171') [[18.666683]]
('N3', 'N159') [[18.66624]]
('N22', 'N118') [[18.662256]]
('N215', 'N227') [[18.658962]]
('N38', 'N56') [[18.650703]]
('N31', 'N180') [[18.649763]]
('N72', 'N212') [[18.649471]]
('N62', 'N159') [[18.649387]]
('N62', 'N181') [[18.648907]]
('N2', 'N21') [[18.646612]]
('N42', 'N95') [[18.643354]]
('N181', 'N189') [[18.642061]]
('N66', 'N91') [[18.640041]]
('N162', 'N231') [[18.637346]]
('N39', 'N159') [[18.635838]]
('N46', 'N227') [[18.635351]]
('N159', 'N236') [[18.634995]]
('N2', 'N212') [[18.633293]]
('N38', 'N253') [[18.631762]]
('N108', 'N159') [[18.631536]]
('N15', 'N237') [[18.628954]]
('N62', 'N118') [[18.62841]]
('N42', 'N150') [[18.628225]]
('N52', 'N159') [[18.628202]]
('N178', 'N231') [[18.627863]]
('N39', 'N181') [[18.627644]]
('N56', 'N90') [[18.62637]]
('N181', 'N224') [[18.62539]]
('N95', 'N179') [[18.625246]]
('N139', 'N188') [[18.623549]]
('N2', 'N179') [[18.623516]]
('N179', 'N252') [[18.622295]]
('N69', 'N230') [[18.620987]]
('N21', 'N46') [[18.620256]]
('N181', 'N244') [[18.619354]]
('N78', 'N125') [[18.61803]]
('N10', 'N212') [[18.616018]]
('N94', 'N181') [[18.615543]]
('N91', 'N179') [[18.615]]
('N10', 'N181') [[18.612722]]
('N10', 'N243') [[18.612095]]
('N201', 'N231') [[18.610662]]
('N31', 'N42') [[18.609741]]
('N2', 'N38') [[18.608297]]
('N189', 'N190') [[18.607267]]
('N159', 'N212') [[18.60588]]
('N27', 'N74') [[18.605352]]
('N181', 'N220') [[18.60396]]
('N22', 'N181') [[18.602295]]
('N27', 'N42') [[18.601862]]
('N61', 'N179') [[18.60078]]
('N78', 'N90') [[18.600763]]
('N226', 'M0P2') [[18.598623]]
('N159', 'N242') [[18.595861]]
('N142', 'N201') [[18.593252]]
('N145', 'N159') [[18.592682]]
('N226', 'N242') [[18.592514]]
('N181', 'N243') [[18.591892]]
('N99', 'N231') [[18.591671]]
('N38', 'N118') [[18.590181]]
('N174', 'N206') [[18.589397]]
('N27', 'N56') [[18.588484]]
('N90', 'N231') [[18.58617]]
('N10', 'N155') [[18.585922]]
('N31', 'N46') [[18.583914]]
('N42', 'N155') [[18.582905]]
('N22', 'N59') [[18.581638]]
('N142', 'N207') [[18.579447]]
('N10', 'N142') [[18.578823]]
('N22', 'N27') [[18.577328]]
('N22', 'N38') [[18.573711]]
('N87', 'N231') [[18.573702]]
('N33', 'N114') [[18.573689]]
('N3', 'N179') [[18.572098]]
('N104', 'N159') [[18.568893]]
('N179', 'N215') [[18.568153]]
('N15', 'N142') [[18.566973]]
('N22', 'N126') [[18.56671]]
('N2', 'N152') [[18.56663]]
('N142', 'N231') [[18.566504]]
('N179', 'N240') [[18.566128]]
('N3', 'N215') [[18.564226]]
('N2', 'N15') [[18.564016]]
('N159', 'N179') [[18.56371]]
('N118', 'N148') [[18.563004]]
('N52', 'N74') [[18.561338]]
('N2', 'N137') [[18.558825]]
('N14', 'N22') [[18.558039]]
('N159', 'N191') [[18.557938]]
('N172', 'N189') [[18.557232]]
('N10', 'N242') [[18.556372]]
('N2', 'N237') [[18.554743]]
('N52', 'N148') [[18.553377]]
('N118', 'N151') [[18.55225]]
('N69', 'N208') [[18.551493]]
('N3', 'N174') [[18.551428]]
('N42', 'N159') [[18.550453]]
('N155', 'N231') [[18.549665]]
('N69', 'N231') [[18.54674]]
('N142', 'N239') [[18.54517]]
('N179', 'N191') [[18.542713]]
('N42', 'N181') [[18.542202]]
('N116', 'N179') [[18.541346]]
('N38', 'N52') [[18.540037]]
('N56', 'N78') [[18.53825]]
('N69', 'N148') [[18.536446]]
('N2', 'N3') [[18.533976]]
('N39', 'N74') [[18.532715]]
('N116', 'N141') [[18.532158]]
('N22', 'N66') [[18.531956]]
('N42', 'N212') [[18.530985]]
('N21', 'N231') [[18.530788]]
('N42', 'N192') [[18.53069]]
('N62', 'N155') [[18.524668]]
('N42', 'N226') [[18.524616]]
('N114', 'N231') [[18.523445]]
('N174', 'N227') [[18.521566]]
('N21', 'N118') [[18.520329]]
('N42', 'N114') [[18.516565]]
('N99', 'N159') [[18.515678]]
('N3', 'N227') [[18.515404]]
('N39', 'N220') [[18.514832]]
('N22', 'N151') [[18.511765]]
