('M0P1', 'M0P2') [[81.606964]]
('N147', 'N194') [[19.193386]]
('N84', 'N138') [[19.068401]]
('N19', 'N194') [[18.939451]]
('N110', 'N246') [[18.846684]]
('N138', 'N194') [[18.827206]]
('N101', 'N194') [[18.806942]]
('N27', 'N194') [[18.791428]]
('N101', 'N130') [[18.74862]]
('N38', 'N55') [[18.72677]]
('N29', 'M0P2') [[18.686296]]
('N121', 'N130') [[18.68591]]
('N130', 'N194') [[18.683973]]
('N67', 'N190') [[18.674202]]
('N19', 'N197') [[18.663523]]
('N84', 'N112') [[18.66292]]
('N194', 'N197') [[18.65866]]
('N216', 'N219') [[18.632032]]
('N151', 'N194') [[18.598518]]
('N138', 'N190') [[18.586775]]
('N110', 'N143') [[18.55886]]
('N8', 'N130') [[18.548563]]
('N91', 'N110') [[18.546097]]
('N110', 'N212') [[18.530748]]
('N67', 'N110') [[18.525455]]
('N138', 'N192') [[18.52116]]
('N110', 'N248') [[18.515865]]
('N110', 'N197') [[18.506723]]
('N4', 'N152') [[18.500544]]
('N162', 'N190') [[18.492086]]
('N110', 'N138') [[18.491695]]
('N55', 'N102') [[18.491388]]
('N19', 'N68') [[18.48982]]
('N215', 'N248') [[18.486748]]
('N110', 'N112') [[18.478374]]
('N6', 'N8') [[18.478062]]
('N129', 'N194') [[18.47784]]
('N67', 'N138') [[18.476273]]
('N110', 'N190') [[18.47427]]
('N84', 'N88') [[18.471956]]
('N19', 'N121') [[18.463669]]
('N77', 'N194') [[18.45974]]
('N8', 'N248') [[18.458714]]
('N110', 'N194') [[18.454372]]
('N110', 'N187') [[18.45201]]
('N197', 'N212') [[18.44115]]
('N4', 'N196') [[18.437447]]
('N35', 'N130') [[18.434372]]
('N150', 'N169') [[18.42462]]
('N130', 'N249') [[18.42247]]
('N143', 'N194') [[18.416386]]
('N27', 'N110') [[18.414879]]
('N106', 'N194') [[18.414131]]
('N41', 'N118') [[18.41287]]
('N101', 'N197') [[18.412569]]
('N6', 'N110') [[18.40391]]
('N44', 'N110') [[18.397062]]
('N19', 'N72') [[18.397017]]
('N84', 'N249') [[18.393967]]
('N6', 'N190') [[18.38348]]
('N41', 'N110') [[18.374767]]
('N143', 'N248') [[18.368637]]
('N84', 'N118') [[18.368097]]
('N190', 'N194') [[18.366138]]
('N19', 'N187') [[18.365892]]
('N27', 'N143') [[18.360323]]
('N72', 'N250') [[18.359144]]
('N84', 'N130') [[18.354767]]
('N138', 'N197') [[18.352802]]
('N68', 'N194') [[18.348112]]
('N150', 'N197') [[18.336462]]
('N86', 'N138') [[18.334806]]
('N110', 'N176') [[18.33477]]
('N84', 'N219') [[18.334562]]
('N194', 'N239') [[18.331535]]
('N150', 'N151') [[18.318628]]
('N29', 'M0P1') [[18.312456]]
('N27', 'N190') [[18.310026]]
('N110', 'N236') [[18.308111]]
('N49', 'N194') [[18.306192]]
('N125', 'N194') [[18.305588]]
('N138', 'N212') [[18.304655]]
('N72', 'N194') [[18.302814]]
('N27', 'N147') [[18.294903]]
('N93', 'N121') [[18.292942]]
('N121', 'N196') [[18.292633]]
('N84', 'N110') [[18.291533]]
('N38', 'N194') [[18.289043]]
('N176', 'N219') [[18.288422]]
('N65', 'N194') [[18.287508]]
('N194', 'N229') [[18.283743]]
('N102', 'N138') [[18.278948]]
('N118', 'N219') [[18.278236]]
('N95', 'N110') [[18.272882]]
('N8', 'N147') [[18.266558]]
('N32', 'N138') [[18.264217]]
('N41', 'N91') [[18.264132]]
('N6', 'N194') [[18.262589]]
('N10', 'N194') [[18.260502]]
('N95', 'N249') [[18.25929]]
('N118', 'N151') [[18.259035]]
('N41', 'N194') [[18.25541]]
('N190', 'N192') [[18.252419]]
('N44', 'N138') [[18.250784]]
('N8', 'N169') [[18.248234]]
('N67', 'N143') [[18.24782]]
('N27', 'N100') [[18.246851]]
('N75', 'N138') [[18.246603]]
('N121', 'N219') [[18.241869]]
('N31', 'N194') [[18.238863]]
('N138', 'N204') [[18.238207]]
('N4', 'N102') [[18.234344]]
('N102', 'N151') [[18.23308]]
('N110', 'N159') [[18.229975]]
('N54', 'N55') [[18.216883]]
('N38', 'N130') [[18.215899]]
('N150', 'N212') [[18.2113]]
('N147', 'N154') [[18.210814]]
('N190', 'N215') [[18.208708]]
('N138', 'N163') [[18.207773]]
('N65', 'N169') [[18.205725]]
('N131', 'N194') [[18.204407]]
('N110', 'N147') [[18.203318]]
('N194', 'N231') [[18.199352]]
('N113', 'N169') [[18.197927]]
('N11', 'N118') [[18.196157]]
('N6', 'N248') [[18.195986]]
('N125', 'N150') [[18.193014]]
('N72', 'N169') [[18.192268]]
('N43', 'N130') [[18.189077]]
('N21', 'N187') [[18.187813]]
('N27', 'N70') [[18.18749]]
('N164', 'N194') [[18.185118]]
('N190', 'N216') [[18.18351]]
('N110', 'N181') [[18.182251]]
('N37', 'N72') [[18.181528]]
('N211', 'N229') [[18.180096]]
('N6', 'N125') [[18.17852]]
('N138', 'N147') [[18.178495]]
('N194', 'N211') [[18.177984]]
('N147', 'N151') [[18.17376]]
('N116', 'N194') [[18.173496]]
('N106', 'N110') [[18.173452]]
('N125', 'N151') [[18.172783]]
('N83', 'N101') [[18.1725]]
('N98', 'N197') [[18.171488]]
('N138', 'N153') [[18.170694]]
('N14', 'N194') [[18.169325]]
('N72', 'N138') [[18.166784]]
('N84', 'N121') [[18.165699]]
('N8', 'N215') [[18.16549]]
('N130', 'N246') [[18.16317]]
('N107', 'N197') [[18.160313]]
('N169', 'N194') [[18.1571]]
('N95', 'N116') [[18.156597]]
('N40', 'N194') [[18.156395]]
('N194', 'N200') [[18.154928]]
('N8', 'N110') [[18.15452]]
('N31', 'N101') [[18.153765]]
('N191', 'N248') [[18.152266]]
('N6', 'N143') [[18.151545]]
('N36', 'N194') [[18.150133]]
('N138', 'N174') [[18.147743]]
('N64', 'N147') [[18.146276]]
('N121', 'N248') [[18.146198]]
('N102', 'N219') [[18.145458]]
('N84', 'N198') [[18.142368]]
('N60', 'N130') [[18.141146]]
('N64', 'N110') [[18.138874]]
('N19', 'N54') [[18.138699]]
('N98', 'N194') [[18.137928]]
('N6', 'N237') [[18.136927]]
('N118', 'N138') [[18.132338]]
('N143', 'N197') [[18.130405]]
('N114', 'N192') [[18.128536]]
('N27', 'N88') [[18.128077]]
('N13', 'N110') [[18.127758]]
('N4', 'N121') [[18.127747]]
('N54', 'N110') [[18.127619]]
('N194', 'N215') [[18.127178]]
('N121', 'N188') [[18.125378]]
('N4', 'N130') [[18.124264]]
('N6', 'N212') [[18.12391]]
('N95', 'N197') [[18.12213]]
('N92', 'N110') [[18.120815]]
('N84', 'N163') [[18.117203]]
('N1', 'N223') [[18.116945]]
('N110', 'N130') [[18.115717]]
('N87', 'N150') [[18.1153]]
('N40', 'N190') [[18.11379]]
('N107', 'N143') [[18.11364]]
('N43', 'N82') [[18.112362]]
('N55', 'N113') [[18.111162]]
('N149', 'N194') [[18.11099]]
('N42', 'N143') [[18.110678]]
('N216', 'N248') [[18.110071]]
('N130', 'N151') [[18.11]]
('N4', 'N19') [[18.109161]]
('N38', 'N110') [[18.107569]]
('N111', 'N143') [[18.107439]]
('N131', 'N138') [[18.106121]]
('N102', 'N130') [[18.104473]]
('N190', 'N239') [[18.104393]]
('N101', 'N133') [[18.100441]]
('N35', 'N110') [[18.099619]]
('N8', 'N249') [[18.09934]]
('N85', 'N102') [[18.095663]]
('N68', 'N112') [[18.094872]]
('N82', 'N194') [[18.094582]]
('N93', 'N248') [[18.0943]]
('N130', 'N135') [[18.09419]]
('N147', 'N246') [[18.092337]]
('N149', 'N169') [[18.091637]]
('N75', 'N150') [[18.09156]]
('N106', 'N125') [[18.089409]]
('N84', 'N150') [[18.088667]]
('N38', 'N248') [[18.087584]]
('N110', 'N150') [[18.087515]]
('N110', 'N251') [[18.086882]]
('N101', 'N107') [[18.08508]]
('N89', 'N110') [[18.082193]]
('N147', 'N190') [[18.081057]]
('N138', 'N164') [[18.078728]]
('N65', 'N197') [[18.078115]]
('N95', 'N112') [[18.07737]]
('N116', 'N131') [[18.076845]]
('N147', 'N169') [[18.075994]]
('N44', 'N212') [[18.075556]]
('N106', 'N138') [[18.07527]]
('N4', 'N70') [[18.074339]]
('N30', 'N110') [[18.071814]]
('N112', 'N138') [[18.071405]]
('N56', 'N194') [[18.070755]]
('N112', 'N197') [[18.070261]]
('N147', 'N231') [[18.06992]]
('N82', 'N187') [[18.068933]]
('N6', 'N42') [[18.065323]]
('N27', 'N150') [[18.06413]]
('N1', 'N93') [[18.063469]]
('N88', 'N215') [[18.063168]]
('N55', 'N211') [[18.060688]]
('N130', 'N219') [[18.060053]]
('N65', 'N129') [[18.059843]]
('N55', 'N250') [[18.058643]]
('N6', 'N132') [[18.058334]]
('N194', 'N249') [[18.057928]]
('N4', 'N150') [[18.055838]]
('N197', 'N223') [[18.055363]]
('N114', 'N143') [[18.055359]]
('N111', 'N197') [[18.052683]]
('N40', 'N147') [[18.052244]]
('N150', 'N153') [[18.052198]]
('N121', 'N216') [[18.051725]]
('N169', 'N215') [[18.049818]]
('N187', 'N197') [[18.049435]]
('N189', 'N212') [[18.0462]]
('N6', 'N22') [[18.045404]]
('N54', 'N187') [[18.043318]]
('N22', 'N110') [[18.04285]]
('N84', 'N190') [[18.040514]]
('N72', 'N147') [[18.040243]]
('N95', 'N114') [[18.039274]]
('N115', 'M0P1') [[18.038612]]
('N84', 'N166') [[18.038593]]
('N190', 'N251') [[18.03626]]
('N54', 'N237') [[18.035305]]
('N88', 'N219') [[18.03364]]
('N92', 'N138') [[18.033167]]
('N166', 'N194') [[18.031485]]
('N27', 'N197') [[18.030508]]
('N118', 'N194') [[18.030413]]
('N19', 'N27') [[18.0302]]
('N8', 'N194') [[18.029593]]
('N106', 'N190') [[18.028055]]
('N77', 'N138') [[18.02792]]
('N4', 'N219') [[18.027338]]
('N121', 'N197') [[18.026909]]
('N70', 'N128') [[18.025887]]
('N156', 'N197') [[18.02526]]
('N147', 'N237') [[18.024673]]
('N211', 'N219') [[18.023106]]
('N98', 'N204') [[18.022963]]
('N84', 'N176') [[18.02243]]
('N68', 'N190') [[18.022043]]
('N65', 'N130') [[18.020649]]
('N0', 'N151') [[18.01908]]
('N40', 'N197') [[18.017317]]
('N11', 'N121') [[18.01721]]
('N68', 'N197') [[18.016905]]
('N110', 'N219') [[18.016312]]
('N112', 'N194') [[18.016214]]
('N138', 'N150') [[18.01562]]
('N159', 'N194') [[18.014639]]
('N129', 'N248') [[18.012455]]
('N82', 'N110') [[18.012333]]
('N38', 'N70') [[18.011913]]
('N40', 'N107') [[18.010103]]
('N43', 'N121') [[18.009422]]
('N72', 'N197') [[18.00848]]
('N169', 'N212') [[18.007614]]
('N106', 'N147') [[18.005808]]
('N114', 'N138') [[18.005556]]
('N159', 'N190') [[18.00537]]
('N27', 'N250') [[18.004375]]
('N54', 'N248') [[18.003351]]
('N4', 'N27') [[18.002432]]
('N70', 'N110') [[18.000418]]
('N6', 'N215') [[18.000153]]
('N91', 'N95') [[17.999687]]
('N65', 'N150') [[17.999174]]
('N12', 'N121') [[17.998953]]
('N84', 'N147') [[17.998892]]
('N40', 'N174') [[17.998005]]
('N84', 'N197') [[17.997492]]
('N19', 'N101') [[17.997154]]
('N187', 'N190') [[17.996265]]
('N23', 'N194') [[17.995964]]
('N47', 'N169') [[17.994993]]
('N27', 'N215') [[17.994967]]
('N38', 'N249') [[17.99485]]
('N138', 'N249') [[17.993927]]
('N19', 'N110') [[17.993196]]
('N55', 'N153') [[17.992538]]
('N190', 'N212') [[17.99244]]
('N84', 'N127') [[17.99198]]
('N19', 'N51') [[17.99012]]
('N212', 'N250') [[17.989792]]
('N102', 'N194') [[17.98959]]
('N1', 'N134') [[17.988308]]
('N101', 'N135') [[17.987406]]
('N112', 'N114') [[17.987364]]
('N27', 'N171') [[17.987177]]
('N19', 'N211') [[17.987108]]
('N19', 'N138') [[17.986988]]
('N4', 'N169') [[17.986929]]
('N96', 'N110') [[17.986635]]
('N17', 'N138') [[17.985838]]
('N140', 'N155') [[17.985723]]
('N176', 'N197') [[17.983706]]
('N75', 'N194') [[17.981905]]
('N1', 'N194') [[17.981792]]
('N9', 'N169') [[17.981218]]
('N8', 'N84') [[17.980263]]
('N8', 'N246') [[17.978636]]
('N30', 'N197') [[17.97832]]
('N44', 'N197') [[17.977581]]
('N110', 'N198') [[17.977541]]
('N194', 'N245') [[17.97737]]
('N169', 'N197') [[17.976578]]
('N102', 'N215') [[17.976398]]
('N31', 'N130') [[17.975477]]
('N102', 'N121') [[17.97546]]
('N72', 'N102') [[17.975016]]
('N27', 'N196') [[17.974422]]
('N95', 'N216') [[17.973728]]
('N40', 'N212') [[17.973644]]
('N73', 'N194') [[17.972841]]
('N77', 'N110') [[17.972372]]
('N27', 'N149') [[17.971613]]
('N138', 'N198') [[17.971603]]
('N36', 'N162') [[17.97151]]
('N102', 'N141') [[17.971119]]
('N25', 'N102') [[17.97036]]
('N159', 'N187') [[17.969763]]
('N42', 'N148') [[17.969341]]
('N58', 'N197') [[17.968847]]
('N110', 'N131') [[17.968615]]
('N197', 'N248') [[17.967684]]
('N101', 'N129') [[17.967659]]
('N112', 'N250') [[17.96733]]
('N151', 'N197') [[17.966276]]
('N9', 'N121') [[17.966242]]
('N41', 'N84') [[17.966173]]
('N55', 'N85') [[17.964546]]
('N4', 'N143') [[17.96324]]
('N4', 'N93') [[17.96118]]
('N125', 'N197') [[17.960983]]
('N176', 'N249') [[17.96017]]
('N147', 'N212') [[17.959923]]
('N191', 'N194') [[17.959738]]
('N38', 'N143') [[17.956028]]
('N147', 'N249') [[17.95591]]
('N143', 'N212') [[17.955887]]
('N131', 'N190') [[17.955883]]
('N197', 'N219') [[17.955473]]
('N55', 'N141') [[17.955275]]
('N32', 'N150') [[17.9551]]
('N151', 'N166') [[17.954775]]
('N9', 'N197') [[17.954126]]
('N84', 'N216') [[17.953245]]
('N8', 'N143') [[17.953012]]
('N27', 'N42') [[17.951807]]
('N84', 'N151') [[17.951385]]
('N147', 'N210') [[17.950682]]
('N6', 'N138') [[17.949842]]
('N91', 'N246') [[17.948862]]
('N138', 'N245') [[17.948017]]
('N84', 'N194') [[17.947191]]
('N110', 'N180') [[17.94653]]
('N8', 'N95') [[17.944235]]
('N29', 'N194') [[17.941843]]
('N95', 'N190') [[17.941442]]
('N194', 'N198') [[17.936882]]
('N27', 'N111') [[17.936367]]
('N47', 'N147') [[17.936268]]
('N24', 'N194') [[17.935993]]
('N121', 'N187') [[17.935888]]
('N55', 'N169') [[17.935825]]
('N8', 'N72') [[17.935583]]
('N19', 'N102') [[17.935362]]
('N153', 'N194') [[17.9345]]
('N111', 'N150') [[17.933916]]
('N4', 'N134') [[17.932827]]
('N102', 'N190') [[17.932583]]
('N125', 'N216') [[17.93253]]
('N102', 'N239') [[17.93245]]
('N168', 'N239') [[17.931454]]
('N77', 'N190') [[17.930502]]
('N77', 'N212') [[17.930357]]
('N110', 'N153') [[17.930075]]
('N19', 'N40') [[17.92933]]
('N85', 'N147') [[17.929293]]
('N138', 'N236') [[17.928375]]
('N54', 'N169') [[17.928223]]
('N36', 'N38') [[17.927254]]
('N121', 'N133') [[17.927017]]
('N95', 'N96') [[17.926947]]
('N84', 'N192') [[17.926924]]
('N95', 'N121') [[17.926918]]
('N19', 'N192') [[17.926777]]
('N116', 'N197') [[17.926239]]
('N54', 'N102') [[17.925623]]
('N110', 'N144') [[17.92446]]
('N19', 'N249') [[17.924173]]
('N40', 'N130') [[17.923344]]
('N55', 'N110') [[17.923244]]
('N38', 'N121') [[17.922743]]
('N102', 'N250') [[17.922638]]
('N197', 'N245') [[17.922428]]
('N143', 'N229') [[17.92242]]
('N193', 'N194') [[17.921736]]
('N102', 'N189') [[17.92082]]
('N101', 'N121') [[17.920584]]
('N6', 'N176') [[17.920015]]
('N19', 'N190') [[17.919922]]
('N4', 'N151') [[17.91975]]
('N101', 'N219') [[17.919014]]
('N244', 'N248') [[17.917952]]
('N72', 'N190') [[17.91775]]
('N1', 'N248') [[17.917131]]
('N125', 'N147') [[17.916748]]
('N75', 'N212') [[17.916548]]
