('M0P1', 'M0P2') [[40.729504]]
('N15', 'N152') [[19.612808]]
('N15', 'N115') [[19.485615]]
('N113', 'N187') [[19.45307]]
('N104', 'N152') [[19.438318]]
('N62', 'N187') [[19.411428]]
('N18', 'N152') [[19.236006]]
('N0', 'N187') [[19.179144]]
('N152', 'N246') [[19.164215]]
('N113', 'N114') [[19.156738]]
('N161', 'N187') [[19.14794]]
('N96', 'N187') [[19.138418]]
('N89', 'N187') [[19.128956]]
('N55', 'N152') [[19.112043]]
('N15', 'N67') [[19.111614]]
('N15', 'N85') [[19.108992]]
('N67', 'N152') [[19.095722]]
('N152', 'N249') [[19.08818]]
('N64', 'N187') [[19.086607]]
('N152', 'M0P1') [[19.074604]]
('N19', 'N187') [[19.071869]]
('N64', 'N152') [[19.071444]]
('N120', 'N187') [[19.069868]]
('N15', 'N246') [[19.066122]]
('N152', 'N185') [[19.059254]]
('N65', 'N152') [[19.046291]]
('N71', 'N114') [[19.028175]]
('N187', 'N201') [[19.011276]]
('N71', 'N104') [[19.001057]]
('N34', 'N215') [[18.998686]]
('N191', 'N201') [[18.991556]]
('N5', 'N187') [[18.987873]]
('N55', 'N187') [[18.987501]]
('N11', 'N187') [[18.984411]]
('N62', 'N246') [[18.968208]]
('N43', 'N52') [[18.963505]]
('N109', 'N191') [[18.960028]]
('N55', 'N217') [[18.957123]]
('N114', 'N152') [[18.954151]]
('N68', 'N248') [[18.95266]]
('N62', 'N114') [[18.94872]]
('N109', 'N187') [[18.945799]]
('N197', 'N246') [[18.941566]]
('N115', 'N187') [[18.940897]]
('N104', 'N239') [[18.936775]]
('N16', 'N152') [[18.93178]]
('N16', 'N43') [[18.927225]]
('N152', 'N209') [[18.92435]]
('N60', 'N187') [[18.923025]]
('N55', 'N114') [[18.922737]]
('N15', 'N36') [[18.919954]]
('N113', 'N247') [[18.917336]]
('N187', 'N191') [[18.91167]]
('N36', 'N217') [[18.911255]]
('N15', 'N55') [[18.911066]]
('N31', 'N67') [[18.90999]]
('N104', 'N114') [[18.903261]]
('N104', 'N113') [[18.896858]]
('N132', 'N152') [[18.895912]]
('N133', 'N187') [[18.894117]]
('N48', 'N187') [[18.889791]]
('N34', 'N104') [[18.887386]]
