('M0P1', 'M0P2') [[20.898647]]
('N133', 'M0P1') [[14.967438]]
('N104', 'M0P1') [[14.937064]]
('N32', 'M0P1') [[14.912233]]
('N3', 'M0P2') [[14.835612]]
('N167', 'M0P2') [[14.824124]]
('N207', 'M0P2') [[14.7730055]]
('N79', 'M0P2') [[14.663379]]
('N60', 'M0P2') [[14.637102]]
('N118', 'M0P1') [[14.627826]]
('N18', 'M0P2') [[14.62327]]
('N235', 'M0P1') [[14.60647]]
('N3', 'N245') [[14.586032]]
('N151', 'M0P1') [[14.55348]]
('N104', 'M0P2') [[14.547577]]
('N253', 'M0P2') [[14.546767]]
('N11', 'M0P2') [[14.540477]]
('N118', 'M0P2') [[14.539255]]
('N9', 'M0P2') [[14.536496]]
('N107', 'M0P1') [[14.529184]]
('N17', 'M0P2') [[14.520407]]
('N242', 'M0P1') [[14.513153]]
('N121', 'M0P2') [[14.510027]]
('N176', 'M0P1') [[14.509071]]
('N245', 'M0P2') [[14.49853]]
('N151', 'M0P2') [[14.462928]]
('N150', 'M0P2') [[14.462255]]
('N23', 'M0P1') [[14.4603195]]
('N9', 'M0P1') [[14.45364]]
('N70', 'M0P1') [[14.4498625]]
('N238', 'M0P1') [[14.448122]]
('N69', 'M0P2') [[14.427827]]
('N81', 'M0P1') [[14.427665]]
('N107', 'M0P2') [[14.424562]]
('N15', 'N92') [[14.419812]]
('N61', 'M0P2') [[14.411847]]
('N119', 'N242') [[14.407133]]
('N79', 'M0P1') [[14.403329]]
('N32', 'M0P2') [[14.399487]]
('N152', 'M0P1') [[14.367897]]
('N50', 'M0P1') [[14.360033]]
('N66', 'N106') [[14.357709]]
('N34', 'N66') [[14.356048]]
('N17', 'M0P1') [[14.348611]]
('N107', 'N129') [[14.340313]]
('N7', 'M0P2') [[14.307081]]
('N149', 'M0P1') [[14.30553]]
('N81', 'M0P2') [[14.300155]]
('N168', 'M0P2') [[14.282818]]
('N207', 'M0P1') [[14.281806]]
('N83', 'N107') [[14.280861]]
('N133', 'M0P2') [[14.27296]]
('N100', 'M0P2') [[14.26661]]
('N189', 'M0P2') [[14.254543]]
('N150', 'M0P1') [[14.242197]]
('N192', 'M0P2') [[14.23552]]
('N120', 'M0P2') [[14.234771]]
('N166', 'M0P1') [[14.225379]]
('N30', 'N95') [[14.216172]]
('N245', 'M0P1') [[14.211571]]
('N83', 'N195') [[14.208745]]
('N235', 'M0P2') [[14.205583]]
('N3', 'M0P1') [[14.20505]]
('N218', 'M0P2') [[14.20493]]
('N118', 'N165') [[14.20275]]
('N22', 'N129') [[14.192722]]
('N22', 'N108') [[14.18619]]
('N19', 'N107') [[14.176532]]
('N199', 'M0P1') [[14.17445]]
('N106', 'N107') [[14.165999]]
('N1', 'M0P2') [[14.159561]]
('N3', 'N176') [[14.158855]]
('N96', 'N192') [[14.151973]]
('N121', 'M0P1') [[14.142478]]
('N100', 'M0P1') [[14.14214]]
('N36', 'M0P1') [[14.1415]]
('N23', 'N192') [[14.141284]]
('N19', 'N106') [[14.138193]]
('N253', 'M0P1') [[14.137939]]
('N79', 'N133') [[14.126632]]
('N104', 'N235') [[14.122743]]
('N126', 'M0P1') [[14.118614]]
('N149', 'M0P2') [[14.115023]]
('N124', 'N156') [[14.112506]]
('N107', 'N243') [[14.112364]]
('N170', 'M0P2') [[14.111605]]
('N169', 'M0P2') [[14.111154]]
('N15', 'N45') [[14.109009]]
('N171', 'M0P1') [[14.108788]]
('N218', 'M0P1') [[14.101004]]
('N61', 'M0P1') [[14.098415]]
('N3', 'N125') [[14.096863]]
('N192', 'N195') [[14.093649]]
('N83', 'N205') [[14.09288]]
('N15', 'N107') [[14.091535]]
('N103', 'M0P1') [[14.088084]]
('N110', 'M0P1') [[14.086942]]
('N11', 'M0P1') [[14.083168]]
('N32', 'N104') [[14.0819645]]
('N92', 'N207') [[14.081785]]
('N146', 'N192') [[14.079643]]
('N23', 'N107') [[14.078968]]
('N189', 'M0P1') [[14.078007]]
('N109', 'M0P1') [[14.077268]]
('N32', 'N60') [[14.076094]]
('N66', 'N118') [[14.071223]]
('N22', 'N195') [[14.068766]]
('N14', 'N79') [[14.068276]]
('N125', 'M0P1') [[14.066979]]
('N205', 'M0P1') [[14.063153]]
('N105', 'M0P2') [[14.061525]]
('N107', 'N151') [[14.058814]]
('N126', 'M0P2') [[14.057562]]
('N13', 'N32') [[14.056818]]
('N72', 'M0P2') [[14.052697]]
('N34', 'M0P1') [[14.052697]]
('N3', 'N118') [[14.052576]]
('N142', 'N176') [[14.050095]]
('N23', 'N136') [[14.048845]]
('N65', 'N124') [[14.046937]]
('N92', 'M0P1') [[14.045361]]
('N22', 'M0P1') [[14.041201]]
('N15', 'N243') [[14.038209]]
('N192', 'M0P1') [[14.037678]]
('N19', 'M0P2') [[14.036698]]
('N83', 'N174') [[14.035107]]
('N112', 'M0P1') [[14.033444]]
('N79', 'N217') [[14.033005]]
('N9', 'N176') [[14.032969]]
('N133', 'N176') [[14.031654]]
('N195', 'M0P2') [[14.026801]]
('N195', 'N221') [[14.026543]]
('N60', 'M0P1') [[14.023649]]
('N66', 'M0P1') [[14.017784]]
('N51', 'N176') [[14.014861]]
('N95', 'N126') [[14.012615]]
('N11', 'N32') [[14.011755]]
('N81', 'N176') [[14.011597]]
('N167', 'N207') [[14.011176]]
('N3', 'N160') [[14.010108]]
('N43', 'M0P2') [[14.009814]]
('N79', 'N242') [[14.009429]]
('N107', 'N212') [[14.008072]]
('N107', 'N112') [[14.005769]]
('N22', 'N60') [[14.005687]]
('N176', 'M0P2') [[14.004792]]
('N45', 'N107') [[14.004045]]
