('M0P1', 'M0P2') [[20.114098]]
('N11', 'M0P2') [[15.724283]]
('N71', 'N225') [[15.638032]]
('N11', 'M0P1') [[15.608079]]
('N48', 'M0P1') [[15.523694]]
('N48', 'M0P2') [[15.360776]]
('N116', 'N166') [[15.345795]]
('N239', 'M0P1') [[15.314235]]
('N71', 'M0P1') [[15.2643795]]
('N171', 'M0P1') [[15.2501955]]
('N26', 'M0P1') [[15.195741]]
('N70', 'M0P1') [[15.128003]]
('N239', 'M0P2') [[15.120358]]
('N26', 'N223') [[15.115703]]
('N82', 'M0P1') [[15.060971]]
('N71', 'N116') [[14.963674]]
('N26', 'N71') [[14.960263]]
('N71', 'N231') [[14.9257965]]
('N62', 'N171') [[14.918965]]
('N223', 'M0P1') [[14.915982]]
('N13', 'N26') [[14.91447]]
('N116', 'N171') [[14.912188]]
('N218', 'M0P1') [[14.893643]]
('N136', 'M0P1') [[14.884253]]
('N171', 'N229') [[14.840645]]
('N26', 'N215') [[14.829872]]
('N116', 'N225') [[14.822569]]
('N207', 'M0P1') [[14.790608]]
('N54', 'M0P1') [[14.786314]]
('N162', 'M0P1') [[14.780508]]
('N101', 'M0P1') [[14.761394]]
('N172', 'N249') [[14.758882]]
('N87', 'M0P1') [[14.73816]]
('N25', 'M0P1') [[14.736585]]
('N71', 'N223') [[14.725746]]
('N85', 'N171') [[14.723116]]
('N1', 'N126') [[14.719625]]
('N3', 'N85') [[14.719225]]
('N89', 'M0P1') [[14.712972]]
('N65', 'M0P1') [[14.711783]]
('N116', 'M0P1') [[14.706484]]
('N13', 'N223') [[14.692365]]
('N26', 'N229') [[14.687746]]
('N52', 'N172') [[14.683568]]
('N26', 'N85') [[14.677346]]
('N26', 'N125') [[14.665975]]
('N48', 'N116') [[14.665861]]
('N62', 'N213') [[14.657444]]
('N3', 'M0P1') [[14.654289]]
('N39', 'N218') [[14.652316]]
('N52', 'N218') [[14.635507]]
('N71', 'N190') [[14.633495]]
('N26', 'M0P2') [[14.63338]]
('N166', 'M0P1') [[14.627406]]
('N89', 'N179') [[14.623955]]
('N115', 'M0P1') [[14.623374]]
('N141', 'N171') [[14.619358]]
('N85', 'N223') [[14.615163]]
('N26', 'N113') [[14.613833]]
('N89', 'N230') [[14.61206]]
('N71', 'N229') [[14.611141]]
('N25', 'N71') [[14.606941]]
('N225', 'N243') [[14.604906]]
('N54', 'N71') [[14.599193]]
('N101', 'N171') [[14.598193]]
('N164', 'N249') [[14.579453]]
('N89', 'N196') [[14.577683]]
('N229', 'M0P1') [[14.577421]]
('N26', 'N37') [[14.568861]]
('N26', 'N48') [[14.565689]]
('N29', 'M0P1') [[14.56306]]
('N71', 'M0P2') [[14.55845]]
('N81', 'N171') [[14.556905]]
('N116', 'N119') [[14.55422]]
('N47', 'N48') [[14.550568]]
('N125', 'N171') [[14.549096]]
('N26', 'N116') [[14.537851]]
('N171', 'N243') [[14.534925]]
('N171', 'N231') [[14.532501]]
('N85', 'N215') [[14.5322895]]
('N54', 'N229') [[14.532259]]
('N71', 'N91') [[14.531533]]
('N68', 'N225') [[14.528349]]
('N26', 'N172') [[14.526796]]
('N26', 'N166') [[14.522161]]
('N54', 'N166') [[14.517172]]
('N64', 'N137') [[14.515555]]
('N14', 'N229') [[14.515364]]
('N164', 'N229') [[14.512102]]
('N185', 'M0P1') [[14.509097]]
('N62', 'N147') [[14.50335]]
('N199', 'M0P1') [[14.496449]]
('N64', 'N171') [[14.493269]]
('N171', 'N223') [[14.492308]]
('N26', 'N141') [[14.491671]]
('N0', 'M0P1') [[14.486603]]
('N13', 'N85') [[14.485857]]
('N109', 'N171') [[14.482158]]
('N31', 'N223') [[14.477848]]
('N71', 'N171') [[14.4773035]]
('N164', 'N201') [[14.476444]]
('N70', 'N116') [[14.474023]]
('N133', 'M0P1') [[14.469461]]
('N74', 'M0P1') [[14.469401]]
('N137', 'M0P1') [[14.465923]]
('N225', 'M0P1') [[14.465731]]
('N213', 'M0P1') [[14.465449]]
('N70', 'N71') [[14.464356]]
('N2', 'N218') [[14.464259]]
('N26', 'N137') [[14.463547]]
('N196', 'N243') [[14.461429]]
('N116', 'N246') [[14.461075]]
('N31', 'N81') [[14.460719]]
('N70', 'N225') [[14.4607]]
('N141', 'M0P1') [[14.459576]]
('N26', 'N216') [[14.455343]]
('N15', 'M0P1') [[14.448884]]
('N8', 'N116') [[14.444945]]
('N87', 'N171') [[14.443872]]
('N109', 'M0P1') [[14.442426]]
('N26', 'N54') [[14.442317]]
