M0P2	13441.028372
M0P1	13202.340017
N24	10.226442
N68	8.294444
N163	7.253867
N6	7.220696
N222	7.063553
N103	6.99682
N142	6.892309
N111	6.588502
N5	6.415637
N70	5.982573
N89	5.94121
N102	5.740459
N243	5.622571
N166	5.535448
N214	5.503767
N55	5.264763
N175	5.134481
N196	5.078327
N187	5.016501
N99	5.012343
N97	4.936164
N161	4.930138
N58	4.62832
N129	4.616101
N167	4.580763
N179	4.437445
N228	4.429501
N221	4.094628
N119	4.073466
N133	4.037129
N147	4.005959
N113	3.973808
N213	3.973399
N104	3.876694
N212	3.70257
N181	3.679357
N39	3.676046
N105	3.669822
N174	3.649349
N98	3.535316
N74	3.530852
N204	3.521012
N48	3.482454
N96	3.464365
N171	3.451821
N92	3.439395
N59	3.437263
N207	3.432668
N157	3.423531
N23	3.333518
N118	3.329433
N132	3.324832
N3	3.302145
N115	3.277849
N206	3.223116
N139	3.198138
N236	3.167013
N110	3.004816
N165	2.990903
N176	2.958751
N126	2.900582
N107	2.849634
N185	2.843388
N193	2.821725
N184	2.810261
N95	2.664152
N189	2.620508
N12	2.520044
N20	2.517886
N65	2.496249
N93	2.387306
N124	2.378527
N82	2.37573
N84	2.375255
N43	2.362526
N138	2.352355
N8	2.346841
N9	2.291636
N239	2.261176
N178	2.251179
N152	2.123855
N186	2.094233
N159	2.091787
N154	2.067994
N41	2.044633
N37	2.033181
N162	2.023118
N177	1.9687
N61	1.955492
N114	1.954463
N140	1.916108
N235	1.902019
N210	1.885513
N151	1.885024
N64	1.847691
N42	1.844128
N50	1.825627
N156	1.825032
N90	1.809044
N242	1.777688
N28	1.757519
N230	1.753139
N101	1.743302
N225	1.740346
N35	1.721444
N229	1.705255
N91	1.688837
N128	1.645606
N108	1.627458
N73	1.610947
N38	1.610576
N56	1.602812
N211	1.577117
N244	1.526264
N238	1.526166
N233	1.504165
N232	1.490711
N10	1.4406
N200	1.41005
N153	1.409856
N135	1.395044
N215	1.38919
N22	1.355594
N11	1.311825
N60	1.307841
N234	1.299186
N168	1.280979
N241	1.277061
N130	1.274109
N226	1.272565
N83	1.265626
N49	1.265088
N172	1.26457
N46	1.247228
N32	1.244161
N195	1.231572
N40	1.201891
N77	1.195758
N224	1.176633
N14	1.152156
N194	1.133762
N245	1.122367
N150	1.094134
N120	1.087249
N122	1.041033
N246	1.039097
N198	1.002398
N227	0.948665
N44	0.947697
N144	0.935388
N4	0.929827
N85	0.926759
N87	0.9266
N169	0.916499
N106	0.899567
N69	0.898847
N148	0.87802
N191	0.87519
N79	0.869284
N158	0.850911
N231	0.846408
N1	0.823535
N208	0.806994
N26	0.800488
N25	0.8003
N180	0.76853
N34	0.734127
N155	0.727627
N136	0.71679
N15	0.709077
N252	0.706023
N75	0.701575
N190	0.698996
N203	0.695062
N223	0.689815
N51	0.678678
N123	0.658605
N248	0.657467
N134	0.651797
N33	0.641956
N143	0.62374
N116	0.61643
N164	0.615265
N109	0.614122
N251	0.613285
N182	0.607076
N188	0.605891
N219	0.605798
N67	0.599904
N121	0.58326
N88	0.538669
N0	0.533768
N173	0.529407
N31	0.529097
N18	0.526188
N53	0.521713
N86	0.521388
N45	0.51661
N217	0.493982
N170	0.485579
N249	0.478479
N72	0.47144
N52	0.47025
N36	0.457605
N205	0.447877
N66	0.445736
N237	0.443356
N131	0.440819
N13	0.437686
N146	0.430625
N81	0.421926
N54	0.419845
N250	0.414351
N112	0.412488
N27	0.398605
N160	0.381752
N202	0.353272
N57	0.347811
N100	0.315093
N21	0.309074
N218	0.308006
N247	0.304156
N192	0.303874
N63	0.29915
N197	0.278306
N78	0.274739
N17	0.254439
N71	0.252733
N7	0.246924
N145	0.233152
N2	0.223758
N94	0.221979
N62	0.214255
N183	0.206188
N19	0.197918
N240	0.190903
N209	0.187096
N125	0.172352
N76	0.163566
N16	0.147912
N141	0.134294
N201	0.133281
N137	0.124484
N220	0.114444
N199	0.105502
N29	0.101387
N30	0.100258
N216	0.097905
N117	0.094296
N253	0.087506
N127	0.073805
N80	0.069816
N149	0.067722
N47	0.063164
