('M0P1', 'M0P2') [[33.87469]]
('N83', 'N124') [[19.590048]]
('N4', 'N221') [[19.502726]]
('N18', 'N57') [[19.46952]]
('N4', 'N91') [[19.401983]]
('N4', 'N243') [[19.376072]]
('N124', 'N182') [[19.371674]]
('N124', 'N162') [[19.295088]]
('N4', 'N156') [[19.26919]]
('N18', 'N52') [[19.25806]]
('N4', 'N71') [[19.237473]]
('N210', 'N221') [[19.233534]]
('N19', 'N124') [[19.232224]]
('N22', 'N124') [[19.212519]]
('N2', 'N50') [[19.188284]]
('N52', 'N124') [[19.181206]]
('N124', 'N163') [[19.175758]]
('N59', 'N129') [[19.150755]]
('N18', 'N124') [[19.135998]]
('N16', 'N124') [[19.118624]]
('N100', 'N124') [[19.113712]]
('N18', 'N221') [[19.11264]]
('N182', 'N243') [[19.112562]]
('N4', 'N227') [[19.08645]]
('N124', 'N164') [[19.076725]]
('N4', 'N182') [[19.06444]]
('N124', 'N136') [[19.04703]]
('N124', 'N243') [[19.0392]]
('N71', 'N124') [[19.036757]]
('N52', 'N83') [[19.02844]]
('N124', 'N148') [[19.02326]]
('N81', 'N243') [[19.022636]]
('N2', 'N124') [[19.017447]]
('N103', 'N124') [[18.997776]]
('N184', 'N201') [[18.992264]]
('N4', 'N148') [[18.99035]]
('N101', 'N124') [[18.975307]]
('N52', 'N148') [[18.973837]]
('N60', 'N124') [[18.966204]]
('N13', 'N124') [[18.958302]]
('N2', 'N250') [[18.95409]]
('N75', 'N124') [[18.953024]]
('N81', 'N124') [[18.951715]]
('N52', 'N136') [[18.945732]]
('N60', 'N148') [[18.943516]]
('N72', 'N124') [[18.942858]]
('N69', 'N124') [[18.940926]]
('N4', 'N124') [[18.936653]]
('N118', 'N161') [[18.931765]]
('N124', 'N161') [[18.930973]]
('N15', 'N50') [[18.926926]]
('N4', 'N22') [[18.92665]]
('N18', 'N250') [[18.918152]]
('N106', 'N124') [[18.917372]]
('N191', 'N243') [[18.91702]]
('N124', 'N227') [[18.916754]]
('N18', 'N212') [[18.91208]]
('N91', 'N243') [[18.899551]]
('N18', 'N253') [[18.895798]]
('N37', 'N124') [[18.89498]]
('N52', 'N205') [[18.893167]]
('N83', 'N148') [[18.891222]]
('N18', 'N148') [[18.890568]]
('N52', 'N69') [[18.887747]]
('N16', 'N69') [[18.885073]]
('N91', 'N124') [[18.879883]]
('N59', 'N124') [[18.878006]]
('N124', 'N221') [[18.873735]]
('N98', 'N124') [[18.870731]]
('N71', 'N182') [[18.87028]]
('N60', 'N91') [[18.86749]]
('N83', 'N182') [[18.865782]]
('N2', 'N185') [[18.865713]]
('N82', 'N124') [[18.865585]]
('N22', 'N161') [[18.864607]]
('N18', 'N71') [[18.861206]]
('N98', 'N164') [[18.857592]]
('N91', 'N182') [[18.85574]]
('N221', 'N243') [[18.855015]]
('N18', 'N161') [[18.852753]]
('N50', 'N60') [[18.849428]]
('N124', 'N172') [[18.848871]]
('N2', 'N213') [[18.848827]]
('N205', 'N243') [[18.845213]]
('N22', 'N52') [[18.84516]]
('N4', 'N18') [[18.843573]]
('N40', 'N227') [[18.843334]]
('N124', 'N215') [[18.838638]]
('N73', 'N124') [[18.838463]]
('N124', 'N167') [[18.8377]]
('N52', 'N76') [[18.83606]]
('N40', 'N59') [[18.835398]]
('N124', 'N205') [[18.83444]]
('N129', 'N134') [[18.827208]]
('N52', 'N221') [[18.820852]]
('N30', 'N124') [[18.816637]]
('N52', 'N213') [[18.81628]]
('N4', 'N19') [[18.816]]
('N18', 'N162') [[18.811537]]
('N245', 'N247') [[18.810204]]
('N2', 'N18') [[18.80765]]
('N4', 'N210') [[18.801718]]
('N94', 'N124') [[18.801636]]
('N25', 'N243') [[18.797447]]
('N98', 'N123') [[18.791748]]
('N69', 'N81') [[18.790228]]
('N59', 'N185') [[18.785631]]
('N4', 'N179') [[18.785263]]
('N124', 'N212') [[18.785107]]
('N60', 'N164') [[18.78053]]
('N4', 'N192') [[18.780445]]
('N15', 'N54') [[18.779383]]
('N15', 'N18') [[18.778446]]
('N124', 'N222') [[18.778292]]
('N4', 'N123') [[18.776966]]
('N81', 'N191') [[18.77376]]
('N185', 'N212') [[18.772734]]
('N243', 'N245') [[18.772503]]
('N16', 'N72') [[18.771875]]
('N101', 'N199') [[18.771511]]
('N109', 'N124') [[18.769114]]
('N93', 'N221') [[18.768658]]
('N60', 'N199') [[18.76533]]
('N4', 'N199') [[18.763378]]
('N122', 'N199') [[18.762722]]
('N22', 'N191') [[18.761957]]
('N2', 'N123') [[18.761799]]
('N52', 'N199') [[18.761572]]
('N82', 'N164') [[18.756886]]
('N18', 'N168') [[18.754904]]
('N159', 'N161') [[18.7518]]
('N69', 'N236') [[18.747726]]
('N50', 'N191') [[18.74529]]
('N2', 'N118') [[18.744928]]
('N125', 'N136') [[18.741077]]
('N182', 'N199') [[18.739326]]
('N22', 'N71') [[18.736883]]
('N83', 'N227') [[18.736233]]
('N60', 'N201') [[18.736048]]
('N4', 'N212') [[18.734161]]
('N22', 'N182') [[18.732725]]
('N124', 'N179') [[18.732185]]
('N4', 'N172') [[18.730495]]
('N16', 'N161') [[18.72858]]
('N201', 'N245') [[18.727514]]
('N72', 'N161') [[18.726208]]
('N71', 'N98') [[18.724466]]
('N81', 'N184') [[18.723705]]
('N4', 'N81') [[18.721592]]
('N15', 'N185') [[18.719872]]
('N4', 'N191') [[18.719276]]
('N18', 'N227') [[18.717377]]
('N161', 'N165') [[18.716324]]
('N26', 'N243') [[18.715221]]
('N124', 'N170') [[18.712673]]
('N161', 'N162') [[18.712553]]
('N54', 'N182') [[18.70877]]
('N15', 'N124') [[18.708601]]
('N60', 'N243') [[18.708347]]
('N93', 'N213') [[18.703342]]
('N210', 'N243') [[18.699455]]
('N57', 'N124') [[18.696438]]
('N81', 'N101') [[18.695847]]
('N124', 'N174') [[18.694963]]
('N22', 'N148') [[18.693464]]
('N50', 'N118') [[18.69343]]
('N134', 'N218') [[18.69221]]
('N9', 'N124') [[18.69175]]
('N50', 'N161') [[18.690712]]
('N161', 'N213') [[18.689878]]
('N19', 'N221') [[18.689491]]
('N35', 'N124') [[18.687244]]
('N18', 'N83') [[18.685522]]
('N18', 'N81') [[18.68539]]
('N18', 'N110') [[18.683922]]
('N4', 'N213') [[18.681307]]
('N18', 'N164') [[18.67832]]
('N62', 'N243') [[18.67826]]
('N124', 'N250') [[18.675234]]
('N182', 'N245') [[18.674776]]
('N182', 'N227') [[18.674467]]
('N18', 'N22') [[18.673231]]
('N71', 'N83') [[18.671967]]
('N33', 'N125') [[18.670023]]
('N45', 'N148') [[18.669622]]
('N69', 'N96') [[18.668327]]
('N164', 'N182') [[18.66613]]
('N3', 'N124') [[18.664879]]
('N54', 'N124') [[18.664661]]
('N26', 'N124') [[18.663988]]
('N4', 'N96') [[18.663582]]
('N15', 'N16') [[18.6588]]
('N83', 'N172') [[18.65863]]
('N50', 'N243') [[18.657303]]
('N96', 'N133') [[18.655964]]
('N69', 'N243') [[18.655956]]
('N22', 'N83') [[18.655525]]
('N30', 'N52') [[18.652197]]
('N18', 'N144') [[18.650278]]
('N40', 'N124') [[18.648378]]
('N16', 'N250') [[18.646242]]
('N161', 'N201') [[18.644632]]
('N18', 'N72') [[18.643728]]
('N103', 'N201') [[18.643076]]
('N225', 'N243') [[18.642635]]
('N161', 'N191') [[18.641731]]
('N6', 'N124') [[18.640398]]
('N33', 'N182') [[18.638458]]
('N161', 'N214') [[18.636612]]
('N4', 'N245') [[18.636387]]
('N4', 'N90') [[18.634922]]
('N59', 'N221') [[18.63417]]
('N22', 'N193') [[18.634007]]
('N2', 'N191') [[18.63311]]
('N26', 'N71') [[18.63271]]
('N48', 'N52') [[18.631798]]
('N22', 'N118') [[18.631676]]
