('M0P1', 'M0P2') [[41.67561]]
('N177', 'N204') [[19.421234]]
('N30', 'N235') [[19.16608]]
('N57', 'N109') [[19.14484]]
('N95', 'N216') [[19.0866]]
('N120', 'N176') [[19.038086]]
('N38', 'N237') [[19.00873]]
('N9', 'N201') [[19.00464]]
('N30', 'N237') [[18.972548]]
('N115', 'N121') [[18.951553]]
('N30', 'N177') [[18.921648]]
('N40', 'N121') [[18.91175]]
('N30', 'N38') [[18.896206]]
('N41', 'N176') [[18.88898]]
('N48', 'N121') [[18.869396]]
('N41', 'N120') [[18.861336]]
('N120', 'N201') [[18.84267]]
('N38', 'N53') [[18.833452]]
('N30', 'N176') [[18.830154]]
('N3', 'N108') [[18.81372]]
('N177', 'N223') [[18.812317]]
('N41', 'N57') [[18.80519]]
('N3', 'N216') [[18.804676]]
('N92', 'N177') [[18.80324]]
('N41', 'N163') [[18.8018]]
('N138', 'N201') [[18.797884]]
('N92', 'N142') [[18.787956]]
('N177', 'N235') [[18.775017]]
('N108', 'N162') [[18.768007]]
('N60', 'N216') [[18.766163]]
('N177', 'N201') [[18.760239]]
('N125', 'N177') [[18.758959]]
('N165', 'N172') [[18.751839]]
('N38', 'N177') [[18.746632]]
('N30', 'N40') [[18.746342]]
('N50', 'N88') [[18.74597]]
('N57', 'N141') [[18.743595]]
('N41', 'N235') [[18.74308]]
('N30', 'N182') [[18.742188]]
('N182', 'N184') [[18.741806]]
('N113', 'N201') [[18.735956]]
('N108', 'N176') [[18.73183]]
('N33', 'N192') [[18.72403]]
('N57', 'N95') [[18.720533]]
('N19', 'N152') [[18.7132]]
('N41', 'N216') [[18.704613]]
('N176', 'N245') [[18.703892]]
('N41', 'N121') [[18.701756]]
('N54', 'N176') [[18.70073]]
('N38', 'N184') [[18.696056]]
('N177', 'N253') [[18.69494]]
('N3', 'N121') [[18.684628]]
('N57', 'N235') [[18.676388]]
('N177', 'N233') [[18.673582]]
('N75', 'N201') [[18.672625]]
('N138', 'N176') [[18.668312]]
('N111', 'N177') [[18.667427]]
('N19', 'N142') [[18.664412]]
('N108', 'N249') [[18.66334]]
('N48', 'N57') [[18.660334]]
('N160', 'N177') [[18.658478]]
('N176', 'N201') [[18.647604]]
('N30', 'N120') [[18.646778]]
('N57', 'N201') [[18.644657]]
('N176', 'M0P1') [[18.642391]]
('N141', 'N216') [[18.63279]]
('N142', 'N253') [[18.63054]]
('N31', 'N141') [[18.629658]]
('N48', 'N108') [[18.629303]]
('N13', 'N216') [[18.624762]]
('N142', 'N176') [[18.621473]]
('N92', 'N176') [[18.619755]]
('N127', 'N162') [[18.619272]]
('N57', 'N253') [[18.618872]]
('N121', 'N195') [[18.617575]]
('N33', 'N38') [[18.616907]]
('N201', 'N202') [[18.61488]]
('N162', 'N201') [[18.614475]]
('N30', 'N41') [[18.613398]]
('N141', 'N177') [[18.611282]]
('N30', 'N108') [[18.605627]]
('N30', 'N141') [[18.603695]]
('N176', 'N192') [[18.60329]]
('N48', 'N201') [[18.597408]]
('N38', 'N136') [[18.59609]]
('N38', 'N41') [[18.59577]]
('N38', 'N186') [[18.594967]]
('N30', 'N57') [[18.59339]]
('N195', 'N253') [[18.592299]]
('N38', 'N131') [[18.592196]]
('N24', 'N177') [[18.590096]]
('N141', 'N170') [[18.589909]]
('N41', 'N136') [[18.589067]]
('N71', 'N235') [[18.588232]]
('N145', 'N177') [[18.587723]]
('N109', 'N201') [[18.579567]]
('N170', 'N177') [[18.579475]]
('N126', 'N176') [[18.577265]]
