('M0P1', 'M0P2') [[80.2598]]
('N67', 'N182') [[18.982414]]
('N182', 'M0P2') [[18.950985]]
('N24', 'N145') [[18.866154]]
('N79', 'N182') [[18.797201]]
('N42', 'N145') [[18.744162]]
('N21', 'N119') [[18.698967]]
('N145', 'N172') [[18.695677]]
('N105', 'N228') [[18.687416]]
('N68', 'N119') [[18.634966]]
('N145', 'N180') [[18.626604]]
('N24', 'N79') [[18.607258]]
('N119', 'N180') [[18.592543]]
('N210', 'N233') [[18.582342]]
('N119', 'N145') [[18.578585]]
('N145', 'N218') [[18.55963]]
('N60', 'N207') [[18.551304]]
('N183', 'N191') [[18.546663]]
('N10', 'N250') [[18.540417]]
('N145', 'N207') [[18.5338]]
('N182', 'M0P1') [[18.529852]]
('N24', 'N172') [[18.529346]]
('N170', 'N210') [[18.52906]]
('N145', 'N154') [[18.5218]]
('N145', 'N156') [[18.519035]]
('N119', 'N164') [[18.505508]]
('N67', 'N207') [[18.498352]]
('N60', 'N233') [[18.474985]]
('N24', 'N210') [[18.474834]]
('N207', 'N231') [[18.474382]]
('N8', 'N145') [[18.466663]]
('N230', 'N250') [[18.463484]]
('N26', 'N145') [[18.459507]]
('N21', 'N26') [[18.457668]]
('N67', 'N175') [[18.433458]]
('N12', 'N55') [[18.417864]]
('N79', 'N156') [[18.412374]]
('N10', 'N83') [[18.41161]]
('N10', 'N67') [[18.401356]]
('N24', 'N182') [[18.39635]]
('N182', 'N218') [[18.395346]]
('N14', 'N145') [[18.39514]]
('N67', 'N218') [[18.389847]]
('N10', 'N21') [[18.388931]]
('N156', 'N182') [[18.38661]]
('N138', 'N145') [[18.385311]]
('N10', 'N175') [[18.383625]]
('N21', 'N60') [[18.378887]]
('N10', 'N241') [[18.376278]]
('N60', 'N154') [[18.37539]]
('N60', 'N148') [[18.374804]]
('N10', 'N231') [[18.369013]]
('N34', 'N210') [[18.36654]]
('N26', 'N210') [[18.363598]]
('N78', 'N207') [[18.359476]]
('N182', 'N230') [[18.357222]]
('N214', 'N246') [[18.351727]]
('N182', 'N244') [[18.343481]]
('N60', 'N210') [[18.343304]]
('N60', 'N176') [[18.342577]]
('N10', 'N154') [[18.341316]]
('N218', 'N230') [[18.338398]]
('N60', 'N161') [[18.335398]]
('N24', 'N150') [[18.33336]]
('N10', 'N94') [[18.332615]]
('N26', 'N42') [[18.331377]]
('N24', 'N218') [[18.321783]]
('N145', 'N231') [[18.305307]]
('N183', 'N231') [[18.30479]]
('N172', 'N207') [[18.302902]]
('N171', 'N230') [[18.299992]]
('N89', 'N241') [[18.298069]]
('N55', 'N60') [[18.297775]]
('N60', 'N172') [[18.29456]]
('N10', 'N230') [[18.294472]]
('N86', 'N207') [[18.291832]]
('N161', 'N230') [[18.29049]]
('N145', 'N153') [[18.287687]]
('N97', 'N240') [[18.286837]]
('N26', 'N119') [[18.284399]]
('N18', 'N145') [[18.284058]]
('N74', 'N210') [[18.277748]]
('N153', 'N182') [[18.275812]]
('N60', 'N164') [[18.27518]]
('N161', 'N182') [[18.27214]]
('N79', 'N145') [[18.270334]]
('N10', 'N63') [[18.269104]]
('N10', 'N73') [[18.26855]]
('N105', 'N244') [[18.266024]]
('N35', 'N80') [[18.265709]]
('N94', 'N191') [[18.265247]]
('N55', 'N210') [[18.262497]]
('N21', 'N218') [[18.25947]]
('N60', 'N84') [[18.25805]]
('N223', 'N230') [[18.2578]]
('N148', 'N182') [[18.257664]]
('N123', 'N207') [[18.2572]]
('N138', 'N172') [[18.25317]]
('N75', 'N145') [[18.2462]]
('N206', 'N250') [[18.245811]]
('N83', 'N182') [[18.24186]]
('N145', 'N210') [[18.241724]]
('N12', 'N24') [[18.24064]]
('N14', 'N172') [[18.239195]]
('N182', 'N235') [[18.236076]]
('N61', 'N170') [[18.235159]]
('N10', 'N60') [[18.22217]]
('N207', 'N208') [[18.22167]]
('N172', 'N210') [[18.220076]]
('N60', 'N83') [[18.216585]]
('N207', 'N230') [[18.21093]]
('N92', 'N172') [[18.209724]]
('N73', 'N192') [[18.20945]]
('N79', 'N97') [[18.209429]]
('N145', 'N228') [[18.205193]]
('N210', 'N250') [[18.20378]]
('N10', 'N210') [[18.20281]]
('N153', 'N210') [[18.20228]]
('N60', 'N218') [[18.200226]]
('N60', 'N145') [[18.199593]]
('N171', 'N172') [[18.198822]]
('N10', 'N119') [[18.196686]]
('N60', 'N67') [[18.195372]]
('N48', 'N119') [[18.18987]]
('N182', 'N210') [[18.188606]]
('N10', 'N145') [[18.185076]]
('N27', 'N145') [[18.183977]]
('N93', 'N230') [[18.1829]]
('N60', 'N153') [[18.179543]]
('N223', 'N231') [[18.17935]]
('N60', 'N169') [[18.179213]]
('N153', 'N244') [[18.17633]]
('N28', 'N207') [[18.176176]]
('N74', 'N138') [[18.175737]]
('N170', 'N183') [[18.17531]]
('N10', 'N79') [[18.172216]]
('N10', 'N12') [[18.17176]]
('N24', 'N154') [[18.171476]]
('N182', 'N207') [[18.170216]]
('N67', 'N87') [[18.169867]]
('N128', 'N145') [[18.167585]]
('N79', 'N138') [[18.161375]]
('N12', 'N73') [[18.158014]]
('N55', 'N172') [[18.155424]]
('N94', 'N184') [[18.1551]]
('N150', 'N161') [[18.154896]]
('N67', 'N145') [[18.154118]]
('N206', 'N223') [[18.15359]]
('N4', 'N206') [[18.15276]]
('N207', 'N233') [[18.148453]]
('N5', 'N145') [[18.14663]]
('N73', 'N145') [[18.145765]]
('N48', 'N205') [[18.14491]]
('N67', 'N210') [[18.144445]]
('N208', 'N228') [[18.1437]]
('N145', 'N213') [[18.14368]]
('N228', 'N230') [[18.139544]]
('N73', 'N207') [[18.135775]]
('N24', 'N97') [[18.135557]]
('N147', 'N153') [[18.134321]]
('N94', 'N154') [[18.133766]]
('N67', 'N228') [[18.133385]]
('N21', 'N24') [[18.132193]]
('N67', 'N153') [[18.131163]]
('N182', 'N231') [[18.130365]]
('N145', 'N182') [[18.128502]]
('N145', 'N191') [[18.125648]]
('N18', 'N21') [[18.124287]]
('N24', 'N228') [[18.123848]]
('N92', 'N169') [[18.121515]]
('N75', 'N253') [[18.118599]]
('N228', 'N241') [[18.11859]]
('N79', 'N187') [[18.118265]]
('N10', 'N153') [[18.116264]]
('N153', 'N207') [[18.11612]]
('N67', 'N105') [[18.114609]]
('N29', 'N76') [[18.114548]]
('N24', 'N94') [[18.108814]]
('N21', 'N241') [[18.106266]]
('N182', 'N223') [[18.10461]]
('N21', 'N192') [[18.102497]]
('N21', 'N231') [[18.098278]]
('N24', 'N138') [[18.094587]]
('N97', 'N228') [[18.09437]]
('N10', 'N172') [[18.093428]]
('N92', 'N230') [[18.092196]]
('N65', 'N207') [[18.091421]]
('N21', 'N83') [[18.0889]]
('N183', 'N250') [[18.08821]]
('N33', 'N182') [[18.088055]]
('N67', 'N156') [[18.086134]]
('N55', 'N207') [[18.08587]]
('N60', 'N175') [[18.08573]]
('N28', 'N33') [[18.08573]]
('N12', 'N210') [[18.084812]]
('N145', 'N150') [[18.082823]]
('N10', 'N182') [[18.082212]]
('N26', 'N40') [[18.082205]]
('N170', 'N231') [[18.078272]]
('N113', 'N145') [[18.077063]]
('N207', 'N210') [[18.07617]]
('N10', 'N68') [[18.075886]]
('N60', 'N97') [[18.075592]]
('N97', 'N204') [[18.075499]]
('N24', 'N206') [[18.075089]]
('N67', 'N94') [[18.073895]]
('N51', 'N145') [[18.072186]]
('N66', 'N128') [[18.07163]]
('N170', 'N207') [[18.070137]]
('N75', 'N246') [[18.070133]]
('N83', 'N240') [[18.070127]]
('N60', 'N231') [[18.06887]]
('N48', 'N223') [[18.068674]]
('N97', 'N223') [[18.067331]]
('N111', 'N250') [[18.066263]]
('N145', 'N158') [[18.063282]]
('N86', 'N170') [[18.062443]]
('N206', 'N214') [[18.062416]]
('N60', 'N170') [[18.060476]]
('N147', 'N170') [[18.059181]]
('N10', 'N171') [[18.058023]]
('N21', 'N233') [[18.057547]]
('N54', 'N145') [[18.057482]]
('N94', 'N207') [[18.057022]]
('N10', 'N51') [[18.055426]]
('N97', 'N182') [[18.053053]]
('N39', 'N63') [[18.052603]]
('N105', 'N241') [[18.050768]]
('N123', 'N182') [[18.050148]]
('N24', 'N171') [[18.048891]]
('N170', 'N233') [[18.04817]]
('N197', 'N210') [[18.04711]]
('N176', 'N218') [[18.045795]]
('N55', 'N105') [[18.045532]]
('N6', 'N67') [[18.044619]]
('N54', 'N79') [[18.043337]]
('N18', 'N26') [[18.04256]]
('N122', 'N182') [[18.042519]]
('N210', 'N230') [[18.041597]]
('N161', 'N169') [[18.04067]]
('N100', 'N172') [[18.03903]]
('N24', 'N58') [[18.037664]]
('N24', 'N208') [[18.036957]]
('N24', 'N26') [[18.036592]]
('N10', 'N24') [[18.036537]]
('N93', 'N119') [[18.03653]]
('N97', 'N187') [[18.035917]]
('N24', 'N223') [[18.035803]]
('N138', 'N207') [[18.03439]]
('N145', 'N244') [[18.033672]]
('N153', 'N218') [[18.031725]]
('N172', 'N231') [[18.030838]]
('N79', 'N218') [[18.024982]]
('N97', 'N119') [[18.02123]]
('N60', 'N89') [[18.020002]]
('N60', 'N230') [[18.019737]]
('N172', 'N189') [[18.018839]]
('N210', 'N224') [[18.017765]]
('N42', 'N67') [[18.017061]]
('N24', 'N183') [[18.01701]]
('N89', 'N119') [[18.016907]]
('N48', 'N60') [[18.016167]]
('N205', 'N222') [[18.015976]]
('N24', 'N207') [[18.014782]]
('N138', 'N154') [[18.014685]]
('N6', 'N97') [[18.014683]]
('N44', 'N154') [[18.013165]]
('N79', 'N215') [[18.012068]]
('N182', 'N184') [[18.012003]]
('N145', 'N240') [[18.011356]]
('N24', 'N55') [[18.011204]]
('N207', 'N218') [[18.011187]]
('N27', 'N100') [[18.009762]]
('N24', 'M0P2') [[18.009418]]
('N218', 'N223') [[18.009209]]
('N67', 'N172') [[18.008934]]
('N169', 'N214') [[18.00637]]
('N169', 'N231') [[18.005632]]
('N89', 'N105') [[18.005198]]
('N26', 'N187') [[18.00495]]
('N42', 'N48') [[18.002867]]
('N53', 'N55') [[18.002373]]
('N24', 'N120') [[18.000305]]
('N79', 'N240') [[17.99848]]
('N10', 'N157') [[17.998055]]
('N21', 'N175') [[17.996546]]
('N128', 'N175') [[17.99608]]
('N89', 'N207') [[17.994822]]
('N24', 'N112') [[17.993158]]
('N4', 'N182') [[17.992765]]
('N73', 'N128') [[17.992735]]
('N97', 'N145') [[17.992558]]
('N7', 'N210') [[17.991776]]
('N67', 'N78') [[17.99154]]
('N26', 'N79') [[17.990881]]
('N145', 'N229') [[17.989864]]
('N10', 'N147') [[17.989355]]
('N18', 'N210') [[17.988861]]
('N169', 'N230') [[17.988647]]
('N183', 'N210') [[17.988224]]
('N12', 'N172') [[17.986086]]
('N74', 'N250') [[17.985935]]
('N231', 'N250') [[17.985846]]
('N21', 'N79') [[17.985731]]
('N119', 'N192') [[17.983688]]
('N154', 'N175') [[17.98236]]
('N24', 'N60') [[17.981373]]
('N10', 'N48') [[17.981304]]
('N172', 'N183') [[17.980478]]
('N89', 'N97') [[17.97958]]
('N207', 'N219') [[17.977938]]
('N32', 'N218') [[17.977036]]
('N73', 'N89') [[17.976583]]
('N63', 'N250') [[17.975971]]
('N119', 'N172') [[17.97516]]
('N161', 'N172') [[17.974962]]
('N187', 'N210') [[17.974796]]
('N79', 'N112') [[17.974174]]
('N210', 'N252') [[17.973848]]
('N145', 'N233') [[17.973812]]
('N189', 'N240') [[17.973547]]
('N21', 'N210') [[17.97218]]
('N145', 'N250') [[17.971949]]
('N63', 'N241') [[17.971891]]
('N85', 'N156') [[17.971806]]
('N82', 'N180') [[17.97174]]
('N100', 'N182') [[17.971107]]
('N39', 'N170') [[17.970478]]
('N108', 'N210') [[17.970234]]
('N12', 'N240') [[17.969198]]
('N79', 'N83') [[17.968645]]
('N60', 'N94') [[17.968498]]
('N42', 'N241') [[17.967424]]
('N12', 'N182') [[17.967161]]
('N34', 'N94') [[17.966433]]
('N68', 'N241') [[17.965115]]
('N144', 'N182') [[17.964888]]
('N218', 'N228') [[17.963951]]
('N161', 'N192') [[17.963488]]
('N40', 'N97') [[17.963026]]
('N32', 'N132') [[17.96206]]
('N94', 'N241') [[17.961643]]
('N35', 'N244') [[17.96144]]
('N75', 'N97') [[17.9597]]
('N201', 'N230') [[17.959414]]
('N94', 'N183') [[17.95529]]
('N79', 'N157') [[17.955196]]
('N10', 'N207') [[17.953583]]
('N74', 'N172') [[17.95304]]
('N54', 'N119') [[17.952559]]
('N35', 'N145') [[17.952003]]
('N97', 'N172') [[17.951427]]
('N161', 'N207') [[17.949299]]
('N78', 'N231') [[17.949017]]
('N10', 'N89') [[17.94856]]
('N154', 'N230') [[17.947899]]
('N55', 'N145') [[17.947433]]
('N86', 'N153') [[17.947338]]
('N26', 'N180') [[17.94529]]
('N60', 'N187') [[17.944908]]
('N172', 'N240') [[17.94426]]
('N75', 'N100') [[17.94409]]
('N73', 'N138') [[17.943249]]
('N55', 'N253') [[17.942633]]
('N10', 'N240') [[17.941542]]
('N67', 'N184') [[17.941528]]
('N60', 'N157') [[17.940681]]
('N176', 'N183') [[17.940609]]
('N156', 'N207') [[17.9405]]
('N154', 'N156') [[17.940073]]
('N63', 'N154') [[17.939882]]
('N145', 'N175') [[17.93959]]
('N27', 'N161') [[17.939249]]
('N12', 'N21') [[17.939224]]
('N10', 'N228') [[17.939116]]
('N145', 'N203') [[17.938463]]
('N26', 'N28') [[17.938335]]
('N153', 'N231') [[17.93797]]
('N67', 'N176') [[17.937305]]
('N34', 'N78') [[17.937037]]
('N24', 'N29') [[17.936918]]
('N10', 'N97') [[17.93613]]
('N79', 'N250') [[17.935366]]
('N73', 'N75') [[17.934381]]
('N145', 'N234') [[17.933168]]
('N83', 'N94') [[17.932877]]
('N180', 'N182') [[17.932446]]
('N40', 'N244') [[17.931932]]
('N145', 'N185') [[17.93153]]
('N210', 'N240') [[17.931437]]
('N119', 'N153') [[17.930307]]
('N148', 'N218') [[17.930101]]
('N145', 'N204') [[17.929846]]
('N86', 'N145') [[17.929659]]
('N198', 'N231') [[17.928493]]
('N119', 'N175') [[17.927845]]
('N39', 'N112') [[17.927809]]
('N97', 'N230') [[17.926807]]
('N140', 'N145') [[17.926508]]
('N154', 'N155') [[17.925652]]
('N26', 'N253') [[17.92535]]
('N154', 'N157') [[17.925158]]
('N110', 'N250') [[17.924887]]
('N0', 'N241') [[17.924572]]
('N83', 'N214') [[17.924042]]
('N145', 'N170') [[17.922657]]
('N40', 'N105') [[17.922642]]
('N39', 'N182') [[17.921608]]
('N145', 'N195') [[17.920683]]
('N145', 'N161') [[17.92022]]
('N60', 'N165') [[17.919561]]
('N42', 'N231') [[17.91871]]
('N119', 'N244') [[17.91795]]
('N154', 'N218') [[17.917511]]
('N10', 'N220') [[17.916935]]
('N182', 'N187') [[17.916315]]
('N4', 'N218') [[17.916204]]
('N10', 'N30') [[17.91614]]
('N79', 'N207') [[17.915634]]
('N175', 'N182') [[17.91484]]
('N21', 'N48') [[17.914776]]
('N51', 'N89') [[17.914694]]
('N91', 'N182') [[17.914265]]
('N223', 'N235') [[17.914042]]
('N60', 'N75') [[17.91277]]
('N26', 'N182') [[17.912754]]
('N42', 'N87') [[17.912336]]
('N21', 'N73') [[17.911264]]
('N79', 'N154') [[17.910965]]
('N24', 'N89') [[17.910393]]
('N21', 'N182') [[17.910183]]
('N40', 'N42') [[17.909918]]
('N170', 'N250') [[17.909891]]
('N154', 'N224') [[17.908768]]
('N28', 'N153') [[17.90855]]
('N207', 'N228') [[17.908339]]
('N214', 'N231') [[17.908033]]
('N153', 'N183') [[17.907375]]
('N172', 'N182') [[17.906473]]
('N78', 'N183') [[17.905554]]
('N83', 'N207') [[17.90495]]
('N21', 'N128') [[17.904373]]
('N182', 'N224') [[17.904202]]
('N21', 'N105') [[17.904142]]
('N79', 'N170') [[17.903687]]
('N152', 'N175') [[17.903118]]
('N83', 'N233') [[17.903116]]
('N42', 'N210') [[17.902689]]
('N87', 'N94') [[17.902615]]
('N10', 'N197') [[17.902372]]
('N84', 'N145') [[17.902212]]
('N170', 'N172') [[17.902176]]
('N24', 'N119') [[17.901073]]
('N40', 'N207') [[17.900661]]
('N14', 'N67') [[17.900295]]
('N176', 'N210') [[17.899506]]
('N73', 'N172') [[17.898682]]
('N27', 'N231') [[17.89831]]
('N102', 'N204') [[17.898176]]
('N10', 'N55') [[17.898005]]
('N94', 'N210') [[17.897867]]
('N97', 'N207') [[17.897734]]
('N24', 'N176') [[17.896112]]
('N4', 'N21') [[17.893091]]
('N170', 'N182') [[17.892794]]
('N207', 'N250') [[17.89233]]
('N10', 'N42') [[17.891884]]
