('M0P1', 'M0P2') [[39.77609]]
('N85', 'N136') [[19.453796]]
('N123', 'N172') [[19.432259]]
('N20', 'N172') [[19.379753]]
('N32', 'N46') [[19.34464]]
('N0', 'N172') [[19.337759]]
('N32', 'N150') [[19.256393]]
('N61', 'N138') [[19.242847]]
('N32', 'N119') [[19.234194]]
('N37', 'N79') [[19.207851]]
('N71', 'N172') [[19.202623]]
('N32', 'N79') [[19.13015]]
('N67', 'N85') [[19.125772]]
('N17', 'N169') [[19.11201]]
('N23', 'N32') [[19.107445]]
('N85', 'N172') [[19.102512]]
('N17', 'N227') [[19.10045]]
('N85', 'N236') [[19.093634]]
('N17', 'N79') [[19.083288]]
('N169', 'N173') [[19.072666]]
('N32', 'N61') [[19.068695]]
('N17', 'N20') [[19.063969]]
('N61', 'N85') [[19.06058]]
('N172', 'N227') [[19.054445]]
('N61', 'N71') [[19.034039]]
('N209', 'N237') [[19.028732]]
('N71', 'N169') [[19.0181]]
('N46', 'N237') [[18.987597]]
('N3', 'N236') [[18.978107]]
('N37', 'N172') [[18.974953]]
('N79', 'N227') [[18.973385]]
('N178', 'N236') [[18.970085]]
('N14', 'N169') [[18.968037]]
('N12', 'N172') [[18.966677]]
('N79', 'N175') [[18.961334]]
('N87', 'N146') [[18.952242]]
('N18', 'N126') [[18.947472]]
('N134', 'N237') [[18.942492]]
('N97', 'M0P1') [[18.942259]]
('N17', 'N231') [[18.937893]]
('N39', 'N150') [[18.931684]]
('N17', 'N172') [[18.930822]]
('N14', 'N251') [[18.930626]]
('N37', 'N231') [[18.930601]]
('N52', 'N241') [[18.930202]]
('N46', 'N85') [[18.929802]]
('N82', 'N251') [[18.928444]]
('N10', 'N46') [[18.923532]]
('N61', 'N86') [[18.922396]]
('N123', 'N178') [[18.921425]]
('N172', 'N200') [[18.905329]]
('N32', 'N232') [[18.900095]]
('N20', 'N32') [[18.899902]]
('N169', 'N172') [[18.895164]]
('N37', 'N102') [[18.893745]]
('N12', 'N36') [[18.889809]]
('N55', 'N232') [[18.887293]]
('N46', 'N216') [[18.886978]]
('N61', 'N175') [[18.883541]]
('N79', 'N231') [[18.882927]]
('N3', 'N232') [[18.876522]]
('N79', 'N138') [[18.874413]]
('N11', 'N86') [[18.871346]]
('N126', 'N172') [[18.870525]]
('N20', 'N236') [[18.869112]]
('N20', 'N70') [[18.866474]]
('N172', 'M0P2') [[18.863497]]
('N175', 'N219') [[18.861649]]
('N61', 'N104') [[18.853659]]
('N3', 'N67') [[18.84828]]
('N117', 'N149') [[18.843143]]
('N123', 'N227') [[18.841688]]
('N17', 'N138') [[18.84045]]
('N46', 'N219') [[18.832283]]
('N138', 'N169') [[18.832191]]
('N169', 'N236') [[18.827667]]
('N87', 'N237') [[18.825806]]
('N37', 'N71') [[18.825724]]
('N85', 'N143') [[18.82201]]
('N74', 'N172') [[18.818129]]
('N45', 'N138') [[18.817919]]
('N110', 'N231') [[18.817047]]
('N71', 'N138') [[18.815945]]
('N32', 'N227') [[18.8067]]
('N46', 'N241') [[18.806616]]
('N85', 'N237') [[18.801989]]
('N85', 'N149') [[18.798065]]
('N37', 'N135') [[18.79707]]
('N231', 'N236') [[18.79409]]
('N3', 'N37') [[18.79251]]
('N141', 'N237') [[18.792408]]
('N136', 'N178') [[18.792135]]
('N175', 'N231') [[18.786726]]
('N114', 'N172') [[18.780733]]
('N67', 'N71') [[18.7767]]
('N85', 'N121') [[18.776272]]
('N20', 'N216') [[18.772732]]
('N150', 'N169') [[18.771263]]
('N86', 'N94') [[18.770426]]
('N46', 'N175') [[18.767036]]
('N79', 'N192') [[18.76617]]
('N20', 'N117') [[18.76486]]
('N14', 'N18') [[18.764795]]
('N23', 'N169') [[18.7646]]
('N67', 'N219') [[18.763187]]
('N146', 'N205') [[18.762701]]
('N146', 'N251') [[18.758963]]
('N85', 'N151') [[18.758106]]
('N3', 'N71') [[18.757757]]
('N150', 'N232') [[18.752317]]
('N20', 'N79') [[18.751741]]
('N85', 'N160') [[18.751425]]
('N37', 'N122') [[18.749815]]
('N86', 'N160') [[18.748846]]
('N46', 'N251') [[18.748657]]
('N67', 'N160') [[18.748646]]
('N46', 'N138') [[18.74862]]
('N46', 'N112') [[18.74781]]
('N23', 'N79') [[18.745226]]
('N119', 'N202') [[18.744427]]
