('M0P1', 'M0P2') [[59.451088]]
('N74', 'N166') [[19.461077]]
('N24', 'N96') [[19.418707]]
('N102', 'N220') [[19.137966]]
('N78', 'N203') [[19.13664]]
('N8', 'N96') [[19.1329]]
('N22', 'N186') [[19.127058]]
('N173', 'N203') [[19.103666]]
('N137', 'N192') [[19.093548]]
('N22', 'N145') [[19.088232]]
('N202', 'N203') [[19.017565]]
('N102', 'N185') [[19.017197]]
('N22', 'N153') [[18.999153]]
('N22', 'N34') [[18.960445]]
('N65', 'N197') [[18.946537]]
('N4', 'N203') [[18.928606]]
('N137', 'N231') [[18.920105]]
('N21', 'N22') [[18.910378]]
('N96', 'N186') [[18.897287]]
('N81', 'N207') [[18.897072]]
('N147', 'N216') [[18.880886]]
('N44', 'N96') [[18.875505]]
('N52', 'N132') [[18.87471]]
('N58', 'N173') [[18.871864]]
('N58', 'N203') [[18.868086]]
('N203', 'N252') [[18.864403]]
('N171', 'N203') [[18.861855]]
('N58', 'N132') [[18.855442]]
('N67', 'N105') [[18.852568]]
('N81', 'N203') [[18.85209]]
('N41', 'N137') [[18.84755]]
('N24', 'N27') [[18.8435]]
('N48', 'N78') [[18.84081]]
('N96', 'N192') [[18.830015]]
('N44', 'N203') [[18.82606]]
('N24', 'N30') [[18.817814]]
('N5', 'N186') [[18.814247]]
('N4', 'N30') [[18.813765]]
('N41', 'N153') [[18.813463]]
('N24', 'N67') [[18.791319]]
('N48', 'N50') [[18.784607]]
('N24', 'N38') [[18.77597]]
('N21', 'N166') [[18.7753]]
('N96', 'N203') [[18.77198]]
('N22', 'N64') [[18.764715]]
('N20', 'N128') [[18.759935]]
('N67', 'N203') [[18.752123]]
('N96', 'N185') [[18.73725]]
('N12', 'N96') [[18.736738]]
('N78', 'N97') [[18.736225]]
('N41', 'N102') [[18.734404]]
('N102', 'N166') [[18.732153]]
('N30', 'N185') [[18.731367]]
('N102', 'N137') [[18.728128]]
('N30', 'N207') [[18.724895]]
('N21', 'N203') [[18.72094]]
('N168', 'N171') [[18.713293]]
('N24', 'N162') [[18.71275]]
('N58', 'N223') [[18.712505]]
('N24', 'N102') [[18.708563]]
('N121', 'N137') [[18.705717]]
('N22', 'N137') [[18.704279]]
('N22', 'N78') [[18.70422]]
('N24', 'N181') [[18.70117]]
('N78', 'N166') [[18.700567]]
('N185', 'N203') [[18.694834]]
('N78', 'N102') [[18.691845]]
('N34', 'N203') [[18.691277]]
('N48', 'N67') [[18.69045]]
('N153', 'N220') [[18.688217]]
('N6', 'N166') [[18.686125]]
('N30', 'N67') [[18.685259]]
('N122', 'N207') [[18.68382]]
('N29', 'N185') [[18.679325]]
('N67', 'N132') [[18.663555]]
('N4', 'N102') [[18.658163]]
('N74', 'N96') [[18.65814]]
('N20', 'N24') [[18.656412]]
('N137', 'N220') [[18.65485]]
('N74', 'N207') [[18.649227]]
('N78', 'N121') [[18.648264]]
('N96', 'N106') [[18.643795]]
('N21', 'N153') [[18.637886]]
('N81', 'N122') [[18.631472]]
('N207', 'N225') [[18.625645]]
('N21', 'N128') [[18.621729]]
('N103', 'N185') [[18.618362]]
('N22', 'N212') [[18.60822]]
('N21', 'N24') [[18.607218]]
('N65', 'N186') [[18.604229]]
('N13', 'N67') [[18.600706]]
('N96', 'N162') [[18.600555]]
('N22', 'N220') [[18.599033]]
('N41', 'N207') [[18.59612]]
('N0', 'N67') [[18.59508]]
('N81', 'N115') [[18.593075]]
('N6', 'N78') [[18.592733]]
('N30', 'N48') [[18.592566]]
('N78', 'N137') [[18.591133]]
('N128', 'N189') [[18.585253]]
('N166', 'N213') [[18.582167]]
('N58', 'N171') [[18.580431]]
('N22', 'N171') [[18.573862]]
('N162', 'N207') [[18.569582]]
('N30', 'N70') [[18.569477]]
('N34', 'N67') [[18.5631]]
('N44', 'N67') [[18.56274]]
('N207', 'N220') [[18.562267]]
('N62', 'N173') [[18.561066]]
('N38', 'N216') [[18.560074]]
('N58', 'N128') [[18.558983]]
('N102', 'N202') [[18.558563]]
('N185', 'N189') [[18.556402]]
('N203', 'N204') [[18.55346]]
('N96', 'N225') [[18.55275]]
('N74', 'N102') [[18.55246]]
('N13', 'N203') [[18.550766]]
('N24', 'N58') [[18.550592]]
('N153', 'N185') [[18.548512]]
('N13', 'N58') [[18.5483]]
('N97', 'N216') [[18.548231]]
('N30', 'N203') [[18.546217]]
('N44', 'N82') [[18.545439]]
('N34', 'N166') [[18.544891]]
('N105', 'N147') [[18.544611]]
('N30', 'N166') [[18.540543]]
('N147', 'N162') [[18.539469]]
('N185', 'N207') [[18.538908]]
('N30', 'N220') [[18.53795]]
('N24', 'N132') [[18.536478]]
('N22', 'N30') [[18.53633]]
('N20', 'N58') [[18.536182]]
('N173', 'N185') [[18.535366]]
('N28', 'N173') [[18.534084]]
('N203', 'N225') [[18.533997]]
('N38', 'N50') [[18.53335]]
('N105', 'N201') [[18.531633]]
('N30', 'N102') [[18.52777]]
('N96', 'N102') [[18.527258]]
('N27', 'N96') [[18.524496]]
('N121', 'N217') [[18.523588]]
('N148', 'N203') [[18.521152]]
('N97', 'N153') [[18.5207]]
('N48', 'N192') [[18.519058]]
