('M0P1', 'M0P2') [[34.673534]]
('N84', 'M0P2') [[20.133389]]
('N84', 'M0P1') [[19.901379]]
('N148', 'N221') [[19.730022]]
('N51', 'N172') [[19.615095]]
('N135', 'N221') [[19.60557]]
('N167', 'N221') [[19.581408]]
('N145', 'M0P1') [[19.548912]]
('N221', 'M0P1') [[19.532322]]
('N213', 'N222') [[19.511648]]
('N37', 'N148') [[19.487886]]
('N92', 'N148') [[19.443357]]
('N6', 'N252') [[19.429838]]
('N190', 'N196') [[19.422806]]
('N42', 'N221') [[19.41712]]
('N23', 'N221') [[19.402216]]
('N121', 'N175') [[19.395824]]
('N154', 'N221') [[19.373829]]
('N23', 'N64') [[19.354496]]
('N194', 'N196') [[19.35326]]
('N221', 'N222') [[19.335918]]
('N19', 'N221') [[19.331215]]
('N64', 'N187') [[19.326918]]
('N85', 'N221') [[19.306036]]
('N221', 'N231') [[19.304083]]
('N111', 'N221') [[19.302567]]
('N245', 'N252') [[19.284992]]
('N173', 'N222') [[19.2828]]
('N117', 'N235') [[19.259733]]
('N175', 'N195') [[19.255257]]
('N172', 'N221') [[19.255075]]
('N51', 'N175') [[19.24873]]
('N71', 'N163') [[19.246405]]
('N7', 'M0P2') [[19.240273]]
('N0', 'N7') [[19.23829]]
('N64', 'N221') [[19.23001]]
('N51', 'N201') [[19.225859]]
('N83', 'N221') [[19.207884]]
('N63', 'N237') [[19.207624]]
('N0', 'N196') [[19.197512]]
('N143', 'M0P1') [[19.19459]]
('N163', 'N221') [[19.193182]]
('N83', 'N117') [[19.191616]]
('N221', 'N237') [[19.181755]]
('N221', 'N252') [[19.17757]]
('N148', 'N240') [[19.175377]]
('N121', 'N163') [[19.173492]]
('N37', 'N49') [[19.17139]]
('N183', 'N210') [[19.167715]]
('N213', 'N221') [[19.152597]]
('N37', 'N213') [[19.150703]]
('N48', 'N201') [[19.14773]]
('N6', 'N154') [[19.145872]]
('N7', 'N222') [[19.138788]]
('N154', 'N172') [[19.136255]]
('N38', 'N143') [[19.134129]]
('N0', 'N135') [[19.133017]]
('N34', 'N252') [[19.130854]]
('N148', 'N176') [[19.130217]]
('N84', 'N172') [[19.128109]]
('N63', 'N145') [[19.127964]]
('N96', 'N221') [[19.127167]]
('N221', 'N225') [[19.115791]]
('N6', 'N201') [[19.113552]]
('N194', 'N238') [[19.11264]]
('N63', 'N221') [[19.112173]]
('N196', 'N221') [[19.10939]]
('N37', 'N221') [[19.1064]]
('N71', 'N221') [[19.102608]]
('N37', 'N129') [[19.101469]]
('N129', 'N172') [[19.09913]]
('N175', 'N221') [[19.098724]]
('N77', 'N221') [[19.096237]]
('N19', 'N148') [[19.095697]]
('N6', 'N64') [[19.094578]]
