('M0P1', 'M0P2') [[46.563965]]
('N121', 'N145') [[19.71133]]
('N116', 'N121') [[19.672747]]
('N183', 'N213') [[19.652773]]
('N116', 'N117') [[19.494755]]
('N40', 'N65') [[19.4184]]
('N183', 'N197') [[19.317163]]
('N121', 'N151') [[19.311504]]
('N28', 'N121') [[19.302504]]
('N145', 'N248') [[19.302176]]
('N28', 'N116') [[19.297361]]
('N145', 'N150') [[19.280016]]
('N104', 'N121') [[19.23956]]
('N34', 'N151') [[19.231834]]
('N121', 'N248') [[19.228994]]
('N121', 'N183') [[19.222824]]
('N248', 'M0P2') [[19.203306]]
('N121', 'N143') [[19.202639]]
('N134', 'N152') [[19.19981]]
('N145', 'N165') [[19.193485]]
('N128', 'N243') [[19.184113]]
('N116', 'N140') [[19.183325]]
('N70', 'N121') [[19.182705]]
('N117', 'N247') [[19.176582]]
('N34', 'N40') [[19.173641]]
('N28', 'N144') [[19.171057]]
('N34', 'N152') [[19.148561]]
('N39', 'N70') [[19.148012]]
('N121', 'N132') [[19.146986]]
('N121', 'N140') [[19.143845]]
('N117', 'N153') [[19.139818]]
('N28', 'N125') [[19.134558]]
('N34', 'N183') [[19.12941]]
('N98', 'N133') [[19.125725]]
('N183', 'N200') [[19.121876]]
('N28', 'N117') [[19.114698]]
('N28', 'N78') [[19.113897]]
('N70', 'N92') [[19.099169]]
('N152', 'N183') [[19.092049]]
('N121', 'N149') [[19.08625]]
('N121', 'N133') [[19.084908]]
('N121', 'N200') [[19.084703]]
('N34', 'N121') [[19.084476]]
('N70', 'N110') [[19.082129]]
('N121', 'N235') [[19.078384]]
('N128', 'N140') [[19.07705]]
('N40', 'N114') [[19.075987]]
('N183', 'N247') [[19.073849]]
('N9', 'N65') [[19.068905]]
('N125', 'N145') [[19.065279]]
('N55', 'N152') [[19.064287]]
('N116', 'N152') [[19.060133]]
('N121', 'N128') [[19.05949]]
('N140', 'N200') [[19.04973]]
('N117', 'N145') [[19.044502]]
('N34', 'N116') [[19.039454]]
('N70', 'N200') [[19.026596]]
('N34', 'N92') [[19.024958]]
('N74', 'N98') [[19.022732]]
('N111', 'N148') [[19.020912]]
('N39', 'N65') [[19.014643]]
('N65', 'N116') [[19.011044]]
('N39', 'N226') [[19.011017]]
('N121', 'N239') [[19.006773]]
('N18', 'N40') [[19.005144]]
('N121', 'N178') [[19.002518]]
('N98', 'N121') [[18.9977]]
('N70', 'N116') [[18.996805]]
('N35', 'N133') [[18.995955]]
('N34', 'N145') [[18.993744]]
('N121', 'N134') [[18.99234]]
('N98', 'N187') [[18.98797]]
('N140', 'N152') [[18.986305]]
('N34', 'N70') [[18.98061]]
('N65', 'N204') [[18.979443]]
('N117', 'N121') [[18.979061]]
('N121', 'N250') [[18.979012]]
('N70', 'N114') [[18.976284]]
('N35', 'N121') [[18.975794]]
('N121', 'N126') [[18.968975]]
('N69', 'N116') [[18.968864]]
('N121', 'N204') [[18.966604]]
('N45', 'N128') [[18.961649]]
('N70', 'N191') [[18.960066]]
('N116', 'N183') [[18.95754]]
('N145', 'N177') [[18.95628]]
('N39', 'N78') [[18.95458]]
('N28', 'N197') [[18.952625]]
('N150', 'N213') [[18.952448]]
('N144', 'N145') [[18.951357]]
