('M0P1', 'M0P2') [[35.471508]]
('N40', 'N240') [[19.813766]]
('N173', 'N240') [[19.779663]]
('N240', 'N251') [[19.521172]]
('N216', 'N240') [[19.46923]]
('N69', 'M0P2') [[19.456287]]
('N40', 'N103') [[19.388357]]
('N29', 'N240') [[19.367664]]
('N175', 'N240') [[19.36272]]
('N206', 'N240') [[19.35884]]
('N218', 'N240') [[19.358343]]
('N74', 'N240') [[19.3402]]
('N155', 'N218') [[19.337086]]
('N209', 'N240') [[19.309816]]
('N40', 'N173') [[19.29638]]
('N40', 'N218') [[19.281454]]
('N102', 'N240') [[19.279179]]
('N40', 'N155') [[19.252802]]
('N131', 'N240') [[19.228294]]
('N79', 'N251') [[19.219078]]
('N199', 'N240') [[19.213512]]
('N157', 'N192') [[19.195356]]
('N103', 'N240') [[19.194359]]
('N79', 'N240') [[19.187162]]
('N219', 'N240') [[19.151304]]
('N100', 'N131') [[19.150085]]
('N240', 'N249') [[19.147139]]
('N40', 'N219') [[19.123219]]
('N147', 'N240') [[19.091713]]
('N193', 'N240') [[19.083979]]
('N161', 'N240') [[19.081724]]
('N67', 'N210') [[19.081432]]
('N229', 'N240') [[19.075422]]
('N74', 'N181') [[19.071516]]
('N74', 'N239') [[19.068634]]
('N40', 'N74') [[19.066362]]
('N69', 'M0P1') [[19.051357]]
('N180', 'N240') [[19.051334]]
('N56', 'N227') [[19.049473]]
('N87', 'N240') [[19.04942]]
('N189', 'N240') [[19.042673]]
('N74', 'N251') [[19.039177]]
('N56', 'N223') [[19.030704]]
('N14', 'N161') [[19.027508]]
('N169', 'N240') [[19.017605]]
('N116', 'N240') [[19.015976]]
('N50', 'N240') [[19.004019]]
('N160', 'N240') [[19.002888]]
('N65', 'N240') [[18.998299]]
('N173', 'N218') [[18.991638]]
('N149', 'N206') [[18.989]]
('N4', 'N240') [[18.988085]]
('N56', 'N251') [[18.980507]]
('N92', 'N240') [[18.980494]]
('N120', 'N161') [[18.975979]]
('N192', 'N240') [[18.9681]]
('N135', 'N240') [[18.967505]]
('N4', 'N40') [[18.961458]]
('N67', 'N206') [[18.95113]]
('N40', 'N42') [[18.950766]]
('N67', 'N240') [[18.949154]]
('N56', 'N240') [[18.93565]]
('N155', 'N240') [[18.934742]]
('N35', 'N240') [[18.929642]]
('N24', 'N173') [[18.925594]]
('N141', 'N240') [[18.92553]]
('N149', 'N240') [[18.924427]]
('N107', 'N240') [[18.920412]]
('N210', 'N240') [[18.91931]]
('N74', 'N216') [[18.918373]]
('N225', 'N240') [[18.912624]]
('N40', 'N123') [[18.912466]]
('N74', 'N167') [[18.909092]]
('N190', 'N240') [[18.906305]]
('N169', 'N218') [[18.904276]]
('N61', 'N240') [[18.9031]]
('N213', 'N240') [[18.890612]]
('N152', 'N173') [[18.890423]]
('N59', 'N240') [[18.889112]]
('N56', 'N218') [[18.887457]]
('N131', 'N216') [[18.875404]]
('N176', 'N240') [[18.873932]]
('N56', 'N180') [[18.867767]]
('N147', 'N206') [[18.866413]]
('N6', 'N240') [[18.861029]]
('N240', 'N243') [[18.859127]]
('N101', 'N240') [[18.855766]]
('N74', 'N219') [[18.854633]]
('N53', 'N240') [[18.851582]]
('N228', 'N240') [[18.847128]]
('N194', 'N240') [[18.845663]]
('N220', 'N240') [[18.84389]]
('N56', 'N206') [[18.838572]]
('N40', 'N62') [[18.83634]]
('N74', 'N211') [[18.831667]]
('N157', 'N186') [[18.831339]]
('N18', 'N240') [[18.826921]]
('N183', 'N240') [[18.82685]]
('N157', 'N173') [[18.822641]]
('N40', 'N156') [[18.811468]]
('N155', 'N173') [[18.811176]]
('N100', 'N240') [[18.811169]]
('N123', 'N240') [[18.809258]]
('N67', 'N149') [[18.809155]]
('N195', 'N240') [[18.80666]]
('N44', 'N218') [[18.803776]]
('N105', 'N240') [[18.803555]]
('N88', 'N240') [[18.791887]]
('N9', 'N161') [[18.79063]]
('N157', 'N206') [[18.790272]]
('N3', 'N240') [[18.790255]]
('N157', 'N240') [[18.789253]]
('N40', 'N169') [[18.787159]]
('N202', 'N240') [[18.784956]]
('N100', 'N216') [[18.783293]]
('N1', 'N40') [[18.78254]]
('N161', 'N175') [[18.775908]]
('N211', 'N240') [[18.775106]]
('N112', 'N173') [[18.774618]]
('N115', 'N240') [[18.774357]]
('N141', 'N216') [[18.767662]]
('N218', 'N223') [[18.766037]]
('N44', 'N149') [[18.764261]]
('N55', 'N240') [[18.762115]]
('N101', 'N199') [[18.761547]]
('N196', 'N240') [[18.760252]]
('N40', 'N181') [[18.759754]]
('N173', 'N209') [[18.75902]]
('N155', 'N224') [[18.75747]]
('N223', 'N240') [[18.755148]]
('N74', 'N83') [[18.753983]]
('N88', 'N147') [[18.75363]]
('N74', 'N218') [[18.752548]]
('N173', 'N181') [[18.748806]]
('N79', 'N206') [[18.748674]]
('N56', 'N165') [[18.748589]]
('N137', 'N240') [[18.747812]]
('N45', 'N53') [[18.743368]]
('N166', 'N240') [[18.740705]]
('N14', 'N217') [[18.737638]]
('N92', 'N218') [[18.734531]]
('N40', 'N202') [[18.733612]]
('N40', 'N92') [[18.73329]]
('N40', 'N210') [[18.729181]]
('N40', 'N149') [[18.728672]]
('N165', 'N223') [[18.727427]]
('N173', 'N213') [[18.726377]]
('N174', 'N218') [[18.725239]]
('N47', 'N74') [[18.724794]]
('N74', 'N141') [[18.72296]]
('N186', 'N216') [[18.722385]]
('N181', 'N240') [[18.72202]]
('N45', 'N181') [[18.720152]]
('N101', 'N216') [[18.720104]]
('N62', 'N240') [[18.718945]]
('N22', 'N240') [[18.718742]]
('N131', 'N227') [[18.717798]]
('N2', 'N141') [[18.717527]]
('N27', 'N240') [[18.715567]]
('N40', 'N44') [[18.714605]]
('N179', 'N240') [[18.713337]]
