('M0P1', 'M0P2') [[36.937313]]
('N98', 'M0P1') [[20.182404]]
('N43', 'N143') [[19.83276]]
('N143', 'N158') [[19.80575]]
('N13', 'N143') [[19.759098]]
('N98', 'N143') [[19.673409]]
('N143', 'N248') [[19.668053]]
('N98', 'N176') [[19.621864]]
('N61', 'N240') [[19.58038]]
('N39', 'N143') [[19.54497]]
('N13', 'N61') [[19.511091]]
('N122', 'N143') [[19.509495]]
('N29', 'N74') [[19.508549]]
('N61', 'N143') [[19.495657]]
('N13', 'N134') [[19.491646]]
('N74', 'N158') [[19.487377]]
('N61', 'N104') [[19.47607]]
('N60', 'N61') [[19.470173]]
('N13', 'N248') [[19.457941]]
('N26', 'N241') [[19.436598]]
('N58', 'N143') [[19.43423]]
('N44', 'N143') [[19.43241]]
('N93', 'N143') [[19.428776]]
('N58', 'N158') [[19.403107]]
('N98', 'N141') [[19.401123]]
('N160', 'N239') [[19.388435]]
('N74', 'N248') [[19.381813]]
('N19', 'N232') [[19.380116]]
('N143', 'N182') [[19.36696]]
('N43', 'N176') [[19.360258]]
('N39', 'N59') [[19.357466]]
('N114', 'N192') [[19.355322]]
('N19', 'N61') [[19.34115]]
('N74', 'N208') [[19.321478]]
('N16', 'N74') [[19.317049]]
('N61', 'N236') [[19.302944]]
('N13', 'N185') [[19.300262]]
('N74', 'N241') [[19.29777]]
('N63', 'N93') [[19.29111]]
('N13', 'N236') [[19.284637]]
('N61', 'N113') [[19.281994]]
('N61', 'N222') [[19.278547]]
('N62', 'N141') [[19.272465]]
('N43', 'N141') [[19.266798]]
('N13', 'N25') [[19.260365]]
('N104', 'N143') [[19.252745]]
('N59', 'N158') [[19.243437]]
('N143', 'N164') [[19.238832]]
('N195', 'N206') [[19.23853]]
('N61', 'N93') [[19.23834]]
('N104', 'N206') [[19.237782]]
('N62', 'N241') [[19.23523]]
('N43', 'N236') [[19.228258]]
('N19', 'N206') [[19.225258]]
('N59', 'N143') [[19.222244]]
('N61', 'N207') [[19.216257]]
('N61', 'N74') [[19.208769]]
('N63', 'N182') [[19.205904]]
('N61', 'N98') [[19.205656]]
('N236', 'N248') [[19.205254]]
('N13', 'N186') [[19.201088]]
('N61', 'N186') [[19.198832]]
('N119', 'N134') [[19.197142]]
('N74', 'N247') [[19.194471]]
('N134', 'N143') [[19.191408]]
('N13', 'N158') [[19.189629]]
('N58', 'N98') [[19.187136]]
('N25', 'N141') [[19.181147]]
('N143', 'N186') [[19.180431]]
('N61', 'N239') [[19.178295]]
('N19', 'N239') [[19.17814]]
('N109', 'N204') [[19.173939]]
('N74', 'N236') [[19.172611]]
('N74', 'N204') [[19.167377]]
('N158', 'N179') [[19.165018]]
('N61', 'N69') [[19.162142]]
('N93', 'N248') [[19.159391]]
('N66', 'N143') [[19.159256]]
('N74', 'N234') [[19.151365]]
('N13', 'N232') [[19.148514]]
('N134', 'N236') [[19.145317]]
('N134', 'N192') [[19.14393]]
('N25', 'N206') [[19.141397]]
('N114', 'N125') [[19.137552]]
('N25', 'N64') [[19.127295]]
('N143', 'N185') [[19.125654]]
('N19', 'N134') [[19.123983]]
('N13', 'N114') [[19.118755]]
('N36', 'N134') [[19.117481]]
('N43', 'N74') [[19.112171]]
('N56', 'N143') [[19.108305]]
('N70', 'N93') [[19.102695]]
('N74', 'N182') [[19.101707]]
('N19', 'N57') [[19.098818]]
('N143', 'N193') [[19.096397]]
('N61', 'N198') [[19.094318]]
('N208', 'N241') [[19.09343]]
('N62', 'N74') [[19.09254]]
('N95', 'N134') [[19.090618]]
