('M0P1', 'M0P2') [[35.783493]]
('N179', 'M0P1') [[20.333393]]
('N150', 'N158') [[20.029915]]
('N228', 'M0P1') [[20.01824]]
('N46', 'N76') [[19.942924]]
('N114', 'N232') [[19.799515]]
('N2', 'N29') [[19.788843]]
('N158', 'N232') [[19.743114]]
('N138', 'N179') [[19.673618]]
('N52', 'N138') [[19.612549]]
('N87', 'N214') [[19.563309]]
('N117', 'N232') [[19.547707]]
('N46', 'N158') [[19.54068]]
('N76', 'N178') [[19.535164]]
('N103', 'N232') [[19.527355]]
('N52', 'N179') [[19.519049]]
('N51', 'N138') [[19.514181]]
('N56', 'N223') [[19.514141]]
('N228', 'M0P2') [[19.511671]]
('N115', 'N117') [[19.488535]]
('N117', 'N179') [[19.484852]]
('N27', 'N76') [[19.482597]]
('N29', 'N158') [[19.481745]]
('N64', 'N150') [[19.474806]]
('N158', 'N250') [[19.472332]]
('N114', 'N158') [[19.47138]]
('N2', 'N31') [[19.466963]]
('N2', 'N232') [[19.46185]]
('N27', 'N251') [[19.461212]]
('N29', 'N46') [[19.456558]]
('N117', 'N150') [[19.456333]]
('N117', 'N200') [[19.455545]]
('N80', 'N138') [[19.428486]]
('N29', 'N150') [[19.427374]]
('N29', 'N214') [[19.425442]]
('N76', 'N150') [[19.407806]]
('N138', 'M0P1') [[19.385347]]
('N117', 'N187') [[19.36868]]
('N92', 'N117') [[19.36845]]
('N87', 'N153') [[19.349031]]
('N109', 'N138') [[19.346117]]
('N27', 'N64') [[19.337568]]
('N158', 'N179') [[19.336372]]
('N51', 'N179') [[19.336084]]
('N56', 'N232') [[19.326584]]
('N27', 'N117') [[19.318266]]
('N138', 'N214') [[19.314993]]
('N29', 'N57') [[19.314838]]
('N2', 'N163') [[19.313112]]
('N27', 'N55') [[19.312746]]
('N150', 'N214') [[19.310184]]
('N179', 'N189') [[19.30572]]
('N131', 'N140') [[19.30216]]
('N26', 'N29') [[19.301744]]
('N108', 'N251') [[19.299719]]
('N51', 'N87') [[19.29414]]
('N56', 'N238') [[19.291637]]
('N2', 'N158') [[19.286243]]
('N27', 'N78') [[19.285692]]
('N2', 'N87') [[19.281912]]
('N156', 'N223') [[19.280691]]
('N131', 'N232') [[19.278429]]
('N26', 'N142') [[19.275692]]
('N78', 'N214') [[19.275179]]
('N142', 'N158') [[19.270939]]
('N143', 'N214') [[19.270754]]
('N2', 'N164') [[19.265505]]
('N29', 'N117') [[19.256695]]
('N179', 'N181') [[19.253857]]
('N142', 'N189') [[19.253819]]
('N2', 'N27') [[19.253286]]
('N52', 'N214') [[19.24978]]
('N29', 'N87') [[19.24539]]
('N138', 'N150') [[19.23187]]
('N64', 'N179') [[19.231077]]
('N109', 'N214') [[19.22969]]
('N101', 'N150') [[19.221989]]
('N3', 'N29') [[19.214573]]
('N2', 'N138') [[19.211643]]
('N52', 'N142') [[19.208311]]
('N51', 'N52') [[19.196627]]
('N27', 'N46') [[19.19593]]
('N51', 'N223') [[19.195614]]
('N2', 'N223') [[19.194418]]
('N117', 'N212') [[19.193932]]
('N29', 'N179') [[19.193785]]
('N29', 'N76') [[19.187204]]
('N2', 'N64') [[19.178228]]
('N29', 'N96') [[19.172752]]
('N12', 'N108') [[19.170599]]
('N87', 'N179') [[19.168198]]
('N192', 'N232') [[19.167688]]
('N150', 'N247') [[19.165352]]
('N76', 'N158') [[19.163816]]
('N52', 'N150') [[19.160662]]
('N142', 'N227') [[19.16048]]
('N117', 'N247') [[19.157629]]
('N2', 'N142') [[19.15711]]
('N31', 'N117') [[19.150225]]
('N51', 'N214') [[19.145502]]
('N5', 'N150') [[19.138706]]
('N29', 'N89') [[19.136923]]
('N64', 'N117') [[19.134975]]
('N2', 'N46') [[19.134508]]
('N29', 'N187') [[19.134155]]
('N27', 'N206') [[19.133293]]
('N96', 'N214') [[19.130459]]
('N29', 'N86') [[19.13028]]
('N28', 'N117') [[19.129557]]
('N142', 'N179') [[19.128412]]
('N52', 'N232') [[19.125359]]
('N46', 'N78') [[19.125036]]
('N138', 'N161') [[19.124994]]
('N75', 'N150') [[19.124073]]
('N12', 'N29') [[19.122355]]
('N64', 'N232') [[19.121384]]
('N29', 'N200') [[19.120792]]
('N27', 'N158') [[19.120647]]
('N76', 'N179') [[19.11833]]
('N3', 'N238') [[19.116913]]
('N57', 'N214') [[19.11629]]
('N179', 'N183') [[19.114557]]
('N52', 'N158') [[19.113304]]
('N2', 'N214') [[19.111761]]
('N142', 'N150') [[19.104687]]
('N78', 'N158') [[19.10288]]
('N126', 'N158') [[19.10163]]
('N109', 'M0P1') [[19.101564]]
('N46', 'N150') [[19.101181]]
('N203', 'N219') [[19.099058]]
('N2', 'N200') [[19.096579]]
('N60', 'N109') [[19.093569]]
('N29', 'N247') [[19.0906]]
('N232', 'N234') [[19.087526]]
('N2', 'N128') [[19.084278]]
('N138', 'N158') [[19.08384]]
('N57', 'N179') [[19.082844]]
('N27', 'N212') [[19.082687]]
('N76', 'N223') [[19.08209]]
('N117', 'N142') [[19.078627]]
('N2', 'N117') [[19.07773]]
('N63', 'N133') [[19.077486]]
('N117', 'N227') [[19.076517]]
('N101', 'N219') [[19.070063]]
('N46', 'N86') [[19.06733]]
('N36', 'N126') [[19.066055]]
('N26', 'N164') [[19.064768]]
('N78', 'N179') [[19.064266]]
('N2', 'N55') [[19.059397]]
('N41', 'N232') [[19.053524]]
('N181', 'N232') [[19.049927]]
('N60', 'N138') [[19.048576]]
('N153', 'N179') [[19.047867]]
('N32', 'N158') [[19.046505]]
('N46', 'N108') [[19.045557]]
('N130', 'N236') [[19.042343]]
('N27', 'N150') [[19.03873]]
('N142', 'N182') [[19.038038]]
('N179', 'N221') [[19.037487]]
('N150', 'N219') [[19.035248]]
('N64', 'N136') [[19.03431]]
('N192', 'N247') [[19.032806]]
('N76', 'N138') [[19.02596]]
('N150', 'N233') [[19.025793]]
('N2', 'N26') [[19.025179]]
('N78', 'N250') [[19.024292]]
('N117', 'N206') [[19.021898]]
('N27', 'N108') [[19.021427]]
('N97', 'N214') [[19.02108]]
('N114', 'N140') [[19.019669]]
('N36', 'N158') [[19.017448]]
('N52', 'N192') [[19.015676]]
('N2', 'N20') [[19.01453]]
('N0', 'N150') [[19.014465]]
('N56', 'N78') [[19.01446]]
('N2', 'N133') [[19.012278]]
('N223', 'N224') [[19.01089]]
('N150', 'N232') [[19.010012]]
('N179', 'N192') [[19.009455]]
('N29', 'N186') [[19.008049]]
('N214', 'N245') [[19.007072]]
('N2', 'N89') [[19.006548]]
('N27', 'N57') [[19.005713]]
('N7', 'N78') [[19.005505]]
('N51', 'N117') [[19.005186]]
('N46', 'N233') [[19.004473]]
('N103', 'N179') [[19.0019]]
('N158', 'N238') [[19.001202]]
('N29', 'N71') [[19.000721]]
('N138', 'N232') [[19.000708]]
('N117', 'N140') [[18.999084]]
('N117', 'N236') [[18.99843]]
('N46', 'N214') [[18.997921]]
('N179', 'N235') [[18.994343]]
('N2', 'N150') [[18.99418]]
('N109', 'N200') [[18.99381]]
('N7', 'N114') [[18.991516]]
('N117', 'N131') [[18.98831]]
('N117', 'N221') [[18.985651]]
('N29', 'N49') [[18.985315]]
('N117', 'N234') [[18.985254]]
('N101', 'N215') [[18.98495]]
('N55', 'N247') [[18.982151]]
('N142', 'N163') [[18.979174]]
('N79', 'N109') [[18.97901]]
('N2', 'N9') [[18.978823]]
('N33', 'N87') [[18.978552]]
('N29', 'N114') [[18.978134]]
('N2', 'N127') [[18.977053]]
('N101', 'N158') [[18.974823]]
('N164', 'N192') [[18.974543]]
('N33', 'N104') [[18.970078]]
('N5', 'N152') [[18.96989]]
('N29', 'N115') [[18.969212]]
('N2', 'N197') [[18.967957]]
('N92', 'N138') [[18.967474]]
('N64', 'N114') [[18.966297]]
('N140', 'N150') [[18.965416]]
('N29', 'N108') [[18.965063]]
('N117', 'N214') [[18.963835]]
('N117', 'N138') [[18.963783]]
('N124', 'N131') [[18.96312]]
('N5', 'N27') [[18.961704]]
('N117', 'N125') [[18.959732]]
('N2', 'N185') [[18.959568]]
('N5', 'N26') [[18.95951]]
('N138', 'M0P2') [[18.956852]]
('N29', 'N80') [[18.956507]]
('N3', 'N214') [[18.953783]]
('N149', 'N150') [[18.952513]]
('N86', 'N181') [[18.951973]]
('N46', 'N55') [[18.94828]]
('N131', 'N236') [[18.947777]]
('N92', 'N221') [[18.947233]]
('N158', 'M0P1') [[18.943546]]
('N64', 'N158') [[18.942993]]
('N164', 'N245') [[18.941713]]
('N3', 'N136') [[18.940844]]
('N2', 'N79') [[18.937382]]
('N36', 'N117') [[18.937027]]
('N114', 'N163') [[18.932386]]
('N66', 'N179') [[18.932379]]
('N57', 'N124') [[18.93224]]
('N179', 'N227') [[18.932138]]
('N63', 'N164') [[18.928486]]
('N7', 'N29') [[18.928474]]
('N101', 'N108') [[18.92838]]
('N27', 'N126') [[18.928253]]
('N109', 'N251') [[18.926174]]
('N114', 'N192') [[18.926105]]
('N27', 'N69') [[18.923668]]
('N104', 'N214') [[18.921795]]
('N56', 'N114') [[18.92115]]
('N56', 'N158') [[18.919931]]
('N56', 'N138') [[18.91982]]
('N142', 'N178') [[18.918678]]
('N117', 'N192') [[18.916786]]
('N29', 'N251') [[18.915575]]
('N2', 'N66') [[18.915148]]
('N26', 'N117') [[18.912682]]
('N179', 'N232') [[18.912535]]
('N29', 'N213') [[18.912397]]
('N101', 'N232') [[18.910845]]
('N2', 'N178') [[18.910822]]
('N3', 'N138') [[18.908632]]
('N27', 'N29') [[18.908113]]
('N64', 'N142') [[18.904818]]
('N29', 'N64') [[18.899538]]
('N27', 'N56') [[18.899355]]
('N114', 'N136') [[18.899054]]
('N2', 'N130') [[18.897911]]
('N114', 'N150') [[18.897299]]
('N56', 'N179') [[18.897175]]
('N158', 'N236') [[18.894905]]
('N33', 'N236') [[18.893578]]
('N117', 'N245') [[18.892683]]
('N27', 'N128') [[18.892311]]
('N5', 'N117') [[18.88958]]
('N27', 'N214') [[18.888844]]
('N2', 'N192') [[18.887741]]
('N2', 'N193') [[18.885351]]
('N37', 'N214') [[18.883648]]
('N57', 'N78') [[18.88169]]
('N57', 'N142') [[18.88097]]
('N114', 'N131') [[18.880558]]
('N27', 'N114') [[18.879805]]
('N179', 'N223') [[18.879171]]
('N27', 'N91') [[18.878815]]
('N158', 'N215') [[18.87822]]
('N114', 'N117') [[18.87821]]
('N56', 'N236') [[18.877954]]
('N52', 'N114') [[18.877283]]
('N76', 'N214') [[18.875408]]
('N108', 'N200') [[18.875233]]
('N65', 'N228') [[18.872612]]
('N2', 'N101') [[18.871553]]
('N27', 'N232') [[18.87066]]
('N158', 'N202') [[18.870344]]
('N52', 'N108') [[18.869474]]
('N109', 'N179') [[18.869335]]
('N51', 'N150') [[18.863022]]
('N117', 'N149') [[18.86291]]
('N78', 'N160') [[18.86284]]
('N80', 'N158') [[18.862194]]
('N63', 'N214') [[18.861185]]
('N63', 'N138') [[18.860476]]
('N223', 'N232') [[18.858362]]
('N87', 'N181') [[18.858084]]
('N47', 'N158') [[18.857468]]
('N2', 'N76') [[18.857025]]
('N51', 'N158') [[18.856817]]
('N179', 'N250') [[18.855774]]
('N158', 'N214') [[18.85541]]
('N0', 'N2') [[18.854958]]
('N3', 'N27') [[18.854355]]
('N76', 'N142') [[18.85409]]
('N131', 'N200') [[18.85286]]
('N56', 'N146') [[18.852818]]
('N118', 'N131') [[18.851381]]
('N27', 'N139') [[18.85125]]
('N64', 'N127') [[18.851124]]
('N29', 'N185') [[18.851088]]
('N8', 'N236') [[18.85083]]
('N164', 'N179') [[18.850414]]
('N92', 'N114') [[18.85032]]
('N115', 'N158') [[18.849253]]
('N130', 'N171') [[18.848597]]
('N55', 'N117') [[18.848154]]
('N33', 'N158') [[18.847141]]
('N7', 'N28') [[18.846197]]
('N149', 'N179') [[18.84536]]
('N9', 'N214') [[18.845167]]
('N2', 'N226') [[18.844728]]
('N76', 'N78') [[18.844059]]
('N79', 'N197') [[18.843025]]
('N7', 'N164') [[18.842756]]
('N103', 'N138') [[18.842743]]
('N76', 'N87') [[18.842741]]
('N63', 'N76') [[18.84209]]
('N158', 'N219') [[18.841463]]
('N40', 'N178') [[18.840082]]
