('M0P1', 'M0P2') [[49.54604]]
('N90', 'N103') [[19.84061]]
('N82', 'N236') [[19.811863]]
('N100', 'M0P2') [[19.77462]]
('N122', 'N230') [[19.661213]]
('N82', 'N122') [[19.535444]]
('N53', 'N230') [[19.482641]]
('N82', 'N172') [[19.455893]]
('N208', 'N230') [[19.43192]]
('N218', 'N230') [[19.426706]]
('N103', 'N230') [[19.421164]]
('N65', 'N82') [[19.387857]]
('N220', 'N230') [[19.348516]]
('N103', 'N210') [[19.346619]]
('N106', 'N123') [[19.330242]]
('N103', 'N223') [[19.31602]]
('N123', 'N230') [[19.27192]]
('N66', 'N230') [[19.20945]]
('N103', 'N207') [[19.18216]]
('N82', 'N124') [[19.179348]]
('N162', 'N231') [[19.176298]]
('N115', 'N230') [[19.16894]]
('N14', 'N34') [[19.166056]]
('N4', 'N103') [[19.154346]]
('N103', 'N208') [[19.152948]]
('N100', 'N153') [[19.147757]]
('N62', 'N68') [[19.147001]]
('N82', 'N230') [[19.142649]]
('N14', 'N148') [[19.138672]]
('N148', 'N223') [[19.132595]]
('N41', 'N139') [[19.117184]]
('N230', 'N236') [[19.114384]]
('N221', 'N236') [[19.11253]]
('N62', 'N171') [[19.10935]]
('N82', 'N210') [[19.102398]]
('N207', 'N230') [[19.099386]]
('N92', 'N236') [[19.092443]]
('N62', 'N148') [[19.092365]]
('N16', 'N230') [[19.087421]]
('N53', 'N210') [[19.087008]]
('N62', 'N78') [[19.083542]]
('N181', 'N234') [[19.08191]]
('N148', 'N230') [[19.07878]]
('N92', 'N103') [[19.07394]]
('N4', 'N53') [[19.067713]]
('N73', 'N103') [[19.065266]]
('N91', 'N103') [[19.061703]]
('N125', 'N148') [[19.044039]]
('N92', 'N153') [[19.043627]]
('N96', 'N148') [[19.04358]]
('N153', 'N231') [[19.040672]]
('N51', 'N230') [[19.039742]]
('N57', 'N65') [[19.039648]]
('N92', 'N115') [[19.03877]]
('N96', 'N246') [[19.037445]]
('N105', 'N230') [[19.03445]]
('N62', 'N103') [[19.033342]]
('N106', 'N221') [[19.03195]]
('N14', 'N230') [[19.021835]]
('N100', 'M0P1') [[19.021673]]
('N62', 'N141') [[19.021112]]
('N128', 'N234') [[19.010572]]
('N13', 'N103') [[19.010378]]
('N82', 'N231') [[19.009073]]
('N181', 'N220') [[19.003012]]
('N65', 'N103') [[18.988993]]
('N62', 'N230') [[18.986317]]
('N95', 'N103') [[18.97419]]
('N122', 'N148') [[18.970806]]
('N106', 'N122') [[18.96807]]
('N115', 'N153') [[18.964386]]
('N62', 'N125') [[18.963709]]
('N0', 'N115') [[18.961294]]
('N51', 'N103') [[18.957977]]
('N96', 'N230') [[18.954859]]
('N62', 'N82') [[18.954666]]
('N208', 'N220') [[18.95428]]
('N82', 'N148') [[18.952536]]
('N62', 'N236') [[18.946503]]
('N105', 'N123') [[18.944225]]
('N115', 'N220') [[18.94316]]
('N145', 'N230') [[18.939342]]
('N103', 'N170') [[18.93896]]
('N13', 'N82') [[18.935268]]
('N230', 'N232') [[18.93256]]
('N82', 'N106') [[18.930151]]
('N19', 'N103') [[18.929691]]
('N210', 'N223') [[18.929586]]
('N103', 'N105') [[18.929506]]
('N10', 'N103') [[18.928375]]
('N23', 'N123') [[18.92837]]
('N64', 'N230') [[18.92694]]
('N62', 'N223') [[18.925716]]
('N199', 'N207') [[18.921726]]
('N65', 'N207') [[18.914927]]
('N53', 'N103') [[18.91316]]
('N122', 'N208') [[18.904795]]
('N51', 'N148') [[18.90334]]
('N148', 'N238') [[18.901932]]
('N26', 'N148') [[18.894222]]
('N73', 'N122') [[18.89241]]
('N108', 'N221') [[18.892092]]
('N148', 'N236') [[18.888111]]
('N90', 'N171') [[18.887245]]
('N4', 'N109') [[18.883093]]
('N11', 'N82') [[18.882584]]
('N122', 'N236') [[18.875717]]
('N16', 'N172') [[18.87312]]
('N26', 'N221') [[18.871868]]
('N171', 'N210') [[18.870768]]
('N230', 'N231') [[18.867672]]
('N223', 'N236') [[18.867508]]
('N122', 'N207') [[18.862099]]
('N122', 'N220') [[18.861267]]
('N23', 'N122') [[18.861198]]
('N62', 'N221') [[18.860014]]
('N82', 'N181') [[18.858997]]
('N115', 'N208') [[18.854488]]
('N96', 'N122') [[18.853682]]
('N14', 'N122') [[18.850199]]
('N4', 'N62') [[18.846464]]
('N92', 'N180') [[18.84594]]
('N103', 'N137') [[18.845745]]
('N148', 'N231') [[18.845102]]
('N57', 'N66') [[18.84485]]
('N14', 'N167') [[18.844088]]
